CatalogID	Assembler	Strategy	Completeness	LengthBin	LengthBinStart	Genes
megahit-mix-primary	MEGAHIT	Mix	Partial	2101-2150	2101	31
megahit-mix-primary	MEGAHIT	Mix	Complete	2151-2200	2151	207
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2151-2200	2151	10
megahit-mix-primary	MEGAHIT	Mix	Partial	2151-2200	2151	29
megahit-mix-primary	MEGAHIT	Mix	Complete	2201-2250	2201	169
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2201-2250	2201	11
megahit-mix-primary	MEGAHIT	Mix	Partial	2201-2250	2201	33
megahit-mix-primary	MEGAHIT	Mix	Complete	2251-2300	2251	146
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2251-2300	2251	6
megahit-mix-primary	MEGAHIT	Mix	Partial	2251-2300	2251	25
megahit-mix-primary	MEGAHIT	Mix	Complete	2301-2350	2301	148
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2301-2350	2301	4
megahit-mix-primary	MEGAHIT	Mix	Partial	2301-2350	2301	16
megahit-mix-primary	MEGAHIT	Mix	Complete	2351-2400	2351	158
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2351-2400	2351	10
megahit-mix-primary	MEGAHIT	Mix	Partial	2351-2400	2351	23
megahit-mix-primary	MEGAHIT	Mix	Complete	2401-2450	2401	144
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2401-2450	2401	1
megahit-mix-primary	MEGAHIT	Mix	Partial	2401-2450	2401	18
megahit-mix-primary	MEGAHIT	Mix	Complete	2451-2500	2451	135
megahit-mix-primary	MEGAHIT	Mix	Incomplete	2451-2500	2451	9
megahit-mix-primary	MEGAHIT	Mix	Partial	2451-2500	2451	20
megahit-mix-primary	MEGAHIT	Mix	Complete	>2500	2501	1721
megahit-mix-primary	MEGAHIT	Mix	Incomplete	>2500	2501	67
megahit-mix-primary	MEGAHIT	Mix	Partial	>2500	2501	239
metaspades-individual-primary	metaSPAdes	Individual	Complete	51-100	51	87
metaspades-individual-primary	metaSPAdes	Individual	Partial	51-100	51	939
metaspades-individual-primary	metaSPAdes	Individual	Complete	101-150	101	671
metaspades-individual-primary	metaSPAdes	Individual	Partial	101-150	101	1403
metaspades-individual-primary	metaSPAdes	Individual	Complete	151-200	151	1437
metaspades-individual-primary	metaSPAdes	Individual	Partial	151-200	151	1206
metaspades-individual-primary	metaSPAdes	Individual	Complete	201-250	201	2109
metaspades-individual-primary	metaSPAdes	Individual	Partial	201-250	201	1232
metaspades-individual-primary	metaSPAdes	Individual	Complete	251-300	251	2251
metaspades-individual-primary	metaSPAdes	Individual	Partial	251-300	251	1212
metaspades-individual-primary	metaSPAdes	Individual	Complete	301-350	301	1982
metaspades-individual-primary	metaSPAdes	Individual	Partial	301-350	301	1088
metaspades-individual-primary	metaSPAdes	Individual	Complete	351-400	351	2294
metaspades-individual-primary	metaSPAdes	Individual	Partial	351-400	351	1128
metaspades-individual-primary	metaSPAdes	Individual	Complete	401-450	401	2542
metaspades-individual-primary	metaSPAdes	Individual	Partial	401-450	401	1046
metaspades-individual-primary	metaSPAdes	Individual	Complete	451-500	451	2362
metaspades-individual-primary	metaSPAdes	Individual	Partial	451-500	451	962
metaspades-individual-primary	metaSPAdes	Individual	Complete	501-550	501	2171
metaspades-individual-primary	metaSPAdes	Individual	Partial	501-550	501	947
metaspades-individual-primary	metaSPAdes	Individual	Complete	551-600	551	2188
metaspades-individual-primary	metaSPAdes	Individual	Partial	551-600	551	947
metaspades-individual-primary	metaSPAdes	Individual	Complete	601-650	601	1963
metaspades-individual-primary	metaSPAdes	Individual	Partial	601-650	601	824
metaspades-individual-primary	metaSPAdes	Individual	Complete	651-700	651	2023
metaspades-individual-primary	metaSPAdes	Individual	Partial	651-700	651	812
metaspades-individual-primary	metaSPAdes	Individual	Complete	701-750	701	2013
metaspades-individual-primary	metaSPAdes	Individual	Partial	701-750	701	819
metaspades-individual-primary	metaSPAdes	Individual	Complete	751-800	751	1947
metaspades-individual-primary	metaSPAdes	Individual	Partial	751-800	751	744
metaspades-individual-primary	metaSPAdes	Individual	Complete	801-850	801	1841
metaspades-individual-primary	metaSPAdes	Individual	Partial	801-850	801	716
metaspades-individual-primary	metaSPAdes	Individual	Complete	851-900	851	1721
metaspades-individual-primary	metaSPAdes	Individual	Partial	851-900	851	730
metaspades-individual-primary	metaSPAdes	Individual	Complete	901-950	901	1571
metaspades-individual-primary	metaSPAdes	Individual	Partial	901-950	901	598
metaspades-individual-primary	metaSPAdes	Individual	Complete	951-1000	951	1634
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	951-1000	951	18
metaspades-individual-primary	metaSPAdes	Individual	Partial	951-1000	951	593
metaspades-individual-primary	metaSPAdes	Individual	Complete	1001-1050	1001	1607
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1001-1050	1001	287
metaspades-individual-primary	metaSPAdes	Individual	Partial	1001-1050	1001	571
metaspades-individual-primary	metaSPAdes	Individual	Complete	1051-1100	1051	1275
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1051-1100	1051	225
metaspades-individual-primary	metaSPAdes	Individual	Partial	1051-1100	1051	452
metaspades-individual-primary	metaSPAdes	Individual	Complete	1101-1150	1101	1209
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1101-1150	1101	197
metaspades-individual-primary	metaSPAdes	Individual	Partial	1101-1150	1101	430
metaspades-individual-primary	metaSPAdes	Individual	Complete	1151-1200	1151	1241
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1151-1200	1151	170
metaspades-individual-primary	metaSPAdes	Individual	Partial	1151-1200	1151	343
metaspades-individual-primary	metaSPAdes	Individual	Complete	1201-1250	1201	1049
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1201-1250	1201	129
metaspades-individual-primary	metaSPAdes	Individual	Partial	1201-1250	1201	295
metaspades-individual-primary	metaSPAdes	Individual	Complete	1251-1300	1251	1085
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1251-1300	1251	115
metaspades-individual-primary	metaSPAdes	Individual	Partial	1251-1300	1251	302
metaspades-individual-primary	metaSPAdes	Individual	Complete	1301-1350	1301	948
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1301-1350	1301	100
metaspades-individual-primary	metaSPAdes	Individual	Partial	1301-1350	1301	253
metaspades-individual-primary	metaSPAdes	Individual	Complete	1351-1400	1351	826
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1351-1400	1351	65
metaspades-individual-primary	metaSPAdes	Individual	Partial	1351-1400	1351	187
metaspades-individual-primary	metaSPAdes	Individual	Complete	1401-1450	1401	680
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1401-1450	1401	64
metaspades-individual-primary	metaSPAdes	Individual	Partial	1401-1450	1401	167
metaspades-individual-primary	metaSPAdes	Individual	Complete	1451-1500	1451	591
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1451-1500	1451	59
metaspades-individual-primary	metaSPAdes	Individual	Partial	1451-1500	1451	140
metaspades-individual-primary	metaSPAdes	Individual	Complete	1501-1550	1501	450
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1501-1550	1501	49
metaspades-individual-primary	metaSPAdes	Individual	Partial	1501-1550	1501	127
metaspades-individual-primary	metaSPAdes	Individual	Complete	1551-1600	1551	426
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1551-1600	1551	56
metaspades-individual-primary	metaSPAdes	Individual	Partial	1551-1600	1551	130
metaspades-individual-primary	metaSPAdes	Individual	Complete	1601-1650	1601	379
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1601-1650	1601	34
metaspades-individual-primary	metaSPAdes	Individual	Partial	1601-1650	1601	106
metaspades-individual-primary	metaSPAdes	Individual	Complete	1651-1700	1651	361
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1651-1700	1651	29
metaspades-individual-primary	metaSPAdes	Individual	Partial	1651-1700	1651	99
metaspades-individual-primary	metaSPAdes	Individual	Complete	1701-1750	1701	351
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1701-1750	1701	29
metaspades-individual-primary	metaSPAdes	Individual	Partial	1701-1750	1701	81
metaspades-individual-primary	metaSPAdes	Individual	Complete	1751-1800	1751	298
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1751-1800	1751	27
metaspades-individual-primary	metaSPAdes	Individual	Partial	1751-1800	1751	70
metaspades-individual-primary	metaSPAdes	Individual	Complete	1801-1850	1801	274
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1801-1850	1801	25
metaspades-individual-primary	metaSPAdes	Individual	Partial	1801-1850	1801	79
metaspades-individual-primary	metaSPAdes	Individual	Complete	1851-1900	1851	252
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1851-1900	1851	22
metaspades-individual-primary	metaSPAdes	Individual	Partial	1851-1900	1851	71
metaspades-individual-primary	metaSPAdes	Individual	Complete	1901-1950	1901	230
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1901-1950	1901	23
metaspades-individual-primary	metaSPAdes	Individual	Partial	1901-1950	1901	61
metaspades-individual-primary	metaSPAdes	Individual	Complete	1951-2000	1951	186
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	1951-2000	1951	17
metaspades-individual-primary	metaSPAdes	Individual	Partial	1951-2000	1951	53
metaspades-individual-primary	metaSPAdes	Individual	Complete	2001-2050	2001	160
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2001-2050	2001	13
metaspades-individual-primary	metaSPAdes	Individual	Partial	2001-2050	2001	49
metaspades-individual-primary	metaSPAdes	Individual	Complete	2051-2100	2051	186
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2051-2100	2051	12
metaspades-individual-primary	metaSPAdes	Individual	Partial	2051-2100	2051	54
metaspades-individual-primary	metaSPAdes	Individual	Complete	2101-2150	2101	160
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2101-2150	2101	7
metaspades-individual-primary	metaSPAdes	Individual	Partial	2101-2150	2101	32
metaspades-individual-primary	metaSPAdes	Individual	Complete	2151-2200	2151	153
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2151-2200	2151	12
metaspades-individual-primary	metaSPAdes	Individual	Partial	2151-2200	2151	36
metaspades-individual-primary	metaSPAdes	Individual	Complete	2201-2250	2201	120
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2201-2250	2201	6
metaspades-individual-primary	metaSPAdes	Individual	Partial	2201-2250	2201	33
metaspades-individual-primary	metaSPAdes	Individual	Complete	2251-2300	2251	107
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2251-2300	2251	15
metaspades-individual-primary	metaSPAdes	Individual	Partial	2251-2300	2251	28
metaspades-individual-primary	metaSPAdes	Individual	Complete	2301-2350	2301	101
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2301-2350	2301	10
metaspades-individual-primary	metaSPAdes	Individual	Partial	2301-2350	2301	29
metaspades-individual-primary	metaSPAdes	Individual	Complete	2351-2400	2351	95
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2351-2400	2351	5
metaspades-individual-primary	metaSPAdes	Individual	Partial	2351-2400	2351	23
metaspades-individual-primary	metaSPAdes	Individual	Complete	2401-2450	2401	108
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2401-2450	2401	9
metaspades-individual-primary	metaSPAdes	Individual	Partial	2401-2450	2401	18
metaspades-individual-primary	metaSPAdes	Individual	Complete	2451-2500	2451	97
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	2451-2500	2451	7
metaspades-individual-primary	metaSPAdes	Individual	Partial	2451-2500	2451	19
metaspades-individual-primary	metaSPAdes	Individual	Complete	>2500	2501	1100
metaspades-individual-primary	metaSPAdes	Individual	Incomplete	>2500	2501	113
metaspades-individual-primary	metaSPAdes	Individual	Partial	>2500	2501	289
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	51-100	51	118
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	51-100	51	1133
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	101-150	101	812
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	101-150	101	1774
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	151-200	151	1823
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	151-200	151	1578
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	201-250	201	2813
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	201-250	201	1668
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	251-300	251	2994
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	251-300	251	1631
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	301-350	301	2560
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	301-350	301	1341
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	351-400	351	3057
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	351-400	351	1404
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	401-450	401	3324
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	401-450	401	1346
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	451-500	451	3111
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	451-500	451	1225
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	501-550	501	2810
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	501-550	501	1219
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	551-600	551	2818
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	551-600	551	1180
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	601-650	601	2568
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	601-650	601	1041
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	651-700	651	2704
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	651-700	651	1005
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	701-750	701	2635
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	701-750	701	910
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	751-800	751	2525
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	751-800	751	809
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	801-850	801	2388
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	801-850	801	855
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	851-900	851	2285
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	851-900	851	756
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	901-950	901	2115
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	901-950	901	650
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	951-1000	951	2213
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	951-1000	951	8
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	951-1000	951	625
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1001-1050	1001	2133
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1001-1050	1001	268
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1001-1050	1001	576
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1051-1100	1051	1677
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1051-1100	1051	162
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1051-1100	1051	489
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1101-1150	1101	1610
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1101-1150	1101	169
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1101-1150	1101	451
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1151-1200	1151	1615
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1151-1200	1151	146
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1151-1200	1151	357
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1201-1250	1201	1421
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1201-1250	1201	103
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1201-1250	1201	295
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1251-1300	1251	1440
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1251-1300	1251	109
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1251-1300	1251	264
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1301-1350	1301	1302
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1301-1350	1301	97
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1301-1350	1301	209
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1351-1400	1351	1108
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1351-1400	1351	69
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1351-1400	1351	179
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1401-1450	1401	957
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1401-1450	1401	66
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1401-1450	1401	148
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1451-1500	1451	831
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1451-1500	1451	49
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1451-1500	1451	160
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1501-1550	1501	642
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1501-1550	1501	43
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1501-1550	1501	101
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1551-1600	1551	552
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1551-1600	1551	48
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1551-1600	1551	102
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1601-1650	1601	531
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1601-1650	1601	30
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1601-1650	1601	104
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1651-1700	1651	479
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1651-1700	1651	30
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1651-1700	1651	84
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1701-1750	1701	480
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1701-1750	1701	14
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1701-1750	1701	77
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1751-1800	1751	431
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1751-1800	1751	22
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1751-1800	1751	62
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1801-1850	1801	377
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1801-1850	1801	22
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1801-1850	1801	48
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1851-1900	1851	353
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1851-1900	1851	17
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1851-1900	1851	49
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1901-1950	1901	325
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1901-1950	1901	14
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1901-1950	1901	42
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	1951-2000	1951	289
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	1951-2000	1951	14
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	1951-2000	1951	33
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2001-2050	2001	254
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2001-2050	2001	11
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2001-2050	2001	32
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2051-2100	2051	259
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2051-2100	2051	13
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2051-2100	2051	40
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2101-2150	2101	229
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2101-2150	2101	7
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2101-2150	2101	22
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2151-2200	2151	214
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2151-2200	2151	7
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2151-2200	2151	24
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2201-2250	2201	187
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2201-2250	2201	7
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2201-2250	2201	26
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2251-2300	2251	156
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2251-2300	2251	6
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2251-2300	2251	19
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2301-2350	2301	160
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2301-2350	2301	3
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2301-2350	2301	19
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2351-2400	2351	163
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2351-2400	2351	9
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2351-2400	2351	19
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2401-2450	2401	158
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2401-2450	2401	4
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2401-2450	2401	15
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	2451-2500	2451	143
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	2451-2500	2451	10
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	2451-2500	2451	11
metaspades-co-primary	metaSPAdes	Co-assembly	Complete	>2500	2501	1769
metaspades-co-primary	metaSPAdes	Co-assembly	Incomplete	>2500	2501	52
metaspades-co-primary	metaSPAdes	Co-assembly	Partial	>2500	2501	218
metaspades-mix-primary	metaSPAdes	Mix	Complete	51-100	51	138
metaspades-mix-primary	metaSPAdes	Mix	Partial	51-100	51	1489
metaspades-mix-primary	metaSPAdes	Mix	Complete	101-150	101	923
metaspades-mix-primary	metaSPAdes	Mix	Partial	101-150	101	2184
metaspades-mix-primary	metaSPAdes	Mix	Complete	151-200	151	1957
metaspades-mix-primary	metaSPAdes	Mix	Partial	151-200	151	1819
metaspades-mix-primary	metaSPAdes	Mix	Complete	201-250	201	2966
metaspades-mix-primary	metaSPAdes	Mix	Partial	201-250	201	1862
metaspades-mix-primary	metaSPAdes	Mix	Complete	251-300	251	3105
metaspades-mix-primary	metaSPAdes	Mix	Partial	251-300	251	1764
metaspades-mix-primary	metaSPAdes	Mix	Complete	301-350	301	2646
metaspades-mix-primary	metaSPAdes	Mix	Partial	301-350	301	1454
metaspades-mix-primary	metaSPAdes	Mix	Complete	351-400	351	3104
metaspades-mix-primary	metaSPAdes	Mix	Partial	351-400	351	1522
metaspades-mix-primary	metaSPAdes	Mix	Complete	401-450	401	3395
metaspades-mix-primary	metaSPAdes	Mix	Partial	401-450	401	1439
metaspades-mix-primary	metaSPAdes	Mix	Complete	451-500	451	3175
metaspades-mix-primary	metaSPAdes	Mix	Partial	451-500	451	1305
metaspades-mix-primary	metaSPAdes	Mix	Complete	501-550	501	2862
metaspades-mix-primary	metaSPAdes	Mix	Partial	501-550	501	1277
metaspades-mix-primary	metaSPAdes	Mix	Complete	551-600	551	2879
metaspades-mix-primary	metaSPAdes	Mix	Partial	551-600	551	1209
metaspades-mix-primary	metaSPAdes	Mix	Complete	601-650	601	2601
metaspades-mix-primary	metaSPAdes	Mix	Partial	601-650	601	1106
metaspades-mix-primary	metaSPAdes	Mix	Complete	651-700	651	2723
metaspades-mix-primary	metaSPAdes	Mix	Partial	651-700	651	1053
metaspades-mix-primary	metaSPAdes	Mix	Complete	701-750	701	2653
metaspades-mix-primary	metaSPAdes	Mix	Partial	701-750	701	975
metaspades-mix-primary	metaSPAdes	Mix	Complete	751-800	751	2564
metaspades-mix-primary	metaSPAdes	Mix	Partial	751-800	751	852
metaspades-mix-primary	metaSPAdes	Mix	Complete	801-850	801	2405
metaspades-mix-primary	metaSPAdes	Mix	Partial	801-850	801	887
metaspades-mix-primary	metaSPAdes	Mix	Complete	851-900	851	2305
metaspades-mix-primary	metaSPAdes	Mix	Partial	851-900	851	795
metaspades-mix-primary	metaSPAdes	Mix	Complete	901-950	901	2121
metaspades-mix-primary	metaSPAdes	Mix	Partial	901-950	901	694
metaspades-mix-primary	metaSPAdes	Mix	Complete	951-1000	951	2203
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	951-1000	951	8
metaspades-mix-primary	metaSPAdes	Mix	Partial	951-1000	951	671
metaspades-mix-primary	metaSPAdes	Mix	Complete	1001-1050	1001	2138
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1001-1050	1001	297
metaspades-mix-primary	metaSPAdes	Mix	Partial	1001-1050	1001	624
metaspades-mix-primary	metaSPAdes	Mix	Complete	1051-1100	1051	1689
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1051-1100	1051	180
metaspades-mix-primary	metaSPAdes	Mix	Partial	1051-1100	1051	515
metaspades-mix-primary	metaSPAdes	Mix	Complete	1101-1150	1101	1622
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1101-1150	1101	196
metaspades-mix-primary	metaSPAdes	Mix	Partial	1101-1150	1101	490
metaspades-mix-primary	metaSPAdes	Mix	Complete	1151-1200	1151	1641
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1151-1200	1151	162
metaspades-mix-primary	metaSPAdes	Mix	Partial	1151-1200	1151	384
metaspades-mix-primary	metaSPAdes	Mix	Complete	1201-1250	1201	1425
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1201-1250	1201	114
metaspades-mix-primary	metaSPAdes	Mix	Partial	1201-1250	1201	325
metaspades-mix-primary	metaSPAdes	Mix	Complete	1251-1300	1251	1437
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1251-1300	1251	116
metaspades-mix-primary	metaSPAdes	Mix	Partial	1251-1300	1251	295
metaspades-mix-primary	metaSPAdes	Mix	Complete	1301-1350	1301	1310
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1301-1350	1301	103
metaspades-mix-primary	metaSPAdes	Mix	Partial	1301-1350	1301	238
metaspades-mix-primary	metaSPAdes	Mix	Complete	1351-1400	1351	1119
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1351-1400	1351	73
metaspades-mix-primary	metaSPAdes	Mix	Partial	1351-1400	1351	206
metaspades-mix-primary	metaSPAdes	Mix	Complete	1401-1450	1401	973
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1401-1450	1401	77
metaspades-mix-primary	metaSPAdes	Mix	Partial	1401-1450	1401	155
metaspades-mix-primary	metaSPAdes	Mix	Complete	1451-1500	1451	837
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1451-1500	1451	53
metaspades-mix-primary	metaSPAdes	Mix	Partial	1451-1500	1451	170
metaspades-mix-primary	metaSPAdes	Mix	Complete	1501-1550	1501	647
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1501-1550	1501	52
metaspades-mix-primary	metaSPAdes	Mix	Partial	1501-1550	1501	110
metaspades-mix-primary	metaSPAdes	Mix	Complete	1551-1600	1551	568
metaspades-mix-primary	metaSPAdes	Mix	Incomplete	1551-1600	1551	45
