Step	Cached	Command	Outputs
prodigal-truth-GCA_000005845.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000005845.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000005845.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000005845.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000005845.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000005845.2.faa;genes/truth-parts/GCA_000005845.2.fna;genes/truth-parts/GCA_000005845.2.gff
prodigal-truth-GCA_000006805.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000006805.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006805.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006805.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006805.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000006805.1.faa;genes/truth-parts/GCA_000006805.1.fna;genes/truth-parts/GCA_000006805.1.gff
prodigal-truth-GCA_000006985.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000006985.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006985.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006985.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000006985.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000006985.1.faa;genes/truth-parts/GCA_000006985.1.fna;genes/truth-parts/GCA_000006985.1.gff
prodigal-truth-GCA_000007185.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007185.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007185.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007185.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007185.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007185.1.faa;genes/truth-parts/GCA_000007185.1.fna;genes/truth-parts/GCA_000007185.1.gff
prodigal-truth-GCA_000007225.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007225.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007225.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007225.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007225.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007225.1.faa;genes/truth-parts/GCA_000007225.1.fna;genes/truth-parts/GCA_000007225.1.gff
prodigal-truth-GCA_000007265.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007265.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007265.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007265.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007265.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007265.1.faa;genes/truth-parts/GCA_000007265.1.fna;genes/truth-parts/GCA_000007265.1.gff
prodigal-truth-GCA_000007305.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007305.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007305.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007305.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007305.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007305.1.faa;genes/truth-parts/GCA_000007305.1.fna;genes/truth-parts/GCA_000007305.1.gff
prodigal-truth-GCA_000007345.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007345.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007345.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007345.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007345.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007345.1.faa;genes/truth-parts/GCA_000007345.1.fna;genes/truth-parts/GCA_000007345.1.gff
prodigal-truth-GCA_000007565.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007565.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007565.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007565.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007565.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000007565.2.faa;genes/truth-parts/GCA_000007565.2.fna;genes/truth-parts/GCA_000007565.2.gff
prodigal-truth-GCA_000007645.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007645.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007645.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007645.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007645.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000007645.1.faa;genes/truth-parts/GCA_000007645.1.fna;genes/truth-parts/GCA_000007645.1.gff
prodigal-truth-GCA_000007985.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000007985.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007985.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007985.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000007985.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000007985.2.faa;genes/truth-parts/GCA_000007985.2.fna;genes/truth-parts/GCA_000007985.2.gff
prodigal-truth-GCA_000008005.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008005.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008005.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008005.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008005.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008005.1.faa;genes/truth-parts/GCA_000008005.1.fna;genes/truth-parts/GCA_000008005.1.gff
prodigal-truth-GCA_000008085.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008085.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008085.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008085.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008085.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008085.1.faa;genes/truth-parts/GCA_000008085.1.fna;genes/truth-parts/GCA_000008085.1.gff
prodigal-truth-GCA_000008185.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008185.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008185.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008185.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008185.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008185.1.faa;genes/truth-parts/GCA_000008185.1.fna;genes/truth-parts/GCA_000008185.1.gff
prodigal-truth-GCA_000008525.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008525.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008525.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008525.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008525.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008525.1.faa;genes/truth-parts/GCA_000008525.1.fna;genes/truth-parts/GCA_000008525.1.gff
prodigal-truth-GCA_000008565.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008565.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008565.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008565.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008565.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008565.1.faa;genes/truth-parts/GCA_000008565.1.fna;genes/truth-parts/GCA_000008565.1.gff
prodigal-truth-GCA_000008665.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008665.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008665.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008665.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008665.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008665.1.faa;genes/truth-parts/GCA_000008665.1.fna;genes/truth-parts/GCA_000008665.1.gff
prodigal-truth-GCA_000008805.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000008805.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008805.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008805.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000008805.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000008805.1.faa;genes/truth-parts/GCA_000008805.1.fna;genes/truth-parts/GCA_000008805.1.gff
prodigal-truth-GCA_000009145.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000009145.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009145.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009145.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009145.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000009145.1.faa;genes/truth-parts/GCA_000009145.1.fna;genes/truth-parts/GCA_000009145.1.gff
prodigal-truth-GCA_000009225.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000009225.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009225.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009225.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009225.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000009225.1.faa;genes/truth-parts/GCA_000009225.1.fna;genes/truth-parts/GCA_000009225.1.gff
prodigal-truth-GCA_000009705.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000009705.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009705.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009705.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000009705.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000009705.1.faa;genes/truth-parts/GCA_000009705.1.fna;genes/truth-parts/GCA_000009705.1.gff
prodigal-truth-GCA_000010305.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000010305.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010305.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010305.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010305.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000010305.1.faa;genes/truth-parts/GCA_000010305.1.fna;genes/truth-parts/GCA_000010305.1.gff
prodigal-truth-GCA_000010425.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000010425.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010425.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010425.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010425.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000010425.1.faa;genes/truth-parts/GCA_000010425.1.fna;genes/truth-parts/GCA_000010425.1.gff
prodigal-truth-GCA_000010505.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000010505.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010505.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010505.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000010505.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000010505.1.faa;genes/truth-parts/GCA_000010505.1.fna;genes/truth-parts/GCA_000010505.1.gff
prodigal-truth-GCA_000011065.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000011065.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011065.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011065.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011065.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000011065.1.faa;genes/truth-parts/GCA_000011065.1.fna;genes/truth-parts/GCA_000011065.1.gff
prodigal-truth-GCA_000011105.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000011105.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011105.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011105.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011105.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000011105.1.faa;genes/truth-parts/GCA_000011105.1.fna;genes/truth-parts/GCA_000011105.1.gff
prodigal-truth-GCA_000011205.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000011205.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011205.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011205.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011205.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000011205.1.faa;genes/truth-parts/GCA_000011205.1.fna;genes/truth-parts/GCA_000011205.1.gff
prodigal-truth-GCA_000011585.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000011585.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011585.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011585.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011585.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000011585.1.faa;genes/truth-parts/GCA_000011585.1.fna;genes/truth-parts/GCA_000011585.1.gff
prodigal-truth-GCA_000011965.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000011965.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011965.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011965.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000011965.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000011965.2.faa;genes/truth-parts/GCA_000011965.2.fna;genes/truth-parts/GCA_000011965.2.gff
prodigal-truth-GCA_000012825.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000012825.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000012825.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000012825.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000012825.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000012825.1.faa;genes/truth-parts/GCA_000012825.1.fna;genes/truth-parts/GCA_000012825.1.gff
prodigal-truth-GCA_000013465.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000013465.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013465.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013465.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013465.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000013465.1.faa;genes/truth-parts/GCA_000013465.1.fna;genes/truth-parts/GCA_000013465.1.gff
prodigal-truth-GCA_000013645.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000013645.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013645.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013645.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000013645.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000013645.1.faa;genes/truth-parts/GCA_000013645.1.fna;genes/truth-parts/GCA_000013645.1.gff
prodigal-truth-GCA_000014425.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000014425.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000014425.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000014425.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000014425.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000014425.1.faa;genes/truth-parts/GCA_000014425.1.fna;genes/truth-parts/GCA_000014425.1.gff
prodigal-truth-GCA_000015125.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000015125.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015125.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015125.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015125.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000015125.1.faa;genes/truth-parts/GCA_000015125.1.fna;genes/truth-parts/GCA_000015125.1.gff
prodigal-truth-GCA_000015425.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000015425.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015425.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015425.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015425.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000015425.1.faa;genes/truth-parts/GCA_000015425.1.fna;genes/truth-parts/GCA_000015425.1.gff
prodigal-truth-GCA_000015805.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000015805.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015805.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015805.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015805.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000015805.1.faa;genes/truth-parts/GCA_000015805.1.fna;genes/truth-parts/GCA_000015805.1.gff
prodigal-truth-GCA_000015865.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000015865.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015865.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015865.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015865.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000015865.1.faa;genes/truth-parts/GCA_000015865.1.fna;genes/truth-parts/GCA_000015865.1.gff
prodigal-truth-GCA_000015985.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000015985.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015985.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015985.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000015985.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000015985.1.faa;genes/truth-parts/GCA_000015985.1.fna;genes/truth-parts/GCA_000015985.1.gff
prodigal-truth-GCA_000016065.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016065.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016065.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016065.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016065.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016065.1.faa;genes/truth-parts/GCA_000016065.1.fna;genes/truth-parts/GCA_000016065.1.gff
prodigal-truth-GCA_000016085.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016085.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016085.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016085.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016085.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016085.1.faa;genes/truth-parts/GCA_000016085.1.fna;genes/truth-parts/GCA_000016085.1.gff
prodigal-truth-GCA_000016125.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016125.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016125.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016125.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016125.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016125.1.faa;genes/truth-parts/GCA_000016125.1.fna;genes/truth-parts/GCA_000016125.1.gff
prodigal-truth-GCA_000016385.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016385.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016385.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016385.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016385.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016385.1.faa;genes/truth-parts/GCA_000016385.1.fna;genes/truth-parts/GCA_000016385.1.gff
