Genome	KO	DRAMPresent	METABOLICPresent	METABOLICHitCount	PresencePattern
SGB_005	K01698	true	true	1	Both
SGB_005	K01703	true	true	1	Both
SGB_005	K01704	true	true	1	Both
SGB_005	K01710	true	true	1	Both
SGB_005	K01714	true	true	1	Both
SGB_005	K01719	true	true	1	Both
SGB_005	K01733	true	true	1	Both
SGB_005	K01735	true	true	1	Both
SGB_005	K01736	true	true	1	Both
SGB_005	K01737	true	true	2	Both
SGB_005	K01738	true	true	1	Both
SGB_005	K01749	true	true	1	Both
SGB_005	K01755	true	true	1	Both
SGB_005	K01756	true	true	1	Both
SGB_005	K01760	true	true	1	Both
SGB_005	K01770	true	true	1	Both
SGB_005	K01772	true	true	2	Both
SGB_005	K01778	true	true	1	Both
SGB_005	K01783	true	true	1	Both
SGB_005	K01784	true	true	1	Both
SGB_005	K01790	true	true	1	Both
SGB_005	K01803	true	true	1	Both
SGB_005	K01808	true	true	1	Both
SGB_005	K01810	true	true	1	Both
SGB_005	K01814	true	true	1	Both
SGB_005	K01817	true	true	1	Both
SGB_005	K01834	true	true	1	Both
SGB_005	K01845	true	true	1	Both
SGB_005	K01847	true	true	1	Both
SGB_005	K01849	false	true	1	METABOLIC only
SGB_005	K01885	true	true	1	Both
SGB_005	K01895	true	true	1	Both
SGB_005	K01897	true	true	1	Both
SGB_005	K01902	true	true	1	Both
SGB_005	K01903	true	true	1	Both
SGB_005	K01911	true	true	1	Both
SGB_005	K01912	true	true	1	Both
SGB_005	K01916	true	true	1	Both
SGB_005	K01923	true	true	1	Both
SGB_005	K01933	true	true	1	Both
SGB_005	K01935	true	true	1	Both
SGB_005	K01937	true	true	1	Both
SGB_005	K01939	true	true	1	Both
SGB_005	K01940	true	true	1	Both
SGB_005	K01945	true	true	1	Both
SGB_005	K01951	true	true	2	Both
SGB_005	K01956	true	true	1	Both
SGB_005	K01961	true	true	1	Both
SGB_005	K01962	true	true	1	Both
SGB_005	K01963	true	true	1	Both
SGB_005	K02078	true	true	1	Both
SGB_005	K02108	true	true	1	Both
SGB_005	K02109	true	true	1	Both
SGB_005	K02110	true	true	1	Both
SGB_005	K02111	true	true	1	Both
SGB_005	K02112	true	true	1	Both
SGB_005	K02113	true	true	1	Both
SGB_005	K02115	true	true	1	Both
SGB_005	K02160	true	true	1	Both
SGB_005	K02169	true	true	1	Both
SGB_005	K02188	true	true	1	Both
SGB_005	K02189	false	true	1	METABOLIC only
SGB_005	K02190	true	true	1	Both
SGB_005	K02224	true	true	2	Both
SGB_005	K02227	true	true	1	Both
SGB_005	K02230	true	true	2	Both
SGB_005	K02231	true	true	1	Both
SGB_005	K02232	true	true	1	Both
SGB_005	K02291	true	true	1	Both
SGB_005	K02293	true	true	1	Both
SGB_005	K02303	true	true	2	Both
SGB_005	K02372	false	true	1	METABOLIC only
SGB_005	K02492	true	true	1	Both
SGB_005	K02495	true	true	1	Both
SGB_005	K02500	true	true	1	Both
SGB_005	K02501	true	true	1	Both
SGB_005	K02517	true	true	1	Both
SGB_005	K02527	true	true	1	Both
SGB_005	K02536	true	true	1	Both
SGB_005	K02548	true	true	1	Both
SGB_005	K02551	true	true	1	Both
SGB_005	K02586	true	true	1	Both
SGB_005	K02588	true	true	1	Both
SGB_005	K02591	true	true	1	Both
SGB_005	K02626	true	true	1	Both
SGB_005	K02635	true	true	1	Both
SGB_005	K02636	true	true	1	Both
SGB_005	K03154	true	true	1	Both
SGB_005	K03183	true	true	1	Both
SGB_005	K03269	true	true	1	Both
SGB_005	K03270	true	true	2	Both
SGB_005	K03271	true	true	2	Both
SGB_005	K03273	true	true	1	Both
SGB_005	K03274	true	true	1	Both
SGB_005	K03388	true	true	1	Both
SGB_005	K03389	true	true	1	Both
SGB_005	K03390	false	true	1	METABOLIC only
SGB_005	K03394	true	true	1	Both
SGB_005	K03465	true	true	1	Both
SGB_005	K03474	true	true	1	Both
SGB_005	K03517	true	true	1	Both
SGB_005	K03525	true	true	1	Both
SGB_005	K03526	true	true	1	Both
SGB_005	K03527	true	true	1	Both
SGB_005	K03585	true	true	1	Both
SGB_005	K03637	true	true	1	Both
SGB_005	K03639	true	true	1	Both
SGB_005	K03644	true	true	1	Both
SGB_005	K03737	true	true	1	Both
SGB_005	K03741	true	false	0	DRAM only
SGB_005	K03750	true	true	1	Both
SGB_005	K03783	true	true	1	Both
SGB_005	K03786	true	true	1	Both
SGB_005	K03787	true	true	1	Both
SGB_005	K03841	true	true	1	Both
SGB_005	K04518	true	true	1	Both
SGB_005	K05606	true	true	1	Both
SGB_005	K05810	true	true	1	Both
SGB_005	K05895	true	true	1	Both
SGB_005	K05934	true	true	1	Both
SGB_005	K05936	true	true	1	Both
SGB_005	K06001	true	true	1	Both
SGB_005	K06041	true	true	1	Both
SGB_005	K06042	false	true	1	METABOLIC only
SGB_005	K07130	true	true	1	Both
SGB_005	K08289	true	true	1	Both
SGB_005	K08352	true	true	1	Both
SGB_005	K08356	true	false	0	DRAM only
SGB_005	K08641	true	true	1	Both
SGB_005	K08680	true	true	1	Both
SGB_005	K08940	true	true	1	Both
SGB_005	K08941	true	true	1	Both
SGB_005	K08942	true	true	1	Both
SGB_005	K08943	true	true	1	Both
SGB_005	K08963	true	true	1	Both
SGB_005	K09458	true	true	1	Both
SGB_005	K09460	false	true	4	METABOLIC only
SGB_005	K09789	true	true	1	Both
SGB_005	K09835	true	true	1	Both
SGB_005	K09903	true	true	1	Both
SGB_005	K11004	true	true	1	Both
SGB_005	K11175	true	true	1	Both
SGB_005	K11180	true	true	1	Both
SGB_005	K11181	true	true	1	Both
SGB_005	K11752	true	true	1	Both
SGB_005	K11754	true	true	1	Both
SGB_005	K12340	true	true	5	Both
SGB_005	K12524	true	true	1	Both
SGB_005	K12630	false	true	3	METABOLIC only
SGB_005	K12634	false	true	3	METABOLIC only
SGB_005	K12901	false	true	2	METABOLIC only
SGB_005	K12902	false	true	5	METABOLIC only
SGB_005	K13038	true	true	1	Both
SGB_005	K13319	false	true	1	METABOLIC only
SGB_005	K14127	true	true	1	Both
SGB_005	K14245	false	true	1	METABOLIC only
SGB_005	K14246	false	true	1	METABOLIC only
SGB_005	K14371	false	true	2	METABOLIC only
SGB_005	K14373	false	true	4	METABOLIC only
SGB_005	K14652	true	true	1	Both
SGB_005	K15230	true	true	1	Both
SGB_005	K15231	true	true	1	Both
SGB_005	K15959	false	true	1	METABOLIC only
SGB_005	K15967	false	true	1	METABOLIC only
SGB_005	K15988	false	true	2	METABOLIC only
SGB_005	K16000	false	true	2	METABOLIC only
SGB_005	K16001	false	true	2	METABOLIC only
SGB_005	K16002	false	true	2	METABOLIC only
SGB_005	K16003	false	true	2	METABOLIC only
SGB_005	K16007	false	true	2	METABOLIC only
SGB_005	K16363	true	true	1	Both
SGB_005	K16951	true	false	0	DRAM only
SGB_005	K17069	true	true	1	Both
SGB_005	K17103	true	true	1	Both
SGB_005	K17218	true	true	1	Both
SGB_005	K17226	true	false	0	DRAM only
SGB_005	K17227	true	true	1	Both
SGB_005	K17725	false	true	1	METABOLIC only
SGB_005	K17745	true	true	1	Both
SGB_005	K17828	true	true	1	Both
SGB_005	K18118	true	true	1	Both
SGB_005	K18138	true	true	2	Both
SGB_005	K18139	true	true	1	Both
SGB_005	K19221	true	true	1	Both
SGB_005	K19222	true	true	1	Both
SGB_005	K19650	false	true	9	METABOLIC only
SGB_005	K19858	false	true	1	METABOLIC only
SGB_005	K19889	false	true	1	METABOLIC only
SGB_005	K20981	false	true	1	METABOLIC only
SGB_005	K21179	false	true	1	METABOLIC only
SGB_005	K21221	false	true	2	METABOLIC only
SGB_005	K21225	false	true	3	METABOLIC only
SGB_005	K21254	false	true	2	METABOLIC only
SGB_005	K21271	false	true	3	METABOLIC only
SGB_005	K22098	false	true	1	METABOLIC only
SGB_005	K22798	false	true	3	METABOLIC only
SGB_005	K23264	true	true	1	Both
SGB_005	K23265	true	true	1	Both
SGB_005	K23269	true	true	1	Both
SGB_005	K24528	false	true	2	METABOLIC only
SGB_005	K24555	false	true	2	METABOLIC only
SGB_005	K24557	false	true	2	METABOLIC only
SGB_005	K24558	false	true	2	METABOLIC only
SGB_005	K24559	false	true	2	METABOLIC only
SGB_005	K24560	false	true	2	METABOLIC only
SGB_005	K24561	false	true	2	METABOLIC only
SGB_005	K24562	false	true	2	METABOLIC only
SGB_005	K24566	false	true	2	METABOLIC only
SGB_005	K24567	false	true	2	METABOLIC only
SGB_005	K24568	false	true	2	METABOLIC only
SGB_005	K24569	false	true	2	METABOLIC only
SGB_005	K25026	true	true	1	Both
SGB_006	K00012	true	true	1	Both
SGB_006	K00014	true	true	1	Both
SGB_006	K00018	true	true	1	Both
SGB_006	K00029	true	true	2	Both
SGB_006	K00030	true	true	1	Both
SGB_006	K00033	true	true	1	Both
SGB_006	K00036	true	true	1	Both
SGB_006	K00052	true	true	1	Both
SGB_006	K00053	true	true	1	Both
SGB_006	K00058	true	true	1	Both
SGB_006	K00059	true	true	3	Both
SGB_006	K00067	true	true	1	Both
SGB_006	K00077	true	true	1	Both
SGB_006	K00088	true	true	1	Both
SGB_006	K00097	true	true	1	Both
SGB_006	K00099	true	true	1	Both
SGB_006	K00108	true	true	1	Both
SGB_006	K00121	true	true	1	Both
SGB_006	K00133	true	true	1	Both
SGB_006	K00134	true	true	1	Both
SGB_006	K00135	true	true	1	Both
SGB_006	K00140	true	true	1	Both
SGB_006	K00145	true	true	1	Both
SGB_006	K00147	true	true	2	Both
SGB_006	K00163	true	true	1	Both
SGB_006	K00164	true	true	1	Both
SGB_006	K00166	true	true	1	Both
SGB_006	K00209	true	true	1	Both
SGB_006	K00215	true	true	1	Both
SGB_006	K00228	true	true	1	Both
SGB_006	K00230	true	true	4	Both
SGB_006	K00239	true	true	1	Both
SGB_006	K00240	true	true	4	Both
SGB_006	K00241	true	true	4	Both
SGB_006	K00242	true	true	1	Both
SGB_006	K00254	true	true	1	Both
SGB_006	K00275	true	true	1	Both
SGB_006	K00278	true	true	1	Both
SGB_006	K00281	true	true	1	Both
SGB_006	K00286	true	true	1	Both
SGB_006	K00287	true	true	1	Both
SGB_006	K00297	true	true	2	Both
SGB_006	K00380	true	true	1	Both
SGB_006	K00381	true	true	1	Both
SGB_006	K00390	true	true	1	Both
SGB_006	K00404	true	true	1	Both
SGB_006	K00405	true	true	1	Both
SGB_006	K00406	true	true	2	Both
SGB_006	K00407	true	true	1	Both
SGB_006	K00411	true	true	1	Both
SGB_006	K00412	true	true	1	Both
SGB_006	K00413	true	true	2	Both
SGB_006	K00424	true	true	1	Both
SGB_006	K00425	true	true	2	Both
SGB_006	K00426	true	true	1	Both
SGB_006	K00451	true	true	1	Both
SGB_006	K00457	true	true	1	Both
SGB_006	K00525	true	true	1	Both
SGB_006	K00526	true	true	1	Both
SGB_006	K00537	true	true	1	Both
SGB_006	K00548	true	true	1	Both
SGB_006	K00549	true	true	4	Both
SGB_006	K00558	true	true	1	Both
SGB_006	K00560	true	true	1	Both
SGB_006	K00568	true	true	1	Both
SGB_006	K00600	true	true	1	Both
SGB_006	K00602	true	true	1	Both
SGB_006	K00605	true	true	1	Both
SGB_006	K00606	true	true	2	Both
SGB_006	K00609	true	true	1	Both
SGB_006	K00611	true	true	1	Both
SGB_006	K00615	true	true	2	Both
SGB_006	K00616	true	true	1	Both
SGB_006	K00625	false	true	1	METABOLIC only
SGB_006	K00626	true	true	1	Both
SGB_006	K00632	true	true	1	Both
SGB_006	K00640	true	true	1	Both
SGB_006	K00645	true	true	1	Both
SGB_006	K00647	true	true	2	Both
SGB_006	K00648	true	true	2	Both
SGB_006	K00651	true	true	1	Both
SGB_006	K00652	true	true	1	Both
SGB_006	K00655	true	true	2	Both
SGB_006	K00658	true	true	1	Both
SGB_006	K00673	true	true	2	Both
SGB_006	K00674	true	true	1	Both
SGB_006	K00677	true	true	1	Both
SGB_006	K00688	true	true	1	Both
SGB_006	K00700	true	true	1	Both
SGB_006	K00703	true	true	1	Both
SGB_006	K00705	true	true	1	Both
SGB_006	K00748	true	true	1	Both
SGB_006	K00757	true	true	2	Both
SGB_006	K00762	true	true	1	Both
SGB_006	K00764	true	true	1	Both
SGB_006	K00765	true	true	1	Both
SGB_006	K00766	true	true	2	Both
SGB_006	K00789	true	true	1	Both
SGB_006	K00795	true	true	1	Both
SGB_006	K00796	true	true	1	Both
SGB_006	K00797	true	true	1	Both
SGB_006	K00800	true	true	2	Both
SGB_006	K00820	true	true	2	Both
SGB_006	K00821	true	true	1	Both
SGB_006	K00826	true	true	1	Both
SGB_006	K00831	true	true	2	Both
SGB_006	K00833	true	true	2	Both
SGB_006	K00849	true	true	2	Both
SGB_006	K00859	true	true	1	Both
SGB_006	K00867	true	true	1	Both
SGB_006	K00872	true	true	1	Both
SGB_006	K00873	true	true	1	Both
SGB_006	K00891	true	true	1	Both
SGB_006	K00912	true	true	1	Both
SGB_006	K00919	true	true	1	Both
SGB_006	K00925	true	true	1	Both
SGB_006	K00927	true	true	1	Both
SGB_006	K00928	true	true	1	Both
SGB_006	K00931	true	true	2	Both
SGB_006	K00939	true	true	1	Both
SGB_006	K00940	true	true	1	Both
SGB_006	K00942	true	true	1	Both
SGB_006	K00943	true	true	1	Both
SGB_006	K00948	true	true	1	Both
SGB_006	K00950	true	true	2	Both
SGB_006	K00954	true	true	1	Both
SGB_006	K00956	true	true	1	Both
SGB_006	K00957	true	true	1	Both
SGB_006	K00963	true	true	1	Both
SGB_006	K00965	true	true	1	Both
SGB_006	K00969	true	true	1	Both
SGB_006	K00975	true	true	1	Both
SGB_006	K00979	true	true	1	Both
SGB_006	K00981	true	true	1	Both
SGB_006	K00991	true	true	1	Both
SGB_006	K00998	true	true	1	Both
SGB_006	K01007	true	true	1	Both
SGB_006	K01012	true	true	1	Both
SGB_006	K01057	true	true	1	Both
SGB_006	K01070	true	true	1	Both
SGB_006	K01077	true	true	3	Both
SGB_006	K01079	true	true	1	Both
SGB_006	K01092	true	true	1	Both
SGB_006	K01113	true	true	2	Both
SGB_006	K01214	true	true	1	Both
SGB_006	K01243	true	true	1	Both
SGB_006	K01439	true	true	1	Both
SGB_006	K01484	true	true	1	Both
SGB_006	K01488	true	true	1	Both
SGB_006	K01491	true	true	1	Both
SGB_006	K01495	true	true	1	Both
SGB_006	K01497	true	true	1	Both
SGB_006	K01520	true	true	1	Both
SGB_006	K01556	true	true	1	Both
SGB_006	K01581	true	true	1	Both
SGB_006	K01585	true	true	1	Both
SGB_006	K01586	true	true	1	Both
SGB_006	K01588	true	true	1	Both
SGB_006	K01589	true	true	1	Both
SGB_006	K01591	true	true	1	Both
SGB_006	K01595	true	true	2	Both
SGB_006	K01599	true	true	1	Both
SGB_006	K01610	true	true	1	Both
SGB_006	K01611	true	true	1	Both
SGB_006	K01613	true	true	1	Both
SGB_006	K01624	true	true	1	Both
SGB_006	K01625	true	true	1	Both
SGB_006	K01626	true	true	3	Both
SGB_006	K01627	true	true	1	Both
SGB_006	K01633	true	true	1	Both
SGB_006	K01637	true	true	1	Both
SGB_006	K01638	true	true	1	Both
SGB_006	K01640	true	true	1	Both
SGB_006	K01647	true	true	1	Both
SGB_006	K01649	true	true	1	Both
SGB_006	K01652	true	true	1	Both
SGB_006	K01653	true	true	1	Both
SGB_006	K01657	true	true	1	Both
SGB_006	K01661	true	true	1	Both
SGB_006	K01662	true	true	1	Both
SGB_006	K01676	true	true	1	Both
SGB_006	K01679	true	true	2	Both
SGB_006	K01682	true	true	1	Both
SGB_006	K01689	true	true	1	Both
SGB_006	K01690	true	true	1	Both
SGB_006	K01695	true	true	2	Both
SGB_006	K01698	true	true	2	Both
SGB_006	K01703	true	true	1	Both
SGB_006	K01704	true	true	1	Both
SGB_006	K01712	true	true	1	Both
SGB_006	K01713	true	true	1	Both
SGB_006	K01714	true	true	1	Both
SGB_006	K01716	true	true	3	Both
SGB_006	K01733	true	true	1	Both
SGB_006	K01735	true	true	1	Both
SGB_006	K01736	true	true	1	Both
SGB_006	K01737	true	true	1	Both
SGB_006	K01738	true	true	1	Both
SGB_006	K01745	true	true	2	Both
SGB_006	K01754	true	true	1	Both
SGB_006	K01755	true	true	1	Both
SGB_006	K01756	true	true	1	Both
SGB_006	K01760	true	true	2	Both
SGB_006	K01770	true	true	1	Both
SGB_006	K01772	true	true	3	Both
SGB_006	K01778	true	true	1	Both
SGB_006	K01782	true	true	1	Both
SGB_006	K01783	true	true	1	Both
SGB_006	K01784	true	true	2	Both
SGB_006	K01785	true	true	2	Both
SGB_006	K01790	true	true	1	Both
SGB_006	K01800	true	true	1	Both
SGB_006	K01803	true	true	1	Both
SGB_006	K01807	true	true	2	Both
SGB_006	K01810	true	true	1	Both
SGB_006	K01814	true	true	1	Both
SGB_006	K01825	true	true	1	Both
SGB_006	K01835	true	true	2	Both
SGB_006	K01845	true	true	1	Both
SGB_006	K01885	true	true	1	Both
SGB_006	K01895	true	true	1	Both
SGB_006	K01897	true	true	3	Both
SGB_006	K01902	true	true	1	Both
SGB_006	K01903	true	true	1	Both
SGB_006	K01911	true	true	1	Both
SGB_006	K01916	true	true	1	Both
SGB_006	K01920	true	true	1	Both
SGB_006	K01923	true	true	1	Both
SGB_006	K01933	true	true	1	Both
SGB_006	K01935	true	true	1	Both
SGB_006	K01937	true	true	1	Both
SGB_006	K01939	true	true	2	Both
SGB_006	K01940	true	true	1	Both
SGB_006	K01945	true	true	1	Both
SGB_006	K01951	true	true	3	Both
SGB_006	K01952	true	true	1	Both
SGB_006	K01956	true	true	1	Both
SGB_006	K01968	true	true	1	Both
SGB_006	K01969	true	true	1	Both
SGB_006	K02045	true	true	1	Both
SGB_006	K02046	true	true	1	Both
SGB_006	K02047	true	true	1	Both
SGB_006	K02048	true	true	1	Both
SGB_006	K02078	true	true	3	Both
SGB_006	K02108	true	true	1	Both
SGB_006	K02109	true	true	1	Both
SGB_006	K02110	true	true	1	Both
SGB_006	K02111	true	true	1	Both
SGB_006	K02112	true	true	1	Both
SGB_006	K02113	true	true	1	Both
SGB_006	K02114	true	true	1	Both
SGB_006	K02115	true	true	1	Both
SGB_006	K02160	true	true	1	Both
SGB_006	K02169	true	true	1	Both
SGB_006	K02170	true	true	1	Both
SGB_006	K02231	true	true	1	Both
SGB_006	K02232	true	true	1	Both
SGB_006	K02257	true	true	2	Both
SGB_006	K02258	true	true	1	Both
SGB_006	K02259	true	true	1	Both
SGB_006	K02274	true	true	1	Both
SGB_006	K02275	true	true	1	Both
SGB_006	K02276	true	true	1	Both
SGB_006	K02297	true	true	1	Both
SGB_006	K02298	true	true	1	Both
SGB_006	K02299	true	true	1	Both
SGB_006	K02300	true	true	1	Both
SGB_006	K02303	true	true	1	Both
SGB_006	K02372	true	true	2	Both
SGB_006	K02492	true	true	1	Both
SGB_006	K02495	true	true	2	Both
SGB_006	K02500	true	true	1	Both
SGB_006	K02501	true	true	1	Both
SGB_006	K02517	true	true	1	Both
SGB_006	K02527	true	true	1	Both
SGB_006	K02535	true	true	1	Both
SGB_006	K02536	true	true	1	Both
SGB_006	K02548	true	true	1	Both
SGB_006	K02551	true	true	1	Both
SGB_006	K02552	true	true	1	Both
SGB_006	K02566	true	true	1	Both
SGB_006	K02567	true	true	3	Both
SGB_006	K02568	true	true	3	Both
SGB_006	K03148	true	true	1	Both
SGB_006	K03151	true	true	1	Both
SGB_006	K03154	true	true	1	Both
SGB_006	K03179	true	true	1	Both
SGB_006	K03181	true	true	1	Both
SGB_006	K03182	true	true	1	Both
SGB_006	K03183	true	true	1	Both
SGB_006	K03184	true	true	1	Both
SGB_006	K03186	true	true	1	Both
SGB_006	K03269	true	true	2	Both
SGB_006	K03270	true	true	1	Both
SGB_006	K03271	true	true	1	Both
SGB_006	K03272	true	true	1	Both
SGB_006	K03273	true	true	1	Both
SGB_006	K03385	true	true	1	Both
SGB_006	K03431	true	true	2	Both
SGB_006	K03472	true	true	1	Both
SGB_006	K03473	true	true	1	Both
SGB_006	K03474	true	true	2	Both
SGB_006	K03517	true	true	1	Both
SGB_006	K03526	true	true	1	Both
SGB_006	K03527	true	true	1	Both
SGB_006	K03585	true	true	4	Both
SGB_006	K03635	true	true	1	Both
SGB_006	K03637	true	true	1	Both
SGB_006	K03639	true	true	2	Both
SGB_006	K03644	true	true	1	Both
SGB_006	K03750	true	true	2	Both
SGB_006	K03760	true	true	1	Both
SGB_006	K03781	true	true	4	Both
SGB_006	K03783	true	true	1	Both
SGB_006	K03784	true	true	1	Both
SGB_006	K03787	true	true	1	Both
SGB_006	K03801	true	true	1	Both
SGB_006	K03831	true	true	2	Both
SGB_006	K04015	true	true	1	Both
SGB_006	K04042	true	true	1	Both
SGB_006	K04093	true	true	1	Both
SGB_006	K04518	false	true	1	METABOLIC only
SGB_006	K05526	true	true	1	Both
SGB_006	K05605	true	true	1	Both
SGB_006	K05810	true	true	2	Both
SGB_006	K06041	true	true	1	Both
SGB_006	K06445	true	true	2	Both
SGB_006	K06447	true	true	1	Both
SGB_006	K07173	true	true	1	Both
SGB_006	K07260	true	true	1	Both
SGB_006	K07637	true	true	4	Both
SGB_006	K07660	true	true	2	Both
SGB_006	K07690	true	true	1	Both
SGB_006	K08289	true	true	1	Both
SGB_006	K08352	false	true	1	METABOLIC only
SGB_006	K08680	true	true	1	Both
SGB_006	K09458	true	true	1	Both
SGB_006	K09460	false	true	7	METABOLIC only
SGB_006	K09471	true	true	3	Both
SGB_006	K09880	true	true	1	Both
SGB_006	K09903	true	true	1	Both
SGB_006	K09913	true	true	1	Both
SGB_006	K10961	false	true	41	METABOLIC only
SGB_006	K10966	false	true	1	METABOLIC only
SGB_006	K11175	true	true	1	Both
SGB_006	K11258	true	true	1	Both
SGB_006	K11752	true	true	1	Both
SGB_006	K11754	true	true	1	Both
SGB_006	K11755	true	true	1	Both
SGB_006	K12340	true	true	3	Both
SGB_006	K12373	true	true	2	Both
SGB_006	K12524	true	true	1	Both
SGB_006	K12525	true	true	1	Both
SGB_006	K12630	false	true	1	METABOLIC only
SGB_006	K12634	false	true	2	METABOLIC only
SGB_006	K12697	false	true	1	METABOLIC only
SGB_006	K12901	false	true	1	METABOLIC only
SGB_006	K13038	true	true	1	Both
SGB_006	K13319	false	true	2	METABOLIC only
SGB_006	K13332	false	true	1	METABOLIC only
SGB_006	K13766	true	true	1	Both
SGB_006	K13788	true	true	1	Both
SGB_006	K13821	true	true	1	Both
SGB_006	K14170	true	true	1	Both
SGB_006	K14187	true	true	1	Both
SGB_006	K14205	true	true	1	Both
SGB_006	K14245	false	true	6	METABOLIC only
SGB_006	K14246	false	true	3	METABOLIC only
SGB_006	K14266	true	true	6	Both
SGB_006	K14371	false	true	5	METABOLIC only
SGB_006	K14373	false	true	10	METABOLIC only
SGB_006	K14652	true	true	1	Both
SGB_006	K14682	true	true	1	Both
SGB_006	K14975	false	true	1	METABOLIC only
SGB_006	K15052	false	true	1	METABOLIC only
SGB_006	K15633	true	true	1	Both
SGB_006	K15753	false	true	2	METABOLIC only
SGB_006	K15777	true	true	1	Both
SGB_006	K15967	false	true	2	METABOLIC only
SGB_006	K15988	false	true	6	METABOLIC only
SGB_006	K16000	false	true	6	METABOLIC only
SGB_006	K16001	false	true	7	METABOLIC only
SGB_006	K16002	false	true	6	METABOLIC only
SGB_006	K16003	false	true	5	METABOLIC only
SGB_006	K16007	false	true	7	METABOLIC only
SGB_006	K16171	true	true	1	Both
SGB_006	K17103	true	true	1	Both
SGB_006	K18138	true	true	2	Both
SGB_006	K18139	true	true	1	Both
SGB_006	K18301	true	true	1	Both
SGB_006	K18800	true	true	1	Both
SGB_006	K18900	true	true	1	Both
SGB_006	K19221	true	true	1	Both
SGB_006	K19222	true	true	1	Both
SGB_006	K19591	true	true	2	Both
SGB_006	K19650	false	true	10	METABOLIC only
SGB_006	K19858	false	true	1	METABOLIC only
SGB_006	K19889	false	true	1	METABOLIC only
SGB_006	K20172	false	true	2	METABOLIC only
SGB_006	K20862	true	true	1	Both
SGB_006	K20881	true	true	1	Both
SGB_006	K20981	false	true	3	METABOLIC only
SGB_006	K20982	false	true	1	METABOLIC only
SGB_006	K21221	false	true	5	METABOLIC only
SGB_006	K21225	false	true	3	METABOLIC only
SGB_006	K21254	false	true	5	METABOLIC only
SGB_006	K21271	false	true	1	METABOLIC only
SGB_006	K22323	false	true	1	METABOLIC only
SGB_006	K22436	false	true	1	METABOLIC only
SGB_006	K22798	false	true	5	METABOLIC only
SGB_006	K22852	false	true	1	METABOLIC only
SGB_006	K24528	false	true	8	METABOLIC only
SGB_006	K24555	false	true	7	METABOLIC only
SGB_006	K24557	false	true	6	METABOLIC only
SGB_006	K24558	false	true	7	METABOLIC only
SGB_006	K24559	false	true	9	METABOLIC only
SGB_006	K24560	false	true	6	METABOLIC only
SGB_006	K24561	false	true	5	METABOLIC only
SGB_006	K24562	false	true	5	METABOLIC only
SGB_006	K24566	false	true	6	METABOLIC only
SGB_006	K24567	false	true	6	METABOLIC only
SGB_006	K24568	false	true	5	METABOLIC only
SGB_006	K24569	false	true	6	METABOLIC only
SGB_006	K24866	true	true	1	Both
SGB_006	K26063	true	true	1	Both
SGB_007	K00012	true	true	1	Both
SGB_007	K00013	true	true	1	Both
SGB_007	K00014	true	true	1	Both
SGB_007	K00024	true	true	1	Both
SGB_007	K00031	true	true	1	Both
SGB_007	K00033	true	true	1	Both
SGB_007	K00036	true	true	1	Both
SGB_007	K00052	true	true	1	Both
SGB_007	K00053	true	true	1	Both
SGB_007	K00054	true	true	1	Both
SGB_007	K00058	true	true	1	Both
SGB_007	K00059	true	true	5	Both
SGB_007	K00067	true	true	1	Both
SGB_007	K00074	true	true	1	Both
SGB_007	K00088	true	true	1	Both
SGB_007	K00128	true	true	1	Both
SGB_007	K00133	true	true	1	Both
SGB_007	K00134	true	true	1	Both
SGB_007	K00145	true	true	2	Both
SGB_007	K00147	true	true	1	Both
SGB_007	K00161	true	true	1	Both
SGB_007	K00167	true	true	1	Both
SGB_007	K00174	true	true	1	Both
SGB_007	K00175	true	true	1	Both
SGB_007	K00208	true	true	1	Both
SGB_007	K00215	true	true	1	Both
SGB_007	K00230	true	true	1	Both
SGB_007	K00231	true	true	1	Both
SGB_007	K00239	true	true	1	Both
SGB_007	K00240	true	true	2	Both
SGB_007	K00241	true	true	1	Both
SGB_007	K00248	true	true	2	Both
SGB_007	K00249	true	true	6	Both
SGB_007	K00254	true	true	1	Both
SGB_007	K00261	true	true	1	Both
SGB_007	K00275	true	true	1	Both
SGB_007	K00278	true	true	1	Both
SGB_007	K00283	true	true	1	Both
SGB_007	K00286	true	true	1	Both
SGB_007	K00294	true	true	1	Both
SGB_007	K00330	true	true	2	Both
SGB_007	K00331	true	true	2	Both
SGB_007	K00332	true	true	1	Both
SGB_007	K00333	true	true	2	Both
SGB_007	K00334	true	true	1	Both
SGB_007	K00335	true	true	1	Both
SGB_007	K00336	true	true	1	Both
SGB_007	K00337	true	true	2	Both
SGB_007	K00338	true	true	2	Both
SGB_007	K00339	true	true	2	Both
SGB_007	K00340	true	true	2	Both
SGB_007	K00341	true	true	2	Both
SGB_007	K00342	true	true	1	Both
SGB_007	K00343	true	true	2	Both
SGB_007	K00366	true	true	1	Both
SGB_007	K00368	true	true	1	Both
SGB_007	K00372	true	true	1	Both
SGB_007	K00382	true	true	1	Both
SGB_007	K00390	true	true	1	Both
SGB_007	K00406	true	false	0	DRAM only
SGB_007	K00425	true	true	2	Both
SGB_007	K00426	true	true	1	Both
SGB_007	K00451	true	true	1	Both
SGB_007	K00453	true	true	1	Both
SGB_007	K00457	true	true	2	Both
SGB_007	K00525	true	true	1	Both
SGB_007	K00526	true	true	1	Both
SGB_007	K00548	true	true	2	Both
SGB_007	K00549	true	true	1	Both
SGB_007	K00558	true	true	2	Both
