Genome	Tool	Step	Status	ElapsedSeconds	ReturnCode	Command
TRUNC_070	CarveMe	gapfill-rich	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/gapfill -m LB -u bacteria --fbc2 -v -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_070/TRUNC_070-filled-LB.xml /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_070/TRUNC_070-draft.xml
TRUNC_070	gapseq	draft	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq draft -r /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070/TRUNC_070-all-Reactions.tbl -t /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070/TRUNC_070-Transporter.tbl -p /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070/TRUNC_070-all-Pathways.tbl -b Bacteria -n TRUNC_070 -u 200 -l 100 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070
TRUNC_070	gapseq	find	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find -p all -t Bacteria -b 200 -i 0 -c 75 -K 4 -A diamond -O -D /workspace/wechat/Metagenome/db/gem-cache/gapseq-seqdb-v1.5/seqdb -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_070.faa
TRUNC_070	gapseq	gapfill-construction-medium	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq fill -m /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070/TRUNC_070-draft.RDS -n /workspace/miniconda3/envs/metagenome-gapseq-2026.08/share/gapseq/dat/media/ALLmed.csv -b 100 -k 0.01 -z glpk -v -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070/filled-permissive
TRUNC_070	gapseq	transport	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find-transport -b 50 -i 0 -c 75 -K 4 -A diamond -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_070 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_070.faa
TRUNC_090	CarveMe	diamond	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/diamond blastp -d /workspace/miniconda3/envs/metagenome-carveme-2026.08/lib/python3.12/site-packages/carveme/data/generated/bigg_proteins.dmnd -q /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_090.faa -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_090/TRUNC_090-diamond.tsv --more-sensitive --top 10 --quiet --threads 4
TRUNC_090	CarveMe	draft	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/carve --diamond -u bacteria --fbc2 --solver scip -v -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_090/TRUNC_090-draft.xml /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_090/TRUNC_090-diamond.tsv
TRUNC_090	CarveMe	gapfill-rich	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/gapfill -m LB -u bacteria --fbc2 -v -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_090/TRUNC_090-filled-LB.xml /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_090/TRUNC_090-draft.xml
TRUNC_090	gapseq	draft	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq draft -r /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090/TRUNC_090-all-Reactions.tbl -t /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090/TRUNC_090-Transporter.tbl -p /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090/TRUNC_090-all-Pathways.tbl -b Bacteria -n TRUNC_090 -u 200 -l 100 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090
TRUNC_090	gapseq	find	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find -p all -t Bacteria -b 200 -i 0 -c 75 -K 4 -A diamond -O -D /workspace/wechat/Metagenome/db/gem-cache/gapseq-seqdb-v1.5/seqdb -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_090.faa
TRUNC_090	gapseq	gapfill-construction-medium	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq fill -m /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090/TRUNC_090-draft.RDS -n /workspace/miniconda3/envs/metagenome-gapseq-2026.08/share/gapseq/dat/media/ALLmed.csv -b 100 -k 0.01 -z glpk -v -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090/filled-permissive
TRUNC_090	gapseq	transport	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find-transport -b 50 -i 0 -c 75 -K 4 -A diamond -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_090 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_090.faa
TRUNC_100	CarveMe	diamond	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/diamond blastp -d /workspace/miniconda3/envs/metagenome-carveme-2026.08/lib/python3.12/site-packages/carveme/data/generated/bigg_proteins.dmnd -q /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_100.faa -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_100/TRUNC_100-diamond.tsv --more-sensitive --top 10 --quiet --threads 4
TRUNC_100	CarveMe	draft	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/carve --diamond -u bacteria --fbc2 --solver scip -v -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_100/TRUNC_100-draft.xml /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_100/TRUNC_100-diamond.tsv
TRUNC_100	CarveMe	gapfill-rich	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-carveme-2026.08/bin/gapfill -m LB -u bacteria --fbc2 -v -o /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_100/TRUNC_100-filled-LB.xml /workspace/wechat/Metagenome/work/article60/carveme/TRUNC_100/TRUNC_100-draft.xml
TRUNC_100	gapseq	draft	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq draft -r /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100/TRUNC_100-all-Reactions.tbl -t /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100/TRUNC_100-Transporter.tbl -p /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100/TRUNC_100-all-Pathways.tbl -b Bacteria -n TRUNC_100 -u 200 -l 100 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100
TRUNC_100	gapseq	find	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find -p all -t Bacteria -b 200 -i 0 -c 75 -K 4 -A diamond -O -D /workspace/wechat/Metagenome/db/gem-cache/gapseq-seqdb-v1.5/seqdb -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_100.faa
TRUNC_100	gapseq	gapfill-construction-medium	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq fill -m /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100/TRUNC_100-draft.RDS -n /workspace/miniconda3/envs/metagenome-gapseq-2026.08/share/gapseq/dat/media/ALLmed.csv -b 100 -k 0.01 -z glpk -v -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100/filled-permissive
TRUNC_100	gapseq	transport	skipped_nonempty_existing	0.000	0	/workspace/miniconda3/envs/metagenome-gapseq-2026.08/bin/gapseq find-transport -b 50 -i 0 -c 75 -K 4 -A diamond -v 1 -f /workspace/wechat/Metagenome/work/article60/gapseq/TRUNC_100 /workspace/wechat/Metagenome/work/article60/inputs/proteins/TRUNC_100.faa
