CAZyme ID	SGB_001 Hit numbers	SGB_001 Hits	SGB_002 Hit numbers	SGB_002 Hits	SGB_003 Hit numbers	SGB_003 Hits	SGB_004 Hit numbers	SGB_004 Hits	SGB_005 Hit numbers	SGB_005 Hits	SGB_006 Hit numbers	SGB_006 Hits	SGB_007 Hit numbers	SGB_007 Hits	SGB_008 Hit numbers	SGB_008 Hits	SGB_009 Hit numbers	SGB_009 Hits	SGB_010 Hit numbers	SGB_010 Hits	SGB_011 Hit numbers	SGB_011 Hits	SGB_012 Hit numbers	SGB_012 Hits	SGB_013 Hit numbers	SGB_013 Hits	SGB_014 Hit numbers	SGB_014 Hits	SGB_015 Hit numbers	SGB_015 Hits	SGB_016 Hit numbers	SGB_016 Hits	SGB_017 Hit numbers	SGB_017 Hits	SGB_018 Hit numbers	SGB_018 Hits	SGB_019 Hit numbers	SGB_019 Hits	SGB_020 Hit numbers	SGB_020 Hits	SGB_021 Hit numbers	SGB_021 Hits	SGB_022 Hit numbers	SGB_022 Hits	SGB_023 Hit numbers	SGB_023 Hits	SGB_024 Hit numbers	SGB_024 Hits	TRUNC_050 Hit numbers	TRUNC_050 Hits	TRUNC_070 Hit numbers	TRUNC_070 Hits	TRUNC_090 Hit numbers	TRUNC_090 Hits	TRUNC_100 Hit numbers	TRUNC_100 Hits
GH105	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_12034_11	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH106	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_21198_11	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_023__k141_1521_20	1	SGB_024__k141_31494_70	0	None	0	None	0	None	0	None
GH108	0	None	0	None	1	SGB_003__k141_41875_24	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH109	0	None	0	None	1	SGB_003__k141_1151_15	0	None	0	None	1	SGB_006__k141_50872_16	1	SGB_007__k141_54716_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_33114_26	0	None	0	None	0	None	0	None	8	SGB_021__k141_12381_1;SGB_021__k141_20301_3;SGB_021__k141_2597_4;SGB_021__k141_29732_6;SGB_021__k141_5003_2;SGB_021__k141_51188_9;SGB_021__k141_52355_3;SGB_021__k141_54383_3	2	SGB_022__k141_35969_87;SGB_022__k141_53907_20	0	None	0	None	0	None	0	None	0	None	0	None
GH114	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_54029_8	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH116	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_42258_34	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH117	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	3	SGB_021__k141_49752_3;SGB_021__k141_52355_8;SGB_021__k141_52355_8	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH122	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_21892_354	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH127	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_53805_5	0	None	0	None	0	None	0	None	2	SGB_021__k141_39044_7;SGB_021__k141_40766_9	0	None	1	SGB_023__k141_11151_105	1	SGB_024__k141_55716_103	0	None	0	None	0	None	0	None
GH130	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_007__k141_43018_3;SGB_007__k141_54092_6	1	SGB_008__k141_19717_7	1	SGB_009__k141_11931_2	0	None	0	None	0	None	0	None	0	None	0	None	5	SGB_016__k141_31491_9;SGB_016__k141_42750_15;SGB_016__k141_53805_51;SGB_016__k141_9063_19;SGB_016__k141_9063_20	2	SGB_017__k141_25084_20;SGB_017__k141_25084_21	0	None	1	SGB_019__k141_56778_117	0	None	2	SGB_021__k141_42221_1;SGB_021__k141_54034_19	0	None	3	SGB_023__k141_24642_16;SGB_023__k141_36301_259;SGB_023__k141_52955_29	3	SGB_024__k141_15871_36;SGB_024__k141_38992_20;SGB_024__k141_41027_17	0	None	0	None	0	None	0	None
GH133	0	None	0	None	1	SGB_003__k141_25521_7	0	None	0	None	0	None	1	SGB_007__k141_4423_15	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH140	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_021__k141_24060_21;SGB_021__k141_25938_11	0	None	1	SGB_023__k141_1521_2	1	SGB_024__k141_31494_61	0	None	0	None	0	None	0	None
GH141	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	3	SGB_021__k141_14989_8;SGB_021__k141_29837_3;SGB_021__k141_56163_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH144	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_18055_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH146	0	None	0	None	0	None	0	None	0	None	2	SGB_006__k141_14839_5;SGB_006__k141_39342_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH147	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_29430_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH154	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_011__k141_18373_29	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_023__k141_51376_2	1	SGB_024__k141_31494_59	0	None	0	None	0	None	0	None
GH161	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_23333_54	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH166	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_41396_166	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH168	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_2621_6	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH171	1	SGB_001__k141_19200_48	0	None	1	SGB_003__k141_41085_9	2	SGB_004__k141_56854_21;SGB_004__k141_6022_48	2	SGB_005__k141_25357_48;SGB_005__k141_53409_10	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_14653_2	4	SGB_022__k141_35969_278;SGB_022__k141_36058_145;SGB_022__k141_36058_147;SGB_022__k141_4007_194	0	None	0	None	0	None	0	None	0	None	0	None
GH173	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_1214_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH174	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_11041_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH176	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_13012_62	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
GH177	0	None	1	SGB_002__k141_37150_18	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_13267_18	1	SGB_017__k141_30041_4	0	None	1	SGB_019__k141_21892_42	0	None	16	SGB_021__k141_12612_3;SGB_021__k141_18497_3;SGB_021__k141_20350_8;SGB_021__k141_20802_2;SGB_021__k141_24060_15;SGB_021__k141_24684_3;SGB_021__k141_27429_8;SGB_021__k141_2835_29;SGB_021__k141_28623_1;SGB_021__k141_30264_4;SGB_021__k141_30529_2;SGB_021__k141_31727_29;SGB_021__k141_38218_1;SGB_021__k141_41722_3;SGB_021__k141_45155_6;SGB_021__k141_47453_7	0	None	4	SGB_023__k141_12593_2;SGB_023__k141_15492_57;SGB_023__k141_55059_2;SGB_023__k141_55369_5	1	SGB_024__k141_26212_24	1	TRUNC_050__k141_37150_18	1	TRUNC_070__k141_37150_18	1	TRUNC_090__k141_37150_18	1	TRUNC_100__k141_37150_18
GH179	0	None	0	None	0	None	0	None	1	SGB_005__k141_2230_151	0	None	2	SGB_007__k141_57855_2;SGB_007__k141_7012_31	0	None	0	None	0	None	1	SGB_011__k141_20372_78	0	None	0	None	0	None	0	None	3	SGB_016__k141_12151_3;SGB_016__k141_21198_15;SGB_016__k141_54983_21	2	SGB_017__k141_18458_67;SGB_017__k141_18458_68	0	None	1	SGB_019__k141_21892_43	1	SGB_020__k141_41363_4	10	SGB_021__k141_10269_3;SGB_021__k141_11495_6;SGB_021__k141_15620_14;SGB_021__k141_1731_10;SGB_021__k141_3376_6;SGB_021__k141_34021_2;SGB_021__k141_43549_6;SGB_021__k141_48699_3;SGB_021__k141_52386_4;SGB_021__k141_52569_3	1	SGB_022__k141_31432_345	0	None	0	None	0	None	0	None	0	None	0	None
GH186	0	None	1	SGB_002__k141_33300_6	0	None	0	None	0	None	3	SGB_006__k141_43050_1;SGB_006__k141_51011_2;SGB_006__k141_6666_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_18055_4	0	None	0	None	0	None	0	None	0	None	1	TRUNC_090__k141_33300_6	1	TRUNC_100__k141_33300_6
GH188	2	SGB_001__k141_36879_18;SGB_001__k141_51852_63	0	None	1	SGB_003__k141_16176_32	2	SGB_004__k141_17586_4;SGB_004__k141_50188_63	2	SGB_005__k141_25357_9;SGB_005__k141_43300_5	0	None	1	SGB_007__k141_1574_42	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_33114_27	0	None	0	None	0	None	0	None	2	SGB_021__k141_40370_3;SGB_021__k141_41722_4	3	SGB_022__k141_25746_221;SGB_022__k141_4007_163;SGB_022__k141_53907_232	2	SGB_023__k141_52999_6;SGB_023__k141_55369_4	1	SGB_024__k141_7310_28	0	None	0	None	0	None	0	None
GH189	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_017__k141_30041_6	0	None	0	None	0	None	0	None	1	SGB_022__k141_20140_273	0	None	0	None	0	None	0	None	0	None	0	None
GH191	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_010__k141_55803_13	0	None	2	SGB_012__k141_12403_7;SGB_012__k141_43104_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_024__k141_38992_313	0	None	0	None	0	None	0	None
PL001	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_21962_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_021__k141_39044_6;SGB_021__k141_40766_8	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL007	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_41430_10	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL009	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_38734_64	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL010	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_3376_9	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL011	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_21962_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_023__k141_1521_12	0	None	0	None	0	None	0	None	0	None
PL014	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_11252_8	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL017	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_022__k141_36959_33	0	None	0	None	0	None	0	None	0	None	0	None
PL022	0	None	1	SGB_002__k141_33473_30	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_050__k141_33473_30	1	TRUNC_070__k141_33473_30	1	TRUNC_090__k141_33473_30	1	TRUNC_100__k141_33473_30
PL029	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_40327_15	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL039	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_33114_10	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
PL043	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_11041_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None
