MEROPS peptidase ID	SGB_001 Hit numbers	SGB_001 Hits	SGB_002 Hit numbers	SGB_002 Hits	SGB_003 Hit numbers	SGB_003 Hits	SGB_004 Hit numbers	SGB_004 Hits	SGB_005 Hit numbers	SGB_005 Hits	SGB_006 Hit numbers	SGB_006 Hits	SGB_007 Hit numbers	SGB_007 Hits	SGB_008 Hit numbers	SGB_008 Hits	SGB_009 Hit numbers	SGB_009 Hits	SGB_010 Hit numbers	SGB_010 Hits	SGB_011 Hit numbers	SGB_011 Hits	SGB_012 Hit numbers	SGB_012 Hits	SGB_013 Hit numbers	SGB_013 Hits	SGB_014 Hit numbers	SGB_014 Hits	SGB_015 Hit numbers	SGB_015 Hits	SGB_016 Hit numbers	SGB_016 Hits	SGB_017 Hit numbers	SGB_017 Hits	SGB_018 Hit numbers	SGB_018 Hits	SGB_019 Hit numbers	SGB_019 Hits	SGB_020 Hit numbers	SGB_020 Hits	SGB_021 Hit numbers	SGB_021 Hits	SGB_022 Hit numbers	SGB_022 Hits	SGB_023 Hit numbers	SGB_023 Hits	SGB_024 Hit numbers	SGB_024 Hits	TRUNC_050 Hit numbers	TRUNC_050 Hits	TRUNC_070 Hit numbers	TRUNC_070 Hits	TRUNC_090 Hit numbers	TRUNC_090 Hits	TRUNC_100 Hit numbers	TRUNC_100 Hits
M20X	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_57714_7	3	SGB_007__k141_33595_55;SGB_007__k141_44725_21;SGB_007__k141_46661_48	0	None	2	SGB_009__k141_25954_1;SGB_009__k141_38965_10	2	SGB_010__k141_55803_37;SGB_010__k141_7626_150	0	None	0	None	0	None	2	SGB_014__k141_31587_106;SGB_014__k141_31587_352	0	None	0	None	0	None	1	SGB_018__k141_5929_7	1	SGB_019__k141_21892_391	0	None	2	SGB_021__k141_23774_11;SGB_021__k141_24060_10	6	SGB_022__k141_10799_17;SGB_022__k141_35969_84;SGB_022__k141_35969_781;SGB_022__k141_36959_63;SGB_022__k141_53907_21;SGB_022__k141_53907_288	1	SGB_023__k141_49629_24	1	SGB_024__k141_31116_13	0	None	0	None	0	None	0	None
M23B	0	None	0	None	1	SGB_003__k141_35500_14	0	None	0	None	3	SGB_006__k141_29494_1;SGB_006__k141_54604_3;SGB_006__k141_7197_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_4872_19	1	SGB_017__k141_18458_42	0	None	0	None	0	None	0	None	1	SGB_022__k141_36959_155	0	None	0	None	0	None	0	None	0	None	0	None
M24A	1	SGB_001__k141_44379_61	1	SGB_002__k141_8894_14	1	SGB_003__k141_15875_8	1	SGB_004__k141_25627_115	1	SGB_005__k141_18918_38	1	SGB_006__k141_38720_13	2	SGB_007__k141_23405_37;SGB_007__k141_23405_38	1	SGB_008__k141_10427_3	1	SGB_009__k141_23448_5	1	SGB_010__k141_47178_10	1	SGB_011__k141_46461_80	1	SGB_012__k141_12816_9	1	SGB_013__k141_19819_5	1	SGB_014__k141_41396_25	0	None	1	SGB_016__k141_4206_23	1	SGB_017__k141_46936_15	1	SGB_018__k141_31686_5	1	SGB_019__k141_45116_37	1	SGB_020__k141_16456_3	1	SGB_021__k141_35314_11	2	SGB_022__k141_31432_58;SGB_022__k141_35969_782	1	SGB_023__k141_36377_64	1	SGB_024__k141_38992_242	0	None	0	None	0	None	1	TRUNC_100__k141_8894_14
M28E	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_4461_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M28F	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_35611_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M28X	0	None	0	None	1	SGB_003__k141_44520_4	0	None	0	None	0	None	1	SGB_007__k141_33595_2	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_41396_570	0	None	0	None	0	None	0	None	0	None	1	SGB_020__k141_34589_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M29	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_007__k141_38106_44;SGB_007__k141_56881_75	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_42489_9	0	None	0	None	1	SGB_019__k141_56778_65	4	SGB_020__k141_26615_2;SGB_020__k141_35211_2;SGB_020__k141_46053_11;SGB_020__k141_47836_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M32	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_56145_5	2	SGB_007__k141_32168_14;SGB_007__k141_5254_109	0	None	0	None	0	None	0	None	1	SGB_012__k141_4004_18	0	None	0	None	0	None	0	None	0	None	1	SGB_018__k141_54411_5	1	SGB_019__k141_21892_598	1	SGB_020__k141_57532_35	1	SGB_021__k141_18580_4	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M38	1	SGB_001__k141_22559_80	3	SGB_002__k141_11329_12;SGB_002__k141_3299_5;SGB_002__k141_45374_34	3	SGB_003__k141_19071_1;SGB_003__k141_21995_12;SGB_003__k141_696_12	1	SGB_004__k141_6153_36	1	SGB_005__k141_52455_64	6	SGB_006__k141_12491_1;SGB_006__k141_23748_2;SGB_006__k141_44472_1;SGB_006__k141_44828_4;SGB_006__k141_51523_1;SGB_006__k141_6684_6	5	SGB_007__k141_25748_11;SGB_007__k141_42507_9;SGB_007__k141_46108_9;SGB_007__k141_51523_1;SGB_007__k141_7845_6	0	None	1	SGB_009__k141_42733_2	3	SGB_010__k141_19177_176;SGB_010__k141_4887_108;SGB_010__k141_55803_29	3	SGB_011__k141_11485_13;SGB_011__k141_4213_74;SGB_011__k141_46461_58	4	SGB_012__k141_24994_10;SGB_012__k141_33006_7;SGB_012__k141_41905_1;SGB_012__k141_54747_7	4	SGB_013__k141_14391_2;SGB_013__k141_20395_4;SGB_013__k141_23754_6;SGB_013__k141_29759_2	1	SGB_014__k141_31587_714	2	SGB_015__k141_21542_2;SGB_015__k141_44545_1	8	SGB_016__k141_14488_22;SGB_016__k141_23333_63;SGB_016__k141_31491_1;SGB_016__k141_31491_2;SGB_016__k141_3460_48;SGB_016__k141_43111_1;SGB_016__k141_43111_4;SGB_016__k141_9063_65	5	SGB_017__k141_1728_70;SGB_017__k141_18370_103;SGB_017__k141_298_8;SGB_017__k141_29905_66;SGB_017__k141_8294_8	0	None	4	SGB_019__k141_15880_301;SGB_019__k141_21892_124;SGB_019__k141_33992_26;SGB_019__k141_33992_27	3	SGB_020__k141_41521_2;SGB_020__k141_44660_6;SGB_020__k141_44660_11	5	SGB_021__k141_15625_2;SGB_021__k141_28735_2;SGB_021__k141_45155_40;SGB_021__k141_54383_5;SGB_021__k141_935_2	6	SGB_022__k141_21772_69;SGB_022__k141_22188_136;SGB_022__k141_31432_135;SGB_022__k141_31432_208;SGB_022__k141_31432_245;SGB_022__k141_36959_48	2	SGB_023__k141_2179_61;SGB_023__k141_36301_226	2	SGB_024__k141_38992_141;SGB_024__k141_41027_50	1	TRUNC_050__k141_45374_34	2	TRUNC_070__k141_45374_34;TRUNC_070__k141_11329_12	3	TRUNC_090__k141_45374_34;TRUNC_090__k141_11329_12;TRUNC_090__k141_3299_5	3	TRUNC_100__k141_45374_34;TRUNC_100__k141_11329_12;TRUNC_100__k141_3299_5
M42	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_15541_59	0	None	0	None	1	SGB_010__k141_7626_257	1	SGB_011__k141_26550_5	1	SGB_012__k141_34333_8	0	None	0	None	0	None	0	None	6	SGB_017__k141_53166_2;SGB_017__k141_53166_3;SGB_017__k141_53166_4;SGB_017__k141_56918_5;SGB_017__k141_56918_6;SGB_017__k141_56918_7	0	None	4	SGB_019__k141_15880_21;SGB_019__k141_15880_291;SGB_019__k141_16648_54;SGB_019__k141_21892_642	1	SGB_020__k141_38991_19	3	SGB_021__k141_2500_7;SGB_021__k141_25938_20;SGB_021__k141_6207_1	1	SGB_022__k141_36058_301	3	SGB_023__k141_51376_13;SGB_023__k141_51376_14;SGB_023__k141_51376_15	3	SGB_024__k141_31494_46;SGB_024__k141_31494_47;SGB_024__k141_31494_48	0	None	0	None	0	None	0	None
M48A	0	None	0	None	0	None	1	SGB_004__k141_32612_34	1	SGB_005__k141_1398_38	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M48B	1	SGB_001__k141_31608_25	1	SGB_002__k141_50134_102	0	None	1	SGB_004__k141_3799_5	1	SGB_005__k141_48560_99	1	SGB_006__k141_43050_3	0	None	0	None	0	None	1	SGB_010__k141_57727_61	0	None	1	SGB_012__k141_43542_3	1	SGB_013__k141_50342_3	1	SGB_014__k141_18728_278	1	SGB_015__k141_509_1	0	None	1	SGB_017__k141_47985_9	0	None	1	SGB_019__k141_13012_27	1	SGB_020__k141_22273_11	0	None	1	SGB_022__k141_35969_413	0	None	0	None	1	TRUNC_050__k141_50134_102	1	TRUNC_070__k141_50134_102	1	TRUNC_090__k141_50134_102	1	TRUNC_100__k141_50134_102
M48C	0	None	1	SGB_002__k141_50134_47	1	SGB_003__k141_33948_14	0	None	0	None	1	SGB_006__k141_15773_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_050__k141_50134_47	1	TRUNC_070__k141_50134_47	1	TRUNC_090__k141_50134_47	1	TRUNC_100__k141_50134_47
M48X	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_2873_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M50A	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_007__k141_46661_51	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_4872_29	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M50B	2	SGB_001__k141_41032_4;SGB_001__k141_44379_46	2	SGB_002__k141_38121_14;SGB_002__k141_38121_30	0	None	1	SGB_004__k141_48800_30	2	SGB_005__k141_2230_117;SGB_005__k141_52455_31	1	SGB_006__k141_38720_21	1	SGB_007__k141_6594_6	1	SGB_008__k141_26362_4	1	SGB_009__k141_30617_4	3	SGB_010__k141_30050_43;SGB_010__k141_4887_17;SGB_010__k141_7626_84	1	SGB_011__k141_58026_31	0	None	2	SGB_013__k141_12031_4;SGB_013__k141_16454_2	2	SGB_014__k141_31587_220;SGB_014__k141_31587_539	1	SGB_015__k141_14440_2	1	SGB_016__k141_28921_81	2	SGB_017__k141_56331_29;SGB_017__k141_8264_61	1	SGB_018__k141_332_2	1	SGB_019__k141_21892_384	2	SGB_020__k141_44128_10;SGB_020__k141_53283_3	3	SGB_021__k141_29807_8;SGB_021__k141_52892_1;SGB_021__k141_56008_1	0	None	1	SGB_023__k141_36301_31	1	SGB_024__k141_54566_89	2	TRUNC_050__k141_38121_14;TRUNC_050__k141_38121_30	2	TRUNC_070__k141_38121_14;TRUNC_070__k141_38121_30	2	TRUNC_090__k141_38121_14;TRUNC_090__k141_38121_30	2	TRUNC_100__k141_38121_14;TRUNC_100__k141_38121_30
M50X	0	None	0	None	1	SGB_003__k141_35319_25	1	SGB_004__k141_36253_25	1	SGB_005__k141_49665_74	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_012__k141_41226_1	0	None	0	None	1	SGB_015__k141_18697_5	0	None	1	SGB_017__k141_29905_12	0	None	0	None	0	None	2	SGB_021__k141_51849_19;SGB_021__k141_53016_7	1	SGB_022__k141_25746_40	1	SGB_023__k141_36301_151	1	SGB_024__k141_41027_128	0	None	0	None	0	None	0	None
M54	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_010__k141_34457_4	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_018__k141_1560_4	1	SGB_019__k141_15880_22	1	SGB_020__k141_26593_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M55	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_15880_241	0	None	0	None	2	SGB_022__k141_10799_78;SGB_022__k141_27649_21	0	None	0	None	0	None	0	None	0	None	0	None
M61	0	None	0	None	0	None	0	None	0	None	2	SGB_006__k141_54258_7;SGB_006__k141_7932_2	1	SGB_007__k141_36085_4	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M67B	0	None	1	SGB_002__k141_3299_14	0	None	1	SGB_004__k141_48800_11	1	SGB_005__k141_14745_88	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_18728_8	1	SGB_015__k141_27938_3	1	SGB_016__k141_39106_51	0	None	0	None	1	SGB_019__k141_21892_585	2	SGB_020__k141_19005_5;SGB_020__k141_21966_4	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_090__k141_3299_14	1	TRUNC_100__k141_3299_14
M82	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_21892_214	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M88	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_34136_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
M90	0	None	1	SGB_002__k141_21507_91	0	None	0	None	0	None	1	SGB_006__k141_13034_4	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_050__k141_21507_91	1	TRUNC_070__k141_21507_91	1	TRUNC_090__k141_21507_91	1	TRUNC_100__k141_21507_91
M95	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_010__k141_19177_6;SGB_010__k141_52724_26	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
N06	0	None	1	SGB_002__k141_3487_16	0	None	0	None	0	None	2	SGB_006__k141_9301_2;SGB_006__k141_9301_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_014__k141_18728_321;SGB_014__k141_31587_192	0	None	1	SGB_016__k141_26337_96	1	SGB_017__k141_56331_50	0	None	0	None	0	None	2	SGB_021__k141_10217_1;SGB_021__k141_57069_6	1	SGB_022__k141_53907_205	2	SGB_023__k141_36301_133;SGB_023__k141_49629_28	2	SGB_024__k141_38992_327;SGB_024__k141_41027_147	0	None	1	TRUNC_070__k141_3487_16	1	TRUNC_090__k141_3487_16	1	TRUNC_100__k141_3487_16
N10	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_017__k141_14869_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
P01	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_21892_228	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S01B	0	None	1	SGB_002__k141_10972_76	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_050__k141_10972_76	1	TRUNC_070__k141_10972_76	1	TRUNC_090__k141_10972_76	1	TRUNC_100__k141_10972_76
S01C	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_10893_10	1	SGB_007__k141_25748_1	0	None	0	None	0	None	0	None	0	None	1	SGB_013__k141_5169_3	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_020__k141_21897_5	2	SGB_021__k141_28690_9;SGB_021__k141_55961_12	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S08A	0	None	1	SGB_002__k141_42448_4	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_009__k141_18159_4	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_016__k141_9063_110	0	None	0	None	0	None	1	SGB_020__k141_26061_3	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_090__k141_42448_4	1	TRUNC_100__k141_42448_4
S09A	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_3974_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S09B	0	None	1	SGB_002__k141_2431_25	0	None	0	None	0	None	1	SGB_006__k141_8422_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_070__k141_2431_25	1	TRUNC_090__k141_2431_25	1	TRUNC_100__k141_2431_25
S09C	0	None	2	SGB_002__k141_32645_6;SGB_002__k141_50134_134	0	None	0	None	0	None	3	SGB_006__k141_33193_1;SGB_006__k141_51320_12;SGB_006__k141_55734_1	1	SGB_007__k141_42954_3	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_33495_28	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_021__k141_32847_12;SGB_021__k141_41402_12	0	None	3	SGB_023__k141_1521_101;SGB_023__k141_51376_17;SGB_023__k141_51376_37	2	SGB_024__k141_31494_9;SGB_024__k141_31494_44	1	TRUNC_050__k141_50134_134	1	TRUNC_070__k141_50134_134	2	TRUNC_090__k141_50134_134;TRUNC_090__k141_32645_6	2	TRUNC_100__k141_50134_134;TRUNC_100__k141_32645_6
S09X	2	SGB_001__k141_31608_30;SGB_001__k141_34821_22	2	SGB_002__k141_29181_66;SGB_002__k141_38696_31	1	SGB_003__k141_30476_13	2	SGB_004__k141_23194_9;SGB_004__k141_34119_38	2	SGB_005__k141_31935_17;SGB_005__k141_7630_9	6	SGB_006__k141_19500_1;SGB_006__k141_51295_3;SGB_006__k141_52879_1;SGB_006__k141_57807_4;SGB_006__k141_8422_2;SGB_006__k141_9592_1	4	SGB_007__k141_25415_7;SGB_007__k141_32439_44;SGB_007__k141_42258_4;SGB_007__k141_5254_63	0	None	0	None	0	None	1	SGB_011__k141_29814_12	1	SGB_012__k141_22723_3	0	None	0	None	3	SGB_015__k141_50235_1;SGB_015__k141_7861_15;SGB_015__k141_9984_4	2	SGB_016__k141_12280_24;SGB_016__k141_26337_48	1	SGB_017__k141_32648_126	0	None	0	None	1	SGB_020__k141_19005_15	4	SGB_021__k141_10411_8;SGB_021__k141_15625_21;SGB_021__k141_48835_5;SGB_021__k141_56873_2	5	SGB_022__k141_20140_286;SGB_022__k141_22188_96;SGB_022__k141_35969_669;SGB_022__k141_36959_204;SGB_022__k141_53907_54	0	None	1	SGB_024__k141_31494_150	1	TRUNC_050__k141_38696_31	1	TRUNC_070__k141_38696_31	2	TRUNC_090__k141_38696_31;TRUNC_090__k141_29181_66	2	TRUNC_100__k141_38696_31;TRUNC_100__k141_29181_66
S10	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_8510_1	1	SGB_007__k141_6357_118	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_3880_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S11	0	None	1	SGB_002__k141_50134_37	0	None	1	SGB_004__k141_30053_23	1	SGB_005__k141_18465_7	2	SGB_006__k141_21943_2;SGB_006__k141_26372_6	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_015__k141_21531_3	3	SGB_016__k141_13267_2;SGB_016__k141_3460_137;SGB_016__k141_42489_24	3	SGB_017__k141_26008_4;SGB_017__k141_8264_51;SGB_017__k141_8264_70	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_050__k141_50134_37	1	TRUNC_070__k141_50134_37	1	TRUNC_090__k141_50134_37	1	TRUNC_100__k141_50134_37
S12	0	None	0	None	0	None	1	SGB_004__k141_50442_105	1	SGB_005__k141_1398_14	1	SGB_006__k141_30915_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_019__k141_21892_284;SGB_019__k141_21892_285	0	None	2	SGB_021__k141_10044_10;SGB_021__k141_23308_4	4	SGB_022__k141_10799_77;SGB_022__k141_20140_387;SGB_022__k141_20140_426;SGB_022__k141_31432_134	0	None	0	None	0	None	0	None	0	None	0	None
S13	0	None	1	SGB_002__k141_20443_91	1	SGB_003__k141_54726_11	0	None	0	None	1	SGB_006__k141_20900_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_022__k141_35969_64	0	None	0	None	1	TRUNC_050__k141_20443_91	1	TRUNC_070__k141_20443_91	1	TRUNC_090__k141_20443_91	1	TRUNC_100__k141_20443_91
S14	1	SGB_001__k141_7177_41	1	SGB_002__k141_20443_69	1	SGB_003__k141_30476_8	1	SGB_004__k141_11472_30	1	SGB_005__k141_1237_9	4	SGB_006__k141_25013_11;SGB_006__k141_31406_1;SGB_006__k141_48184_1;SGB_006__k141_954_14	1	SGB_007__k141_43479_1	0	None	0	None	0	None	0	None	1	SGB_012__k141_21413_8	0	None	1	SGB_014__k141_41396_128	0	None	1	SGB_016__k141_28921_23	2	SGB_017__k141_56331_9;SGB_017__k141_8294_114	0	None	0	None	0	None	2	SGB_021__k141_23348_7;SGB_021__k141_23348_8	1	SGB_022__k141_35969_13	1	SGB_023__k141_36301_44	1	SGB_024__k141_54566_76	1	TRUNC_050__k141_20443_69	1	TRUNC_070__k141_20443_69	1	TRUNC_090__k141_20443_69	1	TRUNC_100__k141_20443_69
S15	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_1773_18	6	SGB_022__k141_10799_38;SGB_022__k141_22188_80;SGB_022__k141_27649_69;SGB_022__k141_31432_211;SGB_022__k141_36959_19;SGB_022__k141_36959_194	0	None	0	None	0	None	0	None	0	None	0	None
S16	1	SGB_001__k141_12991_34	2	SGB_002__k141_13458_19;SGB_002__k141_33473_5	0	None	1	SGB_004__k141_50188_12	1	SGB_005__k141_47536_57	4	SGB_006__k141_35369_2;SGB_006__k141_425_2;SGB_006__k141_4501_5;SGB_006__k141_50681_1	1	SGB_007__k141_42954_21	0	None	2	SGB_009__k141_23928_1;SGB_009__k141_8074_1	0	None	0	None	1	SGB_012__k141_400_18	1	SGB_013__k141_19530_1	1	SGB_014__k141_31587_454	1	SGB_015__k141_52604_4	1	SGB_016__k141_4286_7	1	SGB_017__k141_56331_82	1	SGB_018__k141_43744_8	0	None	0	None	1	SGB_021__k141_33811_10	0	None	1	SGB_023__k141_44305_30	1	SGB_024__k141_44623_30	2	TRUNC_050__k141_13458_19;TRUNC_050__k141_33473_5	2	TRUNC_070__k141_13458_19;TRUNC_070__k141_33473_5	2	TRUNC_090__k141_13458_19;TRUNC_090__k141_33473_5	2	TRUNC_100__k141_13458_19;TRUNC_100__k141_33473_5
S24	1	SGB_001__k141_22323_25	0	None	1	SGB_003__k141_4475_6	0	None	1	SGB_005__k141_3728_29	2	SGB_006__k141_31439_2;SGB_006__k141_5764_7	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S26A	0	None	1	SGB_002__k141_22112_53	2	SGB_003__k141_31023_18;SGB_003__k141_31023_19	1	SGB_004__k141_38405_20	1	SGB_005__k141_44417_3	1	SGB_006__k141_54291_9	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_31587_715	1	SGB_015__k141_48154_3	1	SGB_016__k141_42489_59	1	SGB_017__k141_7895_44	0	None	0	None	0	None	1	SGB_021__k141_28735_7	1	SGB_022__k141_35969_670	1	SGB_023__k141_33459_72	1	SGB_024__k141_26521_57	1	TRUNC_050__k141_22112_53	1	TRUNC_070__k141_22112_53	1	TRUNC_090__k141_22112_53	1	TRUNC_100__k141_22112_53
S26B	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_010__k141_34457_29	1	SGB_011__k141_57273_25	0	None	1	SGB_013__k141_55843_1	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_45116_5	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S26X	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_018__k141_22782_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
