Contig	LengthBp	Mode	Truth	ReferenceSpecies	Prediction	IdentityPercent	QueryCoveragePercent	MapQ
k141_6041	9886	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.83815496661947	60
k141_6070	18584	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.96771416272063	60
k141_6078	3301	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.27583053946968	99.39412299303243	60
k141_6081	4910	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91584967320262	99.71486761710794	60
k141_6083	235256	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99064848505458	60
k141_6091	13442	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.81401577146258	60
k141_6126	17229	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.79104997388126	60
k141_6129	3478	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.03628447024674	99.05117883841288	60
k141_6145	4313	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.71711292200233	99.58265708323673	60
k141_6154	235161	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.8048004626952	99.99277091014241	60
k141_6156	6713	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.03326341024872	99.41903768806793	60
k141_6158	3097	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.7063621533442	98.96674200839523	60
k141_6193	26966	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.92583252985241	60
k141_6247	68902	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.97242460305942	60
k141_6258	3377	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.31062183873847	99.52620669233046	60
k141_626	21949	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.88609959451455	60
k141_6317	46939	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.7194175789138	99.94460896056584	60
k141_6350	7539	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	98.12250332889481	99.61533359862051	60
k141_6354	319123	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.98307888997519	99.9940461828198	60
k141_6355	3335	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.8807145019679	99.04047976011994	60
k141_6357	123054	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99349878914948	60
k141_639	5041	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.88097599682602	60
k141_6483	38900	Strict	Prokaryote	Bacillus subtilis	Prokaryote	99.69917465867894	99.97172236503856	60
k141_6510	3112	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.19665809768638	60
k141_6518	3948	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.29255861365954	99.3920972644377	60
k141_6531	54595	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96702994779741	60
k141_6544	3583	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.83783783783784	98.10214903711973	60
k141_6546	3111	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.53726506804925	99.16425586628094	60
k141_6567	34071	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.96476495287313	99.95890933638579	60
k141_6573	4080	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.5343137254902	60
k141_6580	38510	Strict	Prokaryote	Bacillus subtilis	Prokaryote	99.96623376623377	99.97403271877434	60
k141_6583	8970	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.77703455964325	60
k141_6638	4223	Strict	Unresolved	Unresolved	Prokaryote	94.402096236303	99.40800378877576	60
k141_6647	3499	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.58551307847083	99.42840811660474	60
k141_6672	9746	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.83583008413707	60
k141_6675	165877	Strict	Unresolved	Unresolved	Prokaryote	100.0	60.36099037238436	60
k141_6676	13716	Strict	Prokaryote	Escherichia coli	Prokaryote	98.51835632435588	99.89063867016623	60
k141_6703	28381	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	98.75670404680643	99.915436383496	60
k141_671	3298	Strict	Unresolved	Unresolved	Eukaryote	91.70776818742293	98.33232261976956	60
k141_6713	14869	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.92602057972964	60
k141_672	3125	Strict	Unresolved	Unresolved	Prokaryote	90.82016553799849	42.528	60
k141_6776	9779	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.83638408835259	60
k141_6803	54164	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.95199763680674	60
k141_6812	416298	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.95821807284463	99.99423489903867	60
k141_6814	8108	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.9097651421508	99.77799703996052	60
k141_682	3132	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.20079920079921	95.88122605363985	60
k141_6838	3640	Strict	Unresolved	Unresolved	Eukaryote	86.09271523178808	99.50549450549451	60
k141_6892	28502	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.84904335615235	99.94035506280261	60
k141_6897	3142	Strict	Unresolved	Unresolved	Eukaryote	95.83941605839415	43.602800763844684	60
k141_6942	3341	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.28588661037394	99.25172104160431	60
k141_6963	3426	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.23891987085412	99.44541739638062	60
k141_7012	21252	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.89177489177489	60
k141_7016	120785	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	97.33079438672021	60
k141_703	3522	Strict	Unresolved	Unresolved	Eukaryote	99.03437620702974	73.50936967632026	60
k141_7047	10166	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.44789510006902	99.69506197127681	60
k141_7048	3655	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	98.98768809849521	60
k141_7075	224663	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.92832977207978	99.9888722219502	60
k141_7087	4308	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.62859795728876	60
k141_7088	3746	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.70635344367325	60
k141_709	4636	Strict	Prokaryote	Staphylococcus aureus	Eukaryote	100.0	99.67644521138914	0
k141_7103	3370	Strict	Unresolved	Unresolved	Eukaryote	89.65209634255129	99.79228486646883	60
k141_7106	28363	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.9118569967916	60
k141_7108	3039	Strict	Unresolved	Unresolved	Eukaryote	93.76657824933687	99.24317209608424	60
k141_7114	11670	Strict	Unresolved	Unresolved	Prokaryote	87.57726648351648	99.8114824335904	2
k141_7119	38958	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.97689819805944	60
k141_7126	3078	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	95.09102730819245	99.93502274204027	60
k141_7141	10899	Strict	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.92659877052941	60
k141_7151	3471	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.85594929415154	60
k141_7161	138950	Strict	Prokaryote	Escherichia coli	Prokaryote	99.50632321857199	99.99352284994603	60
k141_7179	27832	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.95329117562518	60
k141_7230	294549	Strict	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.98981493741279	60
k141_7237	3499	Strict	Unresolved	Unresolved	Prokaryote	93.44073647871116	99.31408973992569	60
k141_7239	3232	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.62480327352849	98.29826732673267	60
k141_7266	3382	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.56532066508314	99.58604376108812	60
k141_7319	5894	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.55972696245733	99.40617577197149	24
k141_7334	16734	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.91036213696665	60
k141_7366	72540	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.8347903903077	99.96553625585884	60
k141_7368	3193	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.27967428750392	60
k141_737	3738	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.0314769975787	99.43820224719101	60
k141_7377	3509	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.84880023128072	98.57509261897977	60
k141_7434	46942	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.9573942311789	60
k141_7438	5322	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.98113563478589	99.6054114994363	60
k141_7450	20500	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.85365853658537	60
k141_7467	5661	Strict	Unresolved	Unresolved	Eukaryote	90.09657594381036	99.66437025260555	34
k141_7514	45172	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.76757055893746	99.949083503055	60
k141_7571	7327	Strict	Unresolved	Unresolved	Prokaryote	95.88245964084891	75.22860652381603	60
k141_758	6058	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.35984095427436	99.63684384285243	60
k141_7613	11854	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.77165087956699	99.7469208705922	60
k141_763	3014	Strict	Unresolved	Unresolved	Eukaryote	92.73837801153716	97.7770404777704	60
k141_7630	19744	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.89870340356563	60
k141_7643	3346	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.16981698169816	99.61147638971907	2
k141_7708	3730	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.91924629878869	99.59785522788204	60
k141_7721	71475	Strict	Prokaryote	Escherichia coli	Prokaryote	99.60305812962109	99.97481636935991	60
k141_7730	119306	Strict	Prokaryote	Escherichia coli	Prokaryote	99.77153473425221	99.97066367156722	60
k141_7789	3708	Strict	Unresolved	Unresolved	Eukaryote	91.60916367651117	97.70765911542611	60
k141_7804	23056	Strict	Prokaryote	Escherichia coli	Prokaryote	99.33996265578185	99.87855655794587	60
k141_7821	14691	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.91822827938671	99.89108978286025	60
k141_7863	3260	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.23312883435584	60
k141_7874	4273	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.4745364937808	99.71916686168967	60
k141_7889	14986	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.85986921126384	60
k141_7893	60158	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.98670168556136	60
k141_7894	4918	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	95.15669515669516	99.85766571777145	60
k141_7902	468751	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99701333970488	60
k141_7919	4554	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.69257795344751	0
k141_7944	3342	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	100.0	60
k141_7962	23210	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	99.79729146898991	99.89659629470056	60
k141_7996	3313	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.60242792109256	99.456685783278	60
k141_7999	881849	Strict	Unresolved	Unresolved	Prokaryote	99.84211148575338	75.65218081553645	60
k141_8033	4371	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.37802349689012	99.31365820178449	60
k141_8043	5656	Strict	Unresolved	Unresolved	Eukaryote	94.58456973293768	95.33239038189534	0
k141_8087	4609	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.47294938917976	99.43588630939466	60
k141_8089	3248	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.38157081014224	99.56896551724138	60
k141_8098	19148	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.8433256736996	60
k141_8110	67364	Strict	Prokaryote	Escherichia coli	Prokaryote	99.85300668151447	99.97921738614096	60
k141_8113	3788	Strict	Unresolved	Unresolved	Eukaryote	92.5512104283054	99.20802534318902	60
k141_8115	3165	Strict	Unresolved	Unresolved	Prokaryote	94.20519316022799	99.77883096366509	60
k141_8119	5412	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.6119733924612	60
k141_8134	3000	Strict	Unresolved	Unresolved	Eukaryote	82.21465076660988	97.76666666666667	60
k141_8178	39022	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.96412280252166	60
k141_8194	3263	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91167387276096	99.23383389518847	60
k141_8257	4059	Strict	Unresolved	Unresolved	Prokaryote	92.32633279483036	91.42645971914266	60
k141_8264	3939	Strict	Unresolved	Unresolved	Eukaryote	94.41611422743497	99.54303122619955	60
k141_8266	4021	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.6824644549763	99.62695846804277	60
k141_8269	3577	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	100.0	99.38495946323735	60
k141_8304	33146	Strict	Prokaryote	Escherichia coli	Prokaryote	99.9667934552919	99.93966089422554	60
k141_8336	3702	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.02067464635473	99.29767693138844	60
k141_8351	259137	Strict	Prokaryote	Bacillus subtilis	Prokaryote	99.81604931115105	99.84371201333657	60
k141_8368	6815	Strict	Eukaryote	Cryptococcus neoformans	Eukaryote	99.5673336938886	81.39398385913427	60
k141_8374	3028	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.001998001998	99.17437252311757	60
k141_8442	3003	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	100.0	99.56709956709958	60
k141_8484	4640	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.76489707475623	99.46120689655173	60
k141_8517	190277	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.67464425676383	99.98423351219537	60
k141_852	43069	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.95588474308667	60
k141_8526	16356	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.88383467840548	60
k141_8534	237184	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	88.69021519158122	60
k141_8573	3534	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.86395910252769	99.63214487832485	60
k141_8575	3199	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.74383605507525	97.6242575804939	60
k141_8584	3397	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.12196566015395	99.44068295554901	60
k141_8634	3445	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.06295754026354	99.12917271407838	60
k141_8660	5085	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.49506903353057	99.70501474926253	60
k141_871	4127	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.17117776152158	99.3700024230676	60
k141_8754	3612	Strict	Unresolved	Unresolved	Prokaryote	93.07756463719767	99.58471760797342	0
k141_8789	4384	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.04131476831773	99.93156934306569	60
k141_880	5492	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.6126323475721	99.74508375819373	60
k141_8810	6956	Strict	Unresolved	Unresolved	Eukaryote	86.80210684725358	95.45715928694652	0
k141_8838	224009	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	99.68441761920023	99.97589382569451	60
k141_8840	12142	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.67811158798283	99.78586723768737	60
k141_8881	3071	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.21849560403777	60
k141_8903	3311	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.03174603174604	98.94291754756871	60
k141_8909	95502	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.98638771962891	60
k141_8914	3322	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.13455657492355	98.43467790487658	60
k141_8922	74550	Strict	Prokaryote	Escherichia coli	Prokaryote	99.99329219211161	99.98658618376928	60
k141_8952	3101	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.41444372153546	99.12931312479846	60
k141_8968	4960	Strict	Unresolved	Unresolved	Prokaryote	82.88227334235452	89.0725806451613	0
k141_897	3603	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.04921700223713	99.25062447960033	60
k141_8998	3224	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.21316614420063	98.94540942928039	60
k141_9016	46553	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9570382145082	60
k141_9029	40206	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.99253842710043	60
k141_9031	64068	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.87507612548603	99.95473559343198	60
k141_9032	149958	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	99.76351306340514	99.98799663905893	60
k141_9034	14274	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.91593106347206	60
k141_9090	4150	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.73694437697353	99.20481927710844	60
k141_9098	3156	Strict	Unresolved	Unresolved	Eukaryote	93.36523125996811	99.20785804816224	60
k141_9103	40505	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.77034201753303	99.94568571781261	60
k141_9124	3395	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.61152141802067	99.70544918998527	60
k141_9134	139472	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9956980612596	60
k141_9155	5305	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.99395313681029	99.67954759660698	60
k141_916	88484	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.98643822611997	60
k141_9174	3997	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.24604171902487	99.54966224668502	60
k141_9217	29336	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.89773656940278	60
k141_9269	106813	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.9690990982555	99.98127568741633	60
k141_9282	462545	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.99373010931231	99.99632468192284	60
k141_9305	5569	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.87430418387501	60
k141_9330	137459	Strict	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.98836016557664	60
k141_9338	4353	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.05600555426984	99.2648747989892	60
k141_9344	6804	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	95.14648010494096	99.60317460317461	37
k141_9348	3019	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.47002318648559	60
k141_9351	50448	Strict	Prokaryote	Escherichia coli	Prokaryote	99.99008487348299	99.96035521725341	60
k141_9352	3892	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.19938016528926	99.48612538540597	60
k141_9358	29418	Strict	Prokaryote	Escherichia coli	Prokaryote	98.78199035449009	96.56332857434225	60
k141_9370	4026	Strict	Unresolved	Unresolved	Eukaryote	93.80928607089366	99.50322901142573	60
k141_9400	66833	Strict	Unresolved	Unresolved	Prokaryote	99.92723303620157	57.57485074738528	60
k141_9413	239357	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.98579527651165	60
k141_9446	114884	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.9712768735312	99.9764980327983	60
k141_9461	43188	Strict	Prokaryote	Escherichia coli	Prokaryote	99.85870471601964	99.96295267203853	60
k141_9466	16885	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.52028427598461	60
k141_9473	5622	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.34292310424436	99.6264674493063	4
k141_951	44477	Strict	Prokaryote	Escherichia coli	Prokaryote	99.205374880025	99.92805270139623	60
k141_9514	31814	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.94027786509085	60
k141_9516	3077	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.08864900228983	99.1875203119922	60
k141_9535	171359	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99066287735106	60
k141_9573	13528	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.91129509166173	60
k141_9580	4169	Strict	Unresolved	Unresolved	Eukaryote	87.32835461334618	99.56824178460062	60
k141_959	3380	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.88270142180096	99.88165680473374	60
k141_9591	4700	Strict	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.61702127659574	60
k141_9592	4524	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.31821199380394	99.8894783377542	60
k141_9593	46410	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.96552467140702	60
k141_9602	90211	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.91691868000399	99.98558934054606	60
k141_9615	3376	Strict	Unresolved	Unresolved	Prokaryote	93.44262295081968	99.37796208530806	60
k141_9619	13182	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.89379456835078	60
k141_9625	13306	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.89478430783106	60
k141_9654	3393	Strict	Unresolved	Unresolved	Prokaryote	92.04410011918951	98.90951959917477	60
k141_9664	119872	Strict	Prokaryote	Salmonella enterica	Prokaryote	99.80680512299519	99.98498398291511	60
k141_9665	25698	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	99.2679982868045	99.94162969880924	60
k141_9681	9107	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	99.59255588591564	99.71450532557373	60
k141_9701	3484	Strict	Unresolved	Unresolved	Eukaryote	94.69434832756633	99.4833524684271	60
k141_9720	59654	Strict	Prokaryote	Escherichia coli	Prokaryote	99.99832316050707	99.96982599658027	60
k141_9738	3210	Strict	Unresolved	Unresolved	Eukaryote	91.19897959183673	73.27102803738318	60
k141_9794	3026	Strict	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.81529294935451	99.83476536682089	60
k141_9801	4521	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.33642999336429	60
k141_9810	3008	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.0640426951301	99.66755319148936	60
k141_9874	35832	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.95255637419066	60
k141_9890	5290	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.69070208728652	99.60302457466919	60
k141_9904	5034	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.69200159172304	99.84108065156933	60
k141_9914	3448	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.28546409807356	99.36194895591647	60
k141_9915	3645	Strict	Prokaryote	Lactobacillus fermentum	Prokaryote	98.89837510327733	99.6159122085048	60
k141_9927	29389	Strict	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.89111572357004	60
k141_9928	3367	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.10501193317423	99.55449955449956	60
k141_9931	4567	Strict	Prokaryote	Escherichia coli	Prokaryote	100.0	99.60586818480402	60
k141_9947	24074	Strict	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.94184597491069	60
k141_9979	7241	Strict	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.27318226053107	99.32329788703218	60
k141_9990	191655	Strict	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.94835330512764	99.99008635308236	60
k141_9993	205539	Strict	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.99270211492708	60
k141_10021	31957	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.74329274019347	99.9561911318334	60
k141_10023	231873	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	99.52909966603421	99.9948247532054	60
k141_10159	41777	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.92098647192626	99.9712760609905	60
k141_10187	264757	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	99.78703675783252	99.99320131290203	60
k141_10210	3036	Balanced	Unresolved	Unresolved	Eukaryote	70.38703870387039	36.36363636363637	31
k141_10242	213810	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	99.86080100148541	99.99672606519808	60
k141_10280	3820	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.03510610427037	99.92146596858639	60
k141_10327	87472	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.9874245472837	60
k141_10337	17145	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.87168270632839	60
k141_10339	121384	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98599485928953	60
k141_1034	70880	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.87725733634312	60
k141_10360	3200	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	98.90625	60
k141_10371	5484	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.00256551218618	99.50765864332604	60
k141_10374	38301	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.96344742957103	60
k141_10376	137256	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	99.98396267677504	99.94462901439645	60
k141_10382	3088	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	98.99611398963731	60
k141_10387	8812	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.75034044484794	60
k141_10398	3178	Balanced	Unresolved	Unresolved	Eukaryote	79.69976117366086	92.22781623662681	17
k141_10414	4724	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.29262086513995	99.83065198983911	60
k141_10432	3135	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.71704180064309	99.20255183413079	60
k141_1048	3359	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.01980198019803	99.22596010717476	60
k141_10480	107184	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.98786951328755	99.9850723988655	60
k141_10500	16943	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.82883786814614	60
k141_10502	81000	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.44181681218124	99.97160493827161	60
k141_1051	5109	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.97486746514824	99.6868271677432	60
k141_1052	14654	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	100.0	99.95223147263546	60
k141_10522	11471	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.76462383401622	60
k141_10537	93597	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.90285354371056	99.98397384531556	60
k141_10555	4645	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.59095801937568	60
k141_10563	62907	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.97138633220469	60
k141_10582	181368	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.90635363072482	99.99779453927925	60
k141_10585	12545	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.68071519795659	99.86448784376245	60
k141_10604	3233	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.77916796997185	98.76275904732447	60
