FragmentID	FragmentLength	Mode	Species	Truth	Prediction	Correct
FRAG|5000|Salmonella_enterica|Prokaryote|069|00002|Salmonella_enterica_chromosome|4080001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|070|00002|Salmonella_enterica_chromosome|4140001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|071|00002|Salmonella_enterica_chromosome|4200001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|072|00002|Salmonella_enterica_chromosome|4260001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|073|00002|Salmonella_enterica_chromosome|4325001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|074|00002|Salmonella_enterica_chromosome|4385001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|075|00002|Salmonella_enterica_chromosome|4445001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|076|00002|Salmonella_enterica_chromosome|4505001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|077|00002|Salmonella_enterica_chromosome|4565001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|078|00002|Salmonella_enterica_chromosome|4625001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|079|00002|Salmonella_enterica_chromosome|4685001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Salmonella_enterica|Prokaryote|080|00002|Salmonella_enterica_chromosome|4750001	5000	Strict	Salmonella enterica	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|001|00001|Staphylococcus_aureus_chromosome|1	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|002|00001|Staphylococcus_aureus_chromosome|30001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|003|00001|Staphylococcus_aureus_chromosome|65001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|004|00001|Staphylococcus_aureus_chromosome|100001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|005|00001|Staphylococcus_aureus_chromosome|135001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|006|00001|Staphylococcus_aureus_chromosome|170001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|007|00001|Staphylococcus_aureus_chromosome|205001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|008|00001|Staphylococcus_aureus_chromosome|240001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|009|00001|Staphylococcus_aureus_chromosome|270001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|010|00001|Staphylococcus_aureus_chromosome|305001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|011|00001|Staphylococcus_aureus_chromosome|340001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|012|00001|Staphylococcus_aureus_chromosome|375001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|013|00001|Staphylococcus_aureus_chromosome|410001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|014|00001|Staphylococcus_aureus_chromosome|445001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|015|00001|Staphylococcus_aureus_chromosome|480001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|016|00001|Staphylococcus_aureus_chromosome|515001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|017|00001|Staphylococcus_aureus_chromosome|545001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|018|00001|Staphylococcus_aureus_chromosome|580001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|019|00001|Staphylococcus_aureus_chromosome|615001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|020|00001|Staphylococcus_aureus_chromosome|650001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|021|00001|Staphylococcus_aureus_chromosome|685001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|022|00001|Staphylococcus_aureus_chromosome|720001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|023|00001|Staphylococcus_aureus_chromosome|755001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|024|00001|Staphylococcus_aureus_chromosome|790001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|025|00001|Staphylococcus_aureus_chromosome|820001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|026|00001|Staphylococcus_aureus_chromosome|855001	5000	Strict	Staphylococcus aureus	Prokaryote	Eukaryote	false
FRAG|5000|Staphylococcus_aureus|Prokaryote|027|00001|Staphylococcus_aureus_chromosome|890001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|028|00001|Staphylococcus_aureus_chromosome|925001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|029|00001|Staphylococcus_aureus_chromosome|960001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|030|00001|Staphylococcus_aureus_chromosome|995001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|031|00001|Staphylococcus_aureus_chromosome|1030001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|032|00001|Staphylococcus_aureus_chromosome|1065001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|033|00001|Staphylococcus_aureus_chromosome|1095001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|034|00001|Staphylococcus_aureus_chromosome|1130001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|035|00001|Staphylococcus_aureus_chromosome|1165001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|036|00001|Staphylococcus_aureus_chromosome|1200001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|037|00001|Staphylococcus_aureus_chromosome|1235001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|038|00001|Staphylococcus_aureus_chromosome|1270001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|039|00001|Staphylococcus_aureus_chromosome|1305001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|040|00001|Staphylococcus_aureus_chromosome|1340001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|041|00001|Staphylococcus_aureus_chromosome|1370001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|042|00001|Staphylococcus_aureus_chromosome|1405001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|043|00001|Staphylococcus_aureus_chromosome|1440001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|044|00001|Staphylococcus_aureus_chromosome|1475001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|045|00001|Staphylococcus_aureus_chromosome|1510001	5000	Strict	Staphylococcus aureus	Prokaryote	Eukaryote	false
FRAG|5000|Staphylococcus_aureus|Prokaryote|046|00001|Staphylococcus_aureus_chromosome|1545001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|047|00001|Staphylococcus_aureus_chromosome|1580001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|048|00001|Staphylococcus_aureus_chromosome|1615001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|049|00001|Staphylococcus_aureus_chromosome|1645001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|050|00001|Staphylococcus_aureus_chromosome|1680001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|051|00001|Staphylococcus_aureus_chromosome|1715001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|052|00001|Staphylococcus_aureus_chromosome|1750001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|053|00001|Staphylococcus_aureus_chromosome|1785001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|054|00001|Staphylococcus_aureus_chromosome|1820001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|055|00001|Staphylococcus_aureus_chromosome|1855001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|056|00001|Staphylococcus_aureus_chromosome|1890001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|057|00001|Staphylococcus_aureus_chromosome|1920001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|058|00001|Staphylococcus_aureus_chromosome|1955001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|059|00001|Staphylococcus_aureus_chromosome|1990001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|060|00001|Staphylococcus_aureus_chromosome|2025001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|061|00001|Staphylococcus_aureus_chromosome|2060001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|062|00001|Staphylococcus_aureus_chromosome|2095001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|063|00001|Staphylococcus_aureus_chromosome|2130001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|064|00001|Staphylococcus_aureus_chromosome|2165001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|065|00001|Staphylococcus_aureus_chromosome|2195001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|066|00001|Staphylococcus_aureus_chromosome|2230001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|067|00001|Staphylococcus_aureus_chromosome|2265001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|068|00001|Staphylococcus_aureus_chromosome|2300001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|069|00001|Staphylococcus_aureus_chromosome|2335001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|070|00001|Staphylococcus_aureus_chromosome|2370001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|071|00001|Staphylococcus_aureus_chromosome|2405001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|072|00001|Staphylococcus_aureus_chromosome|2440001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|073|00001|Staphylococcus_aureus_chromosome|2470001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|074|00001|Staphylococcus_aureus_chromosome|2505001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|075|00001|Staphylococcus_aureus_chromosome|2540001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|076|00001|Staphylococcus_aureus_chromosome|2575001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|077|00001|Staphylococcus_aureus_chromosome|2610001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|078|00001|Staphylococcus_aureus_chromosome|2645001	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Staphylococcus_aureus|Prokaryote|079|00001|Staphylococcus_aureus_chromosome|2680001	5000	Strict	Staphylococcus aureus	Prokaryote	Eukaryote	false
FRAG|5000|Staphylococcus_aureus|Prokaryote|080|00002|Staphylococcus_aureus_plasmid1|1	5000	Strict	Staphylococcus aureus	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|001|00001|BS.pilon.polished.v3.ST170922|1	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|002|00001|BS.pilon.polished.v3.ST170922|50001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|003|00001|BS.pilon.polished.v3.ST170922|100001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|004|00001|BS.pilon.polished.v3.ST170922|150001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|005|00001|BS.pilon.polished.v3.ST170922|200001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|006|00001|BS.pilon.polished.v3.ST170922|255001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|007|00001|BS.pilon.polished.v3.ST170922|305001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|008|00001|BS.pilon.polished.v3.ST170922|355001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|009|00001|BS.pilon.polished.v3.ST170922|405001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|010|00001|BS.pilon.polished.v3.ST170922|460001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|011|00001|BS.pilon.polished.v3.ST170922|510001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|012|00001|BS.pilon.polished.v3.ST170922|560001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|013|00001|BS.pilon.polished.v3.ST170922|610001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|014|00001|BS.pilon.polished.v3.ST170922|660001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|015|00001|BS.pilon.polished.v3.ST170922|715001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|016|00001|BS.pilon.polished.v3.ST170922|765001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|017|00001|BS.pilon.polished.v3.ST170922|815001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|018|00001|BS.pilon.polished.v3.ST170922|865001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|019|00001|BS.pilon.polished.v3.ST170922|920001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|020|00001|BS.pilon.polished.v3.ST170922|970001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|021|00001|BS.pilon.polished.v3.ST170922|1020001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|022|00001|BS.pilon.polished.v3.ST170922|1070001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|023|00001|BS.pilon.polished.v3.ST170922|1125001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|024|00001|BS.pilon.polished.v3.ST170922|1175001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|025|00001|BS.pilon.polished.v3.ST170922|1225001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|026|00001|BS.pilon.polished.v3.ST170922|1275001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|027|00001|BS.pilon.polished.v3.ST170922|1325001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|028|00001|BS.pilon.polished.v3.ST170922|1380001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|029|00001|BS.pilon.polished.v3.ST170922|1430001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|030|00001|BS.pilon.polished.v3.ST170922|1480001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|031|00001|BS.pilon.polished.v3.ST170922|1530001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|032|00001|BS.pilon.polished.v3.ST170922|1585001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|033|00001|BS.pilon.polished.v3.ST170922|1635001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|034|00001|BS.pilon.polished.v3.ST170922|1685001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|035|00001|BS.pilon.polished.v3.ST170922|1735001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|036|00001|BS.pilon.polished.v3.ST170922|1785001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|037|00001|BS.pilon.polished.v3.ST170922|1840001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|038|00001|BS.pilon.polished.v3.ST170922|1890001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|039|00001|BS.pilon.polished.v3.ST170922|1940001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|040|00001|BS.pilon.polished.v3.ST170922|1990001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|041|00001|BS.pilon.polished.v3.ST170922|2045001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|042|00001|BS.pilon.polished.v3.ST170922|2095001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|043|00001|BS.pilon.polished.v3.ST170922|2145001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|044|00001|BS.pilon.polished.v3.ST170922|2195001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|045|00001|BS.pilon.polished.v3.ST170922|2250001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|046|00001|BS.pilon.polished.v3.ST170922|2300001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|047|00001|BS.pilon.polished.v3.ST170922|2350001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|048|00001|BS.pilon.polished.v3.ST170922|2400001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|049|00001|BS.pilon.polished.v3.ST170922|2450001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|050|00001|BS.pilon.polished.v3.ST170922|2505001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|051|00001|BS.pilon.polished.v3.ST170922|2555001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|052|00001|BS.pilon.polished.v3.ST170922|2605001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|053|00001|BS.pilon.polished.v3.ST170922|2655001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|054|00001|BS.pilon.polished.v3.ST170922|2710001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|055|00001|BS.pilon.polished.v3.ST170922|2760001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|056|00001|BS.pilon.polished.v3.ST170922|2810001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|057|00001|BS.pilon.polished.v3.ST170922|2860001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|058|00001|BS.pilon.polished.v3.ST170922|2910001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|059|00001|BS.pilon.polished.v3.ST170922|2965001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|060|00001|BS.pilon.polished.v3.ST170922|3015001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|061|00001|BS.pilon.polished.v3.ST170922|3065001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|062|00001|BS.pilon.polished.v3.ST170922|3115001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|063|00001|BS.pilon.polished.v3.ST170922|3170001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|064|00001|BS.pilon.polished.v3.ST170922|3220001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|065|00001|BS.pilon.polished.v3.ST170922|3270001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|066|00001|BS.pilon.polished.v3.ST170922|3320001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|067|00001|BS.pilon.polished.v3.ST170922|3375001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|068|00001|BS.pilon.polished.v3.ST170922|3425001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
FRAG|5000|Bacillus_subtilis|Prokaryote|069|00001|BS.pilon.polished.v3.ST170922|3475001	5000	Balanced	Bacillus subtilis	Prokaryote	Prokaryote	true
