Algorithm	Feature	Species	OuterFoldsAvailable	MeanDeltaAUROC	SEDeltaAUROC	PositiveFoldFraction	Lower95	Upper95	Rank
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme	Clostridium clostridioforme	25	-0.0000303030303030294	0.00045973468879698	0.04	-0.00093138302034511	0.000870776959739051	107.5
Random forest	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238	Firmicutes bacterium CAG 238	25	-0.0000303030303030294	0.00045973468879698	0.04	-0.00093138302034511	0.000870776959739051	107.5
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	Actinomyces naeslundii	20	-0.0000378787878787867	0.00057767194122905	0.05	-0.00117011579268772	0.00109435821693015	109
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	Parabacteroides goldsteinii	25	-0.0000466200466200517	0.000903983721609421	0.16	-0.00181842814097452	0.00172518804773441	110
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	Bifidobacterium longum	25	-0.0000606060606060588	0.00148204170699505	0.2	-0.00296540780631636	0.00284419568510424	111.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides	Blautia coccoides	25	-0.0000606060606060588	0.00080877495438731	0.08	-0.00164580497120519	0.00152459284999307	111.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	Bacteroides fragilis	25	-0.0000745920745920792	0.00171212848491766	0.32	-0.0034303639050307	0.00328117975584654	113
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	Bifidobacterium catenulatum	25	-0.0000839160839160868	0.000997066095269819	0.16	-0.00203816563064493	0.00187033346281276	114
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	Oscillibacter sp 57 20	25	-0.000195804195804197	0.00102276119677121	0.08	-0.00220041614147577	0.00180880774986738	115
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum	Clostridium disporicum	25	-0.00024941724941725	0.000538800318590083	0.04	-0.00130546587385381	0.000806631375019313	116.5
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	Enorma massiliensis	25	-0.00024941724941725	0.000538800318590083	0.04	-0.00130546587385381	0.000806631375019313	116.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	Bacteroides intestinalis	25	-0.000279720279720279	0.000279720279720279	0	-0.000827972027972026	0.000268531468531468	119
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	Clostridium saccharolyticum	25	-0.000279720279720279	0.000279720279720279	0	-0.000827972027972026	0.000268531468531468	119
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005	Eubacteriaceae bacterium CHKCI005	25	-0.000279720279720279	0.000279720279720279	0	-0.000827972027972026	0.000268531468531468	119
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	Phascolarctobacterium faecium	25	-0.000296037296037297	0.000950442916359429	0.16	-0.00215890541210178	0.00156683082002718	121
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	Blautia hydrogenotrophica	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	Catenibacterium mitsuokai	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167	Clostridium sp CAG 167	25	-0.000303030303030303	0.000532103724891552	0.04	-0.00134595360381774	0.000739892997757139	126
Random forest	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei	Hafnia alvei	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	Lachnoclostridium sp An131	25	-0.000303030303030303	0.000823178602454594	0.12	-0.00191646036384131	0.0013103997577807	126
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa	Olsenella profusa	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	25	-0.000303030303030303	0.000532103724891552	0.04	-0.00134595360381774	0.000739892997757139	126
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	Streptococcus vestibularis	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	Victivallis vadensis	25	-0.000303030303030303	0.000303030303030303	0	-0.000896969696969696	0.000290909090909091	126
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	Gemella sanguinis	25	-0.000303030303030307	0.00102967811985919	0.12	-0.00232119941795431	0.0017151388118937	131
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	Bacteroides massiliensis	25	-0.000310023310023308	0.000537487725094554	0.04	-0.00136349925120863	0.000743452631162018	132.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	Clostridium lavalense	25	-0.000310023310023308	0.000537487725094554	0.04	-0.00136349925120863	0.000743452631162018	132.5
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae	Atopobium rimae	24	-0.000315656565656565	0.000315656565656565	0	-0.000934343434343434	0.000303030303030303	135
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	Enterococcus durans	24	-0.000315656565656565	0.000315656565656565	0	-0.000934343434343434	0.000303030303030303	135
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	Ruminococcus obeum CAG 39	24	-0.000315656565656565	0.000315656565656565	0	-0.000934343434343434	0.000303030303030303	135
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	Ruminococcus callidus	25	-0.000319347319347316	0.00164258883130485	0.08	-0.00353882142870483	0.00290012679001019	137
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	Acidaminococcus intestini	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32	Bacteroides faecis CAG 32	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	Bacteroides finegoldii	25	-0.000333333333333332	0.000549925559144088	0.04	-0.00141118742925574	0.00074452076258908	143
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	Butyrivibrio sp CAG 318	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	Clostridium asparagiforme	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	Clostridium bolteae	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	Eisenbergiella massiliensis	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	Enterococcus faecalis	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	Lactobacillus delbrueckii	25	-0.000333333333333332	0.000549925559144088	0.04	-0.00141118742925574	0.00074452076258908	143
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	Paraprevotella clara	25	-0.000333333333333332	0.000333333333333332	0	-0.000986666666666663	0.000319999999999999	143
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	Roseburia faecis	25	-0.000333333333333332	0.000730684338193599	0.08	-0.00176547463619279	0.00109880796952612	143
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	Alloscardovia omnicolens	24	-0.000347222222222221	0.000347222222222221	0	-0.00102777777777777	0.000333333333333332	149
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	Bacteroides faecis	25	-0.000356643356643356	0.00053628169214725	0.04	-0.00140775547325197	0.000694468759965254	150.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185	Prevotella sp CAG 1185	25	-0.000356643356643356	0.00053628169214725	0.04	-0.00140775547325197	0.000694468759965254	150.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	Oscillibacter sp PC13	19	-0.000368052999631946	0.000368052999631946	0	-0.00108943687891056	0.000353330879646668	152
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	25	-0.000372960372960374	0.00134952587616943	0.2	-0.00301803109025246	0.00227211034433171	153
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6	Veillonella sp T11011 6	19	-0.000398724082934609	0.000398724082934609	0	-0.00118022328548644	0.000382775119617224	154
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	Actinomyces sp HPA0247	24	-0.000403069153069151	0.000577180619196828	0.0416666666666667	-0.00153434316669493	0.000728204860556631	155
Random forest	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	Escherichia coli	25	-0.000405594405594401	0.00216766631777375	0.12	-0.00465422038843095	0.00384303157724215	156
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	Streptococcus gordonii	25	-0.000410256410256409	0.000695074968726531	0.08	-0.00177260334896041	0.000952090528447593	157
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum	Clostridium methylpentosum	16	-0.000437062937062936	0.000437062937062936	0	-0.00129370629370629	0.000419580419580419	158
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei	Lactobacillus sakei	19	-0.000438596491228069	0.000438596491228069	0	-0.00129824561403508	0.000421052631578946	159
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299	Clostridium sp CAG 299	17	-0.000445632798573975	0.000445632798573975	0	-0.00131907308377896	0.000427807486631016	160
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	Bifidobacterium adolescentis	25	-0.000470862470862468	0.00134213215738695	0.12	-0.0031014414993409	0.00215971655761596	161
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	Erysipelatoclostridium ramosum	25	-0.000529137529137529	0.000602275100184067	0.04	-0.0017095967254983	0.000651321667223243	162
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	Christensenella minuta	25	-0.000552447552447553	0.000613053613053612	0.04	-0.00175403263403263	0.000649137529137526	163.5
Random forest	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	Parasutterella excrementihominis	25	-0.000552447552447553	0.000613053613053612	0.04	-0.00175403263403263	0.000649137529137526	163.5
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium	Veillonella infantium	25	-0.000559440559440558	0.00058418626569087	0.04	-0.00170444564019466	0.000585564521313547	165
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum	Atopobium parvulum	25	-0.000559440559440563	0.000387255191744435	0	-0.00131846073525965	0.000199579616378529	166
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	Lachnospira pectinoschiza	25	-0.000575757575757576	0.000623609564462322	0.04	-0.00179803232210373	0.000646517170588576	167
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	Coprobacillus cateniformis	25	-0.000582750582750582	0.000403741446985752	0	-0.00137408381884266	0.000208582653341491	168.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	Ruminococcus gnavus	25	-0.000582750582750582	0.000403741446985752	0	-0.00137408381884266	0.000208582653341491	168.5
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis	Massiliomicrobiota timonensis	25	-0.000582750582750586	0.000628083304582784	0.04	-0.00181379385973284	0.000648292694231671	170
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	Gordonibacter pamelaeae	25	-0.000599067599067604	0.00110416253060864	0.2	-0.00276322615906053	0.00156509096092532	171
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	Bifidobacterium bifidum	25	-0.000606060606060606	0.000606060606060606	0	-0.00179393939393939	0.000581818181818181	172.5
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	Bifidobacterium pseudocatenulatum	25	-0.000606060606060606	0.000582245313200432	0.04	-0.00174726141993345	0.000535140207812242	172.5
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	Enterococcus faecium	25	-0.00060606060606061	0.000638344679786088	0.04	-0.00185721617844134	0.000645094966320123	174
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	Faecalicoccus pleomorphus	24	-0.000607031857031856	0.000420167637007548	0	-0.00143056042556665	0.000216496711502938	175
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus	Bacteroides galacturonicus	25	-0.000613053613053611	0.000426127373244073	0	-0.001448263264612	0.000222156038504772	177.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	Bacteroides vulgatus	25	-0.000613053613053611	0.000610648464926197	0.04	-0.00180992460430896	0.000583817378201735	177.5
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	Clostridium spiroforme	25	-0.000613053613053611	0.000610648464926197	0.04	-0.00180992460430896	0.000583817378201735	177.5
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	Streptococcus australis	25	-0.000613053613053611	0.000852763574045997	0.12	-0.00228447021818376	0.00105836299207654	177.5
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	Clostridium innocuum	25	-0.000613053613053616	0.000610648464926199	0.04	-0.00180992460430897	0.000583817378201735	180
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	Streptococcus thermophilus	25	-0.000629370629370634	0.000763833161871992	0.08	-0.00212648362663974	0.000867742367898471	181
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	Alistipes shahii	25	-0.000636363636363635	0.000597936554546038	0.04	-0.00180831928327387	0.0005355920105466	184.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense	Clostridium aldenense	25	-0.000636363636363635	0.00044104531201254	0	-0.00150081244790821	0.000228085175180944	184.5
Random forest	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	25	-0.000636363636363635	0.00044104531201254	0	-0.00150081244790821	0.000228085175180944	184.5
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	Megasphaera elsdenii	25	-0.000636363636363635	0.000652688630764869	0.04	-0.00191563335266278	0.000642906079935507	184.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	Ruminococcus lactaris	25	-0.000636363636363635	0.000597936554546038	0.04	-0.00180831928327387	0.0005355920105466	184.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	25	-0.000636363636363635	0.00044104531201254	0	-0.00150081244790821	0.000228085175180944	184.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	Alistipes finegoldii	25	-0.000643356643356636	0.000789223598613317	0.08	-0.00219023489663874	0.000903521609925465	188
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	Coprobacter fastidiosus	25	-0.000659673659673659	0.000890622121602355	0.08	-0.00240529301801427	0.00108594569866696	190
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	Gemella haemolysans	25	-0.000659673659673659	0.000608620795337436	0.04	-0.00185257041853503	0.000533223099187716	190
Random forest	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	Haemophilus parainfluenzae	25	-0.000659673659673659	0.000749484010507229	0.04	-0.00212866232026783	0.000809315000920511	190
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	Butyricimonas synergistica	25	-0.000659673659673663	0.000608620795337438	0.04	-0.00185257041853504	0.000533223099187716	192
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	Eubacterium callanderi	25	-0.000666666666666664	0.000461479103495447	0	-0.00157116570951774	0.000237832376184412	194.5
Random forest	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145	Firmicutes bacterium CAG 145	25	-0.000666666666666664	0.000753178019106995	0.08	-0.00214289558411637	0.000809562250783046	194.5
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	Leuconostoc mesenteroides	25	-0.000666666666666664	0.00063582228055628	0.04	-0.00191287833655697	0.000579545003223644	194.5
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	Veillonella atypica	25	-0.000666666666666664	0.000666666666666664	0	-0.00197333333333333	0.000639999999999998	194.5
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris	Enterorhabdus caecimuris	25	-0.000689976689976688	0.000623540218860555	0.04	-0.00191211551894337	0.000532162138989999	197
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	25	-0.000689976689976692	0.000761649141025904	0.08	-0.00218280900638746	0.00080285562643408	198
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	Bulleidia extructa	24	-0.000718725718725717	0.000820562757160766	0.0416666666666667	-0.00232702872276082	0.000889577285309385	199
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	Actinomyces graevenitzii	22	-0.000723140495867767	0.000499636316657125	0	-0.00170242767651573	0.000256146684780197	200
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	Clostridium perfringens	20	-0.000728438228438227	0.000501791014891679	0	-0.00171194861762592	0.000255072160749464	201
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	Clostridium citroniae	25	-0.000755244755244755	0.00105754636917242	0.08	-0.0028280356388227	0.00131754612833319	202
Random forest	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	Enterobacter cloacae complex	9	-0.000777000777000775	0.000777000777000775	0	-0.0022999222999223	0.000745920745920744	203
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	Roseburia sp CAG 182	8	-0.000779428904428905	0.00174682681065075	0.125	-0.00420320945330437	0.00264435164444656	204
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	Veillonella dispar	25	-0.000862470862470861	0.000477144277166869	0	-0.00179767364571792	0.0000727319207762024	205
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	Faecalitalea cylindroides	25	-0.000862470862470866	0.000477144277166872	0	-0.00179767364571793	0.000072731920776203	206
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	Tyzzerella nexilis	8	-0.000874125874125872	0.000874125874125872	0	-0.00258741258741258	0.000839160839160837	207
