genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300029066_1	3300029066	5399622	131	79276	1	5	1	76	99.25	0.38	97.35	HQ	OTU-10700	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B vulgatus	Human	Digestive system	Human host-associated	12.5683	55.6761
3300017418_10	3300017418	3471810	149	44994	1	0	0	34	97.37	0.66	94.07	MQ	OTU-14874	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_11	3300017418	3191031	16	340573	1	2	2	39	98.52	0.49	96.07	HQ	OTU-14875	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_16	3300017418	2733506	78	62100	1	1	1	40	96.81	0	96.81	HQ	OTU-14876	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__PAR1;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_14	3300017418	2687288	454	6368	0	1	0	37	65.8	1.31	59.25	MQ	OTU-14877	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_15	3300017418	2726298	256	13605	1	1	1	44	85.04	4.94	60.34	MQ	OTU-14878	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_19	3300017418	1495790	8	323660	1	1	1	31	66.82	0.26	65.52	MQ	OTU-16461	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_8	3300017418	3735638	227	25617	0	3	1	42	94.85	3.94	75.15	MQ	OTU-1746	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_9	3300017418	3473290	81	67697	0	4	0	49	96.79	0.94	92.09	MQ	OTU-1747	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7332;g__UBA7332;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_3	3300017418	5468323	448	16580	0	1	1	45	95.33	1.34	88.63	MQ	OTU-1753	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_7	3300017418	3984919	78	110339	1	2	0	44	98.39	1.61	90.34	MQ	OTU-1755	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300017418_29	3300017418	805402	157	4992	2	3	0	30	59.36	1.22	53.26	MQ	OTU-7322	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A somerae	Aquatic	Freshwater	Groundwater	-116.27	36.37
3300027554_29	3300027554	2204619	351	6623	0	0	0	6	52.2	0	52.2	MQ	OTU-13176	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_24	3300027554	3468103	360	12157	0	0	0	41	91.03	2.85	76.78	MQ	OTU-1891	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_9	3300027554	5378965	140	77851	1	3	0	33	99.13	0.95	94.38	MQ	OTU-10965	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_21	3300027554	3924253	211	29073	0	0	0	35	91.74	2.99	76.79	MQ	OTU-10349	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA10347;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_25	3300027554	3146169	297	13760	0	0	0	20	65.84	0	65.84	MQ	OTU-17638	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_22	3300027554	3825352	177	32809	0	2	1	27	85.89	2.64	72.69	MQ	OTU-1652	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_14	3300027554	5207010	284	31712	0	0	0	28	90.97	3.3	74.47	MQ	OTU-9530	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_11	3300027554	5317558	679	9099	0	0	0	31	85.65	1.98	75.75	MQ	OTU-9532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_18	3300027554	4421589	157	44696	3	3	3	47	94.87	2.99	79.92	HQ	OTU-9536	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_16	3300027554	4878010	164	51777	1	1	1	37	92.57	3.98	72.67	HQ	OTU-9531	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	Algae	Red algae	Marine	-68.065	44.342
3300027554_17	3300027554	4768386	334	19847	0	0	0	28	87.25	1.98	77.35	MQ	OTU-14747	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027325_20	3300027325	2523628	450	5822	0	1	1	20	63.46	0.52	60.86	MQ	OTU-1900	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_25	3300027325	1958064	59	49447	1	1	1	33	90.59	0	90.59	HQ	OTU-6175	d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_24	3300027325	2247227	124	41404	1	1	1	36	89.08	1.26	82.78	MQ	OTU-1327	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_14	3300027325	4177865	562	8652	0	1	0	23	74.57	1.49	67.12	MQ	OTU-9532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_15	3300027325	3367250	261	17989	0	1	1	25	71.01	1.93	61.36	MQ	OTU-17521	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_12	3300027325	4528234	163	51808	0	1	0	48	99.77	1.25	93.52	MQ	OTU-14918	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_13	3300027325	4234833	299	21232	0	0	0	32	94.79	0.74	91.09	MQ	OTU-14919	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_10	3300027325	4629142	676	7566	0	1	1	28	74.59	3.61	56.54	MQ	OTU-1639	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_11	3300027325	4608362	710	7180	0	0	0	44	80.34	3.29	63.89	MQ	OTU-13744	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_4	3300027325	7355718	256	49016	1	1	1	66	99.01	2	89.01	HQ	OTU-8693	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_7	3300027325	5408104	452	16073	1	1	1	51	82.6	0.34	80.9	MQ	OTU-8002	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027325_8	3300027325	5290640	666	9176	0	1	0	43	76.16	3	61.16	MQ	OTU-8630	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_29	3300027498	2291528	449	5197	0	0	0	20	58.62	0	58.62	MQ	OTU-10642	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_22	3300027498	3335044	320	13462	1	0	1	33	88.93	4.11	68.38	MQ	OTU-10644	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_20	3300027498	3518021	154	37225	2	2	1	36	95.34	0.19	94.39	HQ	OTU-10645	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_21	3300027498	3392090	8	849601	1	1	1	45	73.27	0.17	72.42	MQ	OTU-10646	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kriegella;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_26	3300027498	2964629	492	6555	0	0	0	16	68.16	1.27	61.81	MQ	OTU-1652	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_24	3300027498	3208230	52	114743	1	1	1	34	98.52	1.58	90.62	HQ	OTU-10647	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_3	3300027498	6273647	379	22544	0	2	0	34	92.73	3.18	76.83	MQ	OTU-10039	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_6	3300027498	5567549	204	57766	1	1	1	35	89.14	4.75	65.39	MQ	OTU-7317	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_8	3300027498	5136456	103	75288	1	2	0	56	98.95	2	88.95	MQ	OTU-7552	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_17	3300027498	3897811	164	35801	0	0	0	27	56.44	0.99	51.49	MQ	OTU-9532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_16	3300027498	3976806	25	253360	1	1	1	64	96.59	1.14	90.89	HQ	OTU-1890	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_14	3300027498	4174874	33	252094	2	1	1	45	99.15	1.28	92.75	HQ	OTU-1891	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_13	3300027498	4312883	63	88355	1	1	1	28	95.54	0	95.54	HQ	OTU-1892	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_12	3300027498	4478936	273	23960	1	1	1	32	94.7	1.61	86.65	HQ	OTU-1653	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_11	3300027498	4601829	356	17533	0	2	0	40	84.98	0.99	80.03	MQ	OTU-1894	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_10	3300027498	4784222	60	120599	1	1	1	42	99.76	0.83	95.61	HQ	OTU-1895	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Acaryochloris;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_19	3300027498	3540244	76	91488	0	3	0	60	96.63	1.9	87.13	MQ	OTU-1899	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_18	3300027498	3830942	243	23389	1	0	1	31	93.07	0.5	90.57	MQ	OTU-1900	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-3.24	50.677
3300027498_36	3300027498	839475	7	175528	1	1	1	35	74.93	0	74.93	MQ	OTU-2357	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1006;g__01-FULL-36-10b;s__	Algae	Red algae	Marine	-3.24	50.677
3300027028_10	3300027028	2910611	14	290754	8	8	4	93	51.72	0	51.72	MQ	OTU-9749	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_B;g__Bacillus_F;s__	Algae	Red algae	Marine	-8.622	41.162
3300027028_14	3300027028	2333093	46	88080	4	6	0	52	98.83	0.08	98.43	MQ	OTU-2708	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	Algae	Red algae	Marine	-8.622	41.162
3300027028_18	3300027028	1739886	21	114913	1	0	0	8	53.45	0	53.45	MQ	OTU-2712	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	Algae	Red algae	Marine	-8.622	41.162
3300027028_2	3300027028	7193753	22	601823	9	6	6	74	99.85	0.1	99.35	HQ	OTU-5074	d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus amylolyticus_A	Algae	Red algae	Marine	-8.622	41.162
3300027028_6	3300027028	3731022	87	60115	0	0	0	40	98.78	1.09	93.33	MQ	OTU-5077	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__	Algae	Red algae	Marine	-8.622	41.162
3300027028_7	3300027028	3548201	18	274443	5	6	3	45	99.34	0	99.34	HQ	OTU-5078	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus_B;s__	Algae	Red algae	Marine	-8.622	41.162
3300027028_8	3300027028	3512916	25	253023	0	2	0	34	99.67	0.33	98.02	MQ	OTU-5081	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp1	Algae	Red algae	Marine	-8.622	41.162
3300027028_9	3300027028	3414192	28	267824	5	3	0	35	81.38	0	81.38	MQ	OTU-10401	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_8	3300026840	2557576	13	264184	5	8	0	52	65.54	0.34	63.84	MQ	OTU-15040	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_3	3300026840	4761835	622	9018	0	1	0	23	79.77	3.42	62.67	MQ	OTU-1639	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_2	3300026840	5685861	589	12033	0	1	0	33	89.85	2.97	75	MQ	OTU-9532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_1	3300026840	5286085	630	10239	3	6	0	33	86.35	2.54	73.65	MQ	OTU-1998	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_6	3300026840	2868955	8	482658	0	5	0	57	77.59	0	77.59	MQ	OTU-2001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_5	3300026840	3677101	189	30440	2	2	0	61	98	0.97	93.15	MQ	OTU-10645	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	Algae	Red algae	Marine	-8.622	41.162
3300026840_7	3300026840	2811157	449	6714	0	0	0	29	58.43	0.05	58.18	MQ	OTU-2000	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__	Algae	Red algae	Marine	-8.622	41.162
3300027509_6	3300027509	6664738	564	15816	1	1	1	48	89.09	4.27	67.74	MQ	OTU-10039	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_7	3300027509	6632095	63	206231	1	1	1	53	96.11	0.25	94.86	HQ	OTU-8002	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_28	3300027509	2978956	130	29196	1	1	1	37	97.96	1.36	91.16	HQ	OTU-1645	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_21	3300027509	3982096	82	73874	0	2	0	28	84.16	0.74	80.46	MQ	OTU-1652	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_29	3300027509	2934437	408	8098	0	0	0	37	81.45	3.13	65.8	MQ	OTU-1644	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_27	3300027509	3318167	277	15836	0	0	0	28	96.43	1.34	89.73	MQ	OTU-1646	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_25	3300027509	3492788	59	107733	0	1	1	23	77.72	0	77.72	MQ	OTU-7766	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_24	3300027509	3540582	16	388492	0	1	1	38	98.03	0.49	95.58	MQ	OTU-1649	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_23	3300027509	3919860	46	148862	1	1	1	59	96.02	1.14	90.32	HQ	OTU-1890	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_22	3300027509	3962261	105	53085	1	1	1	32	73.82	1.38	66.92	MQ	OTU-1651	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_48	3300027509	967163	51	30203	1	1	1	39	70.06	2.29	58.61	MQ	OTU-17774	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_43	3300027509	1422174	39	57234	0	0	0	37	71.29	0.99	66.34	MQ	OTU-17781	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GCA-2747515;g__GCA-2747515;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_26	3300027509	3425332	33	219294	1	1	1	40	99.01	0.74	95.31	HQ	OTU-1647	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_20	3300027509	4227910	95	77981	1	1	1	30	97.76	0.5	95.26	HQ	OTU-1653	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_39	3300027509	1827823	293	6782	0	1	0	22	69.64	2.23	58.49	MQ	OTU-16273	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_30	3300027509	2571374	350	8279	0	0	0	23	58.82	0	58.82	MQ	OTU-14918	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_31	3300027509	2546805	267	12749	1	0	0	22	83.02	0.92	78.42	MQ	OTU-10647	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_32	3300027509	2482065	31	147483	1	1	2	34	89.81	0	89.81	MQ	OTU-11060	d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2428;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_33	3300027509	2403613	19	283540	1	1	1	36	89.81	0	89.81	MQ	OTU-11061	d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2428;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_35	3300027509	2132130	11	238432	1	0	1	10	53.45	0	53.45	MQ	OTU-16829	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_36	3300027509	2113796	16	282456	1	1	1	31	91.44	0	91.44	HQ	OTU-11064	d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2428;f__;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_14	3300027509	5272117	64	188905	1	1	1	49	98.29	3.16	82.49	HQ	OTU-10349	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA10347;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_15	3300027509	5013953	228	34149	0	1	1	38	91.45	4.58	68.55	MQ	OTU-9531	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_17	3300027509	4549230	86	102905	1	1	1	31	70.89	0	70.89	MQ	OTU-10348	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_18	3300027509	4304159	107	65033	1	1	1	30	94.55	0	94.55	HQ	OTU-10350	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_16	3300027509	4801940	352	19339	1	2	0	37	90.22	4.21	69.17	MQ	OTU-10347	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027509_19	3300027509	4218441	87	82607	1	0	0	45	96.15	1.28	89.75	MQ	OTU-10351	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__;s__	Algae	Red algae	Marine	-9.71	51.64
3300027623_18	3300027623	3828078	270	22115	1	0	0	26	91.46	0.99	86.51	MQ	OTU-14919	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_10	3300027623	4840734	637	9193	1	1	1	39	83.06	1.68	74.66	MQ	OTU-14748	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_24	3300027623	3095406	517	6367	1	1	1	19	67.8	2.49	55.35	MQ	OTU-9531	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_25	3300027623	3007418	116	43047	0	0	0	34	57.26	0.85	53.01	MQ	OTU-9536	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_23	3300027623	3239618	420	8678	0	0	0	12	62.58	0.99	57.63	MQ	OTU-17638	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_22	3300027623	3303461	90	74081	0	0	0	36	89.22	2.4	77.22	MQ	OTU-5370	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_32	3300027623	2130455	212	13479	1	1	1	36	86.61	2.56	73.81	MQ	OTU-14070	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__;s__	Algae	Red algae	Marine	-68.065	44.342
3300027623_11	3300027623	4815079	382	16681	0	0	0	31	95.05	2.23	83.9	MQ	OTU-14747	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Algae	Red algae	Marine	-68.065	44.342
