Reference	ExpectedAbundancePct	AbundanceBin	Branch	GenomeFractionPct	RecoveredGe90Pct	FullGenomeGe99Pct	MismatchesPer100Kbp	IndelsPer100Kbp	ReferenceReportPresent	BranchReportPresent
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	spades-short-only	99.553	yes	yes	7.27	0.5	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	spades-illumina-ont	99.73	yes	yes	21.49	1.08	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	spades-illumina-hifi	99.742	yes	yes	13.44	0.86	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	flye-ont	100	yes	yes	103.44	556.87	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	flye-ont-polypolish-default	100	yes	yes	11.18	54.27	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	flye-ont-polypolish-careful	100	yes	yes	14.05	63.16	yes	yes
Ignicoccus_islandicus_DSM_13165	1.09538937911	>=1%	flye-hifi	99.954	yes	yes	0.72	0.36	yes	yes
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	spades-short-only	0.026	no	no	692.31	0	yes	yes
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	spades-illumina-ont	0.037	no	no	602.41	0	yes	yes
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	spades-illumina-hifi	0.105	no	no	330.03	38.83	yes	yes
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	flye-ont	0	no	no	NA	NA	yes	no
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	flye-ont-polypolish-default	0	no	no	NA	NA	yes	no
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	flye-ont-polypolish-careful	0	no	no	NA	NA	yes	no
Leptothrix_cholodnii_SP-6	0.049764838437	<0.1%	flye-hifi	0.979	no	no	0	145.34	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	spades-short-only	96.672	yes	no	32.39	6.08	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	spades-illumina-ont	97.469	yes	no	120.38	12.87	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	spades-illumina-hifi	97.977	yes	no	65.8	14.03	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	flye-ont	99.305	yes	yes	99.26	459.52	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	flye-ont-polypolish-default	99.299	yes	yes	52.93	34.6	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	flye-ont-polypolish-careful	99.345	yes	yes	81.93	76.04	yes	yes
Methanobrevibacter_oralis_DSM_7256	0.761107934944	0.1-<1%	flye-hifi	99.391	yes	yes	52.68	9.85	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	spades-short-only	99.583	yes	yes	6.86	4.44	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	spades-illumina-ont	99.959	yes	yes	7.42	4.71	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	spades-illumina-hifi	99.984	yes	yes	7.64	4.6	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	flye-ont	99.982	yes	yes	17.07	407.02	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	flye-ont-polypolish-default	99.982	yes	yes	3.1	4.77	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	flye-ont-polypolish-careful	99.982	yes	yes	5.63	13.56	yes	yes
Methanocaldococcus_jannaschii_DSM_2661	5.64580135165	>=1%	flye-hifi	100	yes	yes	3.22	4.31	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	spades-short-only	98.948	yes	no	42.38	2.63	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	spades-illumina-ont	99.137	yes	yes	101.73	9.32	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	spades-illumina-hifi	99.039	yes	yes	63.3	3.76	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	flye-ont	90.103	yes	no	906.64	1073.15	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	flye-ont-polypolish-default	91.795	yes	no	874.42	347.5	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	flye-ont-polypolish-careful	91.795	yes	no	897.58	500.12	yes	yes
Methanococcus_maripaludis_C5	1.15404679485	>=1%	flye-hifi	100	yes	yes	0.11	0.5	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	spades-short-only	87.552	no	no	78.5	10.23	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	spades-illumina-ont	86.463	no	no	98.35	47.96	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	spades-illumina-hifi	89.199	no	no	146.45	11.19	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	flye-ont	54.018	no	no	1083.65	1442.95	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	flye-ont-polypolish-default	58.123	no	no	1067.94	970.91	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	flye-ont-polypolish-careful	54.949	no	no	1074.72	1107.3	yes	yes
Methanococcus_maripaludis_S2	0.459615924751	0.1-<1%	flye-hifi	99.394	yes	yes	0.06	0.61	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	spades-short-only	0	no	no	NA	NA	yes	no
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	spades-illumina-ont	0.069	no	no	770.5	770.5	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	spades-illumina-hifi	1.922	no	no	127	67.47	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	flye-ont	0.193	no	no	860	2160	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	flye-ont-polypolish-default	0.193	no	no	860	2160	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	flye-ont-polypolish-careful	0.193	no	no	860	2160	yes	yes
Methanomassiliicoccus_luminyensis_B10	0.0582814043695	<0.1%	flye-hifi	13.234	no	no	26.22	85.3	yes	yes
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	spades-short-only	0	no	no	NA	NA	yes	no
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	spades-illumina-ont	0	no	no	NA	NA	yes	no
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	spades-illumina-hifi	0.052	no	no	424.63	0	yes	yes
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	flye-ont	0	no	no	NA	NA	yes	no
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	flye-ont-polypolish-default	0	no	no	NA	NA	yes	no
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	flye-ont-polypolish-careful	0	no	no	NA	NA	yes	no
Methanomethylovorans_hollandica_DSM_15978	0.0469548829791	<0.1%	flye-hifi	0	no	no	NA	NA	yes	no
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	spades-short-only	95.067	yes	no	103.46	12.75	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	spades-illumina-ont	98.741	yes	no	143.05	73.04	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	spades-illumina-hifi	99.717	yes	yes	107.33	6.48	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	flye-ont	57.211	no	no	754.15	1795.43	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	flye-ont-polypolish-default	71.822	no	no	657.68	1427.26	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	flye-ont-polypolish-careful	71.822	no	no	661.4	1435.67	yes	yes
Methanopyrus_kandleri_AV19	0.210206465038	0.1-<1%	flye-hifi	99.861	yes	yes	1.89	5.49	yes	yes
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	spades-short-only	0.023	no	no	827.69	0	yes	yes
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	spades-illumina-ont	0.023	no	no	827.69	0	yes	yes
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	spades-illumina-hifi	0.023	no	no	827.69	0	yes	yes
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	flye-ont	0	no	no	NA	NA	yes	no
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	flye-ont-polypolish-default	0	no	no	NA	NA	yes	no
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	flye-ont-polypolish-careful	0	no	no	NA	NA	yes	no
Methanosarcina_acetivorans_C2A	0.176994459347	0.1-<1%	flye-hifi	0	no	no	NA	NA	yes	no
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	spades-short-only	99.072	yes	yes	3.89	1.3	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	spades-illumina-ont	99.955	yes	yes	4.99	2.09	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	spades-illumina-hifi	99.955	yes	yes	4.99	2.01	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	flye-ont	100	yes	yes	5.95	421.68	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	flye-ont-polypolish-default	100	yes	yes	2.16	2.56	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	flye-ont-polypolish-careful	100	yes	yes	3.92	14.02	yes	yes
Methanothermus_fervidus_DSM_2088	7.18333975898	>=1%	flye-hifi	100	yes	yes	1.93	1.53	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	spades-short-only	25.732	no	no	371.61	25.65	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	spades-illumina-ont	43.775	no	no	956.73	481.11	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	spades-illumina-hifi	68.461	no	no	942.54	62.99	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	flye-ont	12.694	no	no	1069.35	1671.04	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	flye-ont-polypolish-default	15.12	no	no	1072.3	1617.06	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	flye-ont-polypolish-careful	15.12	no	no	1074.52	1625.13	yes	yes
Micromonospora_arenicola_CNS-205	0.390563872567	0.1-<1%	flye-hifi	98.785	yes	no	2.86	8.58	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	spades-short-only	3.567	no	no	544.48	31.87	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	spades-illumina-ont	6.16	no	no	809.21	561.4	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	spades-illumina-hifi	19.896	no	no	541.96	59.91	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	flye-ont	2.113	no	no	1195.18	1770.57	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	flye-ont-polypolish-default	2.113	no	no	1186.97	1745.12	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	flye-ont-polypolish-careful	2.113	no	no	1190.62	1752.4	yes	yes
Micromonospora_tropica_CNB-440	0.49099119431	0.1-<1%	flye-hifi	94.877	yes	no	2.94	27.83	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	spades-short-only	99.263	yes	yes	8	0.62	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	spades-illumina-ont	99.271	yes	yes	9.23	1.03	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	spades-illumina-hifi	99.263	yes	yes	8	0.62	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	flye-ont	2.283	no	no	26.85	590.71	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	flye-ont-polypolish-default	2.283	no	no	0	62.48	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	flye-ont-polypolish-careful	2.283	no	no	0	62.48	yes	yes
Nanoarchaeum_equitans_Kin4-M	0.955656442804	0.1-<1%	flye-hifi	0	no	no	NA	NA	yes	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	spades-short-only	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	spades-illumina-ont	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	spades-illumina-hifi	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	flye-ont	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	flye-ont-polypolish-default	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	flye-ont-polypolish-careful	0	no	no	NA	NA	no	no
Nitratidesulfovibrio_vulgaris_Hildenborough	0.027146183013	<0.1%	flye-hifi	0	no	no	NA	NA	no	no
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	spades-short-only	96.055	yes	no	3.33	0.81	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	spades-illumina-ont	98.946	yes	no	18.34	1.36	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	spades-illumina-hifi	99.069	yes	yes	18.76	1.36	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	flye-ont	99.125	yes	yes	20.74	239.76	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	flye-ont-polypolish-default	99.126	yes	yes	11.79	3.68	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	flye-ont-polypolish-careful	99.126	yes	yes	12.62	11.94	yes	yes
Nitrosomonas_europaea_ATCC_19718	5.68342949511	>=1%	flye-hifi	99.127	yes	yes	11.95	1.11	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	spades-short-only	60.285	no	no	167.11	21.35	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	spades-illumina-ont	88.503	no	no	450.16	376.72	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	spades-illumina-hifi	94.692	yes	no	207.75	11.55	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	flye-ont	41.678	no	no	908.18	1705.88	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	flye-ont-polypolish-default	51.279	no	no	859.12	1611.55	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	flye-ont-polypolish-careful	51.235	no	no	862.59	1616.68	yes	yes
Paraburkholderia_xenovorans_LB400	0.575113272979	0.1-<1%	flye-hifi	99.609	yes	yes	4.51	0.41	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	spades-short-only	99.691	yes	yes	4.75	0.76	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	spades-illumina-ont	99.7	yes	yes	1.21	0.15	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	spades-illumina-hifi	99.7	yes	yes	1.21	0.15	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	flye-ont	99.696	yes	yes	38.4	346.47	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	flye-ont-polypolish-default	99.696	yes	yes	0.2	0.45	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	flye-ont-polypolish-careful	99.696	yes	yes	1.21	3.28	yes	yes
Persephonella_marina_EX-H1	2.8062374214	>=1%	flye-hifi	99.697	yes	yes	0.2	0.05	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	spades-short-only	89.957	no	no	93.09	14.08	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	spades-illumina-ont	96.202	yes	no	130.44	65.33	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	spades-illumina-hifi	96.07	yes	no	100.66	4.94	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	flye-ont	94.149	yes	no	451.8	1282.78	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	flye-ont-polypolish-default	95.425	yes	no	375.84	934.72	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	flye-ont-polypolish-careful	95.18	yes	no	378.67	946.88	yes	yes
Phocaeicola_vulgatus_ATCC_8482	0.469244175386	0.1-<1%	flye-hifi	99.55	yes	yes	25.46	6.75	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	spades-short-only	93.925	yes	no	7.96	0.72	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	spades-illumina-ont	94.491	yes	no	27.92	0.9	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	spades-illumina-hifi	95.097	yes	no	48.15	0.67	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	flye-ont	95.852	yes	no	136.46	555.63	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	flye-ont-polypolish-default	96.84	yes	no	80.7	138.13	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	flye-ont-polypolish-careful	97.013	yes	no	97.22	186.63	yes	yes
Porphyromonas_gingivalis_ATCC_33277	2.17006694673	>=1%	flye-hifi	65.161	no	no	13.72	48.17	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	spades-short-only	98.972	yes	no	27.68	2.87	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	spades-illumina-ont	99.635	yes	yes	46.04	12.47	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	spades-illumina-hifi	99.708	yes	yes	39	4.74	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	flye-ont	99.822	yes	yes	129.97	468.47	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	flye-ont-polypolish-default	99.822	yes	yes	26	107.24	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	flye-ont-polypolish-careful	99.822	yes	yes	32.12	126.41	yes	yes
Pseudomonas_fluorescens_SBW25	1.06930867961	>=1%	flye-hifi	99.995	yes	yes	0.4	0.1	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	spades-short-only	97.692	yes	no	35.77	3.39	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	spades-illumina-ont	98.628	yes	no	43.2	5.83	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	spades-illumina-hifi	98.843	yes	no	40.96	1.85	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	flye-ont	99.636	yes	yes	255.87	617.25	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	flye-ont-polypolish-default	99.636	yes	yes	88.66	198.78	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	flye-ont-polypolish-careful	99.636	yes	yes	101.21	226.74	yes	yes
Pseudomonas_putida_KT2440	1.48249785872	>=1%	flye-hifi	99.999	yes	yes	2.41	0.52	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	spades-short-only	0.834	no	no	259.47	32.43	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	spades-illumina-ont	2.086	no	no	685.98	849.41	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	spades-illumina-hifi	22.292	no	no	179.14	68.19	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	flye-ont	1.216	no	no	946.5	2369.95	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	flye-ont-polypolish-default	1.216	no	no	946.5	2369.95	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	flye-ont-polypolish-careful	1.216	no	no	946.5	2369.95	yes	yes
Pyrobaculum_aerophilum_IM2	0.229024505381	0.1-<1%	flye-hifi	42.403	no	no	10.29	68.52	yes	yes
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	spades-short-only	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	spades-illumina-ont	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	spades-illumina-hifi	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	flye-ont	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	flye-ont-polypolish-default	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	flye-ont-polypolish-careful	0	no	no	NA	NA	no	no
Pyrobaculum_arsenaticum_DSM_13514	0.0479935628542	<0.1%	flye-hifi	0	no	no	NA	NA	no	no
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	spades-short-only	98.796	yes	no	66.29	7.24	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	spades-illumina-ont	99.825	yes	yes	75.67	17.75	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	spades-illumina-hifi	99.627	yes	yes	107.87	3.98	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	flye-ont	98.29	yes	no	576.46	1606.72	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	flye-ont-polypolish-default	98.341	yes	no	386.97	936.83	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	flye-ont-polypolish-careful	98.341	yes	no	390.46	948.02	yes	yes
Pyrobaculum_calidifontis_JCM_11548	2.54495465747	>=1%	flye-hifi	100	yes	yes	2.29	3.18	yes	yes
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	spades-short-only	0.35	no	no	29.96	59.92	yes	yes
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	spades-illumina-ont	0.491	no	no	298.16	585.67	yes	yes
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	spades-illumina-hifi	0.927	no	no	322.16	90.43	yes	yes
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	flye-ont	0	no	no	NA	NA	yes	no
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	flye-ont-polypolish-default	0	no	no	NA	NA	yes	no
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	flye-ont-polypolish-careful	0	no	no	NA	NA	yes	no
Pyrococcus_furiosus_DSM_3638	0.401834945916	0.1-<1%	flye-hifi	0.707	no	no	0	29.65	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	spades-short-only	99.724	yes	yes	18.05	1.33	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	spades-illumina-ont	99.906	yes	yes	19.69	1.61	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	spades-illumina-hifi	99.906	yes	yes	19.69	1.73	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	flye-ont	99.921	yes	yes	207.6	363.41	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	flye-ont-polypolish-default	99.921	yes	yes	4.83	4.37	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	flye-ont-polypolish-careful	99.921	yes	yes	4.32	5.35	yes	yes
Pyrococcus_horikoshii_OT3	5.85551833757	>=1%	flye-hifi	99.921	yes	yes	0.91	1.54	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	spades-short-only	98.862	yes	no	5.12	0.27	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	spades-illumina-ont	99.924	yes	yes	9	0.34	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	spades-illumina-hifi	99.914	yes	yes	9.4	0.31	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	flye-ont	99.967	yes	yes	49.2	257.53	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	flye-ont-polypolish-default	99.967	yes	yes	2.23	4.98	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	flye-ont-polypolish-careful	99.967	yes	yes	3.57	11.41	yes	yes
Rhodopirellula_baltica_SH_1	1.31778417324	>=1%	flye-hifi	99.967	yes	yes	2.04	0.1	yes	yes
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	spades-short-only	0.023	no	no	469.48	0	yes	yes
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	spades-illumina-ont	0.023	no	no	469.48	0	yes	yes
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	spades-illumina-hifi	0.023	no	no	469.48	0	yes	yes
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	flye-ont	0	no	no	NA	NA	yes	no
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	flye-ont-polypolish-default	0	no	no	NA	NA	yes	no
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	flye-ont-polypolish-careful	0	no	no	NA	NA	yes	no
Ruegeria_pomeroyi_DSS-3	0.0665347622868	<0.1%	flye-hifi	0	no	no	NA	NA	yes	no
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	spades-short-only	70.66	no	no	131.83	19.14	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	spades-illumina-ont	86.328	no	no	285.99	261.82	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	spades-illumina-hifi	75.368	no	no	135.42	21.46	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	flye-ont	15.171	no	no	1063.23	1999.87	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	flye-ont-polypolish-default	20.392	no	no	991.64	1851.19	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	flye-ont-polypolish-careful	20.188	no	no	1011.53	1879.68	yes	yes
Ruminiclostridium_thermocellum_ATCC_27405	0.268844896556	0.1-<1%	flye-hifi	2.806	no	no	127.02	53.77	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	spades-short-only	53.29	no	no	553.29	10.64	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	spades-illumina-ont	70.359	no	no	906.02	24.41	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	spades-illumina-hifi	80.367	no	no	1137.66	29.46	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	flye-ont	91.769	yes	no	1490.71	455.26	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	flye-ont-polypolish-default	93.189	yes	no	1503.89	191.66	yes	yes
