cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
314	MB056;MB068	MT028;MT029	0.0001487634490981139
315	MB007	MT107;MT106;MT123;MT052;MT058;MT068;MT124;MT137;MT073;MT103;MT109	0.0001513766101844618
316	MB075	MT107;MT106;MT123;MT052;MT058;MT068;MT124;MT137;MT073;MT103;MT109	0.00015279225332073834
317	MB009	MT149	0.00015703558088750778
318	MB052;MB080	MT027;MT035;MT037	0.00015737532926047096
319	MB128	MT107;MT106;MT123	0.0001574835446297736
320	MB031;MB106	MT023	0.00015825346639266593
321	MB154;MB155	MT038	0.0001593845133425124
322	MB002	MT148;MT149;MT007;MT012	0.00016262983053921392
323	MB084	MT147	0.00016289388940253597
324	MB112	MT036	0.00016538387068637376
325	MB122	MT007;MT012	0.0001668410526769385
326	MB143	MT026	0.0001701107995657649
327	MB078	MT083;MT142;MT120;MT079;MT063;MT078	0.00017654796486110571
328	MB040	MT104	0.00017906024701917823
329	MB032	MT138	0.00017931631523168448
330	MB025;MB092;MB091;MB057;MB077;MB090	MT112	0.00018225843282632226
331	MB047;MB046;MB130	MT060;MT001;MT119;MT116;MT143	0.00018329011510655595
332	MB017	MT103;MT109	0.00018329011510655595
333	MB048	MT063;MT078	0.0001836318675443693
334	MB106	MT134;MT054;MT110;MT121;MT089;MT105	0.00018541497046813617
335	MB078	MT031;MT033;MT026;MT028;MT029	0.0001868243390107469
336	MB116	MT072	0.0001899841764936714
337	MB052	MT068	0.00019089877426060832
338	MB007	MT090	0.0001913565729590904
339	MB014;MB017;MB021;MB012;MB016;MB011;MB013;MB022;MB010;MB018	MT139	0.00019301198519698024
340	MB094	MT136	0.00019534393796945368
341	MB064;MB083	MT058	0.00019654380060144474
342	MB129	MT068;MT124;MT137;MT073;MT103;MT109	0.00019654380060144474
343	MB009	MT007;MT012	0.00019655305666882024
344	MB160	MT021;MT023;MT150;MT151;MT152;MT003;MT006;MT148;MT149;MT007;MT012	0.00019753651841868816
345	MB163;MB164;MB161;MB162;MB050;MB035;MB033;MB037;MB034;MB036	MT081	0.00020248803074393275
346	MB032	MT086;MT135	0.00020487358900653279
347	MB027	MT146	0.000209757980907773
348	MB027	MT021;MT023;MT150;MT151;MT152;MT003;MT006;MT148;MT149;MT007;MT012	0.00021057436295432991
349	MB093;MB028;MB065	MT127;MT128	0.00021471860457055556
350	MB053	MT001	0.0002150379236536632
351	MB048;MB119;MB117;MB114;MB115	MT019;MT020	0.0002150379236536632
352	MB116	MT074	0.0002150379236536632
353	MB027	MT107;MT106;MT123	0.0002168416336837361
354	MB031;MB106	MT056	0.00021967285104343556
355	MB079;MB066;MB073	MT095	0.0002209584479647501
356	MB001;MB038	MT153;MT036;MT038;MT039	0.00022110882519821287
357	MB008	MT035	0.00022175038670542655
358	MB056;MB068	MT023;MT150;MT151;MT152;MT003;MT006	0.00022451757735157842
359	MB092;MB091;MB057;MB077;MB090	MT015	0.00023836960337979436
360	MB123;MB126	MT001	0.00023886114897940844
361	MB151	MT081	0.00024106417271390338
362	MB009	MT042	0.00024133701274619242
363	MB129	MT021;MT023;MT150;MT151;MT152;MT003;MT006;MT148;MT149;MT007;MT012	0.00024282433239414893
364	MB165;MB118;MB135;MB151	MT075	0.00024749493469385754
365	MB010;MB018	MT056	0.00024749493469385754
366	MB087	MT109	0.0002480832795236988
367	MB025;MB092;MB091;MB057;MB077;MB090	MT019	0.00024897230258593306
368	MB049	MT026;MT028;MT029	0.00024948602217807745
369	MB074;MB094	MT038	0.00025443612610183923
370	MB003;MB004	MT138	0.00025669848829257307
371	MB025;MB092;MB091;MB057;MB077;MB090	MT018;MT009;MT016	0.00026048142343525037
372	MB111;MB143	MT107;MT106;MT123	0.0002631788409355415
373	MB147	MT027	0.00026560013047499404
374	MB069	MT081	0.0002766052696296502
375	MB029	MT148	0.00027665206488256076
376	MB055	MT148;MT149;MT007;MT012	0.0002820319510191316
377	MB024	MT023;MT150;MT151;MT152;MT003;MT006;MT148;MT149;MT007;MT012	0.000285640053016687
378	MB112	MT149;MT007;MT012	0.0002893901785214592
379	MB019	MT026	0.000293449465337359
380	MB007	MT086;MT135	0.000301673382753351
381	MB082;MB053;MB059;MB060;MB067	MT138	0.00030658467614858855
382	MB073	MT142	0.0003192662348807059
383	MB038	MT037	0.0003204725661917577
384	MB154;MB155	MT075	0.00032941103980923
385	MB137;MB142;MB001;MB038	MT114	0.00033089620832301174
386	MB107	MT050;MT067;MT032;MT030;MT097	0.0003310278872019485
387	MB049	MT065	0.0003356143656542129
388	MB048;MB119;MB117;MB114;MB115;MB025;MB092;MB091;MB057;MB077;MB090	MT043	0.0003356496244551101
389	MB002	MT091;MT094;MT145;MT101;MT132	0.00033645660892900846
390	MB080	MT052	0.00033645660892900846
391	MB020	MT060;MT001;MT119;MT116;MT143	0.0003440280055322921
392	MB163;MB164;MB161;MB162	MT075	0.0003499762331026786
393	MB017	MT080	0.0003499762331026786
394	MB165;MB118;MB135;MB151	MT143	0.0003513014504994951
395	MB152	MT115	0.00035285456463550095
396	MB035;MB033;MB037;MB034;MB036	MT035	0.00035813081398723397
397	MB104	MT039	0.0003594838594759469
398	MB121;MB125;MB133;MB098;MB099	MT135	0.00036257811084976444
399	MB097	MT027;MT035;MT037	0.0003660742703073875
400	MB049	MT147;MT044;MT059	0.00036692886889828024
401	MB069;MB096	MT031;MT033	0.00037363479696221326
402	MB019	MT068	0.0003745043683430648
403	MB093;MB028;MB065	MT018;MT009;MT016	0.0003825947735528989
404	MB043;MB087;MB076;MB055;MB058	MT127	0.0003840399780180509
405	MB058	MT093	0.0003840399780180509
406	MB111	MT124;MT137;MT073;MT103;MT109	0.0003882892969405529
407	MB165	MT126	0.00038848798966987965
408	MB027	MT057;MT131;MT041;MT098;MT136	0.0003955151592626039
409	MB056;MB068;MB064;MB083;MB063;MB085	MT052	0.0003956479717444076
410	MB025;MB092;MB091;MB057;MB077;MB090	MT142	0.000399156701568884
411	MB055;MB058	MT025	0.0004014746784048698
412	MB091;MB057;MB077;MB090	MT060;MT001;MT119;MT116;MT143	0.0004026186311582015
413	MB116	MT025	0.00040747258365106024
414	MB063;MB085	MT023	0.00040842218134204677
415	MB128	MT011;MT088	0.0004109862121982125
416	MB055	MT084	0.00041114895349329394
417	MB127	MT051	0.0004176220738571663
418	MB009	MT147;MT044;MT059	0.0004183201207830813
419	MB116	MT130	0.0004183201207830813
420	MB146	MT073;MT103;MT109	0.00042206939849168254
421	MB161;MB162	MT146	0.0004229606986374792
422	MB116	MT093	0.00042435077494389116
423	MB116	MT022	0.0004276018752066628
424	MB122	MT137	0.000429565383274397
425	MB056;MB068;MB064;MB083;MB063;MB085	MT011;MT088	0.00043220718631326125
426	MB074	MT138	0.00043220718631326125
427	MB135	MT017	0.0004323804999671457
428	MB137;MB142	MT043	0.00043278857745816503
429	MB086;MB110	MT010;MT017;MT027;MT035;MT037	0.0004385231194024936
430	MB103	MT076	0.0004437650429026956
431	MB128	MT079;MT063;MT078	0.0004555109176969678
432	MB032	MT038	0.0004555109176969678
433	MB118;MB135;MB151	MT076	0.00045999679405376713
434	MB074;MB094	MT036	0.00046919512795516995
435	MB118	MT108	0.00047232693648643643
436	MB049	MT036	0.0004724174514724672
437	MB040	MT090	0.0004732059396490646
438	MB073	MT011	0.0004839863110443271
439	MB118	MT081	0.0004869449143861332
440	MB015	MT054;MT110;MT121;MT089;MT105	0.0004889342402842611
441	MB113;MB048;MB119;MB117;MB114;MB115;MB025;MB092;MB091;MB057;MB077;MB090	MT075	0.000491545800631956
442	MB027	MT063;MT078	0.0004925520458314242
443	MB050	MT146	0.0004979819141017648
444	MB040	MT136	0.0004981268712974913
445	MB160	MT068;MT124;MT137;MT073;MT103;MT109	0.0004996881887883141
446	MB124	MT011;MT088	0.0005003889368956276
447	MB117;MB114;MB115	MT060;MT001;MT119;MT116;MT143	0.0005079746536614579
448	MB002	MT118;MT099;MT130;MT146	0.0005146277407160422
449	MB035	MT028	0.0005179464326683707
450	MB112	MT056	0.0005239561238642026
451	MB071;MB054;MB070	MT097	0.0005292651065131022
452	MB112;MB120;MB122	MT001;MT119	0.0005372036621648877
453	MB092	MT120	0.000542850768397423
454	MB001;MB038	MT075	0.0005439596140458782
455	MB040	MT040	0.0005535383184210402
456	MB140	MT035;MT037	0.0005554625534943394
457	MB064;MB083	MT104	0.0005588627948761274
458	MB143	MT037	0.0005589200947198383
459	MB007	MT022	0.000573282956397219
460	MB050;MB035;MB033;MB037;MB034;MB036	MT036	0.0005755361289735621
461	MB003;MB004	MT036	0.0005757519413621113
462	MB127	MT068;MT124;MT137;MT073;MT103;MT109	0.0005759745236739619
463	MB074;MB094	MT089	0.0005834414384822105
464	MB058	MT104	0.0005879457110299207
465	MB166;MB069;MB096	MT072	0.0005931771952831854
466	MB017	MT067	0.000593346132451845
467	MB017;MB021;MB012;MB016;MB011;MB013	MT049;MT062	0.000595483252933608
468	MB015;MB019;MB020	MT095	0.0005977891924670504
469	MB046;MB130	MT086	0.0006001821842645533
470	MB017	MT019;MT020	0.0006041572748665525
471	MB144;MB150	MT029	0.0006055938613194904
472	MB050	MT065	0.0006055938613194904
473	MB064;MB083	MT048;MT069	0.0006056561840664386
474	MB118;MB135;MB151	MT002	0.0006087345532221182
475	MB045;MB100;MB124;MB047;MB046;MB130	MT089	0.0006141454818045801
476	MB094	MT057	0.0006242517438864327
477	MB040	MT007;MT012	0.0006298293913616592
478	MB111;MB143	MT068	0.0006352427019396279
479	MB122	MT032	0.0006394034781376509
480	MB069;MB096	MT001	0.0006394655586210134
481	MB024	MT116;MT143	0.0006404294728674737
482	MB137	MT038	0.0006412074312352905
483	MB028	MT086	0.0006456719810102138
484	MB122	MT026	0.0006465309708697637
485	MB028	MT089	0.0006527433165756276
486	MB120	MT061	0.000653055964064264
487	MB127	MT063	0.0006553798148112189
488	MB128	MT052	0.0006620193032755351
489	MB003;MB004	MT108	0.0006634980745510183
490	MB161	MT112;MT113	0.0006648202166408837
491	MB034	MT019;MT020;MT127;MT128;MT112;MT113	0.0006773804437530692
492	MB030	MT152	0.000681331457203505
493	MB118;MB135;MB151	MT086;MT135	0.0006839816847135787
494	MB068	MT037	0.000691777194852107
495	MB017;MB021;MB012;MB016;MB011;MB013	MT147	0.000691777194852107
496	MB019;MB020	MT100;MT042;MT045	0.0006928730294251816
497	MB137;MB142;MB001;MB038	MT018;MT009;MT016	0.0006996777099063783
498	MB019;MB020	MT086	0.0007022955846473177
499	MB144	MT057	0.0007075381403948413
500	MB056	MT014;MT015	0.0007075381403948413
501	MB049	MT096	0.0007075381403948413
502	MB048;MB119;MB117;MB114;MB115	MT086;MT135	0.0007112744455749191
503	MB066;MB073	MT075	0.0007134722672939256
504	MB021;MB012;MB016;MB011;MB013	MT103	0.0007153034402969248
505	MB009	MT051	0.000718965671788077
506	MB071;MB054;MB070	MT032	0.0007218700857336545
507	MB107	MT061	0.0007277744375996887
508	MB149	MT081	0.0007284399123960316
509	MB149	MT112	0.0007388669864234767
510	MB014	MT049;MT062	0.0007406733091023816
511	MB050;MB035;MB033;MB037;MB034;MB036	MT153	0.0007516268022457239
512	MB106	MT049;MT062	0.000752195531612401
513	MB158;MB153;MB157	MT051	0.0007527652901324329
514	MB022	MT141	0.0007589602774440632
515	MB047	MT147	0.0007612231794630733
516	MB048;MB119;MB117;MB114;MB115	MT142	0.0007619969880188054
517	MB135;MB151	MT089	0.0007659450355566095
518	MB009	MT050	0.0007677364071551008
519	MB094	MT115	0.0007733439028282402
520	MB150	MT146	0.0007752519131247066
521	MB116	MT099	0.0007773917436212399
522	MB015	MT044	0.0007789339830054355
523	MB154;MB155	MT071	0.0007944260276289268
524	MB089	MT031	0.0007957878833374669
525	MB064;MB083	MT141	0.0007979182608684103
526	MB064;MB083	MT083	0.0008021666266212968
527	MB151	MT108	0.0008033245177088131
528	MB164	MT108	0.0008140351076380062
529	MB019;MB020	MT056	0.0008235447472447155
530	MB111	MT147	0.0008295166064584562
531	MB087	MT142	0.0008295166064584562
532	MB165	MT034	0.0008296844527254444
533	MB056;MB068;MB064;MB083;MB063;MB085	MT026	0.0008343323388182554
534	MB018	MT130	0.0008353005486538975
535	MB101;MB156	MT091;MT094;MT145	0.0008353005486538975
536	MB122	MT147	0.0008354700854919957
537	MB084	MT040	0.000838283538271504
538	MB015;MB019;MB020	MT061	0.0008517158327688217
539	MB158	MT072;MT040;MT115;MT066;MT092;MT049;MT062;MT055;MT053;MT048;MT069	0.0008641540143548075
540	MB002	MT116;MT143	0.0008765587475939692
541	MB034	MT139	0.0008857274859003877
542	MB105	MT098	0.0008892076980572928
543	MB077;MB090	MT086;MT135	0.0008967310749648608
544	MB118	MT049	0.0009014953434881487
545	MB087	MT088	0.0009019604273522224
546	MB053;MB059;MB060;MB067	MT099;MT130;MT146	0.000908182172908767
547	MB030	MT007;MT012	0.000908874301433977
548	MB066;MB073	MT070	0.0009228251079963678
549	MB028;MB065	MT043	0.0009349104703232083
550	MB032	MT043;MT080	0.0009351324656214739
551	MB078	MT115	0.0009351617465415427
552	MB049	MT135	0.0009360822073290143
553	MB022	MT130	0.0009418203780457012
554	MB069;MB096	MT027	0.0009425300644273197
555	MB079	MT102	0.0009534485571033529
556	MB049	MT136	0.0009624601942990489
557	MB127	MT074	0.0009701649394638861
558	MB151	MT065	0.0009783450944511973
559	MB116	MT071	0.0009889499601933589
560	MB032	MT018;MT009;MT016	0.001000715979314818
561	MB144	MT090	0.001018564812830623
562	MB070	MT030	0.0010250458532675697
563	MB064;MB083	MT084	0.0010373853118228566
564	MB128	MT032	0.001056010103537635
565	MB017	MT100;MT042;MT045	0.0010622189669101307
566	MB007	MT130;MT146	0.0010630649875359435
567	MB056	MT025	0.0010655194327897752
568	MB137	MT075	0.0010677528990838292
569	MB071;MB054;MB070	MT092	0.001078113852559131
570	MB128;MB123;MB126	MT014;MT015	0.0010783476722811113
571	MB087	MT084	0.00108546636073634
572	MB015;MB019;MB020	MT031	0.0010861659176685167
573	MB165	MT019;MT020	0.0011335673916868661
574	MB137;MB142	MT027;MT035;MT037	0.0011403480356346842
575	MB006	MT028	0.0011404658012239312
576	MB053	MT079	0.0011418074615527224
577	MB142	MT138	0.0011427647056979624
578	MB127	MT126;MT070;MT081	0.0011453163043968588
579	MB055;MB058	MT134	0.0011647915812732113
580	MB156	MT026	0.0011664893806118527
581	MB146	MT107;MT106;MT123	0.001172360492012278
582	MB129	MT114	0.0011735984262777296
583	MB136	MT007;MT012	0.0011958224653793243
584	MB122	MT025	0.001209854026259134
585	MB111;MB143	MT047	0.001213166333945936
586	MB112	MT022	0.0012144335473984105
587	MB122	MT074	0.0012163220342267475
588	MB141	MT106	0.0012203869519764202
589	MB148;MB149	MT128	0.001224435933387338
590	MB023	MT112;MT113	0.001228548708255759
591	MB017	MT068	0.0012315642751224497
592	MB008;MB009	MT065	0.0012443339688187733
593	MB058	MT148	0.0012501781293944997
594	MB069	MT077	0.0012535971131552022
595	MB006	MT146	0.0012676585720414306
596	MB137;MB142	MT015	0.0012699139967366736
597	MB124	MT063;MT078	0.0012789910548538959
598	MB066	MT099;MT130;MT146	0.0012840563127816222
599	MB040	MT050;MT067;MT032;MT030;MT097	0.0012913904193517245
600	MB055;MB058	MT115	0.0012945737447155007
601	MB147	MT090	0.0012945737447155007
602	MB112	MT002	0.0012945737447155007
603	MB128	MT142	0.0013006578074855767
604	MB003;MB004	MT066	0.0013072527326183246
605	MB016	MT020	0.0013155853410932903
606	MB123	MT042	0.0013204087865484179
607	MB017	MT056	0.0013284644022416036
608	MB040	MT083;MT142;MT120;MT079;MT063;MT078	0.0013348561724733049
609	MB080	MT060	0.0013483559558639347
610	MB089	MT033	0.0013603988404857264
611	MB126	MT017	0.001369469274234754
612	MB141	MT100;MT042;MT045	0.0013925027219113826
613	MB035;MB033;MB037;MB034;MB036	MT094;MT145	0.0013927309089571567
614	MB044	MT021;MT023;MT150;MT151;MT152;MT003;MT006;MT148;MT149;MT007;MT012	0.00142369604985259
615	MB050	MT028	0.0014244834425178252
616	MB055;MB058	MT005	0.001433737600566406
617	MB144;MB150	MT089	0.0014343587481143347
618	MB105	MT116;MT143	0.0014375642486740747
619	MB027	MT147	0.001439931945647519
620	MB003;MB004	MT034;MT014;MT015	0.0014442012483082537
621	MB040	MT100;MT042;MT045	0.0014473826508842017
622	MB111;MB143	MT052	0.0014473965399279315
623	MB053	MT107	0.0014511267388017102
624	MB078	MT003;MT006	0.0014528110136017148
625	MB111	MT070	0.0014556724785190407
626	MB080	MT124	0.0014813571094383045
627	MB073	MT089	0.0014846255989847833
628	MB131;MB132;MB074;MB094	MT153	0.0014913423695484015
629	MB001;MB038	MT019	0.0014979736429342064
630	MB111	MT011;MT088	0.0015034233628280714
631	MB149	MT086;MT135	0.0015061188870004706
632	MB084	MT128	0.0015129980614543481
633	MB017	MT074	0.0015217427528587634
634	MB074	MT098;MT136	0.0015272499540819413
635	MB054	MT029	0.0015314529475413837
636	MB116	MT026	0.0015341925845081088
637	MB019	MT011	0.0015408842356550798
638	MB049	MT057	0.0015489471293126877
639	MB129	MT045	0.0015507925299193038
640	MB084	MT058	0.001560388938011076
641	MB101	MT029	0.001560388938011076
642	MB047	MT040	0.0015672532899463029
643	MB145	MT031;MT033	0.0015694767763768246
644	MB124	MT120	0.0015695522242288396
645	MB044	MT086	0.001579284909268545
646	MB116	MT056	0.0015800425154053755
647	MB018	MT057;MT131;MT041;MT098;MT136	0.0015817832893192303
648	MB064	MT120	0.0016004903818044346
649	MB165	MT065	0.0016127845115280202
650	MB028	MT084	0.0016159638313070674
651	MB068	MT149	0.0016200224207705942
652	MB147	MT114	0.00162810571251872
653	MB123	MT096	0.0016549897763857265
654	MB019	MT120	0.0016736746861994477
655	MB141	MT057	0.0016868921522036294
656	MB118;MB135;MB151	MT115	0.0017054439086055715
657	MB148;MB149	MT019;MT020	0.0017185882008947404
658	MB003;MB004	MT051	0.0017185882008947404
659	MB025;MB092;MB091;MB057;MB077;MB090	MT105	0.001728323460154025
660	MB073	MT086	0.00173711197273757
661	MB050;MB035;MB033;MB037;MB034;MB036	MT138	0.0017458631888509117
662	MB105	MT118;MT099;MT130;MT146	0.0017513314251363218
663	MB104;MB105;MB107	MT128	0.0017680518963358656
664	MB123	MT037	0.0017965434186379334
665	MB007	MT089;MT105	0.0017984767675787992
666	MB149	MT075	0.0018136089879634953
667	MB111;MB143	MT114	0.0018145828819689425
668	MB087	MT009;MT016	0.0018145828819689425
669	MB055;MB058	MT019;MT020	0.0018192003832477241
670	MB036	MT112	0.0018307270846299032
671	MB016	MT019	0.0018451474274452512
672	MB075	MT040	0.0018497873198471796
673	MB089	MT052	0.0018530060488866833
674	MB024	MT127;MT128	0.0018663173749257813
675	MB102;MB127	MT114	0.001868267985043142
676	MB018	MT118	0.0018787282910722937
677	MB030	MT097	0.0018865588351426948
678	MB033	MT115	0.0018997703625468964
679	MB044;MB062	MT043	0.001904582087065183
680	MB064;MB083	MT050	0.001905085776950004
681	MB094	MT141	0.0019142679445155895
682	MB069;MB096	MT116	0.0019231585622110524
683	MB121	MT043;MT080	0.0019268714426792666
684	MB073	MT002	0.0019272772194903643
685	MB153;MB157	MT029	0.0019554509218551648
686	MB073	MT103;MT109	0.001973753439493681
687	MB118;MB135;MB151	MT066	0.001976236106677655
688	MB015;MB019;MB020	MT062	0.001981002928442194
689	MB043;MB087;MB076;MB055;MB058	MT107	0.001987918948445874
690	MB050	MT051	0.001990388760537329
691	MB082	MT139	0.002003692226513029
692	MB136	MT119	0.0020191591541138523
693	MB064;MB083	MT096	0.002027048481730871
694	MB135	MT095	0.002030020847830206
695	MB040	MT070;MT081	0.002030020847830206
696	MB092	MT085	0.002043910121750859
697	MB097;MB146	MT076	0.002060339612340387
698	MB021;MB012;MB016	MT102	0.0020652660622157456
699	MB082	MT044	0.0020768420827484003
700	MB116	MT095	0.0020785118263475307
701	MB021;MB012;MB016	MT005	0.0020838090411556195
702	MB044	MT027	0.0020915187113081653
703	MB053	MT124	0.0020941712427598597
704	MB009	MT040;MT115;MT066;MT092;MT049;MT062;MT055;MT053;MT048;MT069	0.002094288378078533
705	MB073	MT124	0.002102540624714287
706	MB017	MT095	0.0021094020804581035
707	MB003;MB004	MT065	0.002138366689805333
708	MB137	MT146	0.002139833917393976
709	MB131;MB132	MT092	0.0021449764545447866
710	MB113	MT011	0.0021465552058513807
711	MB054	MT073	0.0021488190243196706
712	MB040	MT034;MT014;MT015	0.0021556192198675397
713	MB019	MT139	0.00215930874322012
714	MB119;MB117;MB114;MB115	MT016	0.002175584586840914
715	MB165	MT071	0.002183654196924172
716	MB128	MT061	0.002186879837163221
717	MB144;MB150	MT138	0.002186879837163221
718	MB161	MT035	0.002189275673383138
719	MB112	MT061	0.0021925060950661155
720	MB133	MT076	0.0021938310344704146
721	MB018	MT141	0.002197601676150589
722	MB063;MB085	MT033	0.0022014702334939218
723	MB044	MT102	0.0022156993475551416
724	MB124	MT016	0.002216793230506488
725	MB053	MT116	0.0022171297058375017
726	MB131	MT057	0.002247520068926071
727	MB125	MT065	0.0022583055455785385
728	MB011;MB013	MT131	0.0022583055455785385
729	MB053	MT068	0.002261010819544808
730	MB027	MT086;MT135	0.0022625712338005303
731	MB152	MT090	0.002262928184880162
732	MB049	MT087	0.002262928184880162
733	MB061	MT060;MT001;MT119;MT116;MT143	0.002264171369118237
734	MB011	MT091	0.002279236433019692
735	MB027	MT076	0.002280483311860809
736	MB107	MT002	0.002294250694822808
737	MB009	MT021	0.0023177481071771783
738	MB028	MT002	0.0023177481071771783
739	MB080	MT078	0.002321924095335085
740	MB135;MB151	MT038	0.0023326670953983534
741	MB022	MT004;MT043;MT080	0.0023424178007892763
742	MB050;MB035;MB033;MB037;MB034;MB036	MT038	0.002356300771585953
743	MB086;MB110	MT018;MT009;MT016	0.0023690532671848783
744	MB008	MT010;MT017	0.00238115749004038
745	MB107	MT078	0.002389596231797816
746	MB147	MT017	0.002395275747304548
747	MB043	MT026	0.0023994876767941026
748	MB160	MT083;MT142	0.0024014606706270307
749	MB049	MT040	0.0024015794517212377
750	MB064	MT049	0.00240391223423747
751	MB008;MB009	MT108	0.0024045243532763295
752	MB028;MB065	MT068	0.0024061295351383545
753	MB032	MT034;MT014;MT015	0.0024237069184453656
754	MB076;MB055;MB058	MT141	0.0024306601357191727
755	MB077;MB090	MT071	0.00243474735247513
756	MB123;MB126	MT011	0.002435286375654421
757	MB100	MT040	0.0024444849233692056
758	MB166	MT036	0.0024472298950429156
759	MB122	MT071	0.0024500566273921425
760	MB027	MT052;MT058	0.0024821042133140406
761	MB034	MT074	0.0024827647821309886
762	MB045	MT099;MT130;MT146	0.0024831621666205885
763	MB009	MT081	0.002485659357194833
764	MB129	MT063;MT078	0.0025074331135594968
765	MB162	MT086;MT135	0.0025181690174131037
766	MB122	MT106	0.0025191983502102205
767	MB003;MB004	MT115	0.002530804453266316
768	MB109;MB154;MB155	MT112	0.0025336106320047415
769	MB160	MT042;MT045	0.002561404147151139
770	MB019	MT137	0.002564125918720742
771	MB118	MT065	0.002584030872423186
772	MB044;MB062	MT090	0.0025866036326092877
773	MB133	MT001;MT119	0.002595390983071786
774	MB160	MT136	0.0026091104680349784
775	MB052;MB080	MT061	0.002611285305221569
776	MB071;MB054;MB070	MT134	0.002613547474960432
777	MB040	MT085	0.0026767208138270527
778	MB079;MB066;MB073	MT128	0.002681244615063535
779	MB116;MB103;MB121;MB125;MB133;MB098;MB099	MT027	0.002681244615063535
780	MB003	MT075	0.0027173459726077312
781	MB122	MT055	0.002729898013667729
782	MB007	MT044;MT059	0.002732257019655101
783	MB003;MB004	MT053;MT048;MT069	0.0027562639719068516
784	MB078	MT040	0.0027676437421685035
785	MB117	MT071	0.002776257990859078
786	MB051	MT070;MT081	0.0028029674309477935
787	MB068	MT050	0.0028192917671511337
788	MB032	MT035	0.0028248678284934414
789	MB028;MB065	MT033	0.0028371206937627567
790	MB087	MT085	0.00284661476330941
791	MB162	MT051	0.0028549616364437515
792	MB027	MT026	0.0028767469519139157
793	MB054;MB070	MT042	0.002897602154875102
794	MB072;MB086;MB110	MT065	0.0028980747528905143
795	MB105	MT078	0.002917549116256834
796	MB040	MT096	0.002947704991274759
797	MB077;MB090	MT088	0.0029503047199960475
798	MB093	MT089	0.002970290047111676
799	MB082	MT147	0.0029803121475835736
800	MB127	MT037	0.0029892958137932133
801	MB151	MT049	0.0030325734007112964
802	MB062	MT130	0.00303725394833204
803	MB164	MT115	0.0030437633987068185
804	MB054;MB070	MT028	0.0030573841138095545
805	MB075	MT066	0.0030573841138095545
806	MB124	MT042;MT045	0.0030590133251217825
807	MB045;MB100	MT147	0.0030592214622704823
808	MB008	MT109	0.003082035766478814
809	MB040	MT091;MT094;MT145	0.003082035766478814
810	MB003;MB004	MT071	0.0031366286967243434
811	MB056	MT060	0.0031366286967243434
812	MB103	MT110	0.0031994279027759537
813	MB022;MB010;MB018	MT005	0.0032069248902187306
814	MB087	MT053;MT048;MT069	0.0032079035036248075
815	MB111	MT063	0.0032096749265767208
816	MB148;MB149	MT113	0.0032174470981658366
817	MB072	MT078	0.00323488165080017
818	MB048;MB119;MB117;MB114;MB115	MT026	0.0032450929590997365
819	MB009	MT052;MT058	0.0032865886332814984
820	MB008;MB009	MT104	0.003342581133075084
821	MB049	MT089	0.003376318061782039
822	MB027	MT036	0.003403636612521159
823	MB149	MT038	0.003424789418723033
824	MB065	MT071	0.003446363920940093
825	MB103	MT086;MT135	0.0034619169825905087
826	MB027	MT120	0.0034739944693933347
827	MB118	MT110	0.003498068771869803
828	MB038	MT127	0.0035075874168585654
829	MB028	MT070	0.0035226346553219106
830	MB133	MT035	0.0035501052613455615
831	MB071;MB054;MB070	MT037	0.0035734148079793046
832	MB009	MT027	0.0035762009402280624
833	MB093	MT014;MT015	0.0035827572641531115
834	MB135	MT035	0.0036320075044558695
835	MB137	MT036	0.0036372394807792628
836	MB040;MB039;MB140	MT001;MT119	0.0036372394807792628
837	MB025	MT034;MT014;MT015	0.0036546810847887584
838	MB111	MT091;MT094;MT145	0.0036898378817625567
839	MB108	MT120	0.003702766021412263
840	MB034;MB036	MT018	0.003702766021412263
841	MB103	MT067	0.0037091338146219735
842	MB116	MT139	0.00371510461011911
843	MB027	MT042	0.003717140569599993
844	MB069	MT086;MT135	0.0037184379255679623
845	MB062	MT148;MT149;MT007;MT012	0.0037199874382063164
846	MB145	MT060	0.003726258986638821
847	MB020	MT127	0.003744874078795867
848	MB031;MB106	MT017	0.003750376371829684
849	MB007	MT077	0.0037506772913324716
850	MB019;MB020	MT111	0.0037673369874180783
851	MB016	MT149;MT007;MT012	0.003770636885005079
852	MB149	MT036	0.003778756718317834
853	MB054	MT096	0.0038208328494117355
854	MB046	MT050;MT067	0.0038674238740743975
855	MB150	MT115	0.0038863606599958056
856	MB083	MT124	0.003889649806787792
857	MB157	MT130	0.003935453409214635
858	MB059	MT115	0.0039357424869007574
859	MB154;MB155	MT138	0.003939070556127882
860	MB083	MT153	0.00395150890452687
861	MB113	MT016	0.003966722448935782
862	MB025	MT119	0.004011856043773751
863	MB050	MT087	0.004020778377317792
864	MB148;MB149	MT025	0.004023189201857498
865	MB018	MT051	0.004029118891501939
866	MB078	MT130	0.004034980293944339
867	MB086;MB110	MT084	0.004049245778964705
868	MB104	MT023	0.0040790656256784194
869	MB025	MT054	0.004098691144921708
870	MB030	MT073;MT103;MT109	0.004117023513017193
871	MB112	MT011	0.004187603287304778
872	MB014	MT115	0.004211434682703757
873	MB161;MB162	MT036	0.0042568333117159775
874	MB130	MT122	0.004270018601552047
875	MB033	MT046	0.004277038803390787
876	MB035	MT146	0.004283874901776515
877	MB144	MT146	0.004347517591650636
