Feature	DNAPrevalence	RNAPrevalence	CoDetection	MeanDNA	MeanRNA	PathwayID	Description	Selected
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.02250351617440225	0.0014064697609001407	0.0014064697609001407	3.7526014064697608e-06	7.892756680731364e-08	PWY-4361	S-methyl-5-thio-α-D-ribose 1-phosphate degradation	False
PWY-4702: phytate degradation I	0.6047819971870605	0.27848101265822783	0.2742616033755274	0.000257482287862166	0.00018776254738396623	PWY-4702	phytate degradation I	True
PWY-4981: L-proline biosynthesis II (from arginine)	0.9662447257383966	0.8340365682137834	0.819971870604782	0.0007043328423628692	0.0033613577530239103	PWY-4981	L-proline biosynthesis II (from arginine)	True
PWY-4984: urea cycle	0.9507735583684951	0.8185654008438819	0.8129395218002813	0.001329900603909986	0.002326945076090014	PWY-4984	urea cycle	True
PWY-5004: superpathway of L-citrulline metabolism	0.01828410689170183	0.0014064697609001407	0.0	1.297231223628692e-06	2.990520393811533e-07	PWY-5004	superpathway of L-citrulline metabolism	False
PWY-5005: biotin biosynthesis II	0.8340365682137834	0.04219409282700422	0.04219409282700422	0.00046960028354430384	9.79623164556962e-06	PWY-5005	biotin biosynthesis II	False
PWY-5022: 4-aminobutanoate degradation V	0.5625879043600562	0.0829817158931083	0.06610407876230662	0.0002816360849226442	5.8206649929676515e-05	PWY-5022	4-aminobutanoate degradation V	False
PWY-5028: L-histidine degradation II	0.012658227848101266	0.0028129395218002813	0.0028129395218002813	4.315616174402249e-06	4.203748241912798e-06	PWY-5028	L-histidine degradation II	False
PWY-5030: L-histidine degradation III	0.919831223628692	0.6751054852320675	0.6568213783403657	0.0010548928767229254	0.0026575949180028128	PWY-5030	L-histidine degradation III	True
PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)	0.004219409282700422	0.004219409282700422	0.0028129395218002813	1.225382559774965e-07	1.1435665260196906e-06	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)	False
PWY-5079: L-phenylalanine degradation III	0.004219409282700422	0.008438818565400843	0.0028129395218002813	6.716748241912799e-08	8.276777496483826e-06	PWY-5079	L-phenylalanine degradation III	False
PWY-5080: very long chain fatty acid biosynthesis I	0.0	0.004219409282700422	0.0	0.0	4.0229043600562586e-07	PWY-5080	very long chain fatty acid biosynthesis I	False
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0.7088607594936709	0.540084388185654	0.5021097046413502	0.0003341082024753868	0.0008344558305203937	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	True
PWY-5088: L-glutamate degradation VIII (to propanoate)	0.06329113924050633	0.0028129395218002813	0.0028129395218002813	1.577398424753868e-05	4.92014064697609e-07	PWY-5088	L-glutamate degradation VIII (to propanoate)	False
PWY-5097: L-lysine biosynthesis VI	0.9985935302390999	0.9873417721518988	0.9873417721518988	0.016337554189873416	0.011306689215189873	PWY-5097	L-lysine biosynthesis VI	True
PWY-5100: pyruvate fermentation to acetate and lactate II	0.9957805907172996	0.9620253164556962	0.960618846694796	0.0035594500248945144	0.004541370455696203	PWY-5100	pyruvate fermentation to acetate and lactate II	True
PWY-5101: L-isoleucine biosynthesis II	0.9226441631504922	0.7060478199718706	0.7032348804500703	0.0025222760323488046	0.0009333409489451477	PWY-5101	L-isoleucine biosynthesis II	True
PWY-5103: L-isoleucine biosynthesis III	1.0	0.9592123769338959	0.9592123769338959	0.007796885758087201	0.004836716552742616	PWY-5103	L-isoleucine biosynthesis III	True
PWY-5104: L-isoleucine biosynthesis IV	0.9381153305203939	0.5935302390998594	0.5752461322081576	0.0015674877331926865	0.0011080416419127989	PWY-5104	L-isoleucine biosynthesis IV	True
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.7862165963431786	0.30239099859353025	0.2939521800281294	0.0005793531569620253	0.0003738088814345992	PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	True
PWY-5129: sphingolipid biosynthesis (plants)	0.0014064697609001407	0.0014064697609001407	0.0014064697609001407	1.8532911392405065e-08	2.2464697609001406e-07	PWY-5129	sphingolipid biosynthesis (plants)	False
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	0.5963431786216596	0.1729957805907173	0.1617440225035162	0.00011572794541490858	9.677676554149086e-05	PWY-5136	fatty acid β-oxidation II (peroxisome)	False
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	0.28973277074542897	0.08720112517580872	0.07735583684950774	2.8487023980309424e-05	2.1271107637130803e-05	PWY-5138	unsaturated, even numbered fatty acid β-oxidation	False
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.9718706047819972	0.5879043600562588	0.5850914205344585	0.0013996060627285514	0.0006458673184247539	PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	True
PWY-5173: superpathway of acetyl-CoA biosynthesis	0.5203938115330521	0.40646976090014064	0.3333333333333333	0.00012252053662447257	0.0006191042744022505	PWY-5173	superpathway of acetyl-CoA biosynthesis	True
PWY-5177: glutaryl-CoA degradation	0.9690576652601969	0.9156118143459916	0.9071729957805907	0.0023926536456399436	0.008852362538115329	PWY-5177	glutaryl-CoA degradation	True
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.9929676511954993	0.919831223628692	0.9142053445850914	0.001994258071448664	0.002234683633333333	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	True
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.7313642756680732	0.35161744022503516	0.31926863572433195	0.00033199008409282705	0.0003194450164556962	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	True
PWY-5198: factor 420 biosynthesis	0.0379746835443038	0.005625879043600563	0.0028129395218002813	2.999415260196906e-06	4.506337974683545e-06	PWY-5198	factor 420 biosynthesis	False
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	0.005625879043600563	0.015471167369901548	0.0014064697609001407	1.678906047819972e-07	1.0402861322081576e-05	PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	False
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	0.0028129395218002813	0.004219409282700422	0.0014064697609001407	1.243436005625879e-07	1.3236976090014063e-06	PWY-5306	superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	False
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.8917018284106891	0.19831223628691982	0.1940928270042194	0.0009009600365682139	0.00010125581518987341	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	False
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.9789029535864979	0.45850914205344584	0.4571026722925457	0.0022363272789029534	0.0004914935578059071	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	True
PWY-5367: petroselinate biosynthesis	0.8509142053445851	0.24753867791842477	0.24331926863572434	0.0011441735794655416	0.0002358617317862166	PWY-5367	petroselinate biosynthesis	True
PWY-5381: pyridine nucleotide cycling (plants)	0.0014064697609001407	0.0	0.0	2.343980309423347e-08	0.0	PWY-5381	pyridine nucleotide cycling (plants)	False
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.7229254571026723	0.27566807313642755	0.270042194092827	0.00044497346315049233	0.00015047408452883263	PWY-5384	sucrose degradation IV (sucrose phosphorylase)	True
PWY-5415: catechol degradation I (meta-cleavage pathway)	0.04781997187060478	0.0014064697609001407	0.0014064697609001407	1.3936526624472576e-05	1.7789451476793246e-07	PWY-5415	catechol degradation I (meta-cleavage pathway)	False
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0.3361462728551336	0.05625879043600562	0.04360056258790436	6.821457921237695e-05	6.257523980309423e-05	PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	False
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.9929676511954993	0.9774964838255977	0.9746835443037974	0.004570300590717299	0.015590348902953587	PWY-5484	glycolysis II (from fructose 6-phosphate)	True
PWY-5505: L-glutamate and L-glutamine biosynthesis	0.4711673699015471	0.18706047819971872	0.14627285513361463	0.0001430710229535865	0.00011666391954992967	PWY-5505	L-glutamate and L-glutamine biosynthesis	False
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0.4078762306610408	0.07313642756680731	0.06047819971870605	0.00011008927511954994	5.7419077496483826e-05	PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	False
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0.0028129395218002813	0.0	0.0	1.039378340365682e-08	0.0	PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	False
PWY-5656: mannosylglycerate biosynthesis I	0.18706047819971872	0.02250351617440225	0.02109704641350211	1.8459483319268638e-05	4.774731223628692e-06	PWY-5656	mannosylglycerate biosynthesis I	False
PWY-5659: GDP-mannose biosynthesis	0.9943741209563994	0.9760900140646976	0.9732770745428974	0.004745852094233474	0.006876414390998593	PWY-5659	GDP-mannose biosynthesis	True
PWY-5667: CDP-diacylglycerol biosynthesis I	0.9971870604781997	0.9901547116736991	0.9873417721518988	0.014590215710267229	0.0158259105907173	PWY-5667	CDP-diacylglycerol biosynthesis I	True
PWY-5675: nitrate reduction V (assimilatory)	0.0759493670886076	0.0028129395218002813	0.0028129395218002813	1.5333392503516173e-05	6.56239099859353e-07	PWY-5675	nitrate reduction V (assimilatory)	False
PWY-5676: acetyl-CoA fermentation to butanoate II	0.7918424753867792	0.5710267229254571	0.5246132208157525	0.0006566607360056259	0.00108815336511955	PWY-5676	acetyl-CoA fermentation to butanoate II	True
PWY-5686: UMP biosynthesis	0.9971870604781997	0.9901547116736991	0.9887482419127989	0.01716635669479606	0.013299164880450071	PWY-5686	UMP biosynthesis	True
PWY-5690: TCA cycle II (plants and fungi)	0.9324894514767933	0.45147679324894513	0.44866385372714485	0.0006207828898734177	0.0005051654341772151	PWY-5690	TCA cycle II (plants and fungi)	True
PWY-5692: allantoin degradation to glyoxylate II	0.19127988748241911	0.0014064697609001407	0.0014064697609001407	7.152812151898734e-06	1.629507735583685e-07	PWY-5692	allantoin degradation to glyoxylate II	False
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.9985935302390999	0.9901547116736991	0.9887482419127989	0.01404538476793249	0.014906410609001407	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	True
PWY-5705: allantoin degradation to glyoxylate III	0.35864978902953587	0.02109704641350211	0.01828410689170183	6.747218137834036e-05	6.385151336146272e-06	PWY-5705	allantoin degradation to glyoxylate III	False
PWY-5723: Rubisco shunt	0.45288326300984527	0.2714486638537271	0.19690576652601968	0.00036502968663853727	0.0004964654015471168	PWY-5723	Rubisco shunt	False
PWY-5747: 2-methylcitrate cycle II	0.12517580872011252	0.011251758087201125	0.011251758087201125	1.89618658790436e-05	1.8868033755274262e-06	PWY-5747	2-methylcitrate cycle II	False
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	0.6821378340365682	0.16455696202531644	0.15330520393811534	0.0002995322129535865	8.909121316455697e-05	PWY-5791	1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	False
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	0.6821378340365682	0.16455696202531644	0.15330520393811534	0.0002995322129535865	8.909121316455697e-05	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	False
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.4388185654008439	0.10689170182841069	0.0970464135021097	0.00037741594163150495	0.00012315540646976088	PWY-5838	superpathway of menaquinol-8 biosynthesis I	False
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.5232067510548524	0.08016877637130802	0.07454289732770746	0.00040867830182841073	7.318391561181433e-05	PWY-5840	superpathway of menaquinol-7 biosynthesis	False
PWY-5845: superpathway of menaquinol-9 biosynthesis	0.35161744022503516	0.06469760900140648	0.06047819971870605	0.0003098656312236287	6.144857524613221e-05	PWY-5845	superpathway of menaquinol-9 biosynthesis	False
PWY-5850: superpathway of menaquinol-6 biosynthesis I	0.3558368495077356	0.06469760900140648	0.06047819971870605	0.0003102174935302391	6.144857524613221e-05	PWY-5850	superpathway of menaquinol-6 biosynthesis I	False
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	0.45569620253164556	0.1308016877637131	0.12517580872011252	0.00015804966272855132	8.105047862165963e-05	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	False
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	0.45569620253164556	0.1308016877637131	0.12517580872011252	0.00015804966272855132	8.105047862165963e-05	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	False
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	0.45569620253164556	0.1308016877637131	0.12517580872011252	0.00015804966272855132	8.105047862165963e-05	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	False
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0.3558368495077356	0.06469760900140648	0.06047819971870605	0.0002329419618846695	4.515536427566807e-05	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	False
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	0.4388185654008439	0.10689170182841069	0.0970464135021097	0.0002836094533052039	9.071972433192686e-05	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	False
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0.35161744022503516	0.06469760900140648	0.06047819971870605	0.0002327066458509142	4.515536427566807e-05	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	False
PWY-5863: superpathway of phylloquinol biosynthesis	0.6722925457102672	0.13220815752461323	0.12376933895921238	0.00024910580379746837	5.196495021097047e-05	PWY-5863	superpathway of phylloquinol biosynthesis	False
PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)	0.17580872011251758	0.057665260196905765	0.03938115330520394	2.870379744022503e-05	1.301607876230661e-05	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	False
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	0.17580872011251758	0.057665260196905765	0.03938115330520394	2.870379744022503e-05	1.301607876230661e-05	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)	False
PWY-5896: superpathway of menaquinol-10 biosynthesis	0.35161744022503516	0.06469760900140648	0.06047819971870605	0.0003098656312236287	6.144857524613221e-05	PWY-5896	superpathway of menaquinol-10 biosynthesis	False
PWY-5897: superpathway of menaquinol-11 biosynthesis	0.6821378340365682	0.16033755274261605	0.1490857946554149	0.0006555166911392405	0.00018146621265822783	PWY-5897	superpathway of menaquinol-11 biosynthesis	False
PWY-5898: superpathway of menaquinol-12 biosynthesis	0.6821378340365682	0.16033755274261605	0.1490857946554149	0.0006555166911392405	0.00018146621265822783	PWY-5898	superpathway of menaquinol-12 biosynthesis	False
PWY-5899: superpathway of menaquinol-13 biosynthesis	0.6821378340365682	0.16033755274261605	0.1490857946554149	0.0006555166911392405	0.00018146621265822783	PWY-5899	superpathway of menaquinol-13 biosynthesis	False
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.07172995780590717	0.0	0.0	5.792161744022504e-06	0.0	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	False
PWY-5913: TCA cycle VI (obligate autotrophs)	0.5330520393811533	0.1828410689170183	0.14345991561181434	0.00042731403954992966	0.0002900245742616034	PWY-5913	TCA cycle VI (obligate autotrophs)	False
PWY-5918: superpathay of heme biosynthesis from glutamate	0.6554149085794655	0.21940928270042195	0.2039381153305204	0.0003082848780590717	0.00014398702419127988	PWY-5918	superpathay of heme biosynthesis from glutamate	True
PWY-5920: superpathway of heme biosynthesis from glycine	0.3558368495077356	0.06188466947960619	0.05485232067510549	9.094208395218004e-05	2.6536213502109704e-05	PWY-5920	superpathway of heme biosynthesis from glycine	False
PWY-5941: glycogen degradation II (eukaryotic)	0.4050632911392405	0.035161744022503515	0.030942334739803096	0.00021001586793248947	3.403290815752461e-05	PWY-5941	glycogen degradation II (eukaryotic)	False
PWY-5971: palmitate biosynthesis II (bacteria and plants)	0.7552742616033755	0.180028129395218	0.16877637130801687	0.000769466017580872	0.0003162547322081575	PWY-5971	palmitate biosynthesis II (bacteria and plants)	False
PWY-5973: cis-vaccenate biosynthesis	0.9957805907172996	0.9746835443037974	0.9718706047819972	0.00969955913727145	0.015100581210970465	PWY-5973	cis-vaccenate biosynthesis	True
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.9817158931082982	0.7215189873417721	0.7187060478199718	0.0015197660016877637	0.0011789460445850914	PWY-5989	stearate biosynthesis II (bacteria and plants)	True
PWY-6075: ergosterol biosynthesis I	0.0028129395218002813	0.008438818565400843	0.0	1.0650506329113924e-08	3.6391255977496487e-06	PWY-6075	ergosterol biosynthesis I	False
PWY-6113: superpathway of mycolate biosynthesis	0.7454289732770746	0.17158931082981715	0.1617440225035162	0.000638596235583685	0.0002192002635724332	PWY-6113	superpathway of mycolate biosynthesis	False
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.9971870604781997	0.9873417721518988	0.9845288326300985	0.010588544196905766	0.009753874239099859	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	True
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.9971870604781997	0.9887482419127989	0.9859353023909986	0.009920315805907172	0.00906305647398031	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	True
PWY-6123: inosine-5'-phosphate biosynthesis I	0.9971870604781997	0.9817158931082982	0.9789029535864979	0.0068988416005625885	0.008781700492264417	PWY-6123	inosine-5'-phosphate biosynthesis I	True
PWY-6124: inosine-5'-phosphate biosynthesis II	0.9971870604781997	0.9789029535864979	0.9760900140646976	0.006183605753867791	0.007312330624472574	PWY-6124	inosine-5'-phosphate biosynthesis II	True
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.9943741209563994	0.9578059071729957	0.9521800281293952	0.007776431271448663	0.0054391844683544304	PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	True
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.9957805907172996	0.9746835443037974	0.9704641350210971	0.010027673804500705	0.006411255438818565	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	True
PWY-6145: superpathway of sialic acids and CMP-sialic acids biosynthesis	0.01828410689170183	0.0014064697609001407	0.0	1.2930121378340365e-06	3.5363150492264416e-07	PWY-6145	superpathway of sialic acids and CMP-sialic acids biosynthesis	False
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.9760900140646976	0.7060478199718706	0.7018284106891702	0.0015893026353023911	0.0013276862977496485	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	True
PWY-6151: S-adenosyl-L-methionine cycle I	0.9971870604781997	0.9789029535864979	0.9774964838255977	0.016278287157524614	0.009726652978902954	PWY-6151	S-adenosyl-L-methionine cycle I	True
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9957805907172996	0.9704641350210971	0.9704641350210971	0.01100498317862166	0.009611169784810128	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	True
PWY-6167: flavin biosynthesis II (archaea)	0.01828410689170183	0.0014064697609001407	0.0014064697609001407	6.143502953586498e-06	3.453459915611814e-06	PWY-6167	flavin biosynthesis II (archaea)	False
PWY-6168: flavin biosynthesis III (fungi)	0.9943741209563994	0.9423347398030942	0.9409282700421941	0.007818950317862165	0.00447836811533052	PWY-6168	flavin biosynthesis III (fungi)	True
PWY-621: sucrose degradation III (sucrose invertase)	0.9957805907172996	0.9113924050632911	0.909985935302391	0.004045804524627286	0.004458202432067511	PWY-621	sucrose degradation III (sucrose invertase)	True
PWY-622: starch biosynthesis	0.007032348804500703	0.04781997187060478	0.004219409282700422	2.327858368495077e-06	6.247420675105485e-05	PWY-622	starch biosynthesis	False
PWY-6263: superpathway of menaquinol-8 biosynthesis II	0.11533052039381153	0.009845288326300985	0.007032348804500703	1.7440955597749648e-05	2.72847552742616e-06	PWY-6263	superpathway of menaquinol-8 biosynthesis II	False
PWY-6270: isoprene biosynthesis I	0.7791842475386779	0.28973277074542897	0.27848101265822783	0.0014864448542897327	0.0009691461497890296	PWY-6270	isoprene biosynthesis I	True
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.9971870604781997	0.9887482419127989	0.9859353023909986	0.009920315805907172	0.00906305647398031	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	True
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.8874824191279888	0.6624472573839663	0.6483825597749648	0.0007851248012658228	0.0014506413195499296	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	True
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.7566807313642757	0.1828410689170183	0.170182841068917	0.0005289678147679325	0.0001875475130801688	PWY-6284	superpathway of unsaturated fatty acids biosynthesis (E. coli)	False
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.3952180028129395	0.04781997187060478	0.035161744022503515	0.00031277169549929676	7.119725457102671e-05	PWY-6285	superpathway of fatty acids biosynthesis (E. coli)	False
PWY-6305: putrescine biosynthesis IV	0.9929676511954993	0.7679324894514767	0.7665260196905767	0.0015957560535583683	0.0007264489862165964	PWY-6305	putrescine biosynthesis IV	True
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0.004219409282700422	0.008438818565400843	0.0028129395218002813	1.3816708860759495e-08	3.690230520393812e-06	PWY-6309	L-tryptophan degradation XI (mammalian, via kynurenine)	False
PWY-6317: galactose degradation I (Leloir pathway)	0.9957805907172996	0.9479606188466948	0.9451476793248945	0.00580095664092827	0.003855814554149086	PWY-6317	galactose degradation I (Leloir pathway)	True
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0.02812939521800281	0.0028129395218002813	0.0028129395218002813	6.169370900140647e-06	3.872039381153305e-06	PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)	False
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	0.0014064697609001407	0.0028129395218002813	0.0	2.9021800281293955e-09	7.57959212376934e-08	PWY-6351	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	False
PWY-6353: purine nucleotides degradation II (aerobic)	0.9592123769338959	0.5457102672292545	0.5414908579465542	0.0008635398846132209	0.0007338569520393811	PWY-6353	purine nucleotides degradation II (aerobic)	True
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.9971870604781997	0.9859353023909986	0.9845288326300985	0.012646633544303797	0.007630206330520394	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	True
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.9971870604781997	0.9873417721518988	0.9859353023909986	0.01653554492264416	0.011601532686357243	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	True
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.9971870604781997	0.9873417721518988	0.9859353023909986	0.016110546751054854	0.010494421378340365	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	True
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.014064697609001406	0.0	0.0	1.1645473980309423e-06	0.0	PWY-6396	superpathway of 2,3-butanediol biosynthesis	False
PWY-6415: L-ascorbate biosynthesis V	0.12517580872011252	0.03938115330520394	0.029535864978902954	1.485723976090014e-05	1.1866647960618847e-05	PWY-6415	L-ascorbate biosynthesis V	False
PWY-6435: 4-hydroxybenzoate biosynthesis V	0.05625879043600562	0.0028129395218002813	0.0	4.151796624472574e-06	5.993274261603376e-07	PWY-6435	4-hydroxybenzoate biosynthesis V	False
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0.06751054852320675	0.008438818565400843	0.007032348804500703	4.764601097046413e-06	1.8511465541490857e-06	PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	False
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.007032348804500703	0.0	0.0	1.3358645569620255e-06	0.0	PWY-6470	peptidoglycan biosynthesis V (β-lactam resistance)	False
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0.2180028129395218	0.03938115330520394	0.03375527426160337	8.10642794655415e-05	3.404104416315049e-05	PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	False
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.9929676511954993	0.929676511954993	0.9282700421940928	0.003807360080309423	0.00626690483389592	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	True
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.8874824191279888	0.469760900140647	0.459915611814346	0.0007181786849929677	0.00045201122137834035	PWY-6519	8-amino-7-oxononanoate biosynthesis I	True
PWY-6527: stachyose degradation	0.9943741209563994	0.9493670886075949	0.9465541490857946	0.00483851207116737	0.002930999004500703	PWY-6527	stachyose degradation	True
PWY-6531: mannitol cycle	0.7974683544303798	0.10970464135021098	0.10970464135021098	0.0004157117992123769	2.064214556962025e-05	PWY-6531	mannitol cycle	False
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.9873417721518988	0.7988748241912799	0.7946554149085795	0.0034468862921237693	0.001837489628691983	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	True
PWY-6549: L-glutamine biosynthesis III	0.2011251758087201	0.011251758087201125	0.004219409282700422	5.325027331926864e-05	3.4281524613220816e-06	PWY-6549	L-glutamine biosynthesis III	False
PWY-6588: pyruvate fermentation to acetone	0.7060478199718706	0.2812939521800281	0.2559774964838256	0.00017810245130801686	0.00020227834331926865	PWY-6588	pyruvate fermentation to acetone	True
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.5246132208157525	0.24050632911392406	0.22362869198312235	0.00017926666652601968	0.00025244673192686355	PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	True
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.729957805907173	0.25738396624472576	0.24613220815752462	0.00016593132095639945	0.00013549872011251759	PWY-6595	superpathway of guanosine nucleotides degradation (plants)	True
PWY-6596: adenosine nucleotides degradation I	0.0028129395218002813	0.0	0.0	6.485777777777778e-08	0.0	PWY-6596	adenosine nucleotides degradation I	False
PWY-6598: sciadonate biosynthesis	0.0	0.004219409282700422	0.0	0.0	4.0229043600562586e-07	PWY-6598	sciadonate biosynthesis	False
PWY-6606: guanosine nucleotides degradation II	0.8987341772151899	0.4781997187060478	0.46835443037974683	0.00027420586634317864	0.0002998471554149086	PWY-6606	guanosine nucleotides degradation II	True
PWY-6608: guanosine nucleotides degradation III	0.9845288326300985	0.8565400843881856	0.849507735583685	0.0012488872810970464	0.0021666915912798876	PWY-6608	guanosine nucleotides degradation III	True
PWY-6609: adenine and adenosine salvage III	0.9985935302390999	0.9817158931082982	0.9817158931082982	0.007936876554149085	0.010374879202531646	PWY-6609	adenine and adenosine salvage III	True
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.7454289732770746	0.10407876230661041	0.09563994374120956	0.0002982218159774965	5.6040909001406466e-05	PWY-6612	superpathway of tetrahydrofolate biosynthesis	False
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.5780590717299579	0.15752461322081576	0.14767932489451477	0.0005902994440225036	0.00019836194022503515	PWY-6628	superpathway of L-phenylalanine biosynthesis	False
PWY-6629: superpathway of L-tryptophan biosynthesis	0.3291139240506329	0.02390998593530239	0.02109704641350211	0.00030904077201125176	1.6242326300984528e-05	PWY-6629	superpathway of L-tryptophan biosynthesis	False
