Feature	PathwayID	ControlN	CDN	UCN	ControlMedian	CDMedian	UCMedian	MedianRange	KruskalH	PValue	QValue	BH05
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	PWY-6507	26	49	27	0.6084547293011473	0.2400666517062277	0.5430295495585902	0.3683880775949196	4.199064407108779	0.12251372633573565	0.46934751913157247	False
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	PWY-6519	22	45	24	-0.19579879222010432	-0.15218065339028353	-0.36644401657506753	0.214263363184784	0.0034284556023180812	0.9982872406481127	0.9982872406481127	False
PWY-6527: stachyose degradation	PWY-6527	26	50	27	-0.9965380615755399	-0.71287868506772	-0.9810581633076013	0.2836593765078199	5.112380651462047	0.07759980802264406	0.3984156411432914	False
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	PWY-6545	26	50	27	-0.9485130443254459	-1.1527474408599026	-0.7496817363204898	0.4030657045394127	6.4985846051715725	0.03880165795038603	0.3416596554463312	False
PWY-6588: pyruvate fermentation to acetone	PWY-6588	20	37	19	1.2424475182348262	1.186377147571305	1.1063234430755187	0.13612407515930758	1.5218741279683172	0.46722839890679035	0.7666061565531519	False
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	PWY-6590	15	27	12	0.9669687405928966	1.7914646212682759	1.7346545274973346	0.8244958806753793				False
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	PWY-6595	20	25	15	0.19465785891675547	0.5790840425400545	0.6723068921090145	0.47764903319225904	0.5551038251366265	0.7576362327393855	0.8745286800763193	False
PWY-6606: guanosine nucleotides degradation II	PWY-6606	24	43	22	0.40669712311271866	1.0276207297774924	0.47519481776545547	0.6209236066647738	3.153294639628541	0.2066668257580748	0.5194189006584522	False
PWY-6608: guanosine nucleotides degradation III	PWY-6608	26	50	27	0.42277513078089946	0.9230236008429235	0.6831617376328059	0.500248470062024	7.057313724363723	0.029344302852953058	0.3416596554463312	False
PWY-6609: adenine and adenosine salvage III	PWY-6609	26	50	27	0.2855861690210857	0.24897588541743074	0.19687290331455207	0.08871326570653362	2.5177307341235746	0.28397605235731826	0.5708463538775552	False
PWY-6700: queuosine biosynthesis	PWY-6700	26	50	27	-1.5232737956164049	-1.180309854137461	-1.07882375383852	0.44445004177788494	7.969218258299634	0.018599712987719296	0.3416596554463312	False
PWY-6703: preQ0 biosynthesis	PWY-6703	26	50	27	-1.65572820152479	-1.4601426594912312	-1.3515466761452908	0.3041815253794993	1.2472826385297822	0.5359891721838626	0.8140587427153401	False
PWY-6737: starch degradation V	PWY-6737	26	50	28	-0.18664601467087966	0.14519922279656566	-0.10688639560303652	0.3318452374674453	1.1535306122448787	0.5617123987214201	0.8237470769445486	False
PWY-6897: thiamin salvage II	PWY-6897	26	50	26	-2.306017030517759	-2.141889949359134	-2.0738972054367197	0.23211982508103945	2.886877828054253	0.23611438385401654	0.5194189006584522	False
PWY-6901: superpathway of glucose and xylose degradation	PWY-6901	25	41	22	1.0405534581742704	0.3091011068835531	0.3515280461362291	0.7314523512907173	11.895461996833717	0.002611759887659692	0.3416596554463312	False
PWY-6936: seleno-amino acid biosynthesis	PWY-6936	24	49	25	-1.7159859456482154	-1.1658554932255447	-1.5728694588909173	0.5501304524226707	2.752771362100816	0.25248948339613336	0.5258028417115355	False
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	PWY-6969	24	46	23	0.18016089912507177	0.39529242077501	0.09926679669375282	0.29602562408125715	1.8351561178916427	0.3994854004713523	0.6917932115724829	False
PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7111	26	50	28	-0.5454951743230056	-0.7142964401673224	-0.6084329542552973	0.16880126584431676	1.2183311194300472	0.5438044521462074	0.8160287474562458	False
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	PWY-7184	26	50	27	-0.7416227192515659	-0.6905429165624588	-0.4995290909880093	0.24209362826355657	4.71758749672864	0.09453418646534555	0.4094426404653729	False
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	PWY-7187	25	50	27	-0.4342789145249749	-0.25241360761147613	-0.1488602789880527	0.2854186355369222	2.8129517524377547	0.24500519214855693	0.5194189006584522	False
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	PWY-7196	24	43	26	0.3375914120512127	0.35713998997454904	-0.02189993636916778	0.3790399263437168	2.98863985636342	0.2244011617558904	0.5194189006584522	False
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197	26	50	27	0.878380640219239	0.7281798432942832	0.8506736842523008	0.1502007969249558	3.1833397802927266	0.20358536253304785	0.5194189006584522	False
PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7199	26	50	27	0.344820481856012	0.29298131506624164	0.16288458033835015	0.18193590151766184	1.4181993195585392	0.49208704383251334	0.7749171133384707	False
PWY-7208: superpathway of pyrimidine nucleobases salvage	PWY-7208	26	50	27	0.9170543879146897	0.721912906611247	0.7644674107867941	0.19514148130344278	0.9020330901361149	0.636980303208331	0.8237470769445486	False
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	PWY-7211	25	47	27	-0.14443826812447952	-0.3365695215997343	-0.03628621187225823	0.3002833097274761	2.8810921126155336	0.2367984181018421	0.5194189006584522	False
PWY-7219: adenosine ribonucleotides de novo biosynthesis	PWY-7219	26	50	28	0.6736554721280652	0.7951059567361961	0.7069908925521065	0.1214504846081309	4.702157106629613	0.095266356939963	0.4094426404653729	False
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220	26	50	28	-1.3002009312464098	-1.0644438909364844	-0.9030834574967045	0.3971174737497053	4.147323753169928	0.12572454994794446	0.46934751913157247	False
PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7221	26	50	27	0.40832276045735705	0.4996105923938102	0.39039357527185903	0.1092170171219512	1.317484919859794	0.517501704602638	0.7919344267404006	False
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	PWY-7222	26	50	28	-1.3002009312464098	-1.0644438909364844	-0.9030834574967045	0.3971174737497053	4.147323753169928	0.12572454994794446	0.46934751913157247	False
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	PWY-7228	26	50	27	1.1262853620432718	0.8298201895156603	0.9424045526090616	0.2964651725276115	5.183612339863259	0.07488466343807275	0.3984156411432914	False
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	PWY-7229	26	50	28	-0.5742249257885137	-0.3902417675702883	-0.39376171276103705	0.18398315821822542	3.3523829247675963	0.18708514172885807	0.5194189006584522	False
PWY-7234: inosine-5'-phosphate biosynthesis III	PWY-7234	26	48	27	0.5461395698488717	0.5938793772033185	0.4150816358288335	0.178797741374485	0.5695776025566488	0.7521730955415178	0.8732124442493483	False
PWY-7237: myo-, chiro- and scillo-inositol degradation	PWY-7237	24	48	25	1.3345574454131066	1.2947548145609624	1.0946477388124356	0.239909706600671	3.688065432358542	0.1581782501768986	0.4915693313189772	False
PWY-7242: D-fructuronate degradation	PWY-7242	26	50	27	0.2858068492457142	0.017943313846205282	0.2382764203455898	0.2678635353995089	3.439526946375338	0.17910850686597188	0.5194189006584522	False
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724	26	50	27	-0.7964985928117407	-0.7783999861961567	-0.7431107598679897	0.053387832943751046	0.4480915085246693	0.7992785631316706	0.9008531192279791	False
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	PWY-7282	26	48	26	-2.2684208438353153	-1.819823549219345	-1.8491879433203922	0.4485972946159702	2.5075647372428875	0.2854231769387776	0.5708463538775552	False
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	PWY-7323	26	48	24	-0.13148987656545086	-0.711256097195418	-0.4555901993495019	0.5797662206299672	3.364445078730853	0.18596021251415432	0.5194189006584522	False
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7328	20	36	14	0.16562422623030798	-0.16279099018448182	0.08499641144373041	0.32841521641478977				False
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	PWY-7357	26	50	26	-2.530102392423859	-2.335858006888441	-2.197631218487164	0.33247117393669523	4.605435135966275	0.09998675337853322	0.4137811915206746	False
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	PWY-7371	18	21	14	1.1094300130046773	0.6103788634914613	0.9946042317845513	0.49905114951321594				False
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	PWY-7383	26	50	27	0.6393787573996133	1.172872142554747	0.9326470712324932	0.5334933851551338	3.0976673496614353	0.21249566839887477	0.5194189006584522	False
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	PWY-7388	26	48	24	1.1816419964329754	1.0914811536113584	0.87475508887914	0.3068869075538354	0.8153255474684329	0.6652031649819987	0.8346027287351785	False
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	PWY-7400	26	45	27	-0.6169179102140608	-0.7611656215354151	-0.43310748674373	0.3280581347916851	2.8455537407918996	0.2410437394667153	0.5194189006584522	False
PWY-7456: mannan degradation	PWY-7456	18	25	14	-1.178066665136022	-1.4964924862159283	-0.5970097653139279	0.8994827209020004				False
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	PWY-7539	24	46	24	-0.23999510633720106	-0.27955856679165514	-0.1531202189687818	0.12643834782287333	0.0732241102292619	0.9640500611035167	0.9835258199136887	False
PWY-7560: methylerythritol phosphate pathway II	PWY-7560	17	31	17	0.6937993494329433	0.11269885072904767	0.3245371864278316	0.5811004987038957	1.0416634598797714	0.5940262730107055	0.8237470769445486	False
PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7663	26	50	27	0.5099249756225748	0.5644848029468471	0.21969361213268557	0.34479119081416154	5.730983065561077	0.056955128937706954	0.35328369255754377	False
PWY-7664: oleate biosynthesis IV (anaerobic)	PWY-7664	26	48	24	1.2290150150366674	1.2247993319286317	0.8924541490113439	0.33656086602532354	0.6295965938823542	0.7299360897637004	0.857250524024811	False
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	PWY-841	26	47	27	-0.364162644507573	-0.1913177568887615	-0.02349887653220111	0.3406637679753719	1.1691273840967824	0.5573489845639086	0.8237470769445486	False
PWY0-1061: superpathway of L-alanine biosynthesis	PWY0-1061	21	41	23	1.253608568383161	0.12308415376212047	0.16409733324185025	1.1305244146210405	3.4017333940407184	0.18252526137956981	0.5194189006584522	False
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	PWY0-1241	17	33	15	0.9707367877045957	-0.2690662873927167	-0.35701859732721175	1.3277553850318076	5.069975443451369	0.07926269246783801	0.3984156411432914	False
PWY0-1261: anhydromuropeptides recycling	PWY0-1261	20	38	17	0.12288570020547168	-0.38164357258196757	-0.3876672744691223	0.510552974674594	8.59547009939709	0.01359932595366973	0.3416596554463312	False
PWY0-1296: purine ribonucleosides degradation	PWY0-1296	26	50	27	-0.5743773334814448	-0.249601208314785	-0.3449738414918937	0.3247761251666598	3.2160988235895047	0.20027789301053442	0.5194189006584522	False
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	PWY0-1297	25	50	26	0.5450549846926147	0.3750592605494486	0.39944195830510393	0.1699957241431661	0.9443232830070656	0.6236526966103595	0.8237470769445486	False
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	PWY0-1298	25	47	25	-0.13429091617648276	0.2413699777194495	0.08424156384425152	0.37566089389593227	0.4385107725915418	0.8031165869906738	0.9008531192279791	False
PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1319	26	50	27	-0.05526629906371061	0.022428503597481934	0.06223155297163735	0.11749785203534796	0.6512719021083626	0.7220680076861024	0.855275318720354	False
PWY0-1479: tRNA processing	PWY0-1479	20	38	24	0.23338963908463908	1.180616990165521	1.5397654610442233	1.3063758219595842	6.600479453114133	0.036874326586236614	0.3416596554463312	False
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY0-1586	26	50	27	-1.4279421713723235	-1.2046530414275753	-1.5760294436068891	0.3713764021793138	2.1556126207209445	0.3403413105424009	0.6365643030515276	False
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	PWY0-162	26	50	27	0.9648264662819505	0.6448702962966723	0.5108902466149021	0.45393621966704834	2.3684980499543826	0.3059758734792606	0.6000691887651518	False
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	PWY0-166	26	50	27	-0.08161877365770968	-0.13269487538925206	-0.017775630052142884	0.11491924533710918	1.484488998678728	0.47604423455102907	0.7666061565531519	False
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	PWY0-845	26	48	27	-0.22733432231298362	-0.1333013210064265	0.007139109995727741	0.23447343230871137	2.6747783187067284	0.2625301991062203	0.5411336757087397	False
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	PWY0-862	26	49	24	1.2168161405709759	1.196831197467768	0.937261407861455	0.2795547327095209	1.0222761365618567	0.5998125625744599	0.8237470769445486	False
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	PWY4FS-7	26	49	27	-0.12551451364197727	-0.38225582057137253	-0.7295799549776467	0.6040654413356694	2.8990971710234135	0.2346762004237479	0.5194189006584522	False
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8	26	49	27	-0.12551451364197727	-0.38225582057137253	-0.7295799549776467	0.6040654413356694	2.8990971710234135	0.2346762004237479	0.5194189006584522	False
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	PWY4LZ-257	24	43	21	1.2420343727369407	0.8212685555085437	1.566013205620212	0.7447446501116683	6.174450206835218	0.04562839296822815	0.35328369255754377	False
PWY66-399: gluconeogenesis III	PWY66-399	26	49	27	2.5882729923766004	2.387492728249208	2.282041430855356	0.30623156152124453	1.9591950297669314	0.37546218638595963	0.6652926460523145	False
PWY66-400: glycolysis VI (metazoan)	PWY66-400	26	49	27	2.8228468783218013	2.424870263235725	3.0220686139322623	0.5971983506965373	7.084636360560353	0.028946146857514156	0.3416596554463312	False
PWY66-409: superpathway of purine nucleotide salvage	PWY66-409	21	40	23	-0.057635406465837466	0.15407691352710118	-0.02577745834262292	0.21171231999293866	0.11885058371177593	0.9423059288887794	0.9662223230230124	False
PWY66-422: D-galactose degradation V (Leloir pathway)	PWY66-422	26	50	27	-0.9324918495906875	-0.6861421222209805	-0.862451390213598	0.24634972736970706	4.87096257571983	0.08755559745970369	0.4019597883377306	False
PWYG-321: mycolate biosynthesis	PWYG-321	26	46	23	1.1997536101489272	1.0248894161192075	0.8691478688993454	0.33060574124958186	0.9757723112127792	0.6139227607289998	0.8237470769445486	False
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	PYRIDNUCSYN-PWY	26	50	27	0.25245773540823124	0.1013219891990947	-0.09892171799614283	0.35137945340437404	5.902958899038083	0.052262329247215224	0.35328369255754377	False
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY	26	49	27	0.197930937060661	-0.11112159913136495	0.20804064267324765	0.3191622418046126	2.892989873735587	0.23539391435030016	0.5194189006584522	False
RHAMCAT-PWY: L-rhamnose degradation I	RHAMCAT-PWY	26	50	27	-1.4895109050008073	-1.4287778545164256	-1.6167245563241022	0.18794670180767659	2.2986505428850705	0.3168504853417202	0.6154211349906489	False
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	RIBOSYN2-PWY	25	46	23	-0.032575228412270854	-0.12115316260762976	0.14850226591803353	0.26965542852566327	1.1378937630848327	0.5661213176877733	0.8237470769445486	False
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	SALVADEHYPOX-PWY	26	50	27	-0.1831779686330915	0.6817853252097017	0.7475145822410002	0.9306925508740918	8.20894691152347	0.016498703849090794	0.3416596554463312	False
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	SER-GLYSYN-PWY	26	50	27	0.15870577392552343	-0.23788326033992266	-0.2501907351227446	0.408896509048268	5.978163893197518	0.050333624474082364	0.35328369255754377	False
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	SO4ASSIM-PWY	24	40	21	-1.149268301065638	-1.63045768532885	-1.313588957990512	0.481189384263212	1.1317158491303303	0.567872745732328	0.8237470769445486	False
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	SULFATE-CYS-PWY	21	32	17	-0.7116443825405662	-1.408952730187493	-1.2114617493558901	0.6973083476469267	0.6797383037722113	0.7118634626603262	0.855275318720354	False
TCA: TCA cycle I (prokaryotic)	TCA	25	45	23	-0.08694194843125017	0.23150357143911687	-0.17298154516192676	0.40448511660104364	0.7271875569879285	0.6951735318323864	0.8533422955274298	False
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY	26	50	27	-2.2951118254750726	-2.04957246254381	-1.839789901348654	0.4553219241264186	3.178241448204119	0.20410499746280056	0.5194189006584522	False
THRESYN-PWY: superpathway of L-threonine biosynthesis	THRESYN-PWY	26	50	27	-0.5830204270472507	-0.5605246966891353	-0.6335332821590175	0.0730085854698822	0.41734812942428334	0.811659741086595	0.9008531192279791	False
TRNA-CHARGING-PWY: tRNA charging	TRNA-CHARGING-PWY	26	49	27	-1.1279121863878037	-0.9268649141075482	-1.039357591698207	0.20104727228025543	0.350180068708255	0.8393814442008194	0.9264725463454211	False
TRPSYN-PWY: L-tryptophan biosynthesis	TRPSYN-PWY	25	46	25	-2.6531172345381773	-2.812468887240754	-2.767156648813195	0.1593516527025769	0.05011205737338287	0.9752552682256691	0.9850078209079258	False
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY	24	46	23	0.15368901770834728	0.2767467072488702	-0.2943077847927857	0.5710544920416558	6.551480608357451	0.03778888360322437	0.3416596554463312	False
VALSYN-PWY: L-valine biosynthesis	VALSYN-PWY	26	50	28	-0.76327693937726	-0.6987311423859754	-0.6956276538971806	0.06764928548007942	0.8309077406109964	0.6600406398642303	0.8333013078285908	False
