GenomeID	Completeness	Contamination	QualityScore	MIMAGQuality	EcosystemCategory
3300008484_2	71.55	0	71.55	MQ	Human
3300008636_6	97.28	0.2	96.28	MQ	Human
3300007794_7	95.04	1.04	89.84	MQ	Human
3300029859_20	81.88	0.67	78.53	MQ	Human
3300014939_2	97.13	4.09	76.68	HQ	Human
3300029583_24	74.61	0	74.61	MQ	Human
3300029578_16	82.3	0.34	80.6	MQ	Human
3300011978_16	67.22	1.89	57.77	MQ	Human
3300029444_16	93.81	1.11	88.26	HQ	Human
3300029010_12	51.69	0.02	51.59	MQ	Human
3300029549_17	99.06	0.94	94.36	MQ	Human
3300029334_21	76.85	0	76.85	MQ	Human
3300006568_29	85.57	0.47	83.22	MQ	Human
3300029112_14	98.52	0.11	97.97	HQ	Human
3300007299_4	90.86	0	90.86	MQ	Human
3300029487_10	99.52	0	99.52	MQ	Human
3300008333_24	62.35	0.71	58.8	MQ	Human
3300029828_17	99.33	3.36	82.53	MQ	Human
3300014543_16	50.88	0	50.88	MQ	Human
3300029858_12	94.39	0	94.39	HQ	Human
3300014719_1	96.65	0.88	92.25	HQ	Human
3300029614_25	98.12	1.41	91.07	MQ	Human
3300007368_14	72.19	3.31	55.64	MQ	Human
3300029778_16	99.4	0.9	94.9	HQ	Human
3300029361_7	80.46	1.28	74.06	MQ	Human
3300029538_6	96.68	1.41	89.63	HQ	Human
3300008521_27	51.5	0.17	50.65	MQ	Human
3300029713_23	83.98	2.03	73.83	MQ	Human
3300029575_17	99.19	1.21	93.14	MQ	Human
3300029560_15	97.32	0.67	93.97	HQ	Human
3300029088_7	71.54	0.94	66.84	MQ	Human
3300029653_10	99.4	0	99.4	HQ	Human
3300029735_31	75.79	2.37	63.94	MQ	Human
3300007368_10	80.42	3.33	63.77	MQ	Human
3300029392_30	58.56	1.24	52.36	MQ	Human
3300028911_12	94.09	0	94.09	MQ	Human
3300029371_18	74.92	0.9	70.42	MQ	Human
3300029736_4	75.91	4.83	51.76	MQ	Human
3300013749_16	70.37	0.48	67.97	MQ	Human
3300006566_13	86.66	1.3	80.16	MQ	Human
3300029358_11	90.94	4.3	69.44	MQ	Human
3300029335_21	76.51	2.01	66.46	MQ	Human
3300029486_14	97.9	0.74	94.2	MQ	Human
3300029439_24	89.67	0	89.67	MQ	Human
3300029830_25	73.04	0	73.04	MQ	Human
3300006564_43	62.82	2.14	52.12	MQ	Human
3300029234_24	77.58	1.34	70.88	MQ	Human
3300029547_7	99.52	0	99.52	HQ	Human
3300014916_5	96.64	4.03	76.49	MQ	Human
3300008363_13	58.62	0	58.62	MQ	Human
3300014799_13	98.52	0.9	94.02	HQ	Human
3300013752_5	94.97	0	94.97	MQ	Human
3300006262_15	55.34	0.3	53.84	MQ	Human
3300029006_8	91.77	0.75	88.02	MQ	Human
3300029550_12	86.6	0	86.6	MQ	Human
3300029574_20	100	0	100	HQ	Human
3300008503_4	96.82	0	96.82	MQ	Human
3300008556_10	94.62	1.08	89.22	HQ	Human
3300029754_23	73.42	0	73.42	MQ	Human
3300029711_25	90.9	0	90.9	HQ	Human
3300008717_19	70.32	3.23	54.17	MQ	Human
3300029204_21	95.97	0.34	94.27	MQ	Human
3300007664_15	95.19	3.12	79.59	HQ	Human
3300008505_13	62.07	0	62.07	MQ	Human
3300029611_17	61.18	0	61.18	MQ	Human
3300029474_15	94.51	0	94.51	HQ	Human
3300029439_11	95.54	1.07	90.19	MQ	Human
3300008299_3	96.51	0.13	95.86	MQ	Human
3300029447_16	95.3	0	95.3	MQ	Human
3300008640_6	96.6	0.85	92.35	HQ	Human
3300029706_22	71.46	0	71.46	MQ	Human
3300029830_23	72.46	1.36	65.66	MQ	Human
3300006461_14	93.41	0.8	89.41	HQ	Human
3300008418_1	97.68	4.05	77.43	MQ	Human
3300029583_26	53.75	0.37	51.9	MQ	Human
3300006317_43	64.45	0.93	59.8	MQ	Human
3300029584_26	97.32	0	97.32	MQ	Human
3300013189_2	98.7	0.94	94	HQ	Human
3300008135_12	85.76	0.66	82.46	MQ	Human
3300006463_9	98.92	0.48	96.52	HQ	Human
3300008123_10	80.24	0.34	78.54	MQ	Human
3300029613_27	93.94	1.34	87.24	HQ	Human
3300008547_24	76.67	0.7	73.17	MQ	Human
3300029350_8	96.64	0.89	92.19	MQ	Human
3300029435_14	96.48	1.54	88.78	HQ	Human
3300029441_21	97.32	0	97.32	HQ	Human
3300029034_5	96.64	0	96.64	MQ	Human
3300006328_15	55.17	0	55.17	MQ	Human
3300007316_16	94.95	0.51	92.4	MQ	Human
3300029795_28	95.48	0	95.48	HQ	Human
3300008412_12	93.72	0.02	93.62	MQ	Human
3300008283_28	60.33	0.67	56.98	MQ	Human
3300029519_24	56.38	0	56.38	MQ	Human
3300029134_17	66.44	1.65	58.19	MQ	Human
3300029604_14	97.99	0	97.99	MQ	Human
3300029503_14	76.53	0.68	73.13	MQ	Human
3300008129_6	77.93	1.72	69.33	MQ	Human
3300008556_12	88.89	0	88.89	MQ	Human
3300014952_12	60.11	1.36	53.31	MQ	Human
3300029388_22	79.25	0.68	75.85	MQ	Human
3300029087_2	77.53	2.78	63.63	MQ	Human
3300006524_18	93.35	2.22	82.25	MQ	Human
3300008081_16	93.24	1.06	87.94	MQ	Human
3300006678_4	98.4	1.42	91.3	MQ	Human
3300008278_10	97.41	0	97.41	HQ	Human
3300029764_12	96.64	1.34	89.94	MQ	Human
3300029738_6	96.46	0.09	96.01	MQ	Human
3300012542_2	51.3	0	51.3	MQ	Human
3300029702_24	89.62	0	89.62	MQ	Human
3300029365_41	69.07	1.17	63.22	MQ	Human
3300029622_25	93.48	4.84	69.28	MQ	Human
3300014529_10	63.01	0.63	59.86	MQ	Human
3300029503_16	97.14	1.8	88.14	HQ	Human
3300012549_1	99.34	0	99.34	HQ	Human
3300029887_18	99.19	0.81	95.14	MQ	Human
3300029573_31	60.46	0	60.46	MQ	Human
3300014766_7	98.44	0.33	96.79	MQ	Human
3300011990_10	95.97	1.81	86.92	HQ	Human
3300007107_3	92.79	4.53	70.14	MQ	Human
3300029483_12	96.64	0.67	93.29	MQ	Human
3300007783_19	65.6	1.77	56.75	MQ	Human
3300014491_14	95.15	0	95.15	MQ	Terrestrial
3300026026_3	80.32	2.87	65.97	MQ	Terrestrial
3300011918_9	90.64	0	90.64	HQ	Terrestrial
3300025516_8	65.97	2.52	53.37	MQ	Terrestrial
3300017650_13	72.94	1.62	64.84	MQ	Terrestrial
3300012842_15	99.54	0.41	97.49	MQ	Terrestrial
3300012827_2	80.82	2.22	69.72	MQ	Terrestrial
3300025854_1	95.28	0.47	92.93	HQ	Terrestrial
3300025553_13	94.22	1.09	88.77	MQ	Terrestrial
3300029889_4	93.87	4.79	69.92	HQ	Terrestrial
3300012856_11	83.23	2.19	72.28	MQ	Terrestrial
3300027942_4	70.65	0.83	66.5	MQ	Terrestrial
3300027692_7	94.02	2.56	81.22	MQ	Terrestrial
3300012008_6	84.64	2.97	69.79	MQ	Terrestrial
3300005337_43	69.59	0.31	68.04	MQ	Terrestrial
3300027667_5	84.39	1.85	75.14	MQ	Terrestrial
3300015195_11	73.41	0	73.41	MQ	Terrestrial
3300015024_24	95.57	4.71	72.02	HQ	Terrestrial
3300012865_17	97.69	0	97.69	HQ	Terrestrial
3300025718_22	80.21	0.03	80.06	MQ	Terrestrial
3300027043_7	89.25	0.54	86.55	MQ	Terrestrial
3300012880_9	67.55	1.89	58.1	MQ	Terrestrial
3300026271_9	80.16	2.1	69.66	MQ	Terrestrial
3300021180_10	65.76	0.95	61.01	MQ	Terrestrial
3300019458_16	94.29	3.41	77.24	MQ	Terrestrial
3300020147_5	97.93	3.46	80.63	MQ	Terrestrial
3300017650_8	96.6	0	96.6	HQ	Terrestrial
3300017540_21	53.96	0.5	51.46	MQ	Terrestrial
3300019458_23	70.55	3.88	51.15	MQ	Terrestrial
3300005337_29	64.48	0.5	61.98	MQ	Terrestrial
3300012844_2	89.05	0.48	86.65	MQ	Terrestrial
3300027965_24	96.96	4.87	72.61	MQ	Terrestrial
3300027939_1	77.63	1.02	72.53	MQ	Terrestrial
3300027965_36	98.25	0.88	93.85	HQ	Terrestrial
3300025615_16	73.33	0.91	68.78	MQ	Terrestrial
3300025539_1	84.03	3.23	67.88	MQ	Terrestrial
3300012862_7	100	0	100	MQ	Terrestrial
3300027942_1	93.06	2.25	81.81	MQ	Terrestrial
3300010397_51	73.93	0	73.93	MQ	Terrestrial
3300017448_16	96.58	1.71	88.03	MQ	Terrestrial
3300018719_4	99.26	0.59	96.31	MQ	Terrestrial
3300000366_9	70.69	1.72	62.09	MQ	Terrestrial
3300027284_21	99.63	0.37	97.78	MQ	Terrestrial
3300026180_11	89.48	1.24	83.28	MQ	Terrestrial
3300015189_4	85.63	3.69	67.18	MQ	Terrestrial
3300027773_24	98.29	1.28	91.89	HQ	Terrestrial
3300021180_8	95.71	1.9	86.21	HQ	Terrestrial
3300025817_3	97.44	1.76	88.64	HQ	Terrestrial
3300022908_6	98.85	2.37	87	HQ	Terrestrial
3300011196_1	76.73	2.66	63.43	MQ	Terrestrial
3300017646_9	88.74	1.7	80.24	MQ	Terrestrial
3300025600_28	51.72	0	51.72	MQ	Terrestrial
3300021067_4	93.81	0.95	89.06	HQ	Terrestrial
3300025600_10	100	1.88	90.6	MQ	Terrestrial
3300024430_5	61.16	1.55	53.41	MQ	Terrestrial
3300012833_9	74.76	1.59	66.81	MQ	Terrestrial
3300017649_6	97.69	0	97.69	MQ	Terrestrial
3300025739_23	64.33	1.96	54.53	MQ	Terrestrial
3300012940_47	70.61	3.97	50.76	MQ	Terrestrial
3300025739_16	77.59	0	77.59	MQ	Terrestrial
3300012971_19	73.64	1.27	67.29	MQ	Terrestrial
3300027641_4	85.13	4.1	64.63	MQ	Terrestrial
3300012816_7	91.81	0.95	87.06	MQ	Terrestrial
3300027968_39	84.4	0.85	80.15	MQ	Terrestrial
3300012838_10	98.82	0.04	98.62	HQ	Terrestrial
3300025721_13	73.19	1.65	64.94	MQ	Terrestrial
3300012804_4	90.15	3.79	71.2	MQ	Terrestrial
3300025823_11	96.43	1.94	86.73	HQ	Terrestrial
3300019487_45	56.1	0	56.1	MQ	Terrestrial
3300025520_2	98.28	1.97	88.43	HQ	Terrestrial
3300026450_4	76.01	0	76.01	MQ	Terrestrial
3300012943_29	96.44	2	86.44	MQ	Terrestrial
3300009824_13	75.17	4.03	55.02	MQ	Terrestrial
3300018984_4	77.08	4.38	55.18	MQ	Terrestrial
3300017565_15	53.45	0	53.45	MQ	Terrestrial
3300025625_8	74.8	4.26	53.5	MQ	Terrestrial
3300012796_5	99.31	0.37	97.46	MQ	Terrestrial
3300023088_11	92.65	1.31	86.1	MQ	Terrestrial
3300027857_37	59.41	0.99	54.46	MQ	Terrestrial
3300012942_98	67.99	0.99	63.04	MQ	Terrestrial
3300025852_16	84.2	4.75	60.45	MQ	Terrestrial
3300015196_11	79.15	0.04	78.95	MQ	Terrestrial
3300024295_2	95.61	3.79	76.66	MQ	Terrestrial
3300012816_4	96.14	1.38	89.24	MQ	Terrestrial
3300011249_2	87.08	0	87.08	MQ	Terrestrial
3300027640_20	92.87	3.39	75.92	HQ	Terrestrial
3300027711_45	59.48	0	59.48	MQ	Terrestrial
3300027568_9	70.79	1.77	61.94	MQ	Terrestrial
3300025553_16	85.55	0.89	81.1	MQ	Terrestrial
3300027209_1	91.45	2.99	76.5	HQ	Terrestrial
3300020147_8	58.12	0.78	54.22	MQ	Terrestrial
3300027514_1	92.31	0.85	88.06	HQ	Terrestrial
3300025525_16	99.57	0.43	97.42	MQ	Terrestrial
3300027653_42	65.52	0	65.52	MQ	Terrestrial
3300018910_6	96.33	1.93	86.68	HQ	Terrestrial
3300029893_5	93.89	1.1	88.39	HQ	Terrestrial
3300025516_1	94.19	3.23	78.04	HQ	Terrestrial
3300024238_3	97.67	3.3	81.17	HQ	Terrestrial
3300026217_2	85.77	2.06	75.47	MQ	Terrestrial
3300012940_53	83.8	1.2	77.8	MQ	Terrestrial
3300012804_1	99.53	0.47	97.18	MQ	Terrestrial
3300027640_24	95.12	0.37	93.27	MQ	Terrestrial
3300026626_3	87.13	0.25	85.88	MQ	Terrestrial
3300025664_15	100	0.93	95.35	HQ	Terrestrial
3300010401_29	70.81	1.71	62.26	MQ	Terrestrial
3300018910_4	87.33	1.67	78.98	MQ	Terrestrial
3300005440_11	76.17	1.42	69.07	MQ	Terrestrial
3300027869_22	98.31	3.45	81.06	MQ	Terrestrial
3300017650_9	100	0	100	HQ	Terrestrial
3300015076_1	93.99	0.55	91.24	HQ	Terrestrial
3300026276_3	75.44	3.51	57.89	MQ	Terrestrial
3300017565_10	96.4	0	96.4	MQ	Terrestrial
3300025929_17	73.22	1.01	68.17	MQ	Terrestrial
3300025888_34	63.17	1.52	55.57	MQ	Terrestrial
3300011227_1	82.87	1.52	75.27	MQ	Terrestrial
3300009840_13	97.76	3.45	80.51	HQ	Terrestrial
3300026251_42	77.01	0	77.01	MQ	Terrestrial
3300015158_13	75.95	0.81	71.9	MQ	Terrestrial
3300027773_21	98.02	0.99	93.07	HQ	Terrestrial
3300012851_2	97.04	1.4	90.04	MQ	Terrestrial
3300025846_11	96.24	1.28	89.84	MQ	Terrestrial
3300021404_13	83.46	1.69	75.01	MQ	Terrestrial
3300005466_12	97.2	1.56	89.4	MQ	Terrestrial
3300027965_18	97.69	0.99	92.74	HQ	Terrestrial
3300010399_30	71.6	1.82	62.5	MQ	Terrestrial
3300025912_18	88.82	4.42	66.72	MQ	Terrestrial
3300012940_107	55.2	0.92	50.6	MQ	Terrestrial
3300026831_2	81.83	1.08	76.43	MQ	Terrestrial
3300005529_58	93.92	1.61	85.87	HQ	Terrestrial
3300012801_6	56.9	0	56.9	MQ	Terrestrial
3300027546_3	68.71	1.01	63.66	MQ	Terrestrial
3300025750_14	92.94	0.85	88.69	MQ	Terrestrial
3300028082_4	98.92	0.78	95.02	HQ	Terrestrial
3300007354_22	97.33	2.22	86.23	HQ	Terrestrial
3300028590_20	52.48	0	52.48	MQ	Terrestrial
3300023100_7	55.46	0.99	50.51	MQ	Terrestrial
3300012878_9	89.7	0.08	89.3	MQ	Terrestrial
3300025510_4	94.31	0.17	93.46	HQ	Terrestrial
3300012822_4	100	0	100	HQ	Terrestrial
3300007352_13	85.81	1.94	76.11	MQ	Terrestrial
3300027968_56	97.44	1.28	91.04	HQ	Terrestrial
3300003369_16	89.81	2.29	78.36	MQ	Terrestrial
3300019132_6	55.26	0.22	54.16	MQ	Terrestrial
3300017648_16	61.78	0	61.78	MQ	Terrestrial
3300025982_1	83.56	4.3	62.06	MQ	Terrestrial
3300025888_29	90.52	1.96	80.72	MQ	Terrestrial
3300023055_11	73.31	0.92	68.71	MQ	Terrestrial
3300019360_28	78.95	1.01	73.9	MQ	Terrestrial
3300025823_18	68.48	3.59	50.53	MQ	Terrestrial
3300025718_23	98.91	0.23	97.76	MQ	Terrestrial
3300017448_70	99.78	0.86	95.48	HQ	Terrestrial
3300012865_9	75.12	0.64	71.92	MQ	Terrestrial
3300012005_13	93.61	0.43	91.46	HQ	Terrestrial
3300012859_8	100	0	100	MQ	Terrestrial
3300026251_21	77.35	1.98	67.45	MQ	Terrestrial
3300012862_9	98.15	0	98.15	MQ	Terrestrial
3300011969_4	77.39	0.86	73.09	MQ	Terrestrial
3300028034_4	98.2	0	98.2	MQ	Terrestrial
3300027706_42	79.49	1.88	70.09	MQ	Terrestrial
3300027653_47	81.8	2.22	70.7	MQ	Terrestrial
3300027667_4	67.22	1.97	57.37	MQ	Terrestrial
3300026007_9	83.39	1.77	74.54	MQ	Terrestrial
3300024305_4	99.2	0	99.2	MQ	Terrestrial
3300021061_7	74.45	1.85	65.2	MQ	Terrestrial
3300017651_10	96.15	0.85	91.9	MQ	Terrestrial
3300021444_6	100	0.74	96.3	MQ	Terrestrial
3300002544_10	94.78	0.5	92.28	MQ	Terrestrial
3300029893_33	58.46	0	58.46	MQ	Terrestrial
3300015024_18	95.38	3.97	75.53	HQ	Terrestrial
3300027276_60	61.87	0.96	57.07	MQ	Terrestrial
3300012840_4	93.3	1.67	84.95	MQ	Terrestrial
3300010399_22	67.2	2.78	53.3	MQ	Terrestrial
3300025518_4	100	1.69	91.55	HQ	Terrestrial
3300017658_24	99.51	0.99	94.56	MQ	Terrestrial
3300026144_6	73.73	1.46	66.43	MQ	Terrestrial
3300012921_38	96.98	0	96.98	MQ	Terrestrial
3300028034_3	95.69	1.72	87.09	HQ	Terrestrial
3300027625_13	92.2	2.23	81.05	MQ	Terrestrial
3300012830_5	99.31	2.22	88.21	MQ	Terrestrial
3300020025_2	99.51	0	99.51	MQ	Terrestrial
3300010371_18	98.29	2.67	84.94	MQ	Terrestrial
3300027276_16	89.52	0	89.52	MQ	Terrestrial
3300010371_120	65.48	0	65.48	MQ	Terrestrial
3300025525_13	65.45	2.93	50.8	MQ	Terrestrial
3300018875_4	100	0.72	96.4	MQ	Terrestrial
3300027641_11	71.84	3.49	54.39	MQ	Terrestrial
3300027570_11	51.12	0.1	50.62	MQ	Terrestrial
3300024305_3	98.46	1.4	91.46	MQ	Terrestrial
3300005295_14	71.86	2.47	59.51	MQ	Terrestrial
3300027968_64	89.89	1.29	83.44	MQ	Terrestrial
3300010371_62	69.59	1.45	62.34	MQ	Terrestrial
3300027276_49	95.3	2.96	80.5	MQ	Terrestrial
3300027518_9	88.99	0.64	85.79	MQ	Terrestrial
3300022904_6	64.62	0.09	64.17	MQ	Terrestrial
3300025604_8	87.94	0.98	83.04	MQ	Terrestrial
3300027276_28	94.63	1.01	89.58	HQ	Terrestrial
3300027711_42	84.44	0.52	81.84	MQ	Terrestrial
3300012830_8	95.88	0.21	94.83	MQ	Terrestrial
3300012799_5	100	0.25	98.75	MQ	Terrestrial
3300010373_64	81.72	2.18	70.82	MQ	Terrestrial
3300025481_17	65.98	1.09	60.53	MQ	Terrestrial
3300017975_12	78.34	1.47	70.99	MQ	Terrestrial
3300015161_11	69.94	2.83	55.79	MQ	Terrestrial
3300025846_37	77.83	2.86	63.53	MQ	Terrestrial
3300025802_4	81.56	2.03	71.41	MQ	Terrestrial
3300011921_9	95.48	1.47	88.13	MQ	Terrestrial
3300025518_15	94.07	0	94.07	MQ	Terrestrial
3300027653_44	76.82	2.81	62.77	MQ	Terrestrial
3300029893_18	63.47	0	63.47	MQ	Terrestrial
3300023053_8	53.19	0.63	50.04	MQ	Terrestrial
3300012879_4	97.46	1.43	90.31	MQ	Terrestrial
3300028087_4	59.37	0	59.37	MQ	Terrestrial
3300023107_5	99.11	0.74	95.41	MQ	Terrestrial
3300018032_6	61.09	0.79	57.14	MQ	Terrestrial
3300027499_3	82.19	3.17	66.34	MQ	Terrestrial
3300005544_15	94.03	3.82	74.93	MQ	Terrestrial
3300019458_26	60.53	1.23	54.38	MQ	Terrestrial
3300021420_7	76.64	0.27	75.29	MQ	Terrestrial
3300015024_23	97.16	1.82	88.06	MQ	Terrestrial
3300029893_12	96.04	2.48	83.64	HQ	Terrestrial
3300012799_7	71.77	0.96	66.97	MQ	Terrestrial
2162886008_7	67.42	2.93	52.77	MQ	Terrestrial
3300003364_9	95.67	3.74	76.97	HQ	Terrestrial
3300027547_2	66.71	0.83	62.56	MQ	Terrestrial
3300017970_15	54.07	0.41	52.02	MQ	Terrestrial
3300012840_12	71.02	0.35	69.27	MQ	Terrestrial
3300025915_19	80.43	1.45	73.18	MQ	Terrestrial
3300012942_86	63.25	0	63.25	MQ	Terrestrial
3300027499_16	82.63	4.94	57.93	MQ	Terrestrial
3300025865_12	85.15	0.91	80.6	MQ	Terrestrial
3300017553_9	100	0.99	95.05	MQ	Terrestrial
3300017653_16	87.44	1.98	77.54	MQ	Terrestrial
3300012940_62	100	0.03	99.85	MQ	Terrestrial
3300027284_24	72.4	0.71	68.85	MQ	Terrestrial
3300029893_23	68.81	0	68.81	MQ	Terrestrial
3300021477_15	70.09	1.71	61.54	MQ	Terrestrial
3300027577_5	69.05	0.41	67	MQ	Terrestrial
3300005529_28	87.34	3.41	70.29	MQ	Terrestrial
3300027393_4	68.96	1.02	63.86	MQ	Terrestrial
3300026127_8	62	0.29	60.55	MQ	Terrestrial
3300010373_34	71.18	3.58	53.28	MQ	Terrestrial
3300015171_2	97.44	0.85	93.19	HQ	Terrestrial
3300025579_15	62.67	1.72	54.07	MQ	Terrestrial
3300018469_8	57.39	0.68	53.99	MQ	Terrestrial
3300023118_13	65.1	1.71	56.55	MQ	Terrestrial
3300025525_12	93.55	1.08	88.15	HQ	Terrestrial
3300010400_32	62.5	2.24	51.3	MQ	Terrestrial
3300025716_7	87.45	3.28	71.05	MQ	Terrestrial
3300005295_17	55.19	0.51	52.64	MQ	Terrestrial
3300025664_18	67.46	3.27	51.11	MQ	Terrestrial
3300012801_4	96.14	3.57	78.29	MQ	Terrestrial
3300010339_9	89.65	3.26	73.35	MQ	Terrestrial
3300026144_1	79.3	3.42	62.2	MQ	Terrestrial
3300009700_13	75.45	1.78	66.55	MQ	Terrestrial
3300013764_3	97.57	4.85	73.32	MQ	Terrestrial
3300025520_9	99.26	0.53	96.61	HQ	Terrestrial
3300025511_3	84.9	1.84	75.7	MQ	Terrestrial
3300015024_36	74.85	0.5	72.35	MQ	Terrestrial
3300010343_10	75.81	1.66	67.51	MQ	Terrestrial
3300026184_10	96.01	2.35	84.26	MQ	Terrestrial
3300025490_2	93.22	1.41	86.17	HQ	Terrestrial
3300027653_25	88.45	2.52	75.85	MQ	Terrestrial
3300006879_22	94.8	1.08	89.4	MQ	Terrestrial
3300025944_56	54.6	0	54.6	MQ	Terrestrial
3300012001_4	97.69	1.18	91.79	MQ	Terrestrial
3300025971_3	96.7	2.2	85.7	MQ	Terrestrial
3300012865_8	85.77	1.46	78.47	MQ	Terrestrial
3300014491_19	62.75	1.31	56.2	MQ	Terrestrial
3300012878_7	64.66	1.72	56.06	MQ	Terrestrial
3300027706_38	95.63	3.24	79.43	MQ	Terrestrial
3300017658_17	97.71	0.56	94.91	MQ	Terrestrial
3300000364_12	72.6	2.63	59.45	MQ	Terrestrial
3300025750_17	75.95	0.33	74.3	MQ	Terrestrial
3300026222_3	80.74	2.34	69.04	MQ	Terrestrial
3300028588_20	60.77	0.71	57.22	MQ	Terrestrial
3300015164_4	94.93	3.38	78.03	MQ	Terrestrial
3300005529_89	84.59	1.35	77.84	MQ	Terrestrial
3300023171_9	99.46	0	99.46	MQ	Terrestrial
3300012940_40	77.9	1.84	68.7	MQ	Terrestrial
3300025575_15	96.48	3.74	77.78	HQ	Terrestrial
3300011996_4	97.84	0.05	97.59	HQ	Terrestrial
3300006176_16	96.3	0	96.3	HQ	Terrestrial
3300015198_12	80.7	3.56	62.9	MQ	Terrestrial
3300012851_4	86.19	0.48	83.79	MQ	Terrestrial
3300025600_21	96.94	1.56	89.14	MQ	Terrestrial
3300006879_29	79.02	3.69	60.57	MQ	Terrestrial
3300010341_18	93.15	4.63	70	MQ	Terrestrial
3300027653_24	90.02	4.76	66.22	HQ	Terrestrial
3300021407_5	97.78	0.99	92.83	HQ	Terrestrial
3300014491_12	80.79	1.32	74.19	MQ	Terrestrial
3300022751_8	90.16	1.13	84.51	HQ	Terrestrial
3300015196_17	85.34	4.76	61.54	MQ	Terrestrial
3300027965_44	93.06	3.7	74.56	HQ	Terrestrial
3300025518_12	72.5	0.6	69.5	MQ	Terrestrial
3300025857_36	62.58	0.65	59.33	MQ	Terrestrial
3300022924_11	98.72	0.3	97.22	MQ	Terrestrial
3300025793_1	96.64	2.39	84.69	HQ	Terrestrial
3300002544_6	90.91	0.16	90.11	MQ	Terrestrial
3300027384_2	63.48	0.91	58.93	MQ	Terrestrial
3300013763_3	87.95	0.97	83.1	MQ	Terrestrial
3300023254_4	89.16	3.85	69.91	MQ	Terrestrial
2162886008_3	72.26	1.03	67.11	MQ	Terrestrial
3300026222_4	74.33	0.93	69.68	MQ	Terrestrial
3300015204_10	97.01	0.71	93.46	MQ	Terrestrial
3300025928_10	87.28	3.96	67.48	MQ	Terrestrial
3300005615_21	66.32	0	66.32	MQ	Terrestrial
3300002544_1	98.84	0.97	93.99	MQ	Terrestrial
3300025703_22	85.47	1.28	79.07	MQ	Terrestrial
3300027930_5	92.82	0.65	89.57	MQ	Terrestrial
3300006879_33	81.93	2.34	70.23	MQ	Terrestrial
3300019458_15	98.68	3.17	82.83	HQ	Terrestrial
3300026931_2	81.93	1.86	72.63	MQ	Terrestrial
3300025475_2	86.08	1.12	80.48	MQ	Terrestrial
3300007352_48	79.44	0	79.44	MQ	Terrestrial
3300025721_9	80.41	4.93	55.76	MQ	Terrestrial
3300027527_1	87.54	2.52	74.94	MQ	Terrestrial
3300009698_20	75	0	75	MQ	Terrestrial
3300012921_94	76.27	0.32	74.67	MQ	Terrestrial
3300006879_55	65.26	1.16	59.46	MQ	Terrestrial
3300012921_40	99.46	0.27	98.11	MQ	Terrestrial
3300018984_8	97.75	0.44	95.55	MQ	Terrestrial
3300012001_5	95.86	2.23	84.71	MQ	Terrestrial
3300025944_27	73.3	0.98	68.4	MQ	Terrestrial
3300027499_18	81.71	4.57	58.86	MQ	Terrestrial
3300025888_25	93.94	2.56	81.14	HQ	Terrestrial
3300012942_42	88.47	0.18	87.57	MQ	Terrestrial
3300020215_8	77.93	1.91	68.38	MQ	Terrestrial
3300025679_28	66.24	0.43	64.09	MQ	Terrestrial
3300012842_10	100	0	100	MQ	Terrestrial
3300027711_38	83.91	1.75	75.16	MQ	Terrestrial
3300025857_22	81.48	2.99	66.53	MQ	Terrestrial
3300005471_47	70.01	0	70.01	MQ	Terrestrial
3300012943_15	81.67	3.23	65.52	MQ	Terrestrial
3300027773_28	95.7	1.68	87.3	HQ	Terrestrial
3300027821_4	99.71	0.99	94.76	HQ	Terrestrial
3300015202_7	95.99	1.42	88.89	HQ	Terrestrial
3300027826_19	99.13	1.74	90.43	MQ	Terrestrial
3300025518_8	97.87	1.72	89.27	HQ	Terrestrial
3300025493_4	76.19	0.9	71.69	MQ	Terrestrial
3300027284_13	100	0.68	96.6	MQ	Terrestrial
3300019124_4	97.37	3.25	81.12	HQ	Terrestrial
3300026185_2	97.73	3.56	79.93	HQ	Terrestrial
3300027968_24	82.53	1.98	72.63	MQ	Terrestrial
3300010371_44	81.67	1.19	75.72	MQ	Terrestrial
3300027950_2	84.95	1.29	78.5	MQ	Terrestrial
3300012843_3	86.19	0.48	83.79	MQ	Terrestrial
3300025484_16	98.72	1.71	90.17	MQ	Terrestrial
3300026638_2	93.97	0.89	89.52	HQ	Terrestrial
3300009095_104	74.48	2.39	62.53	MQ	Terrestrial
3300005529_81	70.3	0	70.3	MQ	Terrestrial
3300019458_33	72.43	1.25	66.18	MQ	Terrestrial
3300000858_1	63.88	0.66	60.58	MQ	Terrestrial
3300021444_5	100	0.49	97.55	MQ	Terrestrial
3300011992_7	89.34	3.17	73.49	MQ	Terrestrial
3300020156_9	95.18	3.92	75.58	HQ	Terrestrial
3300027641_13	68.89	3.04	53.69	MQ	Terrestrial
3300012005_6	97.98	2.86	83.68	HQ	Terrestrial
3300027640_35	97.66	0	97.66	HQ	Terrestrial
3300028087_3	100	0	100	HQ	Terrestrial
3300027711_26	89.25	0.36	87.45	MQ	Terrestrial
3300012856_4	50.35	0	50.35	MQ	Terrestrial
3300021170_13	72.19	1.1	66.69	MQ	Terrestrial
3300006879_11	89.07	1.69	80.62	MQ	Terrestrial
3300007352_41	88.03	1.82	78.93	MQ	Terrestrial
3300019767_3	62.07	0.86	57.77	MQ	Terrestrial
3300022917_4	57.56	0.62	54.46	MQ	Terrestrial
3300011999_7	67.8	0.97	62.95	MQ	Terrestrial
3300026157_20	90.74	1.42	83.64	MQ	Terrestrial
