GenomeID	EcosystemCategory	Longitude	Latitude	MIMAGQuality
3300029696_17	Human	-0.12	51.5	MQ
3300011218_2	Built environment	-73.99	40.6	HQ
3300024357_2	Aquatic	-81.6053	31.4271	HQ
3300008128_7	Human	-77.1012	39.0043	MQ
3300014070_5	Built environment	-73.95	40.66	MQ
3300002035_5	Algae	151.15	-33.57	MQ
3300025422_9	Aquatic	-123.5	48.6	MQ
3300020430_43	Aquatic	-140.317	-8.8951	MQ
3300020383_23	Aquatic	-84.5107	2.1008	MQ
3300025666_9	Aquatic	7.9	54.1883	HQ
3300011790_4	Built environment	-73.94	40.7	MQ
3300011834_2	Built environment	-73.97	40.62	HQ
3300027870_20	Aquatic	-81.3556	42.2854	MQ
3300029873_21	Human	-0.12	51.5	HQ
3300027816_30	Aquatic	-83.2941	41.6996	MQ
3300017518_62	Aquatic	-81.583	81.017	MQ
3300006255_42	Human	-77.1012	39.0043	MQ
3300011953_4	Built environment	-73.99	40.72	MQ
3300024903_2	Aquatic	-122.16	48.3807	MQ
3300015204_7	Terrestrial	-50.0184	67.163	MQ
3300020403_44	Aquatic	66.4581	18.5679	MQ
3300025708_41	Wastewater	-90.43	41.53	MQ
3300020435_30	Aquatic	-100.663	-16.9727	MQ
3300025207_1	Plants	-79.0499	35.9082	MQ
3300025707_36	Aquatic	-123.5	48.6	MQ
3300010280_33	Animal	-89.4	43.07	MQ
3300027627_16	Aquatic	-83.0459	44.5046	MQ
3300020204_36	Aquatic	29.9408	-6.4662	MQ
3300021400_92	Mammals	171.6	-42.26	MQ
3300018415_36	Aquatic	-81.028	31.972	MQ
3300003106_1	Aquatic	-84.341	36.159	HQ
3300025695_32	Aquatic	-123.5	48.6	MQ
3300029462_15	Human	121.468	31.2123	MQ
3300007796_8	Human	-77.1012	39.0043	MQ
3300027021_2	Lab enrichment	-67.0188	17.9673	MQ
3300029848_29	Human	-0.12	51.5	MQ
3300017788_125	Aquatic	29.2	-1.78	MQ
3300027322_7	Lab enrichment	-122.29	37.8408	MQ
3300025858_140	Wastewater	139.63	35.92	MQ
3300025606_7	Aquatic	-89.6063	46.0072	MQ
3300029618_19	Human	-0.12	51.5	HQ
3300021306_15	Mammals	-119.841	34.4149	HQ
3300025881_53	Aquatic	7.9	54.1883	MQ
3300018080_24	Aquatic	-115.917	33.4166	MQ
3300025534_6	Lab enrichment	-121.75	38.5402	MQ
3300011985_10	Human	-118.444	34.0722	HQ
3300015360_67	Aquatic	161.59	-77.5281	MQ
3300014491_10	Terrestrial	19.05	68.35	MQ
3300029700_20	Human	-0.12	51.5	MQ
3300029350_18	Human	-76.6259	39.2885	MQ
3300025181_1	Aquatic	110.18	-31.16	MQ
3300025114_6	Aquatic	-80.809	-13.003	MQ
3300011914_5	Human	-118.444	34.0722	HQ
3300029048_15	Human	12.531	55.678	MQ
3300029122_23	Human	116.416	39.9119	MQ
3300025208_6	Plants	-79.0499	35.9082	MQ
3300026885_3	Aquatic	-110.709	44.733	MQ
3300026516_37	Wastewater	-89.4117	43.0762	MQ
3300012816_7	Terrestrial	-89.4011	43.073	MQ
3300012083_8	Fungi	-79.3535	34.9174	MQ
3300026197_22	Terrestrial	-122.133	37.4958	MQ
3300013005_124	Aquatic	-89.405	43.099	MQ
3300009826_111	Arthropoda	-53.0462	5.0626	MQ
3300026518_21	Aquatic	-176.601	-22.1802	MQ
3300028132_7	Aquatic	-121.905	36.8313	MQ
3300011952_1	Built environment	-73.96	40.65	MQ
3300021471_6	Aquatic	-110.596	27.0114	MQ
3300022904_6	Terrestrial	-89.38	43.3	MQ
3300020195_27	Aquatic	161.59	-77.5281	MQ
3300000558_32	Wastewater	-111.55	57.02	HQ
3300009503_297	Aquatic	-110.44	44.61	MQ
3300010428_7	Bioreactor	-72.1429	43.726	MQ
3300022602_34	Aquatic	-89.6861	46.0412	MQ
3300025634_12	Terrestrial	-156.61	71.2999	MQ
3300014726_1	Built environment	-73.99	40.75	MQ
3300012060_3	Fungi	-72.8224	40.8926	MQ
3300025719_18	Aquatic	-123.5	48.6	MQ
3300020197_56	Aquatic	29.4853	-4.9054	MQ
3300029724_11	Human	-0.12	51.5	HQ
3300028086_1	Aquatic	-89.9778	29.8571	MQ
3300029256_22	Human	116.416	39.9119	MQ
3300017938_20	Aquatic	-93.4828	47.5028	HQ
3300028298_6	Aquatic	-124.009	49.68	HQ
3300026627_12	Aquatic	-110.702	44.7219	MQ
3300022865_5	Aquatic	78.188	-68.4725	MQ
3300011696_4	Built environment	-73.91	40.86	MQ
3300017986_29	Aquatic	-81.028	31.972	MQ
3300027968_28	Terrestrial	-76.3402	40.7999	MQ
3300007208_15	Human	-77.1012	39.0043	MQ
3300024262_16	Aquatic	18.254	58.622	MQ
3300029858_31	Human	-0.12	51.5	MQ
3300020138_8	Arthropoda	-89.4125	43.0758	MQ
3300029383_8	Human	-76.6259	39.2885	HQ
3300024060_37	Aquatic	-178.177	-34.3456	MQ
3300029250_25	Human	116.416	39.9119	HQ
3300017964_35	Aquatic	-81.028	31.972	MQ
3300008746_21	Human	-77.1012	39.0043	MQ
3300025292_21	Plants	-78.5097	35.6667	MQ
3300020277_12	Aquatic	-116.682	14.1468	MQ
3300009503_95	Aquatic	-110.44	44.61	MQ
3300029607_30	Human	121.465	31.2112	MQ
3300026549_58	Mammals	-112.842	49.6935	MQ
3300027291_8	Aquatic	-74.7949	45.0061	MQ
3300007312_7	Human	-77.1012	39.0043	MQ
3300007109_7	Human	-77.1012	39.0043	MQ
3300013132_16	Aquatic	29.05	-1.64	MQ
3300007186_18	Human	-77.1012	39.0043	MQ
3300007806_6	Human	-77.1012	39.0043	HQ
3300014047_5	Mammals	-105.585	41.3142	MQ
3300027754_74	Aquatic	-72.0994	45.4091	MQ
3300025503_32	Aquatic	-110.69	44.376	MQ
3300008096_10	Human	-77.1012	39.0043	MQ
3300020396_30	Aquatic	-57.8265	-47.1208	MQ
3300025896_4	Aquatic	-75.3633	39.283	MQ
3300020256_1	Aquatic	-84.5107	2.1008	MQ
3300020307_13	Aquatic	37.9202	-29.5082	MQ
3300027782_26	Aquatic	-71.2508	48.2311	MQ
3300006566_21	Human	-77.1012	39.0043	MQ
3300020057_19	Aquatic	161.59	-77.5281	MQ
3300025079_3	Aquatic	-144.996	50.0005	MQ
3300000866_12	Aquatic	98.46	25.4414	HQ
3300005460_22	Mammals	16.37	48.2	MQ
3300013129_28	Aquatic	29.2062	-2.05	MQ
3300029021_10	Human	12.531	55.678	MQ
3300025252_9	Aquatic	-52.63	20	MQ
3300013485_2	Built environment	-73.93	40.7	HQ
3300027971_11	Aquatic	-72.0994	45.4091	MQ
3300011550_1	Built environment	-73.9	40.67	HQ
3300018426_30	Aquatic	-81.028	31.972	MQ
3300014940_7	Human	12.531	55.678	MQ
3300015360_35	Aquatic	161.59	-77.5281	MQ
3300027391_16	Porifera	13.56	45.5099	MQ
3300012263_4	Aquatic	78.2467	-68.5417	MQ
3300029412_19	Human	-76.6259	39.2885	MQ
3300029310_7	Human	35.0829	-3.63476	MQ
3300014503_1	Human	12.531	55.678	HQ
3300006461_4	Human	-77.1012	39.0043	MQ
3300026821_5	Aquatic	-110.702	44.7219	MQ
3300027687_31	Aquatic	-150.069	75.235	HQ
3300000558_59	Wastewater	-111.55	57.02	MQ
3300029000_6	Human	12.531	55.678	HQ
3300028048_44	Mammals	-112.842	49.6935	MQ
3300029570_23	Human	121.465	31.2112	MQ
3300025596_35	Aquatic	-123.5	48.6	MQ
3300029820_21	Human	121.465	31.2112	MQ
3300009083_121	Aquatic	163.163	-77.605	MQ
3300018415_20	Aquatic	-81.028	31.972	MQ
3300028964_7	Human	12.531	55.678	MQ
3300001919_14	Mammals	9.94157	53.5953	MQ
3300017518_34	Aquatic	-81.583	81.017	MQ
3300007361_19	Human	-77.1012	39.0043	MQ
3300007204_12	Human	-77.1012	39.0043	MQ
3300029035_4	Human	12.5683	55.6761	MQ
3300028416_11	Aquatic	-121.905	36.8313	MQ
3300017452_6	Aquatic	-118.504	37.4127	MQ
3300029172_1	Modeled	-2.96776	53.4059	MQ
3300027673_21	Wastewater	-87.895	43.023	MQ
3300027863_217	Aquatic	-110.44	44.611	MQ
3300005274_3	Solid waste	-121.753	38.546	MQ
3300027418_2	Aquatic	-123.94	46.2	MQ
3300027863_296	Aquatic	-110.44	44.611	MQ
3300012270_19	Aquatic	78.1913	-68.5558	MQ
3300029049_16	Human	12.531	55.678	MQ
3300013099_26	Aquatic	-111.38	27.0151	MQ
3300028161_11	Aquatic	-124.009	49.68	MQ
3300017444_49	Aquatic	-125.513	60.1987	HQ
3300025737_73	Wastewater	-70.96	42.35	MQ
2058419001_2	Aquatic	-112.666	41.4544	MQ
3300029480_11	Human	121.468	31.2123	HQ
3300029469_12	Human	121.468	31.2123	MQ
3300025465_16	Aquatic	-72.2	39.29	MQ
3300026972_2	Lab enrichment	-67.0188	17.9673	MQ
3300029483_17	Human	121.468	31.2123	HQ
3300029413_13	Human	-76.6259	39.2885	HQ
3300023237_5	Aquatic	78.188	-68.4725	HQ
3300005078_12	Aquatic	7.42	55.49	MQ
3300029559_21	Human	121.465	31.2112	MQ
3300007129_7	Arthropoda	-48.24	-19.11	MQ
3300020578_58	Aquatic	29.4853	-4.9054	HQ
3300002168_57	Biotransformation	8.4956	52.0385	MQ
3300012835_6	Insecta	-89.4011	43.073	MQ
3300020330_28	Aquatic	-116.696	14.2016	MQ
3300027279_23	Aquatic	-110.715	44.963	HQ
3300028985_3	Human	12.531	55.678	MQ
3300027571_14	Aquatic	-123.913	46.234	MQ
3300007519_95	Aquatic	162.445	-77.714	MQ
3300006853_22	Plants	-83.9607	35.8443	MQ
3300009393_16	Human	-77.1012	39.0043	MQ
3300006502_7	Human	-77.1012	39.0043	MQ
3300021503_9	Aquatic	-110.596	27.0114	MQ
3300026768_4	Aquatic	-110.711	44.7315	MQ
3300017473_19	Aquatic	29.2	-1.78	MQ
3300025867_65	Wastewater	139.63	35.92	HQ
3300025605_6	Wastewater	139.38	36.29	MQ
3300025815_24	Aquatic	-75.3633	39.283	MQ
3300014720_44	Aquatic	29.05	-1.64	MQ
3300006568_14	Human	-77.1012	39.0043	MQ
3300029332_11	Human	-76.6259	39.2885	MQ
3300002462_35	Arthropoda	11.83	-4.7	HQ
3300029619_20	Human	-0.12	51.5	MQ
3300027949_6	Terrestrial	-119.272	46.372	MQ
3300008622_10	Human	-77.1012	39.0043	HQ
3300007657_11	Human	-77.1012	39.0043	MQ
3300011729_2	Built environment	-73.83	40.58	MQ
3300026280_8	Aquatic	-110.798	44.534	HQ
3300009540_39	Wastewater	16.2	48.3	MQ
3300025716_13	Terrestrial	-156.789	71.2906	MQ
3300028569_53	Aquatic	-1.8737	39.9879	MQ
3300006464_36	Human	-77.1012	39.0043	MQ
3300001683_40	Aquatic	-111.425	27.0158	HQ
3300029857_17	Human	-0.12	51.5	MQ
3300025696_29	Aquatic	7.9	54.1842	MQ
3300022181_35	Modeled	-76.485	42.4447	HQ
3300018020_20	Aquatic	-93.4828	47.5028	HQ
3300029623_40	Human	-0.12	51.5	MQ
3300007795_12	Human	-77.1012	39.0043	MQ
3300027416_9	Aquatic	-123.913	46.234	MQ
3300006083_2	Aquatic	-129.982	45.9332	MQ
3300026198_12	Bioreactor	-122.305	47.6525	MQ
3300025711_18	Plants	-85.3738	42.3948	MQ
3300011160_1	Built environment	-73.98	40.57	MQ
3300022742_9	Arthropoda	-89.4125	43.0758	MQ
3300026283_14	Wastewater	-89.4117	43.0762	HQ
3300013094_33	Aquatic	-89.686	46.041	MQ
3300026953_4	Terrestrial	-65	18	MQ
3300009566_33	Terrestrial	-87.3692	30.7036	HQ
3300005253_8	Aquatic	8.464	73.7632	HQ
3300027773_52	Terrestrial	-76.3402	40.7999	HQ
3300022871_9	Aquatic	78.188	-68.4725	HQ
3300011555_2	Built environment	-73.86	40.84	MQ
3300011614_2	Built environment	-73.99	40.72	HQ
3300023044_1	Mammals	-122.5	38.04	MQ
3300020195_9	Aquatic	161.59	-77.5281	MQ
3300017526_21	Aquatic	29.1756	-2.0288	MQ
3300021499_3	Aquatic	-110.596	27.0114	MQ
3300014764_3	Human	12.531	55.678	MQ
3300022821_12	Aquatic	78.188	-68.4725	MQ
3300012808_7	Terrestrial	-89.4011	43.073	MQ
3300027962_9	Aquatic	-67.1932	17.9511	MQ
3300027832_45	Aquatic	162.445	-77.714	HQ
3300013232_24	Wastewater	-79.99	40.44	MQ
3300028567_57	Built environment	-123.147	49.1151	MQ
3300027244_10	Aquatic	-123.941	46.2024	MQ
3300028553_28	Aquatic	-1.8737	39.9879	HQ
3300029740_17	Human	-0.12	51.5	MQ
3300027844_39	Aquatic	-156.023	75.2588	MQ
3300003140_4	Human	-90.2649	38.6355	MQ
3300020312_10	Aquatic	70.0244	14.5375	MQ
3300029855_11	Human	-0.12	51.5	HQ
3300020084_18	Aquatic	29.4853	-4.9054	MQ
3300013126_74	Aquatic	29.05	-1.64	MQ
3300028911_12	Human	116.416	39.9119	MQ
3300014613_19	Aquatic	16.66	57.4344	MQ
3300029620_16	Human	-0.12	51.5	HQ
3300027566_15	Bioremediation	-106.08	35.9918	MQ
3300025665_55	Aquatic	-123.5	48.6	MQ
3300029105_7	Human	12.5683	55.6761	MQ
3300015360_31	Aquatic	161.59	-77.5281	MQ
3300007100_20	Human	-77.1012	39.0043	MQ
3300025750_6	Terrestrial	-156.789	71.2906	MQ
3300029590_23	Human	-0.12	51.5	MQ
3300005676_2	Wastewater	153.012	-27.5	MQ
3300020083_18	Aquatic	29.4853	-4.9054	MQ
3300029791_19	Human	-76.6259	39.2885	HQ
3300014921_6	Human	12.531	55.678	HQ
3300020462_52	Aquatic	-28.7989	36.2108	MQ
3300029735_18	Human	-0.12	51.5	HQ
3300010158_35	Aquatic	-72.5	46.8319	MQ
3300020198_71	Aquatic	29.658	-6.1786	MQ
3300029065_1	Human	12.5683	55.6761	MQ
3300025187_2	Aquatic	-17.26	32.08	MQ
3300011890_2	Built environment	-73.92	40.75	HQ
3300006748_20	Human	-77.1012	39.0043	MQ
3300015208_5	Terrestrial	18.6044	67.9031	MQ
3300012853_7	Terrestrial	-89.4011	43.073	MQ
3300027909_43	Plants	-83.9607	35.8443	MQ
3300025393_6	Wastewater	104.06	30.66	HQ
3300011763_2	Built environment	-73.97	40.75	MQ
3300027491_7	Aquatic	-123.183	46.1812	MQ
3300027777_20	Aquatic	-72.5	46.8319	MQ
3300012112_5	Fungi	-84.4952	30.4397	MQ
3300027896_34	Aquatic	-86.23	41.7	HQ
3300017518_42	Aquatic	-81.583	81.017	MQ
3300028576_42	Built environment	-123.147	49.1151	MQ
3300013093_19	Aquatic	-89.686	46.041	HQ
3300015024_14	Terrestrial	18.4709	67.9109	MQ
3300027863_200	Aquatic	-110.44	44.611	MQ
3300025373_9	Aquatic	-110.69	44.376	MQ
3300028398_30	Aquatic	-32.2779	37.2917	HQ
3300025518_12	Terrestrial	-122.439	38.874	MQ
3300025257_10	Aquatic	-52.639	18.3272	MQ
3300029717_37	Human	-0.12	51.5	MQ
3300020168_35	Aquatic	-81.028	31.972	MQ
3300017971_91	Aquatic	-115.8	33.3	MQ
3300008547_31	Human	-77.1012	39.0043	MQ
3300027125_3	Aquatic	-74.7949	45.0061	MQ
3300027832_32	Aquatic	162.445	-77.714	MQ
3300010268_39	Bioreactor	-72.1429	43.726	MQ
3300010286_17	Bioreactor	-72.1429	43.726	MQ
3300025654_21	Aquatic	7.9	54.1883	MQ
3300008575_24	Human	-77.1012	39.0043	HQ
3300029748_25	Human	-0.12	51.5	MQ
3300027850_43	Aquatic	163.163	-77.605	MQ
2015219000_2	Aquatic	-110.704	44.7231	MQ
3300012906_2	Terrestrial	-89.38	43.3	MQ
3300020139_36	Aquatic	-119.366	40.6614	MQ
3300007314_25	Human	-77.1012	39.0043	MQ
3300009767_36	Wastewater	142.37	43.77	MQ
3300009767_13	Wastewater	142.37	43.77	HQ
3300029373_22	Human	-76.6259	39.2885	MQ
3300027835_36	Aquatic	-73.6044	43.2922	HQ
3300027555_6	Aquatic	-122.102	37.569	MQ
3300013127_55	Aquatic	29.2062	-2.05	HQ
3300025683_39	Wastewater	-122.27	37.8	MQ
3300027217_1	Aquatic	-123.883	46.2314	HQ
3300024339_24	Aquatic	-123.501	48.5847	HQ
3300027328_19	Porifera	13.56	45.5099	MQ
3300027816_8	Aquatic	-83.2941	41.6996	MQ
3300027819_201	Aquatic	-73.6044	43.0994	MQ
3300001782_24	Aquatic	-77.1112	34.6478	MQ
3300019135_4	Terrestrial	-109.695	38.7121	MQ
3300029375_25	Human	-76.6259	39.2885	HQ
3300025373_32	Aquatic	-110.69	44.376	MQ
3300010276_31	Bioreactor	-72.1429	43.726	MQ
3300027976_59	Aquatic	163.163	-77.605	MQ
3300025249_7	Aquatic	103.31	-30.33	MQ
3300020460_9	Aquatic	37.2517	23.4217	MQ
3300026825_12	Microbial	-122.024	37.9314	HQ
3300021467_27	Aquatic	-110.596	27.0114	MQ
3300005966_8	Aquatic	-110.798	44.5341	HQ
3300025618_11	Wastewater	-122.27	37.8	MQ
3300013125_129	Aquatic	29.05	-1.64	MQ
3300029587_41	Human	-0.12	51.5	MQ
3300011465_2	Built environment	-73.99	40.75	HQ
3300018048_31	Aquatic	-81.028	31.972	MQ
3300024897_1	Aquatic	-122.16	48.3807	MQ
3300011578_3	Built environment	-73.8	40.7	MQ
3300002168_77	Biotransformation	8.4956	52.0385	MQ
3300025707_15	Aquatic	-123.5	48.6	MQ
3300020464_29	Aquatic	-43.2486	-30.1495	MQ
3300013137_227	Aquatic	29.05	-1.64	MQ
3300028965_6	Human	12.531	55.678	MQ
3300029779_25	Human	-76.6259	39.2885	MQ
3300014887_41	Aquatic	-111.38	27.0154	MQ
3300009704_78	Wastewater	135.27	34.72	MQ
3300027756_12	Aquatic	-86.5698	43.1998	MQ
3300005627_1	Aquatic	10.542	52.149	HQ
3300029611_28	Human	-0.12	51.5	MQ
3300029426_17	Human	-76.6259	39.2885	HQ
3300008103_27	Human	-77.1012	39.0043	MQ
3300029704_8	Human	-0.12	51.5	MQ
3300027510_46	Biotransformation	8.4956	52.0385	MQ
3300011527_2	Built environment	-73.58	40.75	HQ
3300029426_21	Human	-76.6259	39.2885	MQ
3300009772_42	Wastewater	114.17	22.28	MQ
3300006327_5	Aquatic	-158	22.75	MQ
3300007795_14	Human	-77.1012	39.0043	MQ
3300005290_16	Plants	-85.4002	42.4062	MQ
3300027196_8	Aquatic	-123.94	46.2	MQ
3300008732_7	Human	-77.1012	39.0043	MQ
3300028297_9	Aquatic	-121.905	36.8313	MQ
3300027126_4	Aquatic	-123.183	46.1812	MQ
3300029733_15	Human	-0.12	51.5	MQ
3300012973_13	Mammals	-122.5	38.04	MQ
3300007220_28	Human	-77.1012	39.0043	MQ
3300011976_20	Human	-118.444	34.0722	MQ
3300015158_3	Terrestrial	-50.064	67.1565	MQ
3300025846_14	Terrestrial	-156.789	71.2906	MQ
3300017688_3	Aquatic	21.4899	61.242	MQ
3300029584_10	Human	-0.12	51.5	HQ
3300000154_13	Aquatic	-123.5	48.6	MQ
3300029634_15	Human	-76.6259	39.2885	MQ
3300029127_24	Human	116.416	39.9119	MQ
3300014613_11	Aquatic	16.66	57.4344	MQ
3300011576_1	Built environment	-73.91	40.75	MQ
3300027592_35	Lab enrichment	-74.01	40.58	HQ
3300001096_22	Bioremediation	103.772	1.29973	MQ
3300029357_19	Human	-76.6259	39.2885	HQ
3300027784_41	Aquatic	79.48	51.39	MQ
3300025724_27	Wastewater	138.83	37.43	MQ
3300024262_32	Aquatic	18.254	58.622	MQ
3300014525_5	Human	12.531	55.678	MQ
3300013391_4	Aquatic	21.4803	61.2418	MQ
3300029338_22	Human	-76.6259	39.2885	MQ
3300025260_1	Aquatic	-124.521	15.9164	HQ
3300029354_24	Human	-76.6259	39.2885	HQ
3300029520_10	Human	121.468	31.2123	MQ
3300025613_59	Wastewater	135.05	34.65	MQ
3300027322_8	Lab enrichment	-122.29	37.8408	MQ
3300008754_14	Human	-77.1012	39.0043	HQ
3300017658_15	Terrestrial	-122.29	37.83	HQ
3300013131_115	Aquatic	29.05	-1.64	MQ
3300007296_28	Human	-77.1012	39.0043	MQ
3300027459_1	Terrestrial	-89.32	43.42	MQ
3300013125_121	Aquatic	29.05	-1.64	MQ
3300020295_16	Aquatic	64.5757	18.9918	MQ
3300007348_3	Human	-77.1012	39.0043	MQ
3300029886_13	Human	-0.12	51.5	MQ
3300011819_4	Human	-118.444	34.0722	MQ
3300018878_118	Mammals	-119.667	34.4204	MQ
3300027834_22	Aquatic	-119.846	34.3923	MQ
3300020361_6	Aquatic	64.5757	18.9918	MQ
3300025499_1	Terrestrial	-156.61	71.2999	MQ
3300012816_13	Terrestrial	-89.4011	43.073	MQ
3300008271_16	Human	-77.1012	39.0043	MQ
3300011981_16	Human	-118.444	34.0722	MQ
3300029057_6	Human	12.531	55.678	MQ
3300029016_8	Human	12.531	55.678	MQ
3300029252_4	Wastewater	18.1084	59.3107	MQ
3300000230_4	Aquatic	12.95	43.3833	MQ
3300028299_10	Aquatic	-124.009	49.68	MQ
3300029488_28	Human	121.468	31.2123	MQ
3300029358_12	Human	-76.6259	39.2885	MQ
3300029815_24	Human	121.465	31.2112	HQ
3300012090_15	Fungi	-81.4844	28.7105	MQ
3300027896_13	Aquatic	-86.23	41.7	HQ
3300026848_24	Lab enrichment	-67.0188	17.9673	MQ
3300025876_29	Aquatic	7.9	54.1842	MQ
3300012940_19	Terrestrial	-122.29	37.83	HQ
3300020168_34	Aquatic	-81.028	31.972	MQ
3300029905_25	Birds	126.73	45.73	MQ
3300012824_10	Insecta	-89.4011	43.073	MQ
3300020109_71	Aquatic	29.658	-6.1786	MQ
3300014964_12	Mammals	114.183	22.3356	MQ
3300025712_37	Aquatic	7.9	54.1883	MQ
3300027607_50	Aquatic	-79.97	9.28	HQ
3300010267_18	Bioreactor	-72.1429	43.726	MQ
3300027983_70	Aquatic	163.163	-77.605	MQ
3300029558_21	Human	121.465	31.2112	HQ
3300007977_12	Human	-77.1012	39.0043	MQ
3300019132_7	Terrestrial	-109.695	38.7121	MQ
3300013126_96	Aquatic	29.05	-1.64	MQ
3300012150_5	Fungi	-74.5635	39.7126	HQ
3300025603_15	Aquatic	78.188	-68.4725	MQ
3300029618_13	Human	-0.12	51.5	MQ
3300014001_2	Built environment	-73.91	40.86	MQ
3300012952_41	Aquatic	-17.4585	26.049	MQ
3300012848_6	Insecta	-89.4011	43.073	MQ
3300029128_7	Human	116.416	39.9119	HQ
3300020057_27	Aquatic	161.59	-77.5281	MQ
3300029849_11	Human	-0.12	51.5	MQ
3300021306_23	Mammals	-119.841	34.4149	MQ
3300027316_5	Lab enrichment	-122.29	37.8408	MQ
3300028568_25	Built environment	-123.147	49.1151	MQ
3300006292_31	Human	-77.1012	39.0043	MQ
3300025293_4	Aquatic	4.36	39.48	HQ
3300025809_37	Aquatic	7.9	54.1883	MQ
3300007566_35	Human	-77.1012	39.0043	MQ
3300011688_1	Built environment	-73.94	40.66	MQ
3300017533_29	Aquatic	-111.407	27.0078	MQ
3300006243_2	Human	-77.1012	39.0043	MQ
3300024311_4	Aquatic	-89.9778	29.8571	HQ
3300020197_37	Aquatic	29.4853	-4.9054	HQ
3300020307_4	Aquatic	37.9202	-29.5082	MQ
3300011002_20	Microbial	-148.113	61.5997	MQ
3300008626_12	Human	-77.1012	39.0043	MQ
3300028602_72	Aquatic	-80.577	43.442	MQ
3300007208_24	Human	-77.1012	39.0043	HQ
3300029536_23	Human	121.465	31.2112	MQ
3300027386_27	Porifera	13.56	45.5099	HQ
3300029365_32	Human	-76.6259	39.2885	MQ
3300011697_2	Built environment	-73.93	40.82	MQ
3300020728_6	Aquatic	-89.686	46.041	HQ
3300008144_22	Human	-77.1012	39.0043	MQ
3300013126_25	Aquatic	29.05	-1.64	MQ
3300007717_9	Human	-77.1012	39.0043	MQ
3300021400_113	Mammals	171.6	-42.26	MQ
3300021326_29	Mammals	-119.841	34.4149	MQ
3300027867_8	Terrestrial	-76.3402	40.7999	HQ
3300027757_23	Aquatic	-123.94	46.2	MQ
3300027706_47	Terrestrial	-76.3402	40.7999	MQ
3300012901_2	Terrestrial	-89.38	43.3	MQ
3300014905_1	Built environment	-73.85	40.85	MQ
3300025526_2	Terrestrial	-122.439	38.874	MQ
3300029759_21	Human	-76.6259	39.2885	MQ
3300027276_30	Terrestrial	-81.073	40.178	MQ
3300028534_19	Annelida	-104.292	9.8416	MQ
3300029241_20	Human	116.416	39.9119	HQ
3300023174_68	Aquatic	-83.95	34.2611	HQ
3300006298_7	Human	-77.1012	39.0043	MQ
3300025867_34	Wastewater	139.63	35.92	MQ
3300025821_18	Aquatic	7.9	54.1883	MQ
3300025315_12	Plants	-85.3738	42.3948	MQ
3300025423_2	Aquatic	-89.6063	46.0072	HQ
3300019376_10	Mammals	-119.84	34.4148	MQ
3300027215_1	Aquatic	-123.882	46.2311	HQ
3300014630_2	Built environment	-73.98	40.67	MQ
3300009784_16	Arthropoda	-53.0462	5.0626	MQ
3300027592_25	Lab enrichment	-74.01	40.58	MQ
3300011599_3	Built environment	-73.96	40.68	MQ
3300025713_68	Wastewater	-70.96	42.35	HQ
3300029031_4	Human	12.531	55.678	MQ
3300017418_9	Aquatic	-116.27	36.37	MQ
3300006461_6	Human	-77.1012	39.0043	MQ
3300025597_17	Wastewater	114.17	22.28	MQ
3300025767_17	Aquatic	-123.5	48.6	MQ
3300007797_13	Human	-77.1012	39.0043	MQ
3300006307_7	Human	-77.1012	39.0043	HQ
3300011972_10	Human	-118.444	34.0722	MQ
3300017490_4	Aquatic	-124.721	50.0621	MQ
3300025855_10	Wastewater	-87.64	41.12	MQ
3300029232_6	Human	116.416	39.9119	MQ
3300027391_23	Porifera	13.56	45.5099	MQ
3300011206_4	Built environment	-73.84	40.75	MQ
3300017816_9	Solid waste	-122.29	37.8409	MQ
3300008138_13	Human	-77.1012	39.0043	MQ
3300010277_42	Bioreactor	-72.1429	43.726	MQ
3300006853_14	Plants	-83.9607	35.8443	MQ
3300008101_33	Human	-77.1012	39.0043	MQ
3300020074_89	Aquatic	29.658	-6.1786	MQ
3300020394_24	Aquatic	42.1988	-17.5656	MQ
3300005300_1	Aquatic	-119.37	40.7146	HQ
3300029108_4	Human	12.531	55.678	MQ
3300008275_28	Human	-77.1012	39.0043	MQ
3300008260_7	Human	-77.1012	39.0043	MQ
3300029421_19	Human	-76.6259	39.2885	MQ
3300028601_41	Solid waste	-80.577	43.442	MQ
3300007746_2	Human	-77.1012	39.0043	HQ
3300011870_3	Built environment	-73.96	40.8	MQ
3300029356_19	Human	-76.6259	39.2885	MQ
3300029477_9	Human	121.468	31.2123	HQ
3300012259_2	Built environment	-74	40.72	MQ
3300011974_41	Human	-118.444	34.0722	MQ
3300026510_15	Aquatic	-33.9028	36.2294	MQ
3300029094_5	Human	12.5683	55.6761	MQ
3300000970_21	Algae	151.167	-33.9666	MQ
3300012268_6	Aquatic	78.1913	-68.5558	MQ
3300025858_61	Wastewater	139.63	35.92	MQ
3300006247_14	Human	-77.1012	39.0043	MQ
3300028588_14	Terrestrial	-117.704	33.7416	MQ
3300009503_14	Aquatic	-110.44	44.61	MQ
3300024259_27	Aquatic	-123.501	48.5847	MQ
3300029857_26	Human	-0.12	51.5	MQ
3300022929_40	Aquatic	-81.028	31.972	MQ
3300011812_4	Built environment	-73.91	40.84	MQ
3300009702_74	Aquatic	25.4867	36.5263	MQ
3300006568_39	Human	-77.1012	39.0043	MQ
3300020687_3	Aquatic	-89.686	46.041	MQ
3300026194_30	Bioreactor	-122.305	47.6525	MQ
3300013138_195	Aquatic	29.05	-1.64	MQ
