Dataset	FeatureSpace	SampleID	Q	Metric	Value	SubjectID	AgeCategory	HotSpring	Temperature	DetectionBoundary
Western US hot springs	MAG catalog	AY03.0.6	0	Observed richness	77			AY03	74.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.0.7	0	Observed richness	126			AY03	74.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.0.8	0	Observed richness	144			AY03	74.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.3	0	Observed richness	213			AY03	65.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.4	0	Observed richness	104			AY03	67.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.5	0	Observed richness	120			AY03	60.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.6	0	Observed richness	140			AY03	73.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.7	0	Observed richness	138			AY03	61.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.8	0	Observed richness	94			AY03	69.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.1.9	0	Observed richness	151			AY03	69.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.10	0	Observed richness	221			AY03	51.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.1	0	Observed richness	37			AY03	85	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.2	0	Observed richness	37			AY03	83.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.4	0	Observed richness	132			AY03	90	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.5	0	Observed richness	79			AY03	73.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.6	0	Observed richness	84			AY03	73.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.7	0	Observed richness	126			AY03	67.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.8	0	Observed richness	203			AY03	42.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.2.9	0	Observed richness	140			AY03	73.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.10	0	Observed richness	130			AY03	66.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.2	0	Observed richness	147			AY03	75.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.3	0	Observed richness	134			AY03	63.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.4	0	Observed richness	156			AY03	68.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.5	0	Observed richness	132			AY03	68	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.6	0	Observed richness	64			AY03	83.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.7	0	Observed richness	139			AY03	69.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.8	0	Observed richness	105			AY03	69.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY03.3.9	0	Observed richness	216			AY03	45.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.2	0	Observed richness	137			AY04	64.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.3	0	Observed richness	167			AY04	31.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.4	0	Observed richness	147			AY04	52.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.5	0	Observed richness	178			AY04	34.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.6	0	Observed richness	199			AY04	35.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.8	0	Observed richness	161			AY04	27	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.0.9	0	Observed richness	133			AY04	74.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.1	0	Observed richness	197			AY04	56.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.2	0	Observed richness	140			AY04	64.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.3	0	Observed richness	197			AY04	52.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.4	0	Observed richness	204			AY04	44.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.5	0	Observed richness	133			AY04	42.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.6	0	Observed richness	218			AY04	29	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.1.7	0	Observed richness	231			AY04	42.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.1	0	Observed richness	172			AY04	62.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.2	0	Observed richness	191			AY04	60.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.3	0	Observed richness	209			AY04	56.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.4	0	Observed richness	127			AY04	35.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.5	0	Observed richness	238			AY04	53.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.6	0	Observed richness	248			AY04	42.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.7	0	Observed richness	208			AY04	56.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.8	0	Observed richness	209			AY04	40.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.2.9	0	Observed richness	211			AY04	43.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.1	0	Observed richness	183			AY04	59.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.2	0	Observed richness	183			AY04	58.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.3	0	Observed richness	171			AY04	57	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.4	0	Observed richness	208			AY04	51.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.5	0	Observed richness	189			AY04	51.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.6	0	Observed richness	198			AY04	51.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.7	0	Observed richness	228			AY04	56.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY04.3.8	0	Observed richness	249			AY04	47.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.0.1	0	Observed richness	72			AY05	74.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.0.2	0	Observed richness	76			AY05	74.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.0.3	0	Observed richness	88			AY05	73.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.0.4	0	Observed richness	168			AY05	40.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.0.5	0	Observed richness	179			AY05	45	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.2.1	0	Observed richness	96			AY05	70.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.2.2	0	Observed richness	98			AY05	69.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.2.3	0	Observed richness	195			AY05	37.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.2.4	0	Observed richness	178			AY05	29.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.2.5	0	Observed richness	230			AY05	45.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.3.1	0	Observed richness	93			AY05	68	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.3.2	0	Observed richness	89			AY05	68.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.3.3	0	Observed richness	154			AY05	30.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY05.3.4	0	Observed richness	207			AY05	48.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.0.5	0	Observed richness	95			AY06	78.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.0.6	0	Observed richness	149			AY06	26.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.1.1	0	Observed richness	46			AY06	90.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.1.4	0	Observed richness	152			AY06	30.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.1.5	0	Observed richness	124			AY06	43.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.1.6	0	Observed richness	126			AY06	26.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.2.1	0	Observed richness	30			AY06	87	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.2.2	0	Observed richness	95			AY06	80.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.2.5	0	Observed richness	158			AY06	40.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.2.6	0	Observed richness	126			AY06	20.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.2.7	0	Observed richness	128			AY06	44.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.1	0	Observed richness	50			AY06	86	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.2	0	Observed richness	110			AY06	78.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.3	0	Observed richness	134			AY06	40.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.4	0	Observed richness	176			AY06	32	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.5	0	Observed richness	111			AY06	39.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.6	0	Observed richness	97			AY06	9.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY06.3.7	0	Observed richness	149			AY06	25.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.1	0	Observed richness	148			AY07	65.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.2	0	Observed richness	160			AY07	65.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.3	0	Observed richness	136			AY07	65.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.4	0	Observed richness	150			AY07	66.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.5	0	Observed richness	199			AY07	66.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.6	0	Observed richness	155			AY07	67.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.7	0	Observed richness	189			AY07	66.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.0.8	0	Observed richness	167			AY07	66.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.1	0	Observed richness	154			AY07	63.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.2	0	Observed richness	134			AY07	64.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.3	0	Observed richness	125			AY07	64	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.4	0	Observed richness	142			AY07	64	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.5	0	Observed richness	165			AY07	64.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.1.6	0	Observed richness	215			AY07	57.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.1	0	Observed richness	178			AY07	63.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.2	0	Observed richness	178			AY07	62.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.3	0	Observed richness	133			AY07	62.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.4	0	Observed richness	179			AY07	63.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.5	0	Observed richness	152			AY07	64.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.6	0	Observed richness	156			AY07	63.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.7	0	Observed richness	151			AY07	63.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.2.8	0	Observed richness	157			AY07	63.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.1	0	Observed richness	170			AY07	62.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.2	0	Observed richness	163			AY07	63.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.3	0	Observed richness	182			AY07	62.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.4	0	Observed richness	178			AY07	61.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.5	0	Observed richness	182			AY07	62.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.6	0	Observed richness	201			AY07	62.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.7	0	Observed richness	176			AY07	63	Detection/filter dependent
Western US hot springs	MAG catalog	AY07.3.8	0	Observed richness	145			AY07	63.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.0.3	0	Observed richness	96			AY08	76	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.0.4	0	Observed richness	131			AY08	57.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.0.5	0	Observed richness	115			AY08	65.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.0.6	0	Observed richness	133			AY08	81.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.0.8	0	Observed richness	51			AY08	85.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.1.2	0	Observed richness	59			AY08	84.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.1.3	0	Observed richness	144			AY08	69.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.1.4	0	Observed richness	141			AY08	43.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.1.5	0	Observed richness	134			AY08	63.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.1.6	0	Observed richness	212			AY08	58.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.1	0	Observed richness	59			AY08	92.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.2	0	Observed richness	220			AY08	65.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.3	0	Observed richness	167			AY08	65.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.4	0	Observed richness	109			AY08	81.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.5	0	Observed richness	170			AY08	69.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.6	0	Observed richness	157			AY08	61.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.2.7	0	Observed richness	164			AY08	57.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.1	0	Observed richness	45			AY08	90.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.2	0	Observed richness	196			AY08	70	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.3	0	Observed richness	182			AY08	70.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.4	0	Observed richness	148			AY08	71.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.5	0	Observed richness	139			AY08	71.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.6	0	Observed richness	174			AY08	62	Detection/filter dependent
Western US hot springs	MAG catalog	AY08.3.7	0	Observed richness	163			AY08	62.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY10.3.1	0	Observed richness	19			AY10	88.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.0.1	0	Observed richness	26			AY11	65.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.1.2	0	Observed richness	49			AY11	43.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.1.3	0	Observed richness	39			AY11	51.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.1.5	0	Observed richness	187			AY11	51.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.1.6	0	Observed richness	66			AY11	33.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.2.1	0	Observed richness	25			AY11	83	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.2.2	0	Observed richness	31			AY11	47.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.2.3	0	Observed richness	33			AY11	65.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.2.5	0	Observed richness	45			AY11	65.7	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.3.1	0	Observed richness	21			AY11	84.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.3.2	0	Observed richness	39			AY11	48.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.3.3	0	Observed richness	15			AY11	79.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.3.4	0	Observed richness	36			AY11	33.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY11.3.5	0	Observed richness	35			AY11	47.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY12.1.2	0	Observed richness	120			AY12	66.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY12.1.3	0	Observed richness	110			AY12	68.9	Detection/filter dependent
Western US hot springs	MAG catalog	LB01.3.1	0	Observed richness	157			LB01	63.9	Detection/filter dependent
Western US hot springs	MAG catalog	LB02.3.1	0	Observed richness	200			LB02	56.3	Detection/filter dependent
Western US hot springs	MAG catalog	LB04.3.1	0	Observed richness	143			LB04	61.8	Detection/filter dependent
Western US hot springs	MAG catalog	LB07.3.1	0	Observed richness	156			LB07	52.7	Detection/filter dependent
Western US hot springs	MAG catalog	LC02.3.1	0	Observed richness	241			LC02	56.8	Detection/filter dependent
Western US hot springs	MAG catalog	LC04.3.1	0	Observed richness	147			LC04	69	Detection/filter dependent
Western US hot springs	MAG catalog	LC05.3.1	0	Observed richness	252			LC05	55.2	Detection/filter dependent
Western US hot springs	MAG catalog	LD01.3.1	0	Observed richness	274			LD01	68.8	Detection/filter dependent
Western US hot springs	MAG catalog	LD01.3.2	0	Observed richness	173			LD01	65.9	Detection/filter dependent
Western US hot springs	MAG catalog	LE01.3.1	0	Observed richness	146			LE01	47.8	Detection/filter dependent
Western US hot springs	MAG catalog	LE01.3.2	0	Observed richness	142			LE01	44	Detection/filter dependent
Western US hot springs	MAG catalog	LE01.3.3	0	Observed richness	146			LE01	47	Detection/filter dependent
Western US hot springs	MAG catalog	LH02.3.1	0	Observed richness	197			LH02	54.8	Detection/filter dependent
Western US hot springs	MAG catalog	LH02.3.2	0	Observed richness	198			LH02	55	Detection/filter dependent
Western US hot springs	MAG catalog	LH03.3.1	0	Observed richness	179			LH03	63.2	Detection/filter dependent
Western US hot springs	MAG catalog	LH03.3.2	0	Observed richness	225			LH03	62.2	Detection/filter dependent
Western US hot springs	MAG catalog	LH03.3.3	0	Observed richness	227			LH03	47.1	Detection/filter dependent
Western US hot springs	MAG catalog	LP01.3.1	0	Observed richness	124			LP01	41.3	Detection/filter dependent
Western US hot springs	MAG catalog	LP02.3.1	0	Observed richness	170			LP02	45	Detection/filter dependent
Western US hot springs	MAG catalog	LP03.3.1	0	Observed richness	101			LP03	43.3	Detection/filter dependent
Western US hot springs	MAG catalog	LP03.3.2	0	Observed richness	115			LP03	42	Detection/filter dependent
Western US hot springs	MAG catalog	LR01.3.1	0	Observed richness	125			LR01	45.1	Detection/filter dependent
Western US hot springs	MAG catalog	LR01.3.2	0	Observed richness	134			LR01	43.6	Detection/filter dependent
Western US hot springs	MAG catalog	LR01.3.3	0	Observed richness	119			LR01	42.7	Detection/filter dependent
Western US hot springs	MAG catalog	LS01.3.1	0	Observed richness	47			LS01	82.8	Detection/filter dependent
Western US hot springs	MAG catalog	LS01.3.2	0	Observed richness	216			LS01	81.7	Detection/filter dependent
Western US hot springs	MAG catalog	LS01.3.3	0	Observed richness	302			LS01	73.1	Detection/filter dependent
Western US hot springs	MAG catalog	LS02.3.1	0	Observed richness	207			LS02	85	Detection/filter dependent
Western US hot springs	MAG catalog	LS02.3.2	0	Observed richness	213			LS02	82.3	Detection/filter dependent
Western US hot springs	MAG catalog	LS02.3.3	0	Observed richness	294			LS02	80.5	Detection/filter dependent
Western US hot springs	MAG catalog	LT01.3.1	0	Observed richness	100			LT01	43.5	Detection/filter dependent
Western US hot springs	MAG catalog	LT01.3.2	0	Observed richness	84			LT01	42.7	Detection/filter dependent
Western US hot springs	MAG catalog	LT01.3.3	0	Observed richness	93			LT01	40.9	Detection/filter dependent
Western US hot springs	MAG catalog	LT12.3.1	0	Observed richness	202			LT12	44.2	Detection/filter dependent
Western US hot springs	MAG catalog	LT12.3.2	0	Observed richness	132			LT12	44.5	Detection/filter dependent
Western US hot springs	MAG catalog	LT12.3.3	0	Observed richness	216			LT12	43.1	Detection/filter dependent
Western US hot springs	MAG catalog	LT16.3.1	0	Observed richness	181			LT16	35.25	Detection/filter dependent
Western US hot springs	MAG catalog	LT16.3.2	0	Observed richness	148			LT16	43.6	Detection/filter dependent
Western US hot springs	MAG catalog	LT16.3.3	0	Observed richness	185			LT16	41.9	Detection/filter dependent
Western US hot springs	MAG catalog	LT16.3.4	0	Observed richness	190			LT16	34	Detection/filter dependent
Western US hot springs	MAG catalog	LU02.3.1	0	Observed richness	194			LU02	67.2	Detection/filter dependent
Western US hot springs	MAG catalog	LU02.3.2	0	Observed richness	230			LU02	50.8	Detection/filter dependent
Western US hot springs	MAG catalog	LU04.3.1	0	Observed richness	176			LU04	65	Detection/filter dependent
Western US hot springs	MAG catalog	LU04.3.2	0	Observed richness	216			LU04	50.9	Detection/filter dependent
Western US hot springs	MAG catalog	LU04.3.3	0	Observed richness	154			LU04	61.4	Detection/filter dependent
Western US hot springs	MAG catalog	LV02.3.1	0	Observed richness	228			LV02	48.3	Detection/filter dependent
Western US hot springs	MAG catalog	LV02.3.2	0	Observed richness	220			LV02	46.8	Detection/filter dependent
Western US hot springs	MAG catalog	LV02.3.3	0	Observed richness	220			LV02	45.9	Detection/filter dependent
Western US hot springs	MAG catalog	LV02.3.4	0	Observed richness	201			LV02	47.1	Detection/filter dependent
Western US hot springs	MAG catalog	AA01.0.1	1	exp(Shannon)	127.013996194666			AA01	56	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.0.2	1	exp(Shannon)	147.613471502219			AA01	56.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.0.3	1	exp(Shannon)	146.835282793684			AA01	56	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.0.4	1	exp(Shannon)	80.1895738626536			AA01	33	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.0.5	1	exp(Shannon)	68.5321608020722			AA01	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.1.1	1	exp(Shannon)	122.824271901991			AA01	41.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.1.2	1	exp(Shannon)	161.028144181863			AA01	52.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.1.3	1	exp(Shannon)	163.086988633884			AA01	51.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.1.5	1	exp(Shannon)	123.112291491812			AA01	35.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.1.6	1	exp(Shannon)	101.949500799775			AA01	31.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.1	1	exp(Shannon)	157.462944228474			AA01	49.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.2	1	exp(Shannon)	155.19430504573			AA01	52.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.3	1	exp(Shannon)	164.027196494073			AA01	52	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.4	1	exp(Shannon)	158.063569931689			AA01	53.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.5	1	exp(Shannon)	121.078741405466			AA01	48.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.2.6	1	exp(Shannon)	167.341315153942			AA01	51.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.1	1	exp(Shannon)	27.1834223529736			AA01	52.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.2	1	exp(Shannon)	148.396194683281			AA01	51.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.3	1	exp(Shannon)	150.679833425905			AA01	51	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.4	1	exp(Shannon)	105.309947817753			AA01	48.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.5	1	exp(Shannon)	157.978216733309			AA01	52.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA01.3.6	1	exp(Shannon)	174.152464538885			AA01	36.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.0.3	1	exp(Shannon)	83.6165328705736			AA03	71	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.0.4	1	exp(Shannon)	119.556626475771			AA03	55.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.0.5	1	exp(Shannon)	49.8406191651412			AA03	37	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.2	1	exp(Shannon)	84.8926106084611			AA03	41.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.3	1	exp(Shannon)	138.882992763549			AA03	62.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.4	1	exp(Shannon)	131.21670080379			AA03	45.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.5	1	exp(Shannon)	114.897397068014			AA03	65.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.6	1	exp(Shannon)	129.881364735082			AA03	28.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.7	1	exp(Shannon)	147.866754708587			AA03	60.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.1.8	1	exp(Shannon)	120.574591379017			AA03	29.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.1	1	exp(Shannon)	69.7500233153979			AA03	92.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.2	1	exp(Shannon)	97.0954972639018			AA03	63	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.3	1	exp(Shannon)	184.238703060123			AA03	45.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.4	1	exp(Shannon)	132.732261099448			AA03	45.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.5	1	exp(Shannon)	99.38494543889			AA03	67.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.6	1	exp(Shannon)	101.500934511369			AA03	35.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.2.7	1	exp(Shannon)	152.171614376688			AA03	54.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.1	1	exp(Shannon)	167.981736699756			AA03	71.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.2	1	exp(Shannon)	70.0180677287112			AA03	70.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.3	1	exp(Shannon)	113.534425876431			AA03	66.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.4	1	exp(Shannon)	119.420212643439			AA03	71.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.5	1	exp(Shannon)	119.69689504445			AA03	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.6	1	exp(Shannon)	196.805633404362			AA03	56.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AA03.3.7	1	exp(Shannon)	165.220802012299			AA03	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.0.1	1	exp(Shannon)	105.026981275558			AB02	76.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.0.2	1	exp(Shannon)	118.653371784535			AB02	68.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.1.1	1	exp(Shannon)	102.977656725495			AB02		Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.1.2	1	exp(Shannon)	142.464691846612			AB02	53.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.2.1	1	exp(Shannon)	102.577936877406			AB02	72.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.2.2	1	exp(Shannon)	103.178713984288			AB02	47.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB02.3.1	1	exp(Shannon)	90.9455590833858			AB02	72.1	Abundance-weighted effective number
