Habitat	Units	FeatureID	Label	BootstrapReplicates	CoreInclusionFrequency
Retroauricular crease	17	SP0345	Prevotella copri	1000	0
Retroauricular crease	17	SP0346	Butyrivibrio crossotus	1000	0
Retroauricular crease	17	SP0347	Bacteroides massiliensis	1000	0
Retroauricular crease	17	SP0348	Catenibacterium mitsuokai	1000	0
Retroauricular crease	17	SP0349	Eubacterium sp CAG 180	1000	0
Retroauricular crease	17	SP0350	Eubacterium siraeum	1000	0
Retroauricular crease	17	SP0351	Bacteroides finegoldii	1000	0
Retroauricular crease	17	SP0352	Bacteroides eggerthii	1000	0
Retroauricular crease	17	SP0353	Bacteroides faecichinchillae	1000	0
Retroauricular crease	17	SP0354	Coprobacter fastidiosus	1000	0
Retroauricular crease	17	SP0355	Desulfovibrionaceae bacterium	1000	0
Retroauricular crease	17	SP0356	Methanobrevibacter smithii	1000	0
Retroauricular crease	17	SP0357	Bacteroides salyersiae	1000	0
Retroauricular crease	17	SP0358	Ruminococcus lactaris	1000	0
Retroauricular crease	17	SP0359	Roseburia sp CAG 471	1000	0
Retroauricular crease	17	SP0360	Clostridium sp CAG 167	1000	0
Retroauricular crease	17	SP0361	Bacteroides nordii	1000	0
Retroauricular crease	17	SP0362	Bifidobacterium adolescentis	1000	0
Retroauricular crease	17	SP0363	Alistipes onderdonkii	1000	0
Retroauricular crease	17	SP0364	Roseburia sp CAG 182	1000	0
Retroauricular crease	17	SP0365	Coprococcus catus	1000	0
Retroauricular crease	17	SP0366	Bacteroides intestinalis	1000	0
Retroauricular crease	17	SP0367	Sharpea azabuensis	1000	0
Retroauricular crease	17	SP0368	Slackia isoflavoniconvertens	1000	0
Retroauricular crease	17	SP0369	Turicibacter sanguinis	1000	0
Retroauricular crease	17	SP0370	Firmicutes bacterium CAG 238	1000	0
Retroauricular crease	17	SP0371	Ruminococcaceae bacterium D5	1000	0
Retroauricular crease	17	SP0372	Firmicutes bacterium CAG 170	1000	0
Retroauricular crease	17	SP0373	Morococcus cerebrosus	1000	0
Retroauricular crease	17	SP0374	Neisseria cinerea	1000	0
Retroauricular crease	17	SP0375	Fusobacterium sp oral taxon 370	1000	0
Retroauricular crease	17	SP0376	Tannerella sp oral taxon 808	1000	0
Retroauricular crease	17	SP0377	Prevotella sp F0091	1000	0
Retroauricular crease	17	SP0378	Streptococcus sp SK643	1000	0
Retroauricular crease	17	SP0379	Neisseria meningitidis	1000	0
Retroauricular crease	17	SP0380	Neisseria macacae	1000	0
Retroauricular crease	17	SP0381	Streptococcus sp oral taxon 058	1000	0
Retroauricular crease	17	SP0382	Candida albicans	1000	0
Retroauricular crease	17	SP0383	Neisseria bacilliformis	1000	0
Retroauricular crease	17	SP0384	Neisseria sp HMSC064E01	1000	0
Retroauricular crease	17	SP0385	Selenomonas sp F0473	1000	0
Retroauricular crease	17	SP0386	Bacteroides coprocola	1000	0
Retroauricular crease	17	SP0387	Acidaminococcus intestini	1000	0
Retroauricular crease	17	SP0388	Ruminococcus sp CAG 330	1000	0
Retroauricular crease	17	SP0389	Anaeromassilibacillus sp An250	1000	0
Retroauricular crease	17	SP0390	Anaerotruncus colihominis	1000	0
Retroauricular crease	17	SP0391	Harryflintia acetispora	1000	0
Retroauricular crease	17	SP0392	Firmicutes bacterium CAG 94	1000	0
Retroauricular crease	17	SP0393	Lachnoclostridium sp An138	1000	0
Retroauricular crease	17	SP0394	Massiliomicrobiota timonensis	1000	0
Retroauricular crease	17	SP0395	Ruminococcaceae bacterium D16	1000	0
Retroauricular crease	17	SP0396	Neisseria lactamica	1000	0
Retroauricular crease	17	SP0397	Streptococcus milleri	1000	0
Retroauricular crease	17	SP0398	Filifactor alocis	1000	0
Retroauricular crease	17	SP0399	Prevotella fusca	1000	0
Retroauricular crease	17	SP0400	Prevotella oralis	1000	0
Retroauricular crease	17	SP0401	Actinomyces sp oral taxon 897	1000	0
Retroauricular crease	17	SP0402	Veillonella rodentium	1000	0
Retroauricular crease	17	SP0403	Shuttleworthia satelles	1000	0
Retroauricular crease	17	SP0404	Olsenella profusa	1000	0
Retroauricular crease	17	SP0405	Corynebacterium pseudodiphtheriticum	1000	0
Retroauricular crease	17	SP0406	Anaerococcus octavius	1000	0
Retroauricular crease	17	SP0407	Lactobacillus vaginalis	1000	0
Retroauricular crease	17	SP0408	Finegoldia magna	1000	0
Retroauricular crease	17	SP0409	Campylobacter ureolyticus	1000	0
Retroauricular crease	17	SP0410	Faecalitalea cylindroides	1000	0
Retroauricular crease	17	SP0411	Clostridium bolteae	1000	0
Retroauricular crease	17	SP0412	Blautia sp CAG 257	1000	0
Retroauricular crease	17	SP0413	Eubacterium dolichum CAG 375	1000	0
Retroauricular crease	17	SP0414	Absiella dolichum	1000	0
Retroauricular crease	17	SP0415	Clostridium bolteae CAG 59	1000	0
Retroauricular crease	17	SP0416	Bacteroides faecis	1000	0
Retroauricular crease	17	SP0417	Clostridium lavalense	1000	0
Retroauricular crease	17	SP0418	Clostridium saccharolyticum	1000	0
Retroauricular crease	17	SP0419	Clostridium clostridioforme	1000	0
Retroauricular crease	17	SP0420	Clostridium symbiosum	1000	0
Retroauricular crease	17	SP0421	Bacteroides plebeius	1000	0
Retroauricular crease	17	SP0422	Blautia hydrogenotrophica	1000	0
Retroauricular crease	17	SP0423	Ruminococcus sp CAG 403	1000	0
Retroauricular crease	17	SP0424	Ruminococcus gnavus	1000	0
Retroauricular crease	17	SP0425	Lactococcus lactis	1000	0
Retroauricular crease	17	SP0426	Roseburia sp CAG 309	1000	0
Retroauricular crease	17	SP0427	Romboutsia ilealis	1000	0
Retroauricular crease	17	SP0428	Peptoanaerobacter stomatis	1000	0
Retroauricular crease	17	SP0429	Streptococcus sp NLAE zl C503	1000	0
Retroauricular crease	17	SP0430	Treponema lecithinolyticum	1000	0
Retroauricular crease	17	SP0431	Prevotella marshii	1000	0
Retroauricular crease	17	SP0432	Limnochorda pilosa	1000	0
Retroauricular crease	17	SP0433	Lactobacillus crispatus	1000	0
Retroauricular crease	17	SP0434	Moraxella nonliquefaciens	1000	0
Retroauricular crease	17	SP0435	Dolosigranulum pigrum	1000	0
Retroauricular crease	17	SP0436	Cutibacterium granulosum	1000	0.98
Retroauricular crease	17	SP0437	Corynebacterium pseudogenitalium	1000	0
Retroauricular crease	17	SP0438	Cutibacterium avidum	1000	0
Retroauricular crease	17	SP0439	Cloacibacterium normanense	1000	0
Retroauricular crease	17	SP0440	Anaerotignum lactatifermentans	1000	0
Retroauricular crease	17	SP0441	Lachnoclostridium sp An14	1000	0
Retroauricular crease	17	SP0442	Intestinibacter bartlettii	1000	0
Retroauricular crease	17	SP0443	Erysipelatoclostridium ramosum	1000	0
Retroauricular crease	17	SP0444	Eisenbergiella tayi	1000	0
Retroauricular crease	17	SP0445	Eubacterium sp CAG 274	1000	0
Retroauricular crease	17	SP0446	Clostridiales bacterium 1 7 47FAA	1000	0
Retroauricular crease	17	SP0447	Blautia sp An249	1000	0
Retroauricular crease	17	SP0448	Cloacibacillus evryensis	1000	0
Retroauricular crease	17	SP0449	Dorea sp CAG 317	1000	0
Retroauricular crease	17	SP0450	Aerococcus urinaeequi	1000	0
Retroauricular crease	17	SP0451	Prevotella stercorea	1000	0
Retroauricular crease	17	SP0452	Prevotella sp CAG 279	1000	0
Retroauricular crease	17	SP0453	Paraprevotella xylaniphila	1000	0
Retroauricular crease	17	SP0454	Bacteroides coprophilus	1000	0
Retroauricular crease	17	SP0455	Eubacterium sp CAG 251	1000	0
Retroauricular crease	17	SP0456	Bacteroides pectinophilus	1000	0
Retroauricular crease	17	SP0457	Clostridium sp CAG 253	1000	0
Retroauricular crease	17	SP0458	Bacteroides sp CAG 144	1000	0
Retroauricular crease	17	SP0459	Lactobacillus ruminis	1000	0
Retroauricular crease	17	SP0460	Coprobacter secundus	1000	0
Retroauricular crease	17	SP0461	Clostridium disporicum	1000	0
Retroauricular crease	17	SP0462	Paraprevotella clara	1000	0
Retroauricular crease	17	SP0463	Ruminococcus sp CAG 563	1000	0
Retroauricular crease	17	SP0464	Clostridium perfringens	1000	0
Retroauricular crease	17	SP0465	Ruminococcus callidus	1000	0
Retroauricular crease	17	SP0466	Clostridium sp CAG 413	1000	0
Retroauricular crease	17	SP0467	Holdemanella biformis	1000	0
Retroauricular crease	17	SP0468	Ruminococcus champanellensis	1000	0
Retroauricular crease	17	SP0469	Clostridium paraputrificum	1000	0
Retroauricular crease	17	SP0470	Prevotella sp CAG 520	1000	0
Retroauricular crease	17	SP0471	Clostridium sp CAG 964	1000	0
Retroauricular crease	17	SP0472	Ruminococcus sp CAG 488	1000	0
Retroauricular crease	17	SP0473	Sanguibacteroides justesenii	1000	0
Retroauricular crease	17	SP0474	Coprobacillus cateniformis	1000	0
Retroauricular crease	17	SP0475	Eisenbergiella massiliensis	1000	0
Retroauricular crease	17	SP0476	Bifidobacterium pseudocatenulatum	1000	0
Retroauricular crease	17	SP0477	Hungatella hathewayi	1000	0
Retroauricular crease	17	SP0478	Clostridium sp CAG 411	1000	0
Retroauricular crease	17	SP0479	Pseudoflavonifractor capillosus	1000	0
Retroauricular crease	17	SP0480	Prevotella sp CAG 1031	1000	0
Retroauricular crease	17	SP0481	Desulfovibrio piger	1000	0
Retroauricular crease	17	SP0482	Prevotella corporis	1000	0
Retroauricular crease	17	SP0483	Campylobacter hominis	1000	0
Retroauricular crease	17	SP0484	Ruminococcus obeum CAG 39	1000	0
Retroauricular crease	17	SP0485	Klebsiella variicola	1000	0
Retroauricular crease	17	SP0486	Lachnoclostridium sp An131	1000	0
Retroauricular crease	17	SP0487	Anaerofustis stercorihominis	1000	0
Retroauricular crease	17	SP0488	Sellimonas intestinalis	1000	0
Retroauricular crease	17	SP0489	Pseudoflavonifractor sp An184	1000	0
Retroauricular crease	17	SP0490	Eubacterium limosum	1000	0
Retroauricular crease	17	SP0491	Clostridium aldenense	1000	0
Retroauricular crease	17	SP0492	Streptococcus sinensis	1000	0
Retroauricular crease	17	SP0493	Clostridium methylpentosum	1000	0
Retroauricular crease	17	SP0494	Mogibacterium timidum	1000	0
Retroauricular crease	17	SP0495	Malassezia restricta	1000	0.979
Retroauricular crease	17	SP0496	Staphylococcus capitis	1000	0.4
Retroauricular crease	17	SP0497	Megamonas hypermegale	1000	0
Retroauricular crease	17	SP0498	Megamonas funiformis	1000	0
Retroauricular crease	17	SP0499	Clostridium sp CAG 299	1000	0
Retroauricular crease	17	SP0500	Tyzzerella nexilis	1000	0
Retroauricular crease	17	SP0501	Blautia hansenii	1000	0
Retroauricular crease	17	SP0502	Bifidobacterium bifidum	1000	0
Retroauricular crease	17	SP0503	Bacillus aerius	1000	0
Retroauricular crease	17	SP0504	Candidatus Stoquefichus sp KLE1796	1000	0
Retroauricular crease	17	SP0505	Scardovia wiggsiae	1000	0
Retroauricular crease	17	SP0506	Prevotella intermedia	1000	0
Retroauricular crease	17	SP0507	Parvimonas sp KA00067	1000	0
Retroauricular crease	17	SP0508	Capnocytophaga sp oral taxon 878	1000	0
Retroauricular crease	17	SP0509	Streptococcus viridans	1000	0
Retroauricular crease	17	SP0510	Blautia sp N6H1 15	1000	0
Retroauricular crease	17	SP0511	Clostridium scindens	1000	0
Retroauricular crease	17	SP0512	Fusobacterium ulcerans	1000	0
Retroauricular crease	17	SP0513	Malassezia globosa	1000	0.645
Retroauricular crease	17	SP0514	Micrococcus luteus	1000	0
Retroauricular crease	17	SP0515	Kocuria palustris	1000	0
Retroauricular crease	17	SP0516	Moraxella osloensis	1000	0
Retroauricular crease	17	SP0517	Anaerococcus nagyae	1000	0
Retroauricular crease	17	SP0518	Acinetobacter radioresistens	1000	0
Retroauricular crease	17	SP0519	Enhydrobacter aerosaccus	1000	0
Retroauricular crease	17	SP0520	Propionibacterium humerusii	1000	0
Retroauricular crease	17	SP0521	Odoribacter laneus	1000	0
Retroauricular crease	17	SP0522	Candidatus Methanomassiliicoccus intestinalis	1000	0
Retroauricular crease	17	SP0523	Roseburia sp CAG 303	1000	0
Retroauricular crease	17	SP0524	Ruminococcus sp CAG 624	1000	0
Retroauricular crease	17	SP0525	Lactobacillus acidophilus	1000	0
Retroauricular crease	17	SP0526	Desulfovibrio fairfieldensis	1000	0
Retroauricular crease	17	SP0527	Allisonella histaminiformans	1000	0
Retroauricular crease	17	SP0528	Haemophilus aegyptius	1000	0
Retroauricular crease	17	SP0529	Candida tropicalis	1000	0
Retroauricular crease	17	SP0530	Prevotella sp AM42 24	1000	0
Retroauricular crease	17	SP0531	Bacteroides faecis CAG 32	1000	0
Retroauricular crease	17	SP0532	Dialister sp CAG 357	1000	0
Retroauricular crease	17	SP0533	Enterococcus faecium	1000	0
Retroauricular crease	17	SP0534	Bifidobacterium catenulatum	1000	0
Retroauricular crease	17	SP0535	Eubacterium saphenum	1000	0
Retroauricular crease	17	SP0536	Bacteroidetes bacterium oral taxon 272	1000	0
Retroauricular crease	17	SP0537	Dialister pneumosintes	1000	0
Retroauricular crease	17	SP0538	Anaerolineaceae bacterium oral taxon 439	1000	0
Retroauricular crease	17	SP0539	Streptococcus massiliensis	1000	0
Retroauricular crease	17	SP0540	Capnocytophaga haemolytica	1000	0
Retroauricular crease	17	SP0541	Prevotella dentalis	1000	0
Retroauricular crease	17	SP0542	Pseudoramibacter alactolyticus	1000	0
Retroauricular crease	17	SP0543	Treponema putidum	1000	0
Retroauricular crease	17	SP0544	Prevotella sp oral taxon 820	1000	0
Retroauricular crease	17	SP0545	Prevotella amnii	1000	0
Retroauricular crease	17	SP0546	Moraxella lincolnii	1000	0
Retroauricular crease	17	SP0547	Prevotella sp 885	1000	0
Retroauricular crease	17	SP0548	Butyrivibrio sp CAG 318	1000	0
Retroauricular crease	17	SP0549	Bacteroides sartorii	1000	0
Retroauricular crease	17	SP0550	Clostridium sp CAG 590	1000	0
Retroauricular crease	17	SP0551	Clostridiales bacterium CHKCI006	1000	0
Retroauricular crease	17	SP0552	Clostridium sp CAG 242	1000	0
Retroauricular crease	17	SP0553	Clostridium sp chh4 2	1000	0
Retroauricular crease	17	SP0554	Flavonifractor sp An10	1000	0
Retroauricular crease	17	SP0555	Methanosphaera stadtmanae	1000	0
Retroauricular crease	17	SP0556	Blautia producta	1000	0
Retroauricular crease	17	SP0557	Clostridium asparagiforme	1000	0
Retroauricular crease	17	SP0558	Lactonifactor longoviformis	1000	0
Retroauricular crease	17	SP0559	Simonsiella muelleri	1000	0
Retroauricular crease	17	SP0560	Chlamydia ibidis	1000	0
Retroauricular crease	17	SP0561	Megamonas funiformis CAG 377	1000	0
Retroauricular crease	17	SP0562	Porphyromonas gingivalis	1000	0
Retroauricular crease	17	SP0563	Prevotella multiformis	1000	0
Retroauricular crease	17	SP0564	Eubacterium nodatum	1000	0
Retroauricular crease	17	SP0565	Leptotrichia sp oral taxon 847	1000	0
Retroauricular crease	17	SP0566	Streptococcus sp HMSC070B10	1000	0
Retroauricular crease	17	SP0567	Desulfobulbus oralis	1000	0
Retroauricular crease	17	SP0568	Prevotella sp oral taxon 376	1000	0
Retroauricular crease	17	SP0569	Eggerthia catenaformis	1000	0
Retroauricular crease	17	SP0570	Prevotella baroniae	1000	0
Retroauricular crease	17	SP0571	Propionibacterium acidifaciens	1000	0
Retroauricular crease	17	SP0572	Peptostreptococcaceae bacterium oral taxon 113	1000	0
Retroauricular crease	17	SP0573	Corynebacterium tuberculostearicum	1000	0
Retroauricular crease	17	SP0574	Kingella kingae	1000	0
Retroauricular crease	17	SP0575	Faecalicoccus pleomorphus	1000	0
Retroauricular crease	17	SP0576	Corynebacterium kroppenstedtii	1000	0
Retroauricular crease	17	SP0577	Paracoccus versutus	1000	0
Retroauricular crease	17	SP0578	Streptococcus salivarius CAG 79	1000	0
Retroauricular crease	17	SP0579	Paracoccus pantotrophus	1000	0
Retroauricular crease	17	SP0580	Coprobacter sp	1000	0
Retroauricular crease	17	SP0581	Phascolarctobacterium succinatutens	1000	0
Retroauricular crease	17	SP0582	Catabacter hongkongensis	1000	0
Retroauricular crease	17	SP0583	Clostridium sp D5	1000	0
Retroauricular crease	17	SP0584	Peptoniphilus sp HMSC062D09	1000	0
Retroauricular crease	17	SP0585	Eubacterium sp OM08 24	1000	0
Retroauricular crease	17	SP0586	Anaerofilum sp An201	1000	0
Retroauricular crease	17	SP0587	Mycobacteroides chelonae	1000	0
Retroauricular crease	17	SP0588	Neisseria polysaccharea	1000	0
Retroauricular crease	17	SP0589	Haemophilus sp C1	1000	0
Retroauricular crease	17	SP0590	Bifidobacterium angulatum	1000	0
Retroauricular crease	17	SP0591	Mitsuokella multacida	1000	0
Retroauricular crease	17	SP0592	Megasphaera elsdenii	1000	0
Retroauricular crease	17	SP0593	Porphyromonas sp HMSC065F10	1000	0
Retroauricular crease	17	SP0594	Clostridium ventriculi	1000	0
Retroauricular crease	17	SP0595	Mitsuokella jalaludinii	1000	0
Retroauricular crease	17	SP0596	Actinomyces cardiffensis	1000	0
Retroauricular crease	17	SP0597	Flavonifractor sp An100	1000	0
Retroauricular crease	17	SP0598	Pseudomonas fluorescens group	1000	0
Retroauricular crease	17	SP0599	Brochothrix thermosphacta	1000	0
Retroauricular crease	17	SP0600	Carnobacterium divergens	1000	0
Retroauricular crease	17	SP0601	Pseudomonas fragi	1000	0
Retroauricular crease	17	SP0602	Carnobacterium maltaromaticum	1000	0
Retroauricular crease	17	SP0603	Psychrobacter sp 1501 2011	1000	0
Retroauricular crease	17	SP0604	Serratia proteamaculans	1000	0
Retroauricular crease	17	SP0605	Bacteroides sp CAG 443	1000	0
Retroauricular crease	17	SP0606	Aeriscardovia aeriphila	1000	0
Retroauricular crease	17	SP0607	Subdoligranulum variabile	1000	0
Retroauricular crease	17	SP0608	Sphingomonas koreensis	1000	0
Retroauricular crease	17	SP0609	Anaerostipes caccae	1000	0
Retroauricular crease	17	SP0610	Firmicutes bacterium CAG 424	1000	0
Retroauricular crease	17	SP0611	Fusobacterium naviforme	1000	0
Retroauricular crease	17	SP0612	Clostridium hylemonae	1000	0
Retroauricular crease	17	SP0613	Megasphaera sp DISK 18	1000	0
Retroauricular crease	17	SP0614	Megasphaera sp MJR8396C	1000	0
Retroauricular crease	17	SP0615	Moraxella catarrhalis	1000	0
Retroauricular crease	17	SP0616	Klebsiella aerogenes	1000	0
Retroauricular crease	17	SP0617	Proteus mirabilis	1000	0
Retroauricular crease	17	SP0618	Staphylococcus lugdunensis	1000	0
Retroauricular crease	17	SP0619	Butyricicoccus pullicaecorum	1000	0
Retroauricular crease	17	SP0620	Malassezia sympodialis	1000	0
Retroauricular crease	17	SP0621	Corynebacterium argentoratense	1000	0
Retroauricular crease	17	SP0622	Leuconostoc mesenteroides	1000	0
Retroauricular crease	17	SP0623	Propionibacterium sp oral taxon 192	1000	0
Retroauricular crease	17	SP0624	Prevotella sp CAG 617	1000	0
Retroauricular crease	17	SP0625	Prevotella sp CAG 1185	1000	0
Retroauricular crease	17	SP0626	Lawsonella clevelandensis	1000	0
Retroauricular crease	17	SP0627	Citrobacter portucalensis	1000	0
Retroauricular crease	17	SP0628	Citrobacter youngae	1000	0
Retroauricular crease	17	SP0629	Klebsiella quasipneumoniae	1000	0
Retroauricular crease	17	SP0630	Clostridium sp 7 2 43FAA	1000	0
Retroauricular crease	17	SP0631	Staphylococcus pseudintermedius	1000	0
Retroauricular crease	17	SP0632	Tepidiphilus thermophilus	1000	0
Retroauricular crease	17	SP0633	Fusobacterium necrophorum	1000	0
Retroauricular crease	17	SP0634	Brachyspira sp CAG 700	1000	0
Retroauricular crease	17	SP0635	Elizabethkingia miricola	1000	0
Retroauricular crease	17	SP0636	Parabacteroides gordonii	1000	0
Retroauricular crease	17	SP0637	Phascolarctobacterium sp CAG 266	1000	0
Retroauricular crease	17	SP0638	Corynebacterium kefirresidentii	1000	0
Retroauricular crease	17	SP0639	Anaerotruncus sp CAG 528	1000	0
Retroauricular crease	17	SP0640	Enterococcus faecalis	1000	0
Retroauricular crease	17	SP0641	Citrobacter europaeus	1000	0
Retroauricular crease	17	SP0642	Lachnoclostridium sp An118	1000	0
Retroauricular crease	17	SP0643	Enterococcus gallinarum	1000	0
Retroauricular crease	17	SP0644	Klebsiella oxytoca	1000	0
Retroauricular crease	17	SP0645	Negativicoccus succinicivorans	1000	0
Retroauricular crease	17	SP0646	Kingella potus	1000	0
Retroauricular crease	17	SP0647	Corynebacterium singulare	1000	0
Retroauricular crease	17	SP0648	Bacteroides sp OM05 12	1000	0
Retroauricular crease	17	SP0649	Bifidobacterium animalis	1000	0
Retroauricular crease	17	SP0650	Stenotrophomonas maltophilia	1000	0
Retroauricular crease	17	SP0651	Staphylococcus saprophyticus	1000	0
Retroauricular crease	17	SP0652	Bacteroides sp D2	1000	0
Retroauricular crease	17	SP0653	Eubacterium coprostanoligenes	1000	0
Retroauricular crease	17	SP0654	Anaerobiospirillum thomasii	1000	0
Retroauricular crease	17	SP0655	Fusobacterium mortiferum	1000	0
Retroauricular crease	17	SP0656	Helicobacter pylori	1000	0
Retroauricular crease	17	SP0657	Clostridium hiranonis	1000	0
Retroauricular crease	17	SP0658	Veillonella denticariosi	1000	0
Retroauricular crease	17	SP0659	Peptostreptococcus anaerobius	1000	0
Retroauricular crease	17	SP0660	Peptostreptococcus sp MV1	1000	0
Retroauricular crease	17	SP0661	Criibacterium bergeronii	1000	0
Retroauricular crease	17	SP0662	Blautia coccoides	1000	0
Retroauricular crease	17	SP0663	Anaerococcus vaginalis	1000	0
Retroauricular crease	17	SP0664	Bifidobacterium dentium	1000	0
Retroauricular crease	17	SP0665	Lactobacillus delbrueckii	1000	0
Retroauricular crease	17	SP0666	Blastocystis sp subtype 1	1000	0
Retroauricular crease	17	SP0667	Staphylococcus hominis	1000	0
Retroauricular crease	17	SP0668	Corynebacterium amycolatum	1000	0
Retroauricular crease	17	SP0669	Agitococcus lubricus	1000	0
Retroauricular crease	17	SP0670	Listeria monocytogenes	1000	0
Retroauricular crease	17	SP0671	Bacteroides caecimuris	1000	0
Retroauricular crease	17	SP0672	Acinetobacter junii	1000	0
Retroauricular crease	17	SP0673	Acinetobacter lwoffii	1000	0
Retroauricular crease	17	SP0674	Dermabacter hominis	1000	0
Retroauricular crease	17	SP0675	Micrococcus lylae	1000	0
Retroauricular crease	17	SP0676	Corynebacterium sp HMSC08A12	1000	0
Retroauricular crease	17	SP0677	Corynebacterium hadale	1000	0
Retroauricular crease	17	SP0678	Pyramidobacter piscolens	1000	0
Retroauricular crease	17	SP0679	Corynebacterium simulans	1000	0
Retroauricular crease	17	SP0680	Comamonas kerstersii	1000	0
Retroauricular crease	17	SP0681	Bifidobacterium breve	1000	0
Retroauricular crease	17	SP0682	Enterobacter cloacae complex	1000	0
Retroauricular crease	17	SP0683	Enterobacter bugandensis	1000	0
Retroauricular crease	17	SP0684	Actinomyces turicensis	1000	0
Retroauricular crease	17	SP0685	Staphylococcus haemolyticus	1000	0
Retroauricular crease	17	SP0686	Burkholderia cenocepacia	1000	0
Retroauricular crease	17	SP0687	Burkholderia pyrrocinia	1000	0
Retroauricular crease	17	SP0688	Jonquetella anthropi	1000	0
Retroauricular crease	17	SP0689	Bacteroides stercorirosoris	1000	0
Retroauricular crease	17	SP0690	Bacteroides oleiciplenus	1000	0
Retroauricular crease	17	SP0691	Corynebacterium afermentans	1000	0
Retroauricular crease	17	SP0692	Lactobacillus curvatus	1000	0
Retroauricular crease	17	SP0693	Clostridioides difficile	1000	0
Retroauricular crease	17	SP0694	Lactobacillus plantarum	1000	0
Retroauricular crease	17	SP0695	Candida dubliniensis	1000	0
Retroauricular crease	17	SP0696	Lactobacillus fermentum	1000	0
Retroauricular crease	17	SP0697	Hafnia paralvei	1000	0
Retroauricular crease	17	SP0698	Candidatus Gastranaerophilales bacterium	1000	0
Retroauricular crease	17	SP0699	Kocuria indica	1000	0
Retroauricular crease	17	SP0700	Streptococcus agalactiae	1000	0
Retroauricular crease	17	SP0701	Enterococcus dispar	1000	0
Retroauricular crease	17	SP0702	Firmicutes bacterium CAG 646	1000	0
Retroauricular crease	17	SP0703	Peptoniphilus sp DNF00840	1000	0
Retroauricular crease	17	SP0704	Bacteroidales bacterium KA00251	1000	0
Retroauricular crease	17	SP0705	Ureaplasma urealyticum	1000	0
Retroauricular crease	17	SP0706	Veillonella montpellierensis	1000	0
Retroauricular crease	17	SP0707	Actinomyces urogenitalis	1000	0
Retroauricular crease	17	SP0708	Actinomyces radingae	1000	0
Retroauricular crease	17	SP0709	Megasphaera sp BV3C16 1	1000	0
Retroauricular crease	17	SP0710	Bifidobacterium scardovii	1000	0
Retroauricular crease	17	SP0711	Staphylococcus warneri	1000	0
Retroauricular crease	17	SP0712	Veillonella sp CAG 933	1000	0
Retroauricular crease	17	SP0713	Lachnospiraceae bacterium 2 1 46FAA	1000	0
Retroauricular crease	17	SP0714	Clostridium neonatale	1000	0
Retroauricular crease	17	SP0715	Lactobacillus algidus	1000	0
Retroauricular crease	17	SP0716	Lactobacillus reuteri	1000	0
Retroauricular crease	17	SP0717	Moraxella lacunata	1000	0
Retroauricular crease	17	SP0718	Staphylococcus pasteuri	1000	0
Retroauricular crease	17	SP0719	Pantoea ananatis	1000	0
Retroauricular crease	17	SP0720	Parascardovia denticolens	1000	0
Retroauricular crease	17	SP0721	Brevundimonas diminuta	1000	0
Retroauricular crease	17	SP0722	Mixta calida	1000	0
Retroauricular crease	17	SP0723	Acinetobacter ursingii	1000	0
Retroauricular crease	17	SP0724	Corynebacterium striatum	1000	0
Retroauricular crease	17	SP0725	Acinetobacter parvus	1000	0
Retroauricular crease	17	SP0726	Roseomonas mucosa	1000	0
Retroauricular crease	17	SP0727	Acinetobacter bereziniae	1000	0
Retroauricular crease	17	SP0728	Paracoccus sanguinis	1000	0
Retroauricular crease	17	SP0729	Lactobacillus mucosae	1000	0
Retroauricular crease	17	SP0730	Acidovorax caeni	1000	0
Retroauricular crease	17	SP0731	Porphyromonas cangingivalis	1000	0
Retroauricular crease	17	SP0732	Porphyromonas gulae	1000	0
Retroauricular crease	17	SP0733	Porphyromonas gingivicanis	1000	0
Retroauricular crease	17	SP0734	Staphylococcus cohnii	1000	0
Retroauricular crease	17	SP0735	Neisseria dumasiana	1000	0
Retroauricular crease	17	SP0736	Lactobacillus rhamnosus	1000	0
Retroauricular crease	17	SP0737	Fusobacterium gonidiaformans	1000	0
Retroauricular crease	17	SP0738	Bacteroides zoogleoformans	1000	0
Retroauricular crease	17	SP0739	Cloacibacillus porcorum	1000	0
Retroauricular crease	17	SP0740	Leuconostoc garlicum	1000	0
Retroauricular crease	17	SP0741	Dialister succinatiphilus	1000	0
Retroauricular crease	17	SP0742	Gemmiger sp An194	1000	0
Retroauricular crease	17	SP0743	Mycolicibacterium mucogenicum	1000	0
Retroauricular crease	17	SP0744	Massilia timonae	1000	0
Retroauricular crease	17	SP0745	Sphingobium yanoikuyae	1000	0
Retroauricular crease	17	SP0746	Herbaspirillum sp	1000	0
Retroauricular crease	17	SP0747	Synechococcus sp JA 2 3B a 2 13	1000	0
Retroauricular crease	17	SP0748	Roseiflexus sp RS 1	1000	0
Retroauricular crease	17	SP0749	Streptococcus lutetiensis	1000	0
Buccal mucosa	84	SP0001	Parabacteroides merdae	1000	0
Buccal mucosa	84	SP0002	Bacteroides vulgatus	1000	0
Buccal mucosa	84	SP0003	Bacteroides cellulosilyticus	1000	0
Buccal mucosa	84	SP0004	Parabacteroides distasonis	1000	0
Buccal mucosa	84	SP0005	Bacteroides sp CAG 927	1000	0
Buccal mucosa	84	SP0006	Bacteroides ovatus	1000	0
Buccal mucosa	84	SP0007	Bacteroides caccae	1000	0
Buccal mucosa	84	SP0008	Alistipes putredinis	1000	0
Buccal mucosa	84	SP0009	Parasutterella excrementihominis	1000	0
