UnitSet	Habitat	Units	FeatureID	Label	Phylum	CoreEligible	Detected	Prevalence	WilsonLower	WilsonUpper	MeanRelativeAbundance	MedianWhenDetected	OperationalCore	BootstrapInclusionFrequency	StableCore	SelectionScore
Subject-habitat representatives	Retroauricular crease	17	SP0111	Actinomyces graevenitzii	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.00000244705833411775	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0112	Prevotella salivae	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.00000104117626235298	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0113	Prevotella histicola	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0114	Oribacterium sinus	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0115	Actinomyces sp HMSC035G02	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.000000311764643529424	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0116	Veillonella rogosae	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0117	Campylobacter concisus	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0118	Megasphaera micronuciformis	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0119	Fusobacterium periodonticum	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0120	Actinomyces odontolyticus	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.00000358235306352947	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0121	Atopobium parvulum	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0122	Prevotella pallens	Bacteroidetes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.00000682941039882382	0.000116099976780005	FALSE	0	FALSE	0.000153724356725281
Subject-habitat representatives	Retroauricular crease	17	SP0123	Granulicatella elegans	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000118570599630001	0.00194670019467002	FALSE	0	FALSE	0.000640530164358629
Subject-habitat representatives	Retroauricular crease	17	SP0124	Stomatobaculum longum	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0125	Leptotrichia wadei	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0126	Actinomyces sp S6 Spd3	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0127	Streptococcus thermophilus	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000848235326117681	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0128	Neisseria flavescens	Proteobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000149117657458828	0.000114400022880005	FALSE	0	FALSE	0.000227151503074656
Subject-habitat representatives	Retroauricular crease	17	SP0129	Streptococcus oralis	Firmicutes	TRUE	4	0.235294117647059	0.0955504432208012	0.47261798119565	0.000997370683717657	0.00352565034121504	FALSE	0	FALSE	0.00743086496417856
Subject-habitat representatives	Retroauricular crease	17	SP0130	Neisseria subflava	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0131	Lachnoanaerobaculum saburreum	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0132	Streptococcus sanguinis	Firmicutes	TRUE	3	0.176470588235294	0.0619112663762099	0.410294585688341	0.000769558898304713	0.000489500048950005	FALSE	0	FALSE	0.0048954572843944
Subject-habitat representatives	Retroauricular crease	17	SP0133	Streptococcus australis	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000360000038352947	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0134	Streptococcus gordonii	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000187411783447061	0.00317300031730003	FALSE	0	FALSE	0.000805284843858131
Subject-habitat representatives	Retroauricular crease	17	SP0135	Leptotrichia sp oral taxon 215	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0136	Streptococcus sp F0442	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0137	Porphyromonas somerae	Bacteroidetes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.00000917647144764713	0.000139800013980001	FALSE	0	FALSE	0.000178192301625633
Subject-habitat representatives	Retroauricular crease	17	SP0138	Kingella oralis	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.00000274117674470591	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0139	Prevotella sp oral taxon 299	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0140	Oribacterium asaccharolyticum	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0141	Rothia dentocariosa	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000128941175429414	0.000132700013270001	FALSE	0	FALSE	0.000211225764711595
Subject-habitat representatives	Retroauricular crease	17	SP0142	Solobacterium moorei	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0143	Haemophilus sputorum	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0144	Staphylococcus aureus	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000539782406919417	0.00916120091612009	FALSE	0	FALSE	0.0013666598675211
Subject-habitat representatives	Retroauricular crease	17	SP0145	Streptococcus sp HPH0090	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0146	Gemella haemolysans	Firmicutes	TRUE	3	0.176470588235294	0.0619112663762099	0.410294585688341	0.000801958903558242	0.000383800038380004	FALSE	0	FALSE	0.0049974492220259
Subject-habitat representatives	Retroauricular crease	17	SP0147	Streptococcus sp A12	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000186705898400002	0.000298400029840003	FALSE	0	FALSE	0.000254173399657451
Subject-habitat representatives	Retroauricular crease	17	SP0148	Lactobacillus helveticus	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0149	Leptotrichia sp oral taxon 212	Fusobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000125235306641178	0.000172500017250002	FALSE	0	FALSE	0.000208168239985873
Subject-habitat representatives	Retroauricular crease	17	SP0150	Fusobacterium nucleatum	Fusobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000752470663482359	0.00124280012428001	FALSE	0	FALSE	0.000510265099524947
Subject-habitat representatives	Retroauricular crease	17	SP0151	Capnocytophaga leadbetteri	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.00000568823586294124	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0152	Granulicatella adiacens	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.00000990000099000012	0.000168300016830002	FALSE	0	FALSE	0.000185083923637165
Subject-habitat representatives	Retroauricular crease	17	SP0153	Prevotella nigrescens	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.00000550588277647066	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0154	Streptococcus vestibularis	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000105941187064707	0.000180100018010002	FALSE	0	FALSE	0.000191462398907463
Subject-habitat representatives	Retroauricular crease	17	SP0155	Streptococcus sp HMSC034E03	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0156	Actinomyces sp HPA0247	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0157	Capnocytophaga gingivalis	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.000000282352969411768	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0158	Actinomyces oris	Actinobacteria	TRUE	3	0.176470588235294	0.0619112663762099	0.410294585688341	0.000142817658557061	0.000349400034940004	FALSE	0	FALSE	0.00210893545277979
Subject-habitat representatives	Retroauricular crease	17	SP0159	Rothia aeria	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000313294145276475	0.000409200040920004	FALSE	0	FALSE	0.000329251087534087
Subject-habitat representatives	Retroauricular crease	17	SP0160	Haemophilus influenzae	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0161	Haemophilus quentini	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0162	Streptococcus cristatus	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000206470595823533	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0163	Streptococcus mutans	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0164	Streptococcus sp HMSC067H01	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0165	Atopobium rimae	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0166	Haemophilus haemolyticus	Proteobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000879041264818247	0.0148683014868302	FALSE	0	FALSE	0.00174403706273339
Subject-habitat representatives	Retroauricular crease	17	SP0167	Capnocytophaga granulosa	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.0000037823533194118	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0168	Neisseria sicca	Proteobacteria	TRUE	2	0.117647058823529	0.0328797737637927	0.343363505948859	0.000243594141770003	0.00203285020328502	FALSE	0	FALSE	0.00183617679290686
Subject-habitat representatives	Retroauricular crease	17	SP0169	Leptotrichia hofstadii	Fusobacteria	TRUE	0	0	0	0.184318135008852	0.00000187058842235296	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0170	Cardiobacterium hominis	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.00000120588247352942	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0171	Capnocytophaga sputigena	Bacteroidetes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000173988252692943	0.00289340028934003	FALSE	0	FALSE	0.00077590945119013
Subject-habitat representatives	Retroauricular crease	17	SP0172	Streptococcus sp HMSC071D03	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0173	Streptococcus pseudopneumoniae	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0174	Corynebacterium durum	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.000000735293970588265	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0175	Prevotella pleuritidis	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0176	Gemella morbillorum	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000505882403529417	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0177	Lautropia mirabilis	Proteobacteria	TRUE	2	0.117647058823529	0.0328797737637927	0.343363505948859	0.0000567470642682359	0.000475100047510005	FALSE	0	FALSE	0.000886242909738683
Subject-habitat representatives	Retroauricular crease	17	SP0178	Prevotella sp oral taxon 473	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0179	Aggregatibacter sp oral taxon 458	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.00000270000027000003	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0180	Bulleidia extructa	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000258235319941179	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0181	Leptotrichia sp oral taxon 225	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0182	Leptotrichia sp oral taxon 498	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0183	Actinomyces naeslundii	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000746588310952948	0.00121630012163001	FALSE	0	FALSE	0.000508266717081752
Subject-habitat representatives	Retroauricular crease	17	SP0184	Haemophilus parahaemolyticus	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0185	Bifidobacterium longum	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000125235269070593	0.000212899957420008	FALSE	0	FALSE	0.00020816820876064
Subject-habitat representatives	Retroauricular crease	17	SP0186	Prevotella oris	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.00000417647100588239	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0187	Parvimonas micra	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000334117680470592	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0188	Streptococcus pneumoniae	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0189	Haemophilus paraphrohaemolyticus	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0190	Corynebacterium matruchotii	Actinobacteria	TRUE	3	0.176470588235294	0.0619112663762099	0.410294585688341	0.000307417676535297	0.000646700064670006	FALSE	0	FALSE	0.00309411713756296
Subject-habitat representatives	Retroauricular crease	17	SP0191	Actinomyces sp oral taxon 170	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0192	Actinobaculum sp oral taxon 183	Actinobacteria	TRUE	2	0.117647058823529	0.0328797737637927	0.343363505948859	0.0000245882377529414	0.000209000020900002	FALSE	0	FALSE	0.000583370919568757
Subject-habitat representatives	Retroauricular crease	17	SP0193	Actinomyces massiliensis	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.00000577058871176477	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0194	Campylobacter gracilis	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0195	Capnocytophaga sp oral taxon 863	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0196	Eikenella corrodens	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.00000315882384529415	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0197	Cardiobacterium valvarum	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0198	Pseudopropionibacterium propionicum	Actinobacteria	TRUE	0	0	0	0.184318135008852	0.000000594117706470594	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0199	Actinomyces viscosus	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0200	Campylobacter showae	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.0000000823529494117653	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0201	Actinomyces johnsonii	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.00000838235377941183	0.000133700013370001	FALSE	0	FALSE	0.000170307616852055
Subject-habitat representatives	Retroauricular crease	17	SP0202	Prevotella loescheii	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0203	Streptococcus sp oral taxon 056	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0204	Eubacterium brachy	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0205	Abiotrophia defectiva	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000819882434929418	0.00139380013938001	FALSE	0	FALSE	0.00053263152766827
Subject-habitat representatives	Retroauricular crease	17	SP0206	Capnocytophaga ochracea	Bacteroidetes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.00000830588318352948	0.000131000013100001	FALSE	0	FALSE	0.000169528995218591
Subject-habitat representatives	Retroauricular crease	17	SP0207	Streptococcus anginosus group	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0208	Actinomyces meyeri	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0209	Actinomyces sp oral taxon 448	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0210	Eikenella sp NML130454	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0211	Selenomonas noxia	Firmicutes	TRUE	0	0	0	0.184318135008852	0.00000169411781647061	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0212	Oribacterium sp oral taxon 078	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0213	Abiotrophia sp HMSC24B09	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000157311780130002	0.00265690026569003	FALSE	0	FALSE	0.000737788193952
Subject-habitat representatives	Retroauricular crease	17	SP0214	Leptotrichia sp oral taxon 879	Fusobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0215	Aggregatibacter actinomycetemcomitans	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0216	Actinomyces sp oral taxon 180	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0217	Aggregatibacter segnis	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.000000423529496470605	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0218	Actinomyces denticolens	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0219	Selenomonas infelix	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0220	Kingella denitrificans	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0221	Capnocytophaga sp oral taxon 338	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0222	Staphylococcus argenteus	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0223	Staphylococcus epidermidis	Firmicutes	TRUE	17	1	0.815681864991148	1	0.0690611157355267	0.0367841036784104	TRUE	1	TRUE	0.2627948167973
Subject-habitat representatives	Retroauricular crease	17	SP0224	Cutibacterium acnes	Actinobacteria	TRUE	17	1	0.815681864991148	1	0.710029782776729	0.769783346043331	TRUE	1	TRUE	0.842632649958883
Subject-habitat representatives	Retroauricular crease	17	SP0225	Corynebacterium accolens	Actinobacteria	TRUE	4	0.235294117647059	0.0955504432208012	0.47261798119565	0.00286544733974415	0.000222399975410005	FALSE	0	FALSE	0.0125952643151792
Subject-habitat representatives	Retroauricular crease	17	SP0226	Escherichia coli	Proteobacteria	TRUE	0	0	0	0.184318135008852	0.00000610000006941177	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0227	Haemophilus sp HMSC71H05	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0228	Propionibacterium namnetense	Actinobacteria	TRUE	11	0.647058823529412	0.413003634852187	0.826902796027563	0.000615617646395307	0.000582599883480023	FALSE	0.098	FALSE	0.0160545927645889
Subject-habitat representatives	Retroauricular crease	17	SP0229	Klebsiella pneumoniae	Proteobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0230	Gardnerella vaginalis	Actinobacteria	TRUE	3	0.176470588235294	0.0619112663762099	0.410294585688341	0.000408617670643532	0.00303330030333003	FALSE	0	FALSE	0.00356722830372628
Subject-habitat representatives	Retroauricular crease	17	SP0231	Lactobacillus iners	Firmicutes	TRUE	4	0.235294117647059	0.0955504432208012	0.47261798119565	0.000454264752827064	0.000653650078270015	FALSE	0	FALSE	0.00501493825414111
Subject-habitat representatives	Retroauricular crease	17	SP0232	Atopobium vaginae	Actinobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.0000588058823529412	0.0009997	FALSE	0	FALSE	0.000451088197334937
Subject-habitat representatives	Retroauricular crease	17	SP0233	Sneathia amnii	Fusobacteria	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000277370615972356	0.00471530047153005	FALSE	0	FALSE	0.000979673372537686
Subject-habitat representatives	Retroauricular crease	17	SP0234	Veillonellaceae bacterium DNF00626	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0235	Prevotella timonensis	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0.00000424705882352941	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0236	Prevotella buccalis	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0237	Anaerococcus tetradius	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0238	Dialister micraerophilus	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0239	Peptoniphilus lacrimalis	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0240	Aerococcus christensenii	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0241	Mobiluncus curtisii	Actinobacteria	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0242	Tissierellia bacterium KA00581	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0243	Prevotella bivia	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0244	Lactobacillus jensenii	Firmicutes	TRUE	1	0.0588235294117647	0.0104604009849976	0.269820306375754	0.000418529453617651	0.00711500071150007	FALSE	0	FALSE	0.00120341131847975
Subject-habitat representatives	Retroauricular crease	17	SP0245	Mageeibacillus indolicus	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0246	Gemella asaccharolytica	Firmicutes	TRUE	4	0.235294117647059	0.0955504432208012	0.47261798119565	0.000093864717008825	0.000339000050105008	FALSE	0	FALSE	0.00227961894477137
Subject-habitat representatives	Retroauricular crease	17	SP0247	Prevotella colorans	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0248	Lactobacillus coleohominis	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0249	Prevotella sp S7 1 8	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0250	Lactobacillus gasseri	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0251	Mycoplasma hominis	Tenericutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0252	Porphyromonas uenonis	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0253	Peptococcus niger	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0254	Peptoniphilus sp BV3C26	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0255	Bacteroides coagulans	Firmicutes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Retroauricular crease	17	SP0256	Porphyromonas asaccharolytica	Bacteroidetes	TRUE	0	0	0	0.184318135008852	0	0	FALSE	0	FALSE	0
