Label	Command	ReturnCode	StartedUTC	EndedUTC	Stdout	Stderr	ResourceLog
trnascan-binette__015	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -A --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__015/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__015/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__015/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__015/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__015.fna	0	2026-07-29T09:32:20.758364+00:00	2026-07-29T09:34:14.796824+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__015.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__015.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__015.time.txt
prodigal-binette__015	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__015.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__015/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__015/proteins.faa	0	2026-07-29T09:34:14.799557+00:00	2026-07-29T09:34:29.263570+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__015.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__015.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__015.time.txt
barrnap-binette__017	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__017.fna	0	2026-07-29T09:34:29.267069+00:00	2026-07-29T09:34:42.162721+00:00	${ARTICLE44_WORK_DIR}/features/binette__017/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__017.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__017.time.txt
trnascan-binette__017	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__017/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__017/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__017/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__017/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__017.fna	0	2026-07-29T09:34:42.165840+00:00	2026-07-29T09:35:45.784968+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__017.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__017.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__017.time.txt
prodigal-binette__017	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__017.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__017/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__017/proteins.faa	0	2026-07-29T09:35:45.786268+00:00	2026-07-29T09:35:49.932033+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__017.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__017.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__017.time.txt
barrnap-binette__018	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom arc --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__018.fna	0	2026-07-29T09:35:49.934349+00:00	2026-07-29T09:35:51.941420+00:00	${ARTICLE44_WORK_DIR}/features/binette__018/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__018.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__018.time.txt
trnascan-binette__018	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -A --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__018/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__018/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__018/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__018/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__018.fna	0	2026-07-29T09:35:51.943882+00:00	2026-07-29T09:37:03.272640+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__018.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__018.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__018.time.txt
prodigal-binette__018	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__018.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__018/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__018/proteins.faa	0	2026-07-29T09:37:03.275978+00:00	2026-07-29T09:37:07.793034+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__018.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__018.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__018.time.txt
barrnap-binette__019	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom arc --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__019.fna	0	2026-07-29T09:37:07.794510+00:00	2026-07-29T09:37:10.281036+00:00	${ARTICLE44_WORK_DIR}/features/binette__019/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__019.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__019.time.txt
trnascan-binette__019	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -A --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__019/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__019/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__019/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__019/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__019.fna	0	2026-07-29T09:37:10.282399+00:00	2026-07-29T09:38:37.907182+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__019.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__019.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__019.time.txt
prodigal-binette__019	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__019.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__019/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__019/proteins.faa	0	2026-07-29T09:38:37.910329+00:00	2026-07-29T09:38:42.783126+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__019.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__019.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__019.time.txt
barrnap-binette__021	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__021.fna	0	2026-07-29T09:38:42.784646+00:00	2026-07-29T09:38:45.103656+00:00	${ARTICLE44_WORK_DIR}/features/binette__021/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__021.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__021.time.txt
trnascan-binette__021	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__021/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__021/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__021/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__021/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__021.fna	0	2026-07-29T09:38:45.105114+00:00	2026-07-29T09:39:21.973328+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__021.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__021.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__021.time.txt
prodigal-binette__021	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__021.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__021/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__021/proteins.faa	0	2026-07-29T09:39:21.976089+00:00	2026-07-29T09:40:08.385804+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__021.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__021.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__021.time.txt
barrnap-binette__022	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__022.fna	0	2026-07-29T09:40:08.387372+00:00	2026-07-29T09:40:11.169584+00:00	${ARTICLE44_WORK_DIR}/features/binette__022/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__022.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__022.time.txt
trnascan-binette__022	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__022/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__022/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__022/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__022/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__022.fna	0	2026-07-29T09:40:11.172045+00:00	2026-07-29T09:40:56.477548+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__022.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__022.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__022.time.txt
prodigal-binette__022	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__022.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__022/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__022/proteins.faa	0	2026-07-29T09:40:56.479088+00:00	2026-07-29T09:41:45.741042+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__022.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__022.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__022.time.txt
barrnap-binette__023	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom arc --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__023.fna	0	2026-07-29T09:41:45.744767+00:00	2026-07-29T09:41:49.016487+00:00	${ARTICLE44_WORK_DIR}/features/binette__023/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__023.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__023.time.txt
trnascan-binette__023	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -A --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__023/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__023/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__023/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__023/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__023.fna	0	2026-07-29T09:41:49.019411+00:00	2026-07-29T09:42:38.422352+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__023.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__023.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__023.time.txt
prodigal-binette__023	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__023.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__023/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__023/proteins.faa	0	2026-07-29T09:42:38.426415+00:00	2026-07-29T09:42:45.922078+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__023.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__023.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__023.time.txt
barrnap-binette__024	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__024.fna	0	2026-07-29T09:42:45.926193+00:00	2026-07-29T09:42:48.716734+00:00	${ARTICLE44_WORK_DIR}/features/binette__024/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__024.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__024.time.txt
trnascan-binette__024	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__024/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__024/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__024/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__024/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__024.fna	0	2026-07-29T09:42:48.720737+00:00	2026-07-29T09:43:24.482699+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__024.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__024.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__024.time.txt
prodigal-binette__024	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__024.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__024/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__024/proteins.faa	0	2026-07-29T09:43:24.484299+00:00	2026-07-29T09:43:52.639101+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__024.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__024.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__024.time.txt
barrnap-binette__025	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__025.fna	0	2026-07-29T09:43:52.642142+00:00	2026-07-29T09:43:57.636228+00:00	${ARTICLE44_WORK_DIR}/features/binette__025/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__025.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__025.time.txt
trnascan-binette__025	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__025/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__025/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__025/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__025/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__025.fna	0	2026-07-29T09:43:57.640790+00:00	2026-07-29T09:45:35.913660+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__025.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__025.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__025.time.txt
prodigal-binette__025	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__025.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__025/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__025/proteins.faa	0	2026-07-29T09:45:35.917858+00:00	2026-07-29T09:48:01.803219+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__025.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__025.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__025.time.txt
barrnap-binette__026	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/barrnap --kingdom bac --threads 8 --addids ${ARTICLE44_WORK_DIR}/bins/binette__026.fna	0	2026-07-29T09:48:01.806268+00:00	2026-07-29T09:48:04.686216+00:00	${ARTICLE44_WORK_DIR}/features/binette__026/barrnap.gff	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__026.stderr.log	${ARTICLE44_WORK_DIR}/logs/barrnap-binette__026.time.txt
trnascan-binette__026	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/tRNAscan-SE -B --thread 8 --output ${ARTICLE44_WORK_DIR}/features/binette__026/trnascan.tsv --stats ${ARTICLE44_WORK_DIR}/features/binette__026/trnascan.stats --gff ${ARTICLE44_WORK_DIR}/features/binette__026/trnascan.gff --log ${ARTICLE44_WORK_DIR}/features/binette__026/trnascan.log --forceow --quiet ${ARTICLE44_WORK_DIR}/bins/binette__026.fna	0	2026-07-29T09:48:04.688040+00:00	2026-07-29T09:48:55.712777+00:00	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__026.stdout.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__026.stderr.log	${ARTICLE44_WORK_DIR}/logs/trnascan-binette__026.time.txt
prodigal-binette__026	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/prodigal -i ${ARTICLE44_WORK_DIR}/bins/binette__026.fna -p meta -f gff -o ${ARTICLE44_WORK_DIR}/features/binette__026/prodigal.gff -a ${ARTICLE44_WORK_DIR}/features/binette__026/proteins.faa	0	2026-07-29T09:48:55.716515+00:00	2026-07-29T09:50:00.461419+00:00	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__026.stdout.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__026.stderr.log	${ARTICLE44_WORK_DIR}/logs/prodigal-binette__026.time.txt
megahit-k141-fastg	${HOME}/miniconda3/envs/metagenome-assembly-2026.07/bin/megahit_toolkit contig2fastg 141 ${PROJECT_ROOT}/data/raw/article30/work/assemblies/megahit-coassembly/intermediate_contigs/k141.contigs.fa	0	2026-07-29T09:50:00.465195+00:00	2026-07-29T09:50:02.493757+00:00	${ARTICLE44_WORK_DIR}/graph/megahit-k141.fastg	${ARTICLE44_WORK_DIR}/logs/megahit-k141-fastg.stderr.log	${ARTICLE44_WORK_DIR}/logs/megahit-k141-fastg.time.txt
