contigName	contigLen	totalAvgDepth	MOCK1.primary.sorted	MOCK1.primary.sorted-var	MOCK2.primary.sorted	MOCK2.primary.sorted-var
k141_1003	1267	3.44739	1.83234	1.41363	1.61506	1.57259
k141_4259	1464	4.5981	1.93265	0.9244	2.66545	2.12022
k141_37130	1136	2.35453	1.39788	0.899395	0.956647	0.514031
k141_11740	1021	2.65655	1.40953	1.13796	1.24702	1.01917
k141_15312	5914	8.06121	4.02029	3.25737	4.04092	2.809
k141_29960	3471	5.05277	2.43048	2.7168	2.62229	2.03223
k141_4260	1149	2.84396	1.17793	0.752124	1.66603	0.97312
k141_33588	1298	2.60667	1.40583	0.820147	1.20083	0.969645
k141_11741	1747	2.18678	1.32444	0.619796	0.862341	0.883346
k141_15314	1055	3.44201	2.40543	1.19528	1.03657	0.687998
k141_37133	2070	2.80426	1.32404	1.0573	1.48022	1.29692
k141_4261	1993	2.619	1.51873	0.766134	1.10026	0.601346
k141_37135	1121	2.38612	0.978495	0.28525	1.40762	1.10081
k141_33592	1709	4.0211	2.81626	1.87552	1.20484	0.789068
k141_51563	12509	4.6155	2.34953	2.28042	2.26597	1.88019
k141_15315	2597	6.96759	3.35254	3.5591	3.61505	5.03189
k141_11742	2709	3.62581	2.27078	1.61516	1.35504	1.41986
k141_48391	12718	8.60555	3.77076	4.44749	4.83479	5.41287
k141_33594	1285	2.754	1.19545	0.447436	1.55855	1.00563
k141_37138	1347	3.30264	1.85188	1.79453	1.45076	1.09232
k141_29966	3338	4.89198	2.13241	1.69443	2.75957	2.94524
k141_1005	6730	8.40003	4.21381	4.13432	4.18622	5.01329
k141_51568	1197	7.30846	3.71156	5.05245	3.59691	2.1534
k141_15317	1576	5.87821	2.58593	3.215	3.29229	3.19684
k141_29967	1016	2.01089	0.810458	0.677236	1.20044	0.348004
k141_18910	8473	4.82543	2.17313	2.28942	2.6523	1.95446
k141_41027	145419	46.8465	23.4101	26.8497	23.4364	28.1104
k141_11743	2921	8.27276	4.13709	3.67462	4.13567	3.88695
k141_51569	1044	2.89852	1.26321	0.757097	1.63531	0.875322
k141_41028	1220	2.62389	1.28699	0.613369	1.3369	0.783814
k141_29970	1227	3.06377	1.45261	0.824212	1.61116	0.447066
k141_15319	1478	3.32971	0.536957	0.483775	2.79275	1.60458
k141_11745	1027	2.96233	1.72013	1.41297	1.2422	1.19668
k141_18913	1292	3.48827	1.73367	1.52836	1.75461	1.08558
k141_4265	5903	11.606	5.44238	6.57181	6.16365	7.79256
k141_48394	4240	4.47489	2.27137	2.02776	2.20352	1.21551
k141_1012	1405	3.19663	1.76129	0.598404	1.43535	0.564531
k141_37147	1197	2.72884	1.36488	0.660005	1.36397	1.37559
k141_51574	1021	3.26761	1.21343	0.588888	2.05417	0.487298
k141_18914	2079	5.06058	1.80616	1.87454	3.25442	2.88174
k141_15323	1305	4.21955	1.32394	0.509403	2.89561	2.27101
k141_1014	1221	4.79163	2.72484	2.36004	2.06679	2.01068
k141_48396	1764	5.36375	2.41657	2.93747	2.94718	2.1978
k141_29973	2750	3.6546	1.24548	0.658331	2.40913	2.33084
k141_18915	1047	4.88725	3.11275	3.6803	1.7745	1.26344
k141_37148	2041	4.46011	1.82244	2.47772	2.63767	1.34034
k141_4267	2668	5.41167	2.65331	3.51811	2.75837	3.485
k141_15325	1159	2.25636	1.44958	0.732602	0.806786	0.544708
k141_48397	1211	2.93441	1.49596	0.705247	1.43845	0.750026
k141_11749	2484	3.48324	1.83864	1.12574	1.64459	0.858136
k141_37149	1591	4.44474	2.1353	1.05809	2.30944	1.18432
k141_4269	1172	4.54097	3.25978	1.61092	1.28119	0.83231
k141_11750	1115	4.90855	1.86529	1.36471	3.04326	3.50599
k141_51576	3670	3.9958	1.91349	1.22158	2.08231	2.24192
k141_48399	1923	4.7611	3.08712	2.09164	1.67397	1.31854
k141_4271	1337	3.18644	1.83293	1.20873	1.35351	0.492056
k141_29974	4076	5.95023	3.17672	2.9034	2.7735	2.36687
k141_29975	1497	3.29235	1.13796	1.04033	2.1544	1.22937
k141_18916	4912	8.54861	4.742	5.71109	3.80661	3.00027
k141_4272	1828	3.33757	0.950289	0.425517	2.38728	1.49248
k141_29976	1002	2.81748	1.60509	0.673328	1.21239	0.692375
k141_51579	2065	4.92527	2.5755	1.7083	2.34977	1.77077
k141_15326	6229	8.4014	4.27173	5.24821	4.12967	4.90663
k141_48404	3224	6.16411	3.12924	3.39957	3.03487	2.465
k141_11759	2496	7.02085	3.42452	4.72171	3.59633	2.93249
k141_51584	1032	3.22698	1.50107	0.987675	1.72591	0.730798
k141_4284	1193	26.4639	10.8566	13.5397	15.6073	19.597
k141_29983	1707	3.39528	1.39466	0.421892	2.00062	0.692167
k141_48408	1229	3.46331	1.97613	1.25519	1.48718	0.782807
k141_51586	2049	5.02922	2.83701	3.10061	2.19221	2.54817
k141_15332	3064	5.04349	2.54147	3.10635	2.50202	3.08516
k141_51587	1342	3.16318	1.32637	0.722045	1.83682	0.804403
k141_29988	1576	5.57916	2.20095	1.50665	3.37821	3.40661
k141_48412	4041	6.11565	3.05884	3.34005	3.05681	2.13632
k141_51591	1979	2.69272	1.5933	1.79568	1.09942	1.00766
k141_4286	6820	30.9912	15.8725	16.5186	15.1187	21.2602
k141_1023	14257	7.91405	4.27728	4.13019	3.63677	4.39628
k141_15339	2056	3.89428	2.37845	2.47961	1.51583	1.40573
k141_51594	1071	3.66393	2.36177	1.87105	1.30216	0.713134
k141_4287	1964	2.4925	1.33387	0.698655	1.15863	0.701896
k141_48414	2369	3.62395	1.67768	1.25289	1.94628	1.51255
k141_51595	1013	3.9388	0.655738	0.291638	3.28306	1.27755
k141_1024	3161	2.98433	1.7287	1.37214	1.25563	1.03885
k141_48415	1774	3.39558	1.93198	1.26701	1.4636	0.930631
k141_15342	2427	4.12838	1.64577	1.14035	2.48261	2.27127
k141_4289	2070	5.29006	2.31288	1.52002	2.97718	2.92947
k141_15343	1346	3.94792	2.63542	1.41067	1.3125	0.68334
k141_26169	95010	18.2808	9.09827	9.6133	9.18255	9.74397
k141_51601	1360	3.89382	1.91521	1.76046	1.97861	1.46109
k141_48418	2899	4.19065	1.83934	0.858461	2.3513	1.97943
k141_15347	1336	4.31583	1.57512	0.771635	2.74071	1.96746
k141_37150	24261	14.4751	7.52212	7.35238	6.95294	7.75256
k141_29989	12161	7.64097	4.10661	4.65261	3.53436	3.7013
k141_1027	4386	5.19636	2.66231	2.04829	2.53405	2.96692
k141_4293	2923	2.87788	1.47646	1.75595	1.40142	1.25382
k141_44379	67925	11.0816	5.39164	5.79932	5.68996	6.42641
k141_15348	1993	2.24802	1.41425	0.503601	0.833773	0.713125
k141_29990	1474	4.53779	2.03561	1.37401	2.50218	1.72653
k141_4295	1437	3.7065	1.31516	0.585204	2.39134	1.59263
k141_48422	1658	3.41667	2.28333	1.36291	1.13333	0.522291
k141_1029	1333	3.29393	2.03725	1.17852	1.25668	0.682033
k141_48423	1233	4.31454	1.82291	1.84602	2.49163	2.69458
k141_37154	2624	5.04196	2.87213	2.09412	2.16983	1.72836
k141_44380	2188	6.20048	4.03636	4.41902	2.16411	1.40771
k141_1030	1795	17.9729	7.98114	4.47486	9.99175	12.6544
k141_51606	4199	4.12021	2.27579	1.80565	1.84443	0.917752
k141_11768	16376	7.48759	3.41111	3.16731	4.07648	4.06606
k141_44382	1056	2.24113	1.30689	0.745848	0.934238	0.492013
k141_37155	2348	8.12133	4.14044	4.67568	3.98089	2.07654
k141_48424	3674	4.11186	1.33361	0.874704	2.77824	2.59443
k141_44383	1720	4.15968	1.36745	1.35904	2.79223	1.55151
k141_51608	2378	3.4057	1.53596	0.594573	1.86974	1.13398
k141_37157	1463	3.50623	1.86813	1.02365	1.6381	0.801483
k141_4302	3855	4.39526	2.20442	1.83738	2.19084	1.77428
k141_44385	1245	2.89974	1.02964	0.979918	1.8701	0.706491
k141_37159	1171	3.49581	1.44082	0.858673	2.05499	1.1397
k141_1033	5028	5.18661	2.63002	1.90847	2.55659	3.10455
k141_48433	1020	3.59111	0.592191	0.461092	2.99892	1.54071
k141_29996	7824	5.92299	3.31608	2.42615	2.60691	2.64586
k141_48434	1043	4.72169	1.38942	0.913875	3.33228	1.01872
k141_44388	1008	4.27582	1.62637	0.722733	2.64945	2.1707
k141_15349	9510	29.314	14.7933	16.0494	14.5206	12.9936
k141_44389	1152	3.62619	1.21727	0.529201	2.40892	1.14793
k141_4306	2736	3.65428	1.62282	1.43791	2.03146	1.65733
k141_48436	1337	5.32365	3.66586	3.48922	1.65779	0.734169
k141_44390	1259	2.86391	1.72438	0.770516	1.13953	0.477065
k141_30000	1369	3.55625	1.60976	0.880663	1.9465	2.46014
k141_1039	1903	3.90471	1.9374	1.39019	1.96731	2.35868
k141_37164	1967	3.70144	1.71001	0.841988	1.99144	1.80182
k141_4307	2266	6.05258	2.88838	2.449	3.16421	2.32187
k141_11776	4938	7.90393	3.55455	5.01333	4.34938	5.24159
k141_1040	1025	2.68716	1.24164	0.932916	1.44552	0.867167
k141_48439	1793	2.94572	1.80944	2.1048	1.13628	0.834427
k141_37165	1441	4.11467	1.20998	0.720407	2.90469	2.77331
k141_41032	45025	10.5064	5.30392	5.68073	5.20246	5.62834
k141_44393	1314	4.87582	3.15378	3.35658	1.72204	1.33997
k141_15350	3701	6.62115	3.24036	5.69856	3.38079	4.76992
k141_1042	1430	3.16817	1.03979	0.79857	2.12838	1.17133
k141_48440	2276	4.5124	1.74564	0.977992	2.76676	2.20741
k141_4310	2060	3.04689	1.79103	1.44026	1.25586	1.16345
k141_15353	1026	3.51832	1.82543	1.11944	1.69289	0.331687
k141_30008	1114	4.49213	2.75394	1.63003	1.73819	2.23878
k141_1043	1001	2.53599	1.31561	0.302715	1.22038	0.5822
k141_41035	1348	21.0816	10.5136	18.399	10.568	18.1367
k141_51615	7477	7.13999	4.01206	3.55834	3.12793	3.07131
k141_4312	1102	2.42131	0.997012	0.980043	1.4243	0.563559
k141_37169	1713	3.53498	1.57214	1.96369	1.96285	0.749544
k141_11780	2953	4.6648	1.80876	2.38877	2.85604	2.88077
k141_15354	1590	3.43968	1.47252	0.457328	1.96716	0.490545
k141_26170	22153	49.0209	24.8546	27.8963	24.1663	25.2496
k141_41036	1989	4.05235	2.43681	1.14244	1.61555	2.08969
k141_37170	1530	3.87151	1.73883	1.28186	2.13268	1.76854
k141_48442	2689	3.20455	1.54226	1.37107	1.66229	1.4809
k141_15355	1684	3.80013	1.63115	1.18563	2.16898	0.8484
k141_11781	1763	3.25886	1.32192	1.20279	1.93694	1.78389
k141_4315	1116	3.13752	1.278	1.18813	1.85953	1.13757
k141_51619	1075	3.30809	2.3869	1.58376	0.921187	1.13416
k141_48443	1095	3.20261	1.15446	0.407845	2.04814	1.18845
k141_41038	1705	3.64095	1.84505	1.43113	1.79589	2.38425
k141_44394	5747	9.74916	4.96725	6.03338	4.78191	4.91379
k141_15357	1096	2.70641	1.76353	1.46458	0.942886	0.517298
k141_1049	1801	6.10981	3.12801	3.26329	2.9818	1.99437
k141_26174	1333	3.2583	2.3336	1.7622	0.924696	0.470016
k141_11782	1612	5.91678	3.14927	3.97241	2.7675	1.99877
k141_55353	62886	15.1205	7.82272	8.21319	7.2978	7.76953
k141_44395	1399	3.21829	1.70945	2.90625	1.50884	0.67011
k141_15358	1039	3.51753	1.03401	0.864805	2.48353	2.63721
k141_8199	69148	47.764	23.5178	28.602	24.2463	26.309
k141_1050	1551	2.87268	1.46731	0.446074	1.40537	1.24672
k141_51624	1047	3.93678	2.30664	1.21917	1.63014	1.05609
k141_4317	2928	16.7636	9.17491	9.44453	7.58869	8.42823
k141_37174	3949	12.0621	5.55336	9.39919	6.5087	12.3221
k141_26178	1011	2.64622	1.28149	0.724403	1.36473	0.545551
k141_55354	2181	4.93231	2.21411	2.02622	2.71819	3.76829
k141_51626	1241	3.44007	1.44357	0.700624	1.9965	1.09982
k141_37175	1224	3.17851	1.55062	1.42277	1.62789	0.735181
k141_11786	1493	4.79498	2.28172	1.48943	2.51326	2.52547
k141_8203	1187	3.81818	2.75941	0.947582	1.05877	1.04065
k141_44398	2082	4.14516	1.85383	1.47033	2.29133	1.32003
k141_26182	1106	3.1498	1.62202	0.578935	1.52778	0.68642
k141_48449	3306	3.44701	2.07512	1.91862	1.37188	1.05872
k141_51627	1461	3.66398	2.01908	1.41521	1.6449	1.82681
k141_8205	1000	2.18404	0.966741	0.915645	1.21729	0.614219
k141_15364	1149	3.24738	2.18363	1.40529	1.06375	0.674991
k141_37179	1062	1.90871	1.59751	0.34043	0.311203	0.214579
k141_1056	1130	3.89922	2.21415	1.81346	1.68508	1.09472
k141_8206	1005	1.98567	1.48953	0.621025	0.496141	0.250261
k141_51629	1055	3.94253	2.08359	1.40723	1.85893	0.930916
k141_55355	3338	5.27068	1.92809	1.75554	3.34259	2.14317
k141_1057	1170	3.64272	1.49254	1.43039	2.15019	1.93913
k141_15365	1612	3.91083	2.09115	1.2739	1.81968	1.38914
k141_4325	1039	4.36451	1.58448	1.50482	2.78002	2.39729
k141_48453	1368	4.38898	1.3063	0.824147	3.08268	1.91199
k141_41053	1303	3.49295	1.67054	1.00182	1.82241	1.0083
k141_44403	1176	3.63265	1.6039	0.701822	2.02876	1.44301
k141_55356	1036	4.64499	1.96375	1.17905	2.68124	3.02636
k141_41054	1403	4.28812	2.15096	1.45802	2.13716	1.39605
k141_1058	2099	4.03948	2.5932	1.87443	1.44628	0.875251
k141_15367	1479	5.2824	2.56626	2.56028	2.71615	3.83096
k141_37182	2822	7.4967	4.558	4.27831	2.93869	2.90441
k141_48456	1076	3.75051	2.27096	0.985873	1.47955	1.16284
k141_30010	13256	7.29055	3.54233	3.89233	3.74821	4.35215
k141_51633	2112	3.96077	1.85948	0.723917	2.10129	2.93561
k141_30011	1081	3.30824	1.75992	0.930074	1.54832	1.35587
k141_41056	1419	3.15216	1.6003	1.04617	1.55185	0.973255
k141_48458	1479	4.50109	2.11586	1.32425	2.38523	2.10076
k141_30012	1065	3.14478	2.11686	0.819665	1.02792	0.940221
k141_44409	1490	3.43463	1.6875	1.95907	1.74713	1.07045
k141_37186	1413	4.31103	2.33688	1.45188	1.97414	0.82886
k141_1064	1027	2.29925	1.23681	0.310239	1.06243	0.679288
k141_26192	3617	7.11878	3.77465	5.21377	3.34413	4.17172
k141_55361	1546	54.1657	23.4441	24.6382	30.7217	66.1595
k141_8215	3511	6.27395	3.13243	1.39864	3.14152	3.31445
k141_15368	4151	29.9891	13.8922	16.0499	16.097	15.7593
k141_4333	2884	4.17983	2.29433	2.21855	1.8855	1.51832
k141_30013	3345	3.98799	2.25962	2.39558	1.72836	1.17634
k141_8218	1790	3.54374	2.06856	1.28567	1.47518	0.998201
k141_41063	1369	3.2085	1.25492	0.853086	1.95358	0.756105
k141_15370	1203	2.86878	1.57738	0.711626	1.2914	0.424069
k141_30014	1777	3.58785	1.86778	1.52006	1.72007	0.751157
k141_15371	1056	3.59708	2.22025	1.94412	1.37683	1.00206
k141_4337	1060	2.90333	0.884615	0.676573	2.01871	1.82481
k141_15373	1215	3.09132	1.23366	1.33515	1.85765	2.04693
k141_37196	1321	5.80867	2.51513	3.24018	3.29354	1.93914
k141_1069	3715	4.56594	1.42881	0.840674	3.13713	2.13331
k141_51640	4382	9.2465	5.03805	12.8624	4.20845	13.831
k141_41066	3135	3.59796	1.7537	1.43535	1.84425	1.39832
k141_51641	1369	3.5059	1.78678	1.25763	1.71912	1.77221
k141_55365	4466	5.38805	2.7168	3.45371	2.67125	2.34073
k141_8226	1620	2.7615	1.60775	2.16491	1.15375	0.717959
k141_30021	1000	2.96231	2.22173	0.721042	0.740577	0.349935
k141_44417	5414	9.44018	4.69564	4.21555	4.74454	2.98913
k141_41069	1596	3.3271	1.65754	2.13716	1.66956	0.974906
k141_51644	1098	2.129	1.578	0.724647	0.551	0.692085
k141_30022	3333	4.9119	2.53941	2.72778	2.37249	1.992
k141_1075	2392	32.3819	16.6325	19.0848	15.7493	21.4429
k141_41070	2069	3.05632	1.56266	0.983239	1.49366	1.18612
k141_44420	1346	2.625	1.92308	2.31324	0.701923	0.326474
k141_8232	2057	4.66207	2.13783	1.61329	2.52425	1.58763
k141_26194	12488	15.0467	7.88257	8.56924	7.16408	7.90999
k141_1079	1906	3.94358	1.86781	1.1109	2.07577	1.07506
k141_8234	2363	3.32804	1.18764	0.830935	2.1404	2.00766
k141_30024	3445	4.68449	2.86047	2.51636	1.82402	1.0273
k141_51649	3053	4.55465	2.44399	1.56719	2.11066	2.30359
k141_26196	1358	2.39841	0.934127	0.731956	1.46429	0.458617
k141_15382	5595	84.0344	40.8714	37.2695	43.163	73.0669
k141_44426	1347	2.77422	1.19616	0.947865	1.57806	0.941212
k141_51651	1275	2.12319	0.948173	0.380817	1.17502	0.62921
k141_4345	9550	7.21403	3.17933	3.61068	4.0347	5.88682
k141_15383	1563	19.5283	10.1215	29.7256	9.40683	19.4313
k141_41072	5805	6.97792	3.0587	3.6358	3.91922	4.27647
k141_1082	2031	31.7729	15.5841	33.7783	16.1888	13.9515
k141_48459	19034	8.77023	4.57626	5.14329	4.19397	4.79953
k141_26198	3145	4.19166	2.22415	1.5686	1.96751	1.9198
k141_41074	1006	2.68833	1.65198	1.58987	1.03634	0.438587
k141_51652	2049	3.01538	1.50846	2.22851	1.50692	1.90548
k141_30030	1519	3.99859	1.53202	1.21816	2.46657	2.73355
k141_15386	1223	3.24444	0.8	0.467976	2.44444	0.946417
k141_41075	1282	3.47889	1.24831	0.988162	2.23057	1.87326
k141_44427	3359	9.18185	4.3364	5.47179	4.84545	5.82628
k141_51654	1025	2.94067	1.67422	1.15293	1.26645	0.564999
k141_30033	1089	4.8113	1.03532	0.522992	3.77598	7.27097
k141_8235	5706	6.34272	3.24964	3.5621	3.09308	4.1607
k141_1083	2720	3.66781	1.85774	1.33461	1.81007	1.40917
k141_15388	2018	3.57812	1.36354	0.887046	2.21458	1.06283
k141_55369	12418	40.3912	20.4503	23.6468	19.9408	20.485
k141_44430	1320	2.87643	0.736498	0.493983	2.13993	1.19825
k141_1086	1049	3.94427	2.44164	1.54159	1.50263	1.13236
k141_48462	3734	7.28025	3.19389	4.29933	4.08636	4.62796
k141_4350	4980	8.40147	4.14891	4.57141	4.25256	5.8832
k141_15390	1269	2.924	1.35269	0.859262	1.57131	0.964794
k141_41078	3012	20.8318	10.2488	12.9579	10.583	9.52432
k141_30036	2440	3.26601	1.50213	1.57347	1.76388	1.51918
k141_44431	1468	5.78978	3.20292	3.64178	2.58686	1.64511
k141_37197	18754	7.45674	3.80473	2.53333	3.65202	3.29898
k141_8238	3057	3.94356	2.36431	1.88889	1.57925	1.02811
k141_1088	1446	5.42285	2.59941	0.999023	2.82344	2.05344
k141_41079	1099	2.78521	1.43656	0.97423	1.34865	1.07132
k141_26199	6267	4.34219	2.45388	1.65261	1.88831	1.57101
k141_4351	1780	3.31332	1.90012	1.5617	1.4132	1.35265
k141_48465	1226	2.9344	1.26064	0.771403	1.67376	0.988421
k141_37200	1041	2.70626	1.64475	0.409759	1.06151	0.853961
k141_4352	1003	9.81105	5.60884	28.6124	4.20221	10.0685
k141_30040	2003	3.73963	1.86509	1.39934	1.87454	1.00368
k141_51661	3242	5.1972	2.73123	1.98087	2.46597	2.29472
k141_8241	2141	4.88546	3.02594	1.10462	1.85952	0.792696
k141_15398	1072	2.16632	1.28542	0.41177	0.880903	0.460627
k141_41084	1395	3.10794	1.46338	1.15317	1.64456	0.633604
k141_1094	1299	2.81099	1.36553	0.678777	1.44546	0.442231
k141_26201	2947	4.81748	3.09056	2.60704	1.72692	0.920483
k141_51662	1673	2.71937	1.01143	0.562769	1.70794	0.792676
k141_37201	3341	4.35677	2.6346	1.69525	1.72217	1.62386
k141_33595	98599	8.50031	4.454	4.6817	4.04631	4.31845
k141_8242	2375	4.55951	2.52789	3.04019	2.03162	2.0113
k141_55371	6358	6.54233	3.01438	3.3435	3.52796	4.02682
k141_48471	1679	2.49462	0.917774	0.870452	1.57685	1.30881
k141_51663	1279	3.32261	1.69517	1.0409	1.62743	1.46446
k141_44434	5311	24.6921	12.5415	10.8167	12.1506	10.0505
k141_4358	1967	3.71001	2.27394	2.093	1.43606	1.30709
k141_48472	1146	2.47805	1.19466	0.47975	1.2834	1.19468
k141_55372	1414	4.03343	2.16261	1.3454	1.87082	1.38559
k141_8244	1403	8.10958	3.27663	10.5575	4.83295	11.2696
k141_44435	1010	2.49013	0.933114	0.674995	1.55702	0.852943
k141_26206	2012	3.88871	1.68495	1.95875	2.20376	1.51623
k141_33598	1199	2.59401	0.741144	0.961115	1.85286	0.649236
k141_48474	1184	3.40331	2.34346	4.61649	1.05985	0.530062
k141_37202	4798	3.90511	2.22617	1.87586	1.67894	1.37442
k141_1095	6252	5.74651	3.37927	3.38809	2.36724	2.01624
k141_55373	2638	4.7937	2.59606	2.29836	2.19764	2.14447
k141_8245	3051	3.24788	1.20115	0.880928	2.04673	1.16177
k141_37203	1210	2.83183	1.03507	0.806146	1.79676	1.21158
k141_1096	1004	3.45585	1.9702	1.55823	1.48565	0.720785
k141_48479	1213	2.61525	1.36682	0.760306	1.24843	0.339481
k141_37204	1267	2.929	1.34046	0.616861	1.58854	1.35025
k141_33606	1375	3.59123	1.44792	1.48416	2.1433	1.65107
k141_48480	2207	7.15742	4.49123	12.2254	2.66619	2.38094
k141_44446	1034	4.45192	2.12393	1.25094	2.32799	1.58962
k141_55377	1696	4.21965	2.48936	2.27884	1.73029	1.07499
k141_1100	1157	3.13409	0.424929	0.244593	2.70916	2.44274
k141_8249	2277	4.26342	1.2827	0.882393	2.98073	3.28985
k141_37207	1447	3.75612	1.82431	1.54849	1.9318	1.63627
k141_48481	1020	3.12147	0.9718	0.798334	2.14967	1.35217
k141_8250	1814	3.80186	1.96096	0.984465	1.84091	0.903549
k141_51668	6687	5.31492	2.30991	1.78068	3.00501	2.64376
k141_1102	2409	2.86543	1.30247	1.06822	1.56296	1.46259
k141_55382	1302	4.06146	1.9402	1.56583	2.12126	2.25296
k141_37210	1022	2.46753	0.649351	0.227942	1.81818	1.06984
k141_41085	13313	8.15369	4.01793	4.08273	4.13576	4.14878
k141_48483	2177	4.55267	2.42088	2.96286	2.13179	1.26654
k141_51670	1223	3.60267	1.96267	1.85982	1.64	0.98683
k141_37211	1465	2.59181	1.0534	0.555706	1.53841	0.86949
k141_1104	1002	2.74226	1.06858	1.10492	1.67367	0.64533
k141_44453	1518	4.29648	1.63521	2.549	2.66127	1.51803
k141_55384	1054	4.00628	2.12343	0.994173	1.88285	2.0491
k141_48484	1668	2.89682	1.21083	0.685279	1.68599	1.48387
k141_8252	2284	5.80833	3.48399	1.77295	2.32434	2.11672
k141_37212	1017	3.11534	1.65724	0.561034	1.45811	0.821494
k141_51671	1333	3.62429	1.26397	0.371106	2.36032	1.67152
k141_1105	1163	3.37371	1.45352	0.887175	1.92019	1.53028
k141_41086	2496	14.8645	6.45705	25.2144	8.40742	42.1066
k141_55385	1208	2.79369	1.84775	1.30321	0.945946	0.476787
k141_15399	16098	7.74819	4.14081	4.01605	3.60737	4.03016
k141_37216	1288	4.17395	2.16387	1.4256	2.01008	2.38676
k141_44458	1125	3.05161	2.41188	1.2795	0.639727	0.427583
k141_41089	1322	3.46242	0.786765	0.62743	2.67565	1.48508
k141_48488	1129	3.20466	1.82735	0.556571	1.3773	0.621581
k141_1110	1181	3.47184	1.44968	0.613686	2.02216	1.06605
k141_11788	50143	11.2638	5.64666	5.67771	5.6171	6.04104
k141_8258	1282	8.23226	4.97973	2.71304	3.25253	2.61157
k141_1111	1184	3.57366	1.61694	2.03193	1.95672	1.01841
k141_55386	3422	5.24188	3.66817	3.65245	1.57371	3.08423
k141_51675	3083	3.47404	1.61776	1.20202	1.85628	0.725653
k141_37218	2349	3.77477	1.97246	2.06501	1.80231	1.4218
k141_15403	1357	3.63701	1.86021	1.00747	1.77681	1.11787
k141_11789	1343	3.07711	1.76546	1.48997	1.31165	0.629484
k141_41091	2769	25.6818	12.9221	125.761	12.7596	137.808
k141_51676	1107	2.69078	1.68285	0.353684	1.00793	0.706288
k141_48491	2411	5.19412	3.46606	2.34674	1.72806	1.54234
k141_44462	1838	3.36264	1.82529	1.15521	1.53736	1.97275
k141_41092	1339	2.91056	1.88558	1.02723	1.02498	0.679211
k141_51677	1267	3.79897	1.85201	1.11934	1.94696	1.36362
k141_44464	1455	3.75608	2.65217	1.6577	1.10391	1.10202
k141_51678	1352	4.02233	2.01834	1.9446	2.00399	2.6632
k141_41094	1180	3.32994	1.18392	0.523958	2.14603	0.674308
k141_37220	4075	5.02464	2.43073	2.7875	2.59391	2.5818
k141_55388	3680	5.67588	2.13289	1.84883	3.54299	2.50462
k141_48495	2325	5.77009	3.12573	2.16296	2.64436	1.52485
k141_51679	1604	3.10691	2.1494	1.20358	0.957503	0.792879
k141_55389	1430	4.53303	2.46321	2.59144	2.06982	1.05974
k141_11795	2175	6.24555	2.65335	2.28438	3.5922	4.59421
k141_41097	1203	3.26335	2.23077	0.943989	1.03258	0.344955
k141_51680	1452	4.08272	1.85007	1.50671	2.23264	1.32869
k141_1114	6138	4.55596	2.39371	2.703	2.16225	1.36592
k141_48497	1717	4.60469	1.16862	0.728654	3.43607	2.32269
k141_44469	1096	2.8988	1.75451	1.12022	1.14429	0.408445
k141_37221	2847	8.28847	4.3394	4.62965	3.94907	8.54185
k141_41100	1041	20.9417	9.36585	13.9202	11.5758	16.5078
k141_30041	29804	17.889	8.74436	8.00899	9.14462	10.1696
k141_51681	2123	3.37284	1.94963	0.694112	1.42321	1.65435
k141_4361	23736	6.48976	3.38827	3.23002	3.10149	3.60397
k141_11800	1028	3.39892	2.04409	2.25748	1.35484	0.410015
k141_44472	1601	4.29408	2.33866	0.908542	1.95542	1.86286
k141_51682	1606	5.05239	3.11472	2.51171	1.93767	2.90124
k141_1119	1544	3.73098	2.10373	1.05775	1.62725	0.798669
k141_55392	3105	8.02361	3.75657	3.03382	4.26704	2.79859
k141_48501	1889	4.27917	2.27862	0.87485	2.00056	3.10111
k141_30044	1720	3.19359	1.72688	1.19555	1.46671	0.786988
k141_4364	1247	4.86858	1.83551	1.58879	3.03307	4.61041
k141_41102	2562	6.47362	2.78328	4.2591	3.69034	5.47488
k141_37222	4531	6.55651	3.29461	1.90415	3.2619	2.66082
k141_55394	1150	4.0884	1.60456	0.659848	2.48384	0.514487
k141_44476	1223	3.76089	1.81867	1.28381	1.94222	0.928158
k141_30046	1451	63.3888	33.4848	43.4569	29.9039	33.2674
k141_48504	2004	3.97534	1.91815	1.32244	2.05719	1.46391
k141_41107	1255	2.36301	1.36819	0.606525	0.994814	0.603783
k141_37225	1586	3.44758	1.97715	0.713674	1.47043	0.726765
k141_33607	25447	14.4497	7.35666	6.59747	7.09306	9.17214
k141_30049	1145	3.73448	1.21777	0.495551	2.51671	2.16395
k141_26212	29018	46.563	22.9993	23.0973	23.5637	33.9952
k141_51690	2104	4.0663	1.93121	1.17234	2.13509	1.69295
k141_33608	1328	3.18049	1.33659	0.978562	1.8439	1.05942
k141_41110	1775	3.02206	1.73465	0.971907	1.28742	0.784884
k141_37226	3090	4.28409	2.11497	1.23985	2.16912	1.74406
k141_51691	1881	3.76164	2.26192	4.74556	1.49972	1.52735
k141_18918	110457	9.56176	4.74706	5.28235	4.8147	4.96151
k141_44485	1045	44.0433	19.4794	21.7299	24.5639	89.2565
k141_26213	2694	5.7943	3.24037	2.763	2.55393	2.07685
k141_4375	2091	4.23733	1.86352	1.42613	2.37381	1.39986
k141_55404	1316	4.07964	2.27586	1.74307	1.80378	1.00911
k141_37228	1147	2.61392	1.33079	1.12233	1.28313	0.737512
