community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_q8_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_r406_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_r406_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_r529_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_r529_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_r788_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_raffin_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_regfnb_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_regfnb_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rep_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rep_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_ribflv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rmn_e	0.0	0.11	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_104557_cb_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_104557_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_96990_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_96990_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_oh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rpn_oh_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rsv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_rsvgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_salcn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sb_611855_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sb_y_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sch_488128_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sch_57871_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sch_57871_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_ser_L_e	0.0	0.15	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sfnd_1689_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sfnd_1689_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sftz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sftz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_simvgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_smap_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_smap_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_smvacid_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sn38_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sn38g_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_so4_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_spmd_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_spz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_spz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_spz_sfn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_spz_sfn_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_srv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_stg_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_stg_m3_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_stg_m4_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_stys_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_succ_e	0.0	0.13	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sucr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_sulfac_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tat_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_taur_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tgz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tgz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_thr_L_e	0.0	0.17	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_thsacmp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_thymd_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_1a_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_1b_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_1x_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_2_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_2a_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_3_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_4_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m1_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m2_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m3_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m4_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m4a_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m5_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m5a_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m5b_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m6_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlf_a_m9_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlms_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tlms_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tmacmp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_ac_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_ac_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_am_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_am_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tolcp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tpno_1glc_4g_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tpno_4g_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tpno_4glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tpnoh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_trp_L_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tsacmgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tsul_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_ttdca_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_tyr_L_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_ura_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_uri_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_val_L_e	0.0	0.01	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_xan_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_xyl_D_e	0.0	0.12	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Acidaminococcus_intestini	M_zn2_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_12ppd_S_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_1hibup_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_1hibupglu_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_1hmdgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_1ohmdz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_26dap_M_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hatvacid_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hatvacidgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hatvlac_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hatvlacgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hibup_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2hibupglu_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2oh_cbz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2oh_cbz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2oh_mtz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_2oh_mtz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3hibup_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3hibupglu_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3meacmp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_cbz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_cbz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_dlor_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_dlor_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_mdea_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_mdea_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_mxn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_3oh_mxn_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4abut_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4abz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4dh_tpno_1glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4dh_tpno_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4hmdgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_dcf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_dcf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_kp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_kp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_levole_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_levole_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_meth_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_meth_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_propl_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_propl_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_trz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_trz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_vcz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4oh_vcz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_4ohmdz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_5asa_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_5oh_sulfp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_5oh_sulfp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_5ohfvs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_5ohfvsglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_6bhglz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_6bhglzglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_6ohfvs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_6ohfvsglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7a_czp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7bhglz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7bhglzglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7dhcdchol_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7ocholate_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7oh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_7oh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_814dioh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_814dioh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_8oh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_8oh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_C02528_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_N_oh_phtn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_N_oh_phtn_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_6oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_6oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_7oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_7oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_8oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_R_8oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_S_4oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_S_4oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_S_6oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_S_6oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_Ser_Thr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_T_antigen_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_Tn_antigen_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_Tyr_ggn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_abz_ala_b_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_ac_amn_b_gly_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_ac_amn_b_gly_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_ac_e	0.0	0.07	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_acgal_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_acmp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_acmp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_acmpglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_ade_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_adn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_adocbl_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_ala_L_e	0.0	0.13	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alaasp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alagln_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alaglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alagly_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alahis_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alaleu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alathr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alpz_4oh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alpz_4oh_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alpz_aoh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_alpz_aoh_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am14_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am14_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am1ccs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am1cglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am5_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Bacteroides_vulgatus	M_am5_glc_e	0.0	0.0	0	0.0
