sample_id	id	species	abundance
MV_FEM5_t1Q14	Actinomyces_odontolyticus	Actinomyces odontolyticus	3.6000000000000003e-06
MV_FEM5_t1Q14	Bacteroides_vulgatus	Bacteroides vulgatus	0.0006775
MV_FEM5_t1Q14	Eggerthella_lenta	Eggerthella lenta	0.0004167
MV_FEM5_t1Q14	Gordonibacter_pamelaeae	Gordonibacter pamelaeae	0.000571
MV_FEM5_t1Q14	Intestinibacter_bartlettii	Intestinibacter bartlettii	4.6e-06
MV_FEM5_t1Q14	Enterorhabdus_caecimuris	Enterorhabdus caecimuris	2.0600000000000003e-05
MV_FEM5_t1Q14	Prevotella_copri	Prevotella copri	0.016792
MV_FEM5_t1Q14	Alistipes_putredinis	Alistipes putredinis	0.0043172
MV_FEM5_t1Q14	Bacteroides_uniformis	Bacteroides uniformis	0.0023662
MV_FEM5_t1Q14	Bacteroides_dorei	Bacteroides dorei	0.0059976
MV_FEM5_t1Q14	Parabacteroides_merdae	Parabacteroides merdae	0.0004034
MV_FEM5_t1Q14	Bacteroides_intestinalis	Bacteroides intestinalis	0.0003725
MV_FEM5_t1Q14	Bacteroides_plebeius	Bacteroides plebeius	0.0017763000000000002
MV_FEM5_t1Q14	Eubacterium_sp_CAG_251	Eubacterium sp CAG 251	0.0059987999999999994
MV_FEM5_t1Q14	Bacteroides_caccae	Bacteroides caccae	0.0009848
MV_FEM5_t1Q14	Bacteroides_clarus	Bacteroides clarus	0.0001718
MV_FEM5_t1Q14	Ruminococcus_bromii	Ruminococcus bromii	8.89e-05
MV_FEM5_t1Q14	Odoribacter_splanchnicus	Odoribacter splanchnicus	6.28e-05
MV_FEM5_t1Q14	Eubacterium_rectale	Eubacterium rectale	0.1204134
MV_FEM5_t1Q14	Parasutterella_excrementihominis	Parasutterella excrementihominis	0.0003818
MV_FEM5_t1Q14	Roseburia_hominis	Roseburia hominis	0.009535400000000001
MV_FEM5_t1Q14	Bacteroides_ovatus	Bacteroides ovatus	4.24e-05
MV_FEM5_t1Q14	Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	0.1315305
MV_FEM5_t1Q14	Akkermansia_muciniphila	Akkermansia muciniphila	0.0141019
MV_FEM5_t1Q14	Parabacteroides_goldsteinii	Parabacteroides goldsteinii	0.0001089
MV_FEM5_t1Q14	Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	0.0044036
MV_FEM5_t1Q14	Alistipes_inops	Alistipes inops	0.0007877000000000001
MV_FEM5_t1Q14	Alistipes_shahii	Alistipes shahii	3.14e-05
MV_FEM5_t1Q14	Coprococcus_eutactus	Coprococcus eutactus	0.2163334
MV_FEM5_t1Q14	Ruminococcus_sp_CAG_488	Ruminococcus sp CAG 488	0.017174599999999998
MV_FEM5_t1Q14	Dialister_invisus	Dialister invisus	0.0030721
MV_FEM5_t1Q14	Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.0046523
MV_FEM5_t1Q14	Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	0.00094
MV_FEM5_t1Q14	Roseburia_intestinalis	Roseburia intestinalis	0.0090924
MV_FEM5_t1Q14	Roseburia_sp_CAG_182	Roseburia sp CAG 182	0.0011311000000000001
MV_FEM5_t1Q14	Firmicutes_bacterium_CAG_110	Firmicutes bacterium CAG 110	0.0065994
MV_FEM5_t1Q14	Eubacterium_eligens	Eubacterium eligens	0.0058691
MV_FEM5_t1Q14	Firmicutes_bacterium_CAG_95	Firmicutes bacterium CAG 95	0.003326
MV_FEM5_t1Q14	Streptococcus_thermophilus	Streptococcus thermophilus	0.0108568
MV_FEM5_t1Q14	Firmicutes_bacterium_CAG_534	Firmicutes bacterium CAG 534	0.0004768
MV_FEM5_t1Q14	Eubacterium_ventriosum	Eubacterium ventriosum	0.0077476
MV_FEM5_t1Q14	Coprococcus_comes	Coprococcus comes	0.00034520000000000004
MV_FEM5_t1Q14	Bifidobacterium_adolescentis	Bifidobacterium adolescentis	0.0556986
MV_FEM5_t1Q14	Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.012283500000000001
MV_FEM5_t1Q14	Alistipes_indistinctus	Alistipes indistinctus	2.2000000000000003e-05
MV_FEM5_t1Q14	Ruminococcus_sp_CAG_624	Ruminococcus sp CAG 624	0.0013671
MV_FEM5_t1Q14	Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.0274431
MV_FEM5_t1Q14	Gemmiger_formicilis	Gemmiger formicilis	0.0065296
MV_FEM5_t1Q14	Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	0.0002476
MV_FEM5_t1Q14	Ruminococcaceae_bacterium_D5	Ruminococcaceae bacterium D5	0.0003902
MV_FEM5_t1Q14	Clostridium_sp_CAG_58	Clostridium sp CAG 58	0.0003798
MV_FEM5_t1Q14	Dorea_longicatena	Dorea longicatena	0.0262945
MV_FEM5_t1Q14	Clostridium_sp_CAG_167	Clostridium sp CAG 167	0.0006733
MV_FEM5_t1Q14	Blautia_obeum	Blautia obeum	0.07456489999999999
MV_FEM5_t1Q14	Methanobrevibacter_smithii	Methanobrevibacter smithii	0.00034209999999999997
MV_FEM5_t1Q14	Anaeromassilibacillus_sp_An250	Anaeromassilibacillus sp An250	8.38e-05
MV_FEM5_t1Q14	Ruminococcus_sp_CAG_403	Ruminococcus sp CAG 403	0.0022919999999999998
MV_FEM5_t1Q14	Asaccharobacter_celatus	Asaccharobacter celatus	0.0025406
MV_FEM5_t1Q14	Adlercreutzia_equolifaciens	Adlercreutzia equolifaciens	0.0016928000000000002
MV_FEM5_t1Q14	Eubacterium_siraeum	Eubacterium siraeum	0.0121422
MV_FEM5_t1Q14	Blautia_wexlerae	Blautia wexlerae	0.010121
MV_FEM5_t1Q14	Anaerostipes_hadrus	Anaerostipes hadrus	0.009262
MV_FEM5_t1Q14	Eubacterium_hallii	Eubacterium hallii	0.0020250000000000003
MV_FEM5_t1Q14	Eubacterium_ramulus	Eubacterium ramulus	0.0023204
MV_FEM5_t1Q14	Bifidobacterium_angulatum	Bifidobacterium angulatum	0.034139300000000004
MV_FEM5_t1Q14	Flavonifractor_plautii	Flavonifractor plautii	9.2e-06
MV_FEM5_t1Q14	Ruminococcus_torques	Ruminococcus torques	0.0557945
MV_FEM5_t1Q14	Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.0006906
MV_FEM5_t1Q14	Dorea_formicigenerans	Dorea formicigenerans	0.0089437
MV_FEM5_t1Q14	Roseburia_sp_CAG_309	Roseburia sp CAG 309	0.0001486
MV_FEM5_t1Q14	Coprococcus_catus	Coprococcus catus	0.0078645
MV_FEM5_t1Q14	Clostridium_innocuum	Clostridium innocuum	0.0001714
MV_FEM5_t1Q14	Butyrivibrio_crossotus	Butyrivibrio crossotus	0.0165344
MV_FEM5_t1Q14	Bifidobacterium_animalis	Bifidobacterium animalis	0.0077248
MV_FEM5_t1Q14	Eubacterium_sp_OM08_24	Eubacterium sp OM08 24	0.0017338
MV_FEM5_t1Q14	Clostridium_lavalense	Clostridium lavalense	0.0001324
MV_FEM5_t1Q14	Leuconostoc_mesenteroides	Leuconostoc mesenteroides	0.0001082
MV_FEM5_t1Q14	Methanosphaera_stadtmanae	Methanosphaera stadtmanae	7.47e-05
MV_FEM5_t1Q14	Lactococcus_lactis	Lactococcus lactis	6.91e-05
MV_FEM5_t1Q14	Bifidobacterium_mongoliense	Bifidobacterium mongoliense	4.85e-05
MV_FEM5_t1Q14	Roseburia_sp_CAG_471	Roseburia sp CAG 471	3.9699999999999996e-05
MV_FEM5_t1Q14	Actinomyces_sp_ICM47	Actinomyces sp ICM47	7.4e-06
MV_MIM5_t3F15	Veillonella_atypica	Veillonella atypica	0.002073
MV_MIM5_t3F15	Bifidobacterium_breve	Bifidobacterium breve	0.0207307
MV_MIM5_t3F15	Streptococcus_parasanguinis	Streptococcus parasanguinis	0.020918199999999998
MV_MIM5_t3F15	Streptococcus_vestibularis	Streptococcus vestibularis	0.0057057
MV_MIM5_t3F15	Streptococcus_mitis	Streptococcus mitis	0.4329392
MV_MIM5_t3F15	Rothia_mucilaginosa	Rothia mucilaginosa	0.046291900000000004
MV_MIM5_t3F15	Haemophilus_parainfluenzae	Haemophilus parainfluenzae	0.0031837
MV_MIM5_t3F15	Streptococcus_infantis	Streptococcus infantis	0.0007679
MV_MIM5_t3F15	Streptococcus_peroris	Streptococcus peroris	0.011268
MV_MIM5_t3F15	Streptococcus_oralis	Streptococcus oralis	0.0563202
MV_MIM5_t3F15	Gemella_haemolysans	Gemella haemolysans	0.0580976
MV_MIM5_t3F15	Gemella_morbillorum	Gemella morbillorum	0.0015445
MV_MIM5_t3F15	Corynebacterium_pseudodiphtheriticum	Corynebacterium pseudodiphtheriticum	0.0035458
MV_MIM5_t3F15	Dolosigranulum_pigrum	Dolosigranulum pigrum	0.0019742
MV_MIM5_t3F15	Streptococcus_thermophilus	Streptococcus thermophilus	0.0015153
MV_MIM5_t3F15	Actinomyces_naeslundii	Actinomyces naeslundii	0.0214059
MV_MIM5_t3F15	Actinomyces_oris	Actinomyces oris	0.011200300000000002
MV_MIM5_t3F15	Parabacteroides_distasonis	Parabacteroides distasonis	0.0013875
MV_MIM5_t3F15	Rothia_dentocariosa	Rothia dentocariosa	0.063814
MV_MIM5_t3F15	Neisseria_cinerea	Neisseria cinerea	0.027981199999999998
MV_MIM5_t3F15	Streptococcus_sanguinis	Streptococcus sanguinis	0.0238245
MV_MIM5_t3F15	Haemophilus_haemolyticus	Haemophilus haemolyticus	0.0226876
MV_MIM5_t3F15	Haemophilus_parahaemolyticus	Haemophilus parahaemolyticus	0.0213795
MV_MIM5_t3F15	Streptococcus_pseudopneumoniae	Streptococcus pseudopneumoniae	0.0183105
MV_MIM5_t3F15	Corynebacterium_durum	Corynebacterium durum	0.0172504
MV_MIM5_t3F15	Neisseria_sicca	Neisseria sicca	0.012278800000000001
MV_MIM5_t3F15	Haemophilus_paraphrohaemolyticus	Haemophilus paraphrohaemolyticus	0.0052103
MV_MIM5_t3F15	Rothia_aeria	Rothia aeria	0.0050639
MV_MIM5_t3F15	Haemophilus_influenzae	Haemophilus influenzae	0.0041853
MV_MIM5_t3F15	Moraxella_nonliquefaciens	Moraxella nonliquefaciens	0.0041359000000000005
MV_MIM5_t3F15	Neisseria_gonorrhoeae	Neisseria gonorrhoeae	0.0035629
MV_MIM5_t3F15	Kingella_kingae	Kingella kingae	0.0034628
MV_MIM5_t3F15	Corynebacterium_matruchotii	Corynebacterium matruchotii	0.0030104
MV_MIM5_t3F15	Streptococcus_cristatus	Streptococcus cristatus	0.0028325
MV_MIM5_t3F15	Neisseria_mucosa	Neisseria mucosa	0.0018620999999999998
MV_MIM5_t3F15	Veillonella_rogosae	Veillonella rogosae	0.0015018000000000002
MV_MIM5_t3F15	Moraxella_lincolnii	Moraxella lincolnii	0.0009696
MV_MIM5_t3F15	Streptococcus_sp_oral_taxon_056	Streptococcus sp oral taxon 056	0.0006533
MV_MIM5_t3F15	Abiotrophia_defectiva	Abiotrophia defectiva	0.0005088
MV_MIM5_t3F15	Capnocytophaga_sputigena	Capnocytophaga sputigena	0.0004716
MV_MIM5_t3F15	Streptococcus_gordonii	Streptococcus gordonii	0.00036429999999999996
MV_MIM5_t3F15	Abiotrophia_sp_HMSC24B09	Abiotrophia sp HMSC24B09	0.000325
