GeneFamily	FeatureLabel	FeatureOrder	Sample	SampleOrder	Country	Present	PrevalencePct
UniRef90_A0A395ZGZ0	A0A395ZGZ0 | PF00112	20	T2D-063	21	CHN	1	50.0
UniRef90_A0A395ZGZ0	A0A395ZGZ0 | PF00112	20	T2D-105	22	CHN	1	50.0
UniRef90_A0A395ZGZ0	A0A395ZGZ0 | PF00112	20	YSZC12003_36795	4	GBR	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	G78505	19	RUS	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	G88884	1	NLD	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	G88970	15	NLD	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	G89027	20	NLD	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	H2M514903	16	CHN	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	H3M518116	11	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	HD-1	7	CHN	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	HD-5	13	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	HV-6	14	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	LD-48	12	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	M1.48.ST	18	FJI	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	M2.48.ST	5	FJI	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	M2.58.ST	17	FJI	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	N021	10	CHN	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	S353	3	SWE	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	SID530054	2	AUT	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	SZAXPI003417-4	8	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	T2D-025	9	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	T2D-063	21	CHN	1	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	T2D-105	22	CHN	0	50.0
UniRef90_A0A3E5AS22	A0A3E5AS22 | PF00438	2	YSZC12003_36795	4	GBR	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	G78505	19	RUS	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	G88884	1	NLD	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	G88970	15	NLD	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	G89027	20	NLD	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	H2M514903	16	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	H3M518116	11	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	HD-1	7	CHN	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	HD-5	13	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	HV-6	14	CHN	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	LD-48	12	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	M1.48.ST	18	FJI	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	M2.48.ST	5	FJI	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	M2.58.ST	17	FJI	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	N021	10	CHN	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	S353	3	SWE	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	SID530054	2	AUT	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	SZAXPI003417-4	8	CHN	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	T2D-025	9	CHN	1	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	T2D-063	21	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	T2D-105	22	CHN	0	50.0
UniRef90_C0FQY5	C0FQY5 | PF00005	9	YSZC12003_36795	4	GBR	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	G78505	19	RUS	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	G88884	1	NLD	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	G88970	15	NLD	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	G89027	20	NLD	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	H2M514903	16	CHN	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	H3M518116	11	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	HD-1	7	CHN	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	HD-5	13	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	HV-6	14	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	LD-48	12	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	M1.48.ST	18	FJI	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	M2.48.ST	5	FJI	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	M2.58.ST	17	FJI	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	N021	10	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	S353	3	SWE	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	SID530054	2	AUT	1	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	SZAXPI003417-4	8	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	T2D-025	9	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	T2D-063	21	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	T2D-105	22	CHN	0	50.0
UniRef90_C0FXH0	C0FXH0 | PF01554	3	YSZC12003_36795	4	GBR	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	G78505	19	RUS	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	G88884	1	NLD	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	G88970	15	NLD	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	G89027	20	NLD	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	H2M514903	16	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	H3M518116	11	CHN	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	HD-1	7	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	HD-5	13	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	HV-6	14	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	LD-48	12	CHN	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	M1.48.ST	18	FJI	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	M2.48.ST	5	FJI	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	M2.58.ST	17	FJI	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	N021	10	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	S353	3	SWE	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	SID530054	2	AUT	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	SZAXPI003417-4	8	CHN	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	T2D-025	9	CHN	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	T2D-063	21	CHN	0	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	T2D-105	22	CHN	1	50.0
UniRef90_D4JBI5	D4JBI5 | PF13630	8	YSZC12003_36795	4	GBR	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	G78505	19	RUS	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	G88884	1	NLD	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	G88970	15	NLD	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	G89027	20	NLD	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	H2M514903	16	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	H3M518116	11	CHN	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	HD-1	7	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	HD-5	13	CHN	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	HV-6	14	CHN	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	LD-48	12	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	M1.48.ST	18	FJI	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	M2.48.ST	5	FJI	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	M2.58.ST	17	FJI	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	N021	10	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	S353	3	SWE	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	SID530054	2	AUT	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	SZAXPI003417-4	8	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	T2D-025	9	CHN	1	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	T2D-063	21	CHN	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	T2D-105	22	CHN	0	50.0
UniRef90_R5G1P4	R5G1P4 | PF00881	18	YSZC12003_36795	4	GBR	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	CCMD34381688ST-21-0	6	DEU	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	G78505	19	RUS	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	G88884	1	NLD	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	G88970	15	NLD	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	G89027	20	NLD	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	H2M514903	16	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	H3M518116	11	CHN	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	HD-1	7	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	HD-5	13	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	HV-6	14	CHN	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	LD-48	12	CHN	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	M1.48.ST	18	FJI	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	M2.48.ST	5	FJI	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	M2.58.ST	17	FJI	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	N021	10	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	S353	3	SWE	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	SID530054	2	AUT	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	SZAXPI003417-4	8	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	T2D-025	9	CHN	1	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	T2D-063	21	CHN	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	T2D-105	22	CHN	0	50.0
UniRef90_A0A127T6H1	A0A127T6H1 | PF12645	17	YSZC12003_36795	4	GBR	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	CCMD34381688ST-21-0	6	DEU	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	G78505	19	RUS	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	G88884	1	NLD	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	G88970	15	NLD	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	G89027	20	NLD	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	H2M514903	16	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	H3M518116	11	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	HD-1	7	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	HD-5	13	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	HV-6	14	CHN	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	LD-48	12	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	M1.48.ST	18	FJI	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	M2.48.ST	5	FJI	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	M2.58.ST	17	FJI	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	N021	10	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	S353	3	SWE	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	SID530054	2	AUT	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	SZAXPI003417-4	8	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	T2D-025	9	CHN	1	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	T2D-063	21	CHN	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	T2D-105	22	CHN	0	50.0
UniRef90_A0A173VKZ6	A0A173VKZ6 | PF00589	15	YSZC12003_36795	4	GBR	0	50.0
