Branch	CandidateID	SourceBin	Contigs	BinBp	N50Bp	TruthAssignedBinPct	DominantTruthAccession	DominantTruthReference	DominantTruthContigBp	AlignedPurityPct	AlignedContaminationProxyPct	RecoveredReferenceBp	ReferenceBp	DominantGenomeRecoveryPct	TruthProxyTier	CheckM2Completeness	CheckM2Contamination	GUNCPass	QCMinimumPass	CandidateFASTA	CandidateSHA256
MetaBAT2-multisample	metabat2-multisample__030	bin.5.fa	69	416109	8323	100.0	GCA_000008085.1	Nanoarchaeum_equitans_Kin4-M	414524	99.61909019031071	0.38090980968928534	414408	490885	84.4205873065993	MQ proxy	87.32	0.21	True	True	${ARTICLE42_WORK_DIR}/candidates/metabat2-multisample/metabat2-multisample__030.fna	8552f3550b9bf3c62a4494c53e38cbd8c19ac1da654a8bfeabc498be0ea88589
MetaBAT2-multisample	metabat2-multisample__031	bin.6.fa	236	708248	3150	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	708248	100.0	0.0	707317	1394664	50.71594305151635	MQ proxy	43.18	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/metabat2-multisample/metabat2-multisample__031.fna	06c2c196a9e23c611fb2f6bda6286ad1523ac2d9ab28426ce678ce8c05c7d727
MetaBAT2-multisample	metabat2-multisample__032	bin.7.fa	502	1529683	3321	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	1384213	90.4901865288429	9.509813471157102	1382434	2154946	64.15167711859137	MQ proxy	68.6	2.07	False	False	${ARTICLE42_WORK_DIR}/candidates/metabat2-multisample/metabat2-multisample__032.fna	a01f9ba2a0ccffd524d8b837c1997eec22b0562768a7d750b94dd73fe8394487
MetaBAT2-multisample	metabat2-multisample__033	bin.8.fa	43	1733559	79303	100.0	GCA_000091665.1	Methanocaldococcus_jannaschii_DSM_2661	1719376	99.1818565159882	0.8181434840117987	1718750	1739927	98.7828799714011	HQ proxy	99.91	0.12	True	True	${ARTICLE42_WORK_DIR}/candidates/metabat2-multisample/metabat2-multisample__033.fna	e21379b05a2d8bfee13a32910f8ba4bbf89aa9f3f0c36ea9933e0e27cd5cf43b
MetaBAT2-multisample	metabat2-multisample__034	bin.9.fa	361	1116360	3424	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	1104867	98.97049338922928	1.0295066107707243	1109969	1559514	71.1740324229215	MQ proxy	68.85	1.62	True	True	${ARTICLE42_WORK_DIR}/candidates/metabat2-multisample/metabat2-multisample__034.fna	699fea31c0c36799573b4045f4fb1550021688c61f27e3392996e0c6624317bb
SemiBin2-self-supervised	semibin2__001	SemiBin2_0.fa	628	1373635	2114	99.74025123122227	GCA_000007565.2	Pseudomonas_putida_KT2440	1211225	88.4062604237603	11.593739576239699	1208394	6181873	19.547376660762847	Below MQ proxy	26.41	0.37	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__001.fna	dab07824d6df3f5890e9c804ccc8430f68c939f30374a954faba1f6560df2f0e
SemiBin2-self-supervised	semibin2__002	SemiBin2_1.fa	812	1980433	2452	99.64760231727102	GCA_000009225.1	Pseudomonas_fluorescens_SBW25	1718362	87.07383095830964	12.926169041690358	1712706	6722539	25.477070493752436	Below MQ proxy	31.5	0.93	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__002.fna	efe415350aef2c2c9191a54a51449c73f3022645f587a4862fbec333385fa04b
SemiBin2-self-supervised	semibin2__003	SemiBin2_10.fa	930	4868198	6789	99.95222051362742	GCA_000017325.1	Shewanella_baltica_OS185	2755898	56.637289266959755	43.362710733040245	3830210	5312910	72.09250674300901	Below MQ proxy	96.64	6.52	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__003.fna	78c23e33d72fa0f1f06f10d8f1bfb5f970bfc423ef0f3ff56e90f43665fbe8d9
SemiBin2-self-supervised	semibin2__004	SemiBin2_11.fa	258	2092156	11697	100.0	GCA_003019295.1	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	2080707	99.45276547255558	0.5472345274444166	2101640	2180101	96.4010383005191	HQ proxy	97.94	0.16	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__004.fna	fcf0a291bbda6a158ae8ac5c63a27fce28174e4127483269e42913d7dc3e9c77
SemiBin2-self-supervised	semibin2__005	SemiBin2_12.fa	145	291147	1934	100.0	GCA_000015805.1	Pyrobaculum_calidifontis_JCM_11548	291147	100.0	0.0	291823	2009313	14.52352122342313	Below MQ proxy	16.02	0.23	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__005.fna	712633a16786fde9c1b1f9d27c89e01d8425c6a932cefbb863b3f1d96609a712
SemiBin2-self-supervised	semibin2__006	SemiBin2_13.fa	471	1584296	3733	98.5405505031888	GCA_000016125.1	Methanococcus_maripaludis_C5	1458785	93.44153822700096	6.558461772999038	1439797	1789046	80.47847847400234	MQ proxy	77.56	6.8	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__006.fna	48dba4d41ba0ed8af00e5b22bcd50b6e0dc71214ddb5c86211435c1d83c1fedd
SemiBin2-self-supervised	semibin2__007	SemiBin2_14.fa	360	1112414	3426	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	1104516	99.29001253130579	0.7099874686942087	1109609	1559514	71.15094830825501	MQ proxy	68.71	1.64	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__007.fna	495f60d57ada83d59415627de2c9099658f5ca19387cd77f0a331e9fbc731b2f
SemiBin2-self-supervised	semibin2__008	SemiBin2_15.fa	182	356113	1892	100.0	GCA_000018865.1	Chloroflexus_aurantiacus_J-10-fl	342406	96.15094085304383	3.849059146956165	343132	5258541	6.525231998761634	Below MQ proxy	9.56	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__008.fna	ac199fe01edfea3f4ccc4b2bbc0cf61beba61fcf7ba625930cdd301cd97f299a
SemiBin2-self-supervised	semibin2__009	SemiBin2_16.fa	145	343168	2394	100.0	GCA_000009225.1	Pseudomonas_fluorescens_SBW25	179927	52.4311707385304	47.5688292614696	187497	6722539	2.7890801377277246	Below MQ proxy	5.79	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__009.fna	846009264f63b439dafaa1c3029c6b6fbb6fe83c8e80cc595151c97b366b2d1f
SemiBin2-self-supervised	semibin2__010	SemiBin2_17.fa	52	261126	8619	93.6658930937555	GCA_000006805.1	Halobacterium_salinarum_NRC-1	172757	70.63241559206169	29.36758440793831	172908	2571010	6.725294728530811	Below MQ proxy	5.8	0.02	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__010.fna	91485bb735e86a828acb4e7f5c8d208aa29c06c0ef42fff3298d9a4619f98a55
SemiBin2-self-supervised	semibin2__011	SemiBin2_18.fa	193	396988	1917	100.0	GCA_000020225.1	Akkermansia_muciniphila_ATCC_BAA-835	359642	90.59266275051135	9.407337249488648	362081	2664102	13.591108748839195	Below MQ proxy	11.72	0.25	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__011.fna	86fa83443afb06fb1fdfbad19395d97f19698a28bf2ae2aa94a8be4bd6812d91
SemiBin2-self-supervised	semibin2__012	SemiBin2_19.fa	42	1716008	82868	100.0	GCA_000016785.1	Thermotoga_petrophila_RKU-1	1714407	99.90670206665703	0.0932979333429671	1713389	1823511	93.96099063838935	HQ proxy	99.35	0.41	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__012.fna	caf3108ded790222573031333e70f6dc2a6594e067562b86d6bf73bd5c9a1845
SemiBin2-self-supervised	semibin2__013	SemiBin2_2.fa	188	373478	1918	100.0	GCA_000156375.1	Desulfovibrio_piger_ATCC_29098	370072	99.08803195904444	0.9119680409555571	364801	2867216	12.723178163068287	Below MQ proxy	11.75	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__013.fna	febc0270025a9ca8ca50b43783bdb3791475886aa4b078e822efffdf48f552ab
SemiBin2-self-supervised	semibin2__014	SemiBin2_20.fa	36	1794411	88409	100.0	GCA_000018945.1	Thermotoga_neapolitana_DSM_4359	1790222	99.76655292460869	0.23344707539131093	1790696	1884562	95.0192140136541	HQ proxy	99.51	0.78	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__014.fna	bee8606fdcf10e0f450ac8540edbc840da940977c5807f5cd26a3fabab1e1790
SemiBin2-self-supervised	semibin2__015	SemiBin2_21.fa	272	1083632	4753	100.0	GCA_000017945.1	Ignicoccus_hospitalis_KIN4_I	1083632	100.0	0.0	1079300	1297538	83.18060819798727	MQ proxy	78.95	0.29	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__015.fna	60f4d611291f401f2c8ee007c94b56e153df13a4e0cb5cc74eafab162a97cd33
SemiBin2-self-supervised	semibin2__016	SemiBin2_24.fa	536	1389652	2661	100.0	GCA_000015125.1	Chlorobium_phaeobacteroides_DSM_266	1311698	94.3903941418427	5.609605858157295	1328723	3133902	42.39835834049693	Below MQ proxy	52.55	0.4	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__016.fna	fb8ff0b2097e7fdee7b9c2ab2dc3ed342522309ab09f15fbe69bbb15c4c6e882
SemiBin2-self-supervised	semibin2__017	SemiBin2_25.fa	108	2059119	41813	99.91608061505916	GCA_001639275.1	Methanobrevibacter_oralis_DSM_7256	2048965	99.59045217948363	0.40954782051636585	2051732	2140433	95.8559319539551	HQ proxy	99.77	0.53	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__017.fna	1a09a0563a02613a9a3a019c646279358e7e96c0047b7459ce3bc90db1377407
SemiBin2-self-supervised	semibin2__018	SemiBin2_27.fa	324	946551	3170	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	930447	98.29866536509918	1.7013346349008174	929340	1394664	66.63540465660546	MQ proxy	59.51	0.0	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__018.fna	64d3c938ec6fec17483b576ac6f8466c9517b6bd2476f43804ba6aae73030f68
SemiBin2-self-supervised	semibin2__019	SemiBin2_29.fa	240	5942474	50724	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	5942474	100.0	0.0	5949907	6785430	87.68651360341201	MQ proxy	99.84	0.26	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__019.fna	498c6de4781ded3d0699fafc7de4f3ad4147e0ce4f301e2bbe714c534426778b
SemiBin2-self-supervised	semibin2__020	SemiBin2_30.fa	199	2000542	14503	100.0	GCA_000006805.1	Halobacterium_salinarum_NRC-1	2000542	100.0	0.0	1993774	2571010	77.54827869203153	MQ proxy	89.61	0.02	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__020.fna	5a24399386277d9a8baa1001aee0fb331f24d173be22d398dfc32b11e9741587
SemiBin2-self-supervised	semibin2__021	SemiBin2_31.fa	478	1443223	3321	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	1389547	96.28082423852725	3.719175761472755	1392378	2154946	64.61312719669077	MQ proxy	67.02	1.41	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__021.fna	9f1e6bb6b02f76c6a7b5dd39a3cbb8289a57e3f4dc586ad4bb4c0b12baf49bd5
SemiBin2-self-supervised	semibin2__022	SemiBin2_35.fa	371	734255	1935	100.0	GCA_000009705.1	Trichormus_sp._PCC_7120	714005	97.24210253930855	2.757897460691453	723594	7211789	10.03348822324114	Below MQ proxy	13.35	0.01	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__022.fna	9db3eb7d051e2307bb22311f9044f747b16653f5712a8345402236c46ba654d3
SemiBin2-self-supervised	semibin2__023	SemiBin2_36.fa	70	2625969	59244	100.0	GCA_002952055.1	Desulfobulbus_oralis_sp._ONRL	2625969	100.0	0.0	2641257	2774417	95.20043309999903	HQ proxy	99.98	0.21	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__023.fna	2580b58a3218f0dafa857976c91fa594af7266adba20fd6fa77a9e4e5bd73c01
SemiBin2-self-supervised	semibin2__024	SemiBin2_37.fa	123	236494	1775	100.0	GCA_000012825.1	Phocaeicola_vulgatus_ATCC_8482	171558	72.54222094429457	27.45777905570543	227802	5163189	4.412040698103439	Below MQ proxy	9.9	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__024.fna	e8d6049f6a7ce56a64713d90673d193b3b30abde10a72092a8835eb59e41aa98
SemiBin2-self-supervised	semibin2__025	SemiBin2_38.fa	70	582136	17583	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	568215	97.60863440845438	2.391365591545622	581420	6785430	8.568653718334726	Below MQ proxy	6.55	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__025.fna	425736ffbad79f3c8996affa9bd7d393266b78e36da213707ef3a426b96857ed
SemiBin2-self-supervised	semibin2__026	SemiBin2_4.fa	219	664498	3064	99.68111265948129	GCA_000017325.1	Shewanella_baltica_OS185	300602	45.382175461480514	54.617824538519486	319871	5312910	6.020636524992895	Below MQ proxy	11.73	0.43	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__026.fna	2edb959e0543cba6b572adfccfd448dbf55fa6c0ac889302df46afda32635f2e
SemiBin2-self-supervised	semibin2__027	SemiBin2_40.fa	104	2621240	58864	100.0	GCA_000020465.1	Chlorobium_limicola_DSM_245	2557441	97.56607559780868	2.433924402191323	2568954	2763181	92.97089115769109	HQ proxy	100.0	1.92	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__027.fna	93dfd838854ebc1197c9acb2479ca104b424b8e539e76c41f24371978f0347d1
SemiBin2-self-supervised	semibin2__028	SemiBin2_41.fa	91	2522617	67277	100.0	GCA_000016545.1	Caldicellulosiruptor_saccharolyticus_DSM_8903	2505973	99.34020899724374	0.6597910027562648	2510187	2970275	84.51025578439707	MQ proxy	88.16	0.07	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__028.fna	d0806cd2d5c6eaba589d1025958e33c8f85555c72684841b4935a7ca69dced64
SemiBin2-self-supervised	semibin2__029	SemiBin2_44.fa	73	2622359	47024	100.0	GCA_000009145.1	Nitrosomonas_europaea_ATCC_19718	2609241	99.49976338098635	0.5002366190136485	2673135	2812094	95.05852222578619	HQ proxy	99.99	0.28	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__029.fna	cfaae9ef674d5dacc09b23a650675e377dfdfc1b13af9a0002416e067fecf7e6
SemiBin2-self-supervised	semibin2__030	SemiBin2_47.fa	64	2211895	68740	100.0	GCA_000019085.1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	2149789	97.19218136484778	2.8078186351522163	2162251	2362816	91.51161156856902	HQ proxy	99.99	0.44	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__030.fna	a7fe709ab575ab387dd9bc6277cb8921a770979c6d87ea2543ff64c7e11c0e0f
SemiBin2-self-supervised	semibin2__031	SemiBin2_51.fa	73	426162	8280	100.0	GCA_000008085.1	Nanoarchaeum_equitans_Kin4-M	419243	98.37643900676268	1.6235609932373194	419127	490885	85.38191226050908	MQ proxy	86.5	0.19	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__031.fna	70f4058f8c2c5078c9371d9c1d17094394e637088f47fc250a8e44e22f4232bd
SemiBin2-self-supervised	semibin2__032	SemiBin2_55.fa	43	1255643	56733	100.0	GCA_000166095.1	Methanothermus_fervidus_DSM_2088	1221036	97.24388221811455	2.7561177818854503	1220083	1243342	98.12931598868212	HQ proxy	99.74	0.14	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__032.fna	622055352896c8bf3ef0de86e566867b378a9b095b3bced0fe3721819a43be2a
SemiBin2-self-supervised	semibin2__033	SemiBin2_56.fa	6	246193	161417	100.0	GCA_000016545.1	Caldicellulosiruptor_saccharolyticus_DSM_8903	246193	100.0	0.0	340529	2970275	11.464561362163437	Below MQ proxy	10.14	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__033.fna	5762e625389f208f086f96d893a7a586fcc2dd15c360b785e1de62a33628dd57
SemiBin2-self-supervised	semibin2__034	SemiBin2_59.fa	22	393629	67932	100.0	GCA_000009705.1	Trichormus_sp._PCC_7120	392115	99.61537386727096	0.3846261327290392	434535	7211789	6.0253426715618	Below MQ proxy	5.4	0.05	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__034.fna	55bdcdcf0050764eb254d1fa47370827fbfbe56f744527b3ca5570f10ab2e87d
SemiBin2-self-supervised	semibin2__035	SemiBin2_6.fa	647	6738167	15929	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	6736475	99.97488931336964	0.025110686630355872	6759086	7145576	94.59119880608645	HQ proxy	97.31	3.96	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__035.fna	c88b96aba4e98f6bf1cc88939d5d7ff023ce8a71ec9fccf55cbbbf9345ed600f
SemiBin2-self-supervised	semibin2__036	SemiBin2_63.fa	52	1901513	48108	100.0	GCA_000016085.1	Chlorobium_phaeovibrioides_DSM_265	1894284	99.61982905191813	0.3801709480818687	1895328	1966858	96.3632351700021	HQ proxy	100.0	0.22	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__036.fna	a6ba418663d08d660e392207b0627cf7323b5fef83965ec37e687f197920b37f
SemiBin2-self-supervised	semibin2__037	SemiBin2_64.fa	223	527967	2396	97.35172842242034	GCA_000009225.1	Pseudomonas_fluorescens_SBW25	291547	56.722861562107845	43.277138437892155	291415	6722539	4.334894896109937	Below MQ proxy	14.24	0.87	True	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__037.fna	3fd5d8ea89e0c523f09d914ee6d35780676ad80559dd58b43953dc76fb51d0f6
SemiBin2-self-supervised	semibin2__038	SemiBin2_7.fa	43	1727858	79303	100.0	GCA_000091665.1	Methanocaldococcus_jannaschii_DSM_2661	1726211	99.90467966696337	0.09532033303662502	1725585	1739927	99.17571254426191	HQ proxy	99.92	0.12	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__038.fna	7e764b2ccf81fc2b0d23d77ec6f43e2b6aae6da537e47c95d0f9002335229dc2
SemiBin2-self-supervised	semibin2__039	SemiBin2_79.fa	13	1734578	443866	100.0	GCA_000011105.1	Pyrococcus_horikoshii_OT3	1732760	99.89519064579396	0.10480935420603998	1732116	1738505	99.63250033793403	HQ proxy	99.47	0.19	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__039.fna	de9ebb57e77bbd937144700aabc6231a2c50da8c429c824fb3c5ce40d88f3bff
SemiBin2-self-supervised	semibin2__040	SemiBin2_8.fa	128	2050369	26973	100.0	GCA_000010505.1	Porphyromonas_gingivalis_ATCC_33277	2050369	100.0	0.0	2055997	2354886	87.30770831369331	MQ proxy	98.03	0.56	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__040.fna	d0e99a37eb39dac8f3a4574c737b55b579aa992aeab92c84608e635d3396338e
SemiBin2-self-supervised	semibin2__041	SemiBin2_89.fa	20	4666117	432090	100.0	GCA_000010305.1	Gemmatimonas_aurantiaca_T-27	4632869	99.28745892998397	0.7125410700160302	4634300	4636964	99.94254861586158	HQ proxy	99.96	0.92	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__041.fna	08121832745e4f768a4a9bf398da84c647cd59125a3a033b3a1d76c71aa9d758
SemiBin2-self-supervised	semibin2__042	SemiBin2_9.fa	242	542601	2175	100.0	GCA_000009225.1	Pseudomonas_fluorescens_SBW25	441838	81.42963245552441	18.570367544475587	439959	6722539	6.544536223590521	Below MQ proxy	8.29	0.04	False	False	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__042.fna	eda38474e3705361f0943790b79537290bd7804dc4494688266700061ee6344c
SemiBin2-self-supervised	semibin2__043	SemiBin2_92.fa	8	1920309	672984	100.0	GCA_000021565.1	Persephonella_marina_EX-H1	1918502	99.90590056079516	0.09409943920483954	1918836	1983966	96.71718164524997	HQ proxy	100.0	0.48	True	True	${ARTICLE42_WORK_DIR}/candidates/semibin2/semibin2__043.fna	f9cb447c36eebe1ad17d2c773f6fc751e2e9892b50c0415deed4835901794c1b
VAMB-taxonomy-free	vamb__001	1.fna	13	4629413	432090	100.0	GCA_000010305.1	Gemmatimonas_aurantiaca_T-27	4629413	100.0	0.0	4630966	4636964	99.87064812234902	HQ proxy	99.95	0.8	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__001.fna	f5dd0161e09ab726d6aefd14d1b23818f2257496217572c8dd5eae2b1890a3bf
VAMB-taxonomy-free	vamb__002	10.fna	54	1906417	48108	100.0	GCA_000016085.1	Chlorobium_phaeovibrioides_DSM_265	1887840	99.02555422029913	0.9744457797008721	1888990	1966858	96.04099533367432	HQ proxy	100.0	0.05	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__002.fna	dc2d5759242402e7bb00c52c04fa147df5107bd63764d03f96bde339396faa7a
VAMB-taxonomy-free	vamb__003	11.fna	123	2046752	26973	100.0	GCA_000010505.1	Porphyromonas_gingivalis_ATCC_33277	2026676	99.0191288441394	0.9808711558605978	2032079	2354886	86.29203282027241	MQ proxy	97.39	1.36	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__003.fna	f324b1b99ca8e24fcdbe7a1828d9c4d199c931e27a0af728d4c7e2f542fef4ca
VAMB-taxonomy-free	vamb__004	12.fna	558	6462447	16960	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	6462447	100.0	0.0	6488538	7145576	90.80496799698163	HQ proxy	93.45	3.44	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__004.fna	744aa1792fd9ca76bac57148f882a90008271f497283de0b0fc93dbd99366e3a
VAMB-taxonomy-free	vamb__005	13.fna	192	1968516	14674	100.0	GCA_000006805.1	Halobacterium_salinarum_NRC-1	1968516	100.0	0.0	1962473	2571010	76.33081940560325	MQ proxy	87.98	0.01	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__005.fna	fbee68c931193826e3d2eb437061da4c13287617b8e58c3a39bde50ea55c086f
VAMB-taxonomy-free	vamb__006	14.fna	223	1978493	13059	100.0	GCA_003019295.1	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	1975040	99.82547322633944	0.1745267736605598	1978362	2180101	90.74634615552215	HQ proxy	93.21	0.21	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__006.fna	958339fe9803be02e7bd8ffe384706323cd49551ea4cd29a9d1edcb60663cbd3
VAMB-taxonomy-free	vamb__007	1481.fna	279	807066	3150	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	782734	96.98512884943734	3.014871150562655	781827	1394664	56.058448486517186	MQ proxy	52.28	0.05	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__007.fna	5d0291374f0f0584d1d1c3416c9bd1136ae452de9a5389f099281129ccd5ba3a
VAMB-taxonomy-free	vamb__008	17.fna	65	406209	8323	100.0	GCA_000008085.1	Nanoarchaeum_equitans_Kin4-M	404481	99.57460322149436	0.42539677850564317	404369	490885	82.37550546462002	MQ proxy	85.54	0.23	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__008.fna	6500166deb36cd5e788658404a74f7d8dfaf258c82348e8d05648a68eb68ee8c
VAMB-taxonomy-free	vamb__009	2.fna	6	1910339	672984	100.0	GCA_000021565.1	Persephonella_marina_EX-H1	1910339	100.0	0.0	1910673	1983966	96.30573306195771	HQ proxy	100.0	0.48	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__009.fna	35d7b3ed3d8295ebdcd0d79fd512e3efee1582f24cc36bb8179807815f1dd6aa
VAMB-taxonomy-free	vamb__010	26.fna	262	1074998	4901	100.0	GCA_000017945.1	Ignicoccus_hospitalis_KIN4_I	1048973	97.57906526337723	2.420934736622769	1047453	1297538	80.72619067803795	MQ proxy	77.28	1.75	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__010.fna	f980277024b8c2ba0c16d28d37df931ac10f80c46708d44c8ba017b76dabb221
VAMB-taxonomy-free	vamb__011	2830.fna	108	214423	1878	100.0	GCA_000015805.1	Pyrobaculum_calidifontis_JCM_11548	214423	100.0	0.0	215305	2009313	10.715353954311748	Below MQ proxy	11.05	0.12	True	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__011.fna	f594b67edd3c43cbe2dc19e4cf390b03be9ad365f0115e772232ca31596231a7
VAMB-taxonomy-free	vamb__012	3.fna	10	1727173	443866	100.0	GCA_000011105.1	Pyrococcus_horikoshii_OT3	1727173	100.0	0.0	1727077	1738505	99.34265360180154	HQ proxy	99.46	0.19	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__012.fna	455f49ec6b88b1b079e2906d65fe16e298a9daaab79ac5023cdfc98048cab0bd
VAMB-taxonomy-free	vamb__013	4.fna	94	3591739	82868	100.0	GCA_000018945.1	Thermotoga_neapolitana_DSM_4359	1803216	50.20453880418371	49.79546119581629	1865014	1884562	98.96272980140743	Below MQ proxy	100.0	89.55	True	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__013.fna	5bc446f40743247dc880d4a3ee96a87454aa3b8e176223d12f116bcbb26b2c46
VAMB-taxonomy-free	vamb__014	44.fna	13	262208	29289	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	262208	100.0	0.0	265739	6785430	3.916317757312359	Below MQ proxy	3.85	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__014.fna	8599fc87d67257cd6fb206ca80b8eefaa97f10262acfe558343618e5269a8045
VAMB-taxonomy-free	vamb__015	4415.fna	119	498294	4690	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	492214	98.77983680317243	1.2201631968275706	491988	2154946	22.830641695894005	Below MQ proxy	26.89	0.01	True	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__015.fna	139a2a9a7f0773ceeef13fb9009944109e20a3a2956d92c2dc5d47731eda4b85
VAMB-taxonomy-free	vamb__016	46.fna	890	4949456	6991	100.0	GCA_000017325.1	Shewanella_baltica_OS185	2547480	51.46989891414329	48.53010108585671	3620737	5312910	68.14978985151264	Below MQ proxy	96.95	6.55	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__016.fna	7300b6988805cc12fdb4983216e869618df1aa5be698ece1df07152cbdaa2434
VAMB-taxonomy-free	vamb__017	4612.fna	192	362668	1813	99.04347778133169	GCA_000009705.1	Trichormus_sp._PCC_7120	221967	61.79499386134148	38.20500613865852	222117	7211789	3.079915399632463	Below MQ proxy	8.08	0.01	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__017.fna	76d2692d664497d15e04a630367f82e4c720ec8cb7510b4db18ebbc1fc64da08
VAMB-taxonomy-free	vamb__018	4670.fna	106	219307	2033	99.16828920189506	GCA_000007565.2	Pseudomonas_putida_KT2440	121591	55.90827788838668	44.09172211161332	121048	6181873	1.9581120479181633	Below MQ proxy	6.14	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__018.fna	41ee02b0de4313c7aa0b3bda9cdb52e88807f35433874ba6a7b76ae38e31ec47
