MAG	Taxonomy	Springs	NonzeroSprings	Prevalence	MeanRelativeAbundance	MaximumRelativeAbundance	RelaxedFilter	PrimaryFilter	StrictFilter
AB04.MAG22	Bacteria;Chloroflexota;Anaerolineae;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii_A	56	22	0.392857142857143	0.00150141904604336	0.012178256089128	FALSE	FALSE	FALSE
AB04.MAG24	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;HRBIN02	56	23	0.410714285714286	0.00203086580971819	0.0200015150011362	FALSE	FALSE	FALSE
AB04.MAG25	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;GBS-DC;HRBIN15	56	36	0.642857142857143	0.002543537633801	0.0126488861600246	TRUE	FALSE	FALSE
AB04.MAG26	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	18	0.321428571428571	0.000985443237745732	0.00821376026720033	FALSE	FALSE	FALSE
AB04.MAG27	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	10	0.178571428571429	0.000102730358605902	0.00168950084475042	FALSE	FALSE	FALSE
AB04.MAG28	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	32	0.571428571428571	0.000548954004945843	0.00259251555509333	FALSE	FALSE	FALSE
AB07.MAG03	Bacteria;Bacteroidota_A;UBA10030;UBA10030;UBA10030;DATLYT01	56	22	0.392857142857143	0.000316174857147101	0.00204866256934153	FALSE	FALSE	FALSE
AB07.MAG05	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	17	0.303571428571429	0.000662192443231192	0.00689066322133506	FALSE	FALSE	FALSE
AB07.MAG08	Bacteria;Desulfobacterota_B;Binatia;Bin18;Bin18;JANWXO01	56	27	0.482142857142857	0.000488464497971537	0.00914349542825229	FALSE	FALSE	FALSE
AB07.MAG10	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae;HRBIN01	56	24	0.428571428571429	0.000503374041553201	0.00827382919641874	FALSE	FALSE	FALSE
AB07.MAG11	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	28	0.5	0.000955689891861646	0.00623345948251336	FALSE	FALSE	FALSE
AB07.MAG13	Bacteria;Bacteroidota;Bacteroidia;CAIKAF01;CAIKAF01	56	23	0.410714285714286	0.000372100523993405	0.00778350889543874	FALSE	FALSE	FALSE
AB07.MAG15	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	11	0.196428571428571	0.000300594139252127	0.00419025209512605	FALSE	FALSE	FALSE
AB07.MAG20	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	23	0.410714285714286	0.00071052158953649	0.00747869775639067	FALSE	FALSE	FALSE
AB07.MAG23	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;Nitrosothermus	56	27	0.482142857142857	0.000846456980507171	0.00963691326778059	FALSE	FALSE	FALSE
AB07.MAG25	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	34	0.607142857142857	0.00084712696827923	0.00543149185276222	FALSE	FALSE	FALSE
AB07.MAG26	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp034434555	56	38	0.678571428571429	0.00192365055864862	0.00919091728174446	TRUE	FALSE	FALSE
AB07.MAG27	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;Roseiflexus sp000016665	56	46	0.821428571428571	0.00540193009046347	0.0807517577447268	TRUE	TRUE	TRUE
AB07.MAG28	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	15	0.267857142857143	0.00118391157725346	0.0125192656490821	FALSE	FALSE	FALSE
AB08.MAG01	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	30	0.535714285714286	0.002298269011486	0.0440499119001762	FALSE	FALSE	FALSE
AB08.MAG08	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	27	0.482142857142857	0.00116059507996569	0.00784803139212557	FALSE	FALSE	FALSE
AB08.MAG09	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermocrinis	56	20	0.357142857142857	0.000797362114913175	0.0111627697157774	FALSE	FALSE	FALSE
AB08.MAG10	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum sp036833835	56	18	0.321428571428571	0.000927039524080818	0.0116804941597529	FALSE	FALSE	FALSE
AB08.MAG16	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae;DAOTVX01	56	32	0.571428571428571	0.000640254511322815	0.00668497326010696	FALSE	FALSE	FALSE
AB08.MAG18	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;Calditenuis	56	9	0.160714285714286	0.000200104438857242	0.00335724832137584	FALSE	FALSE	FALSE
AB08.MAG21	Bacteria;Bacteroidota_A;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus	56	25	0.446428571428571	0.000101864014804287	0.00218151308907853	FALSE	FALSE	FALSE
AB08.MAG22	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	19	0.339285714285714	0.000778951025192312	0.00766975383487692	FALSE	FALSE	FALSE
AB08.MAG23	Bacteria;WOR-3;Hydrothermia;LBFQ01;LBFQ01;Caldipriscus	56	12	0.214285714285714	0.000301974814259373	0.00643135048360129	FALSE	FALSE	FALSE
AB08.MAG25	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	28	0.5	0.00101762976148747	0.00553224861693785	FALSE	FALSE	FALSE
AB08.MAG27	Archaea;Asgardarchaeota;Thorarchaeia;Thorarchaeales;Thorarchaeaceae;JACAEL01	56	33	0.589285714285714	0.00130618850850677	0.0129689740620519	FALSE	FALSE	FALSE
AB08.MAG30	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	34	0.607142857142857	0.00177676219389159	0.0132260860887679	TRUE	FALSE	FALSE
AB08.MAG31	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;AG1;AG1;AG1 sp003116855	56	9	0.160714285714286	2.35093303780075e-05	0.000542249728875136	FALSE	FALSE	FALSE
AB08.MAG40	Bacteria;Chloroflexota;Anaerolineae;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii_A	56	20	0.357142857142857	0.000864145093570383	0.00663103978623872	FALSE	FALSE	FALSE
AB08.MAG41	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	23	0.410714285714286	0.00100571239835749	0.00807144753559102	FALSE	FALSE	FALSE
AB08.MAG43	Bacteria;Armatimonadota;HRBIN17;HRBIN17;HRBIN17;Fervidibacter	56	23	0.410714285714286	0.00116112073039565	0.00786225393112697	FALSE	FALSE	FALSE
AB08.MAG45	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;Acidilobaceae;DSZV01	56	12	0.214285714285714	0.000297541246591878	0.00644068598872463	FALSE	FALSE	FALSE
AB08.MAG48	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	28	0.5	0.000670239572930181	0.00314516509408412	FALSE	FALSE	FALSE
AB08.MAG49	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	21	0.375	0.00183639515859569	0.0290787539029284	FALSE	FALSE	FALSE
AB08.MAG50	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;Phototrophicaceae;JANWYT01	56	36	0.642857142857143	0.00115406051580487	0.00994700994700995	TRUE	FALSE	FALSE
AB08.MAG51	Bacteria;Cyanobacteriota;Cyanobacteriia;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita	56	26	0.464285714285714	0.000840862583412539	0.00501695484740637	FALSE	FALSE	FALSE
AB09.MAG01	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	28	0.5	0.00133428681888736	0.0159450159450159	FALSE	FALSE	FALSE
AB09.MAG09	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	13	0.232142857142857	0.000640248927030735	0.00609550457162843	FALSE	FALSE	FALSE
AB09.MAG13	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp017743375	56	30	0.535714285714286	0.00094648118265336	0.00528853173119039	FALSE	FALSE	FALSE
AB09.MAG14	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	25	0.446428571428571	0.00194543542350412	0.017001592993097	FALSE	FALSE	FALSE
AB09.MAG17	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;Roseiflexus sp000016665	56	45	0.803571428571429	0.00406978763995177	0.0137149451402194	TRUE	TRUE	TRUE
AB09.MAG22	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	26	0.464285714285714	0.00139706928357837	0.01003601003601	FALSE	FALSE	FALSE
AB09.MAG25	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	37	0.660714285714286	0.00150746986864328	0.0163999672000656	TRUE	FALSE	FALSE
AB09.MAG26	Bacteria;Pseudomonadota;Alphaproteobacteria;JAJTHO01	56	16	0.285714285714286	0.000463088472795651	0.0129321586170924	FALSE	FALSE	FALSE
AB11.MAG02	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;AG1;AG1	56	12	0.214285714285714	0.0003834123319642	0.00674074662962668	FALSE	FALSE	FALSE
AB11.MAG03	Bacteria;Chloroflexota;Anaerolineae;B4-G1;B4-G1;JAOAAG01	56	47	0.839285714285714	0.00376744291395915	0.0247879752120248	TRUE	TRUE	TRUE
AB11.MAG05	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;HRBIN02	56	15	0.267857142857143	0.000591055116021743	0.00592035109438662	FALSE	FALSE	FALSE
AB11.MAG09	Bacteria;Chloroflexota;Anaerolineae;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii_A	56	26	0.464285714285714	0.00133726808425552	0.00871475435737718	FALSE	FALSE	FALSE
AB11.MAG11	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;J014	56	19	0.339285714285714	0.000204266003020291	0.00286834098224262	FALSE	FALSE	FALSE
AB11.MAG16	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	56	23	0.410714285714286	0.000379025198908233	0.00391831635396247	FALSE	FALSE	FALSE
AB11.MAG18	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	12	0.214285714285714	0.000186956313312246	0.00240183213241727	FALSE	FALSE	FALSE
AB11.MAG19	Bacteria;Cyanobacteriota;Cyanobacteriia;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita	56	30	0.535714285714286	0.00103906750839017	0.013976013976014	FALSE	FALSE	FALSE
AB11.MAG21	Bacteria;WOR-3;Hydrothermia;LBFQ01;LBFQ01;Caldipriscus	56	8	0.142857142857143	4.42464087830615e-05	0.00117949882050118	FALSE	FALSE	FALSE
AB11.MAG22	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	15	0.267857142857143	0.000791502173005077	0.0072036882777315	FALSE	FALSE	FALSE
AB11.MAG26	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;AG1;AG1;AG1 sp003116855	56	6	0.107142857142857	2.67945745441361e-05	0.000630221767062057	FALSE	FALSE	FALSE
AB11.MAG28	Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;Sysuimicrobiaceae;Tepidifontimicrobium	56	23	0.410714285714286	0.000875334009039042	0.00460766359489094	FALSE	FALSE	FALSE
AB11.MAG30	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;Acidilobaceae;DSZV01	56	16	0.285714285714286	0.000700504952789785	0.0064135032067516	FALSE	FALSE	FALSE
AB11.MAG32	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	22	0.392857142857143	0.000729569304817845	0.00461818522180729	FALSE	FALSE	FALSE
AB11.MAG35	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	38	0.678571428571429	0.00131570975702303	0.00848192366268704	TRUE	FALSE	FALSE
AB11.MAG39	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum sp036833835	56	19	0.339285714285714	0.00100996309823376	0.00913999543000229	FALSE	FALSE	FALSE
AB11.MAG41	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	14	0.25	0.000228315619169654	0.00219349780650219	FALSE	FALSE	FALSE
AB11.MAG42	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	33	0.589285714285714	0.00123955254670681	0.00776803107212429	FALSE	FALSE	FALSE
AB11.MAG43	Bacteria;Bacteroidota_A;UBA10030;UBA10030;UBA10030;DATLYT01	56	24	0.428571428571429	0.000717873661331674	0.0191040191040191	FALSE	FALSE	FALSE
AB11.MAG44	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae;630D-37	56	29	0.517857142857143	0.000630274881954722	0.00874877200392959	FALSE	FALSE	FALSE
AB11.MAG48	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;DATLZR01	56	31	0.553571428571429	0.000819704715566611	0.00718443925568276	FALSE	FALSE	FALSE
AB11.MAG51	Bacteria;Bacteroidota_A;Kryptoniia;Kryptoniales;Kryptoniaceae;Kryptonium	56	11	0.196428571428571	5.88414399537818e-05	0.00112950056475028	FALSE	FALSE	FALSE
AB11.MAG52	Bacteria;Bacteroidota;Bacteroidia;SpSt-205;SpSt-205;JAPYWM01	56	24	0.428571428571429	0.00212690545860758	0.0120469638591084	FALSE	FALSE	FALSE
AB11.MAG58	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermocrinis	56	15	0.267857142857143	0.000676606847902447	0.00874935666495111	FALSE	FALSE	FALSE
AB11.MAG59	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;GBS-DC;LDYB01;LDYB01 sp001442985	56	28	0.5	0.000471572344890227	0.00664235326039311	FALSE	FALSE	FALSE
AB11.MAG61	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	17	0.303571428571429	9.4210227238761e-05	0.00250339924898023	FALSE	FALSE	FALSE
AB11.MAG63	Bacteria;Calescibacteriota;Calescibacteriia;Calescibacteriales;Calescibacteriaceae;Calescibacterium	56	20	0.357142857142857	0.000382012190751256	0.0057036192963807	FALSE	FALSE	FALSE
AB11.MAG65	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;Calditenuis	56	10	0.178571428571429	0.00057074486209999	0.0115437442281279	FALSE	FALSE	FALSE
AB11.MAG66	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;HRBIN02	56	17	0.303571428571429	0.00113136754542775	0.0187540234425293	FALSE	FALSE	FALSE
AB11.MAG67	Bacteria;Chloroflexota;Dehalococcoidia;SM23-28-2;HRBIN24;JAVVHA01	56	23	0.410714285714286	0.000695524087469184	0.00500860749378348	FALSE	FALSE	FALSE
AB11.MAG68	Bacteria;Armatimonadota;HRBIN17;HRBIN17;HRBIN17;Fervidibacter;Fervidibacter sp041446875	56	20	0.357142857142857	0.000802660850741857	0.00721734055067388	FALSE	FALSE	FALSE
AB11.MAG70	Bacteria;Chloroflexota;Anaerolineae;UBA4142;UBA4142;VGOB01	56	49	0.875	0.00321390442537657	0.0096570675994732	TRUE	TRUE	TRUE
AB11.MAG71	Bacteria;Acidobacteriota;Blastocatellia;RBC074;RBC074;JBBIWA01	56	39	0.696428571428571	0.00140853223354396	0.0130795581454139	TRUE	FALSE	FALSE
AB11.MAG75	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	11	0.196428571428571	8.15377722452904e-05	0.00145525109143832	FALSE	FALSE	FALSE
AB11.MAG78	Bacteria;Bacteroidota_A;Rhodothermia;JANXDC01;JANXDC01;JANXDC01;JANXDC01 sp025998875	56	17	0.303571428571429	0.000140657947109505	0.0016650020812526	FALSE	FALSE	FALSE
AB20.MAG03	Bacteria;Acidobacteriota;UBA4820;UBA4820;DSQY01;JAEMPZ01;JAEMPZ01 sp022759065	56	4	0.0714285714285714	0.000625298377051353	0.0310979922255019	FALSE	FALSE	FALSE
AB20.MAG04	Bacteria;Desulfobacterota;DSM-4660;Desulfatiglandales;HGW-15;JAFGDM01	56	18	0.321428571428571	0.00214275696498476	0.03987624003094	FALSE	FALSE	FALSE
AB20.MAG09	Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;IGN3;IGN3 sp036796535	56	37	0.660714285714286	0.00752269933567551	0.256754185811454	TRUE	FALSE	FALSE
AB20.MAG13	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Sulfuricellaceae;Sulfurimicrobium;Sulfurimicrobium sp028714955	56	30	0.535714285714286	0.00218129599555954	0.0370044907488773	FALSE	FALSE	FALSE
AB20.MAG16	Archaea;Thermoplasmatota;E2;DHVEG-1;DHVEG-1;SM1-50	56	4	0.0714285714285714	0.0011178723748039	0.0549989862502534	FALSE	FALSE	FALSE
AB20.MAG22	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;RBG-16-66-30;RBG-16-66-30	56	19	0.339285714285714	0.00126068787831449	0.0483352379161905	FALSE	FALSE	FALSE
AB20.MAG23	Bacteria;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;Immundisolibacter	56	33	0.589285714285714	0.00258849788231675	0.0365889908527523	FALSE	FALSE	FALSE
AB20.MAG24	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Thiobacillaceae;Thiobacillus	56	20	0.357142857142857	0.0017581168254486	0.079294980176255	FALSE	FALSE	FALSE
AB20.MAG26	Bacteria;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae	56	4	0.0714285714285714	0.00310851631643755	0.169336957665761	FALSE	FALSE	FALSE
AB22.MAG001	Bacteria;Chloroflexota;Anaerolineae;SpSt-600;SpSt-600;SpSt-600	56	34	0.607142857142857	0.00204597855458436	0.0235931200847667	TRUE	FALSE	FALSE
AB22.MAG003	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	22	0.392857142857143	0.000929197400949401	0.00777992998063017	FALSE	FALSE	FALSE
AB22.MAG004	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium	56	25	0.446428571428571	0.000656394015036951	0.00394400197200099	FALSE	FALSE	FALSE
AB22.MAG008	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae;630D-37	56	34	0.607142857142857	0.000948884792943474	0.0114849770300459	FALSE	FALSE	FALSE
AB22.MAG009	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;Calditenuis	56	23	0.410714285714286	0.00117117899660059	0.00991350495675248	FALSE	FALSE	FALSE
AB22.MAG016	Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069;Pseudothermotoga_A	56	24	0.428571428571429	0.00101768735399888	0.00924991675074924	FALSE	FALSE	FALSE
AB22.MAG018	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	22	0.392857142857143	0.00101427169023205	0.0102607551303776	FALSE	FALSE	FALSE
AB22.MAG019	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;GBChlB;GBChlB sp000724175	56	34	0.607142857142857	0.000720278378237448	0.00527580949645709	FALSE	FALSE	FALSE
AB22.MAG020	Bacteria;Cyanobacteriota;Cyanobacteriia;Phormidesmidales;Phormidesmidaceae	56	22	0.392857142857143	0.000314347202399141	0.00351000702001404	FALSE	FALSE	FALSE
AB22.MAG021	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;Phototrophicaceae;CFX2	56	43	0.767857142857143	0.00132152601112694	0.00640261152470075	TRUE	TRUE	FALSE
AB22.MAG025	Bacteria;Armatimonadota;HRBIN17;HRBIN17;HRBIN17;Fervidibacter;Fervidibacter sp041446875	56	22	0.392857142857143	0.000698275759381665	0.00619701859105577	FALSE	FALSE	FALSE
AB22.MAG026	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Laspinemataceae;Planktothricoides	56	22	0.392857142857143	0.000228901386046052	0.00227260409068736	FALSE	FALSE	FALSE
AB22.MAG027	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;Desulfurococcaceae;Thermosphaera	56	9	0.160714285714286	5.83341388906269e-05	0.00113004143124137	FALSE	FALSE	FALSE
AB22.MAG033	Bacteria;Bacteroidota_A;Rhodothermia;JANXDC01;JANXDC01;JANXDC01;JANXDC01 sp025998875	56	15	0.267857142857143	0.000691156734558493	0.00622268533472267	FALSE	FALSE	FALSE
AB22.MAG034	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	56	37	0.660714285714286	0.00194314387154723	0.0211239788760211	TRUE	FALSE	FALSE
AB22.MAG039	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	16	0.285714285714286	0.000471788144014302	0.00541539295998915	FALSE	FALSE	FALSE
AB22.MAG040	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	56	38	0.678571428571429	0.00291092985791967	0.0165809336762653	TRUE	FALSE	FALSE
AB22.MAG043	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;CAKUMP01	56	39	0.696428571428571	0.00204758339611702	0.0118720237440475	TRUE	FALSE	FALSE
AB22.MAG045	Bacteria;Desulfobacterota;BSN033;BSN033;UBA1163;RBG-16-49-23	56	35	0.625	0.00115427743423923	0.00669401338802678	TRUE	FALSE	FALSE
AB22.MAG047	Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;WYZ-LMO2	56	15	0.267857142857143	0.000495117054608176	0.00905974773506307	FALSE	FALSE	FALSE
AB22.MAG048	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermocrinis	56	13	0.232142857142857	0.000316652617401701	0.00285575142787571	FALSE	FALSE	FALSE
AB22.MAG050	Bacteria;Patescibacteriota;Microgenomatia;GWA2-44-7;UBA8517	56	30	0.535714285714286	0.00077449774633133	0.00442570741131096	FALSE	FALSE	FALSE
AB22.MAG052	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;JADJNW01	56	25	0.446428571428571	0.000612155212371086	0.00813941465094637	FALSE	FALSE	FALSE
AB22.MAG053	Bacteria;Calescibacteriota;Calescibacteriia;Calescibacteriales;Calescibacteriaceae;Calescibacterium	56	21	0.375	0.000791092312181674	0.00695500869376087	FALSE	FALSE	FALSE
AB22.MAG054	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	18	0.321428571428571	0.000211775022255431	0.00240733212966727	FALSE	FALSE	FALSE
AB22.MAG056	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;NBVN01;Zestosphaera;Zestosphaera sp036802965	56	19	0.339285714285714	0.000986867977486258	0.0314599370801258	FALSE	FALSE	FALSE
AB22.MAG059	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	35	0.625	0.00167133821340662	0.00763968958573542	TRUE	FALSE	FALSE
AB22.MAG062	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	18	0.321428571428571	0.000899284822432326	0.00893802681408044	FALSE	FALSE	FALSE
AB22.MAG063	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum sp036833835	56	14	0.25	0.000352153377445911	0.0111110296294123	FALSE	FALSE	FALSE
AB22.MAG065	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Rhodoflexus	56	35	0.625	0.000704918902844768	0.00372700745401491	FALSE	FALSE	FALSE
AB22.MAG067	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	23	0.410714285714286	0.000147546779778849	0.00121524974682297	FALSE	FALSE	FALSE
AB22.MAG070	Bacteria;Chloroflexota;Anaerolineae;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii_A	56	25	0.446428571428571	0.000863922929996359	0.00637102123673746	FALSE	FALSE	FALSE
AB22.MAG071	Bacteria;Planctomycetota;Phycisphaerae;UBA1845;Fen-1342;CAADGM01	56	36	0.642857142857143	0.0014866235839854	0.020683637230547	TRUE	FALSE	FALSE
AB22.MAG073	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;GBS-DC;LDYB01;LDYB01 sp001442985	56	38	0.678571428571429	0.00243131207165242	0.0187068316385153	TRUE	FALSE	FALSE
AB22.MAG074	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;HRBIN02	56	7	0.125	0.000150188598128871	0.0024110012055006	FALSE	FALSE	FALSE
AB22.MAG077	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptothermofonsia;Leptothermofonsia sp023511615	56	16	0.285714285714286	0.000349233879783003	0.00399566630342428	FALSE	FALSE	FALSE
AB22.MAG078	Bacteria;Bacteroidota_A;Kryptoniia;Kryptoniales;Kryptoniaceae;Kryptonium	56	11	0.196428571428571	9.37813244356552e-05	0.00130787434606283	FALSE	FALSE	FALSE
AB22.MAG079	Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;WYZ-LMO2	56	21	0.375	0.00122812556887292	0.0163859672280655	FALSE	FALSE	FALSE
AB22.MAG082	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	56	18	0.321428571428571	0.00055005134132424	0.0123700865906061	FALSE	FALSE	FALSE
AB22.MAG084	Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae	56	43	0.767857142857143	0.0033095456401267	0.0442029115941768	TRUE	TRUE	TRUE
AB22.MAG090	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;JAAUUE01	56	27	0.482142857142857	0.000203395037882879	0.00172199956950011	FALSE	FALSE	FALSE
