CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1057	1285897	1289205	-	TC|1.B.14.6.17
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1058	1289238	1290683	-	null
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1059	1291332	1293545	-	null
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1060	1293560	1296868	-	TC|1.B.14.6.17
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1061	1296898	1298373	-	null
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1062	1298901	1299794	-	null
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1063	1300094	1302364	-	CAZyme|GH92_e13
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1064	1302372	1303340	-	CAZyme|GH130_2
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1065	1303393	1304724	-	TC|2.A.1.25.6
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1066	1304823	1307027	-	CAZyme|GH163_e7
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1067	1307194	1308543	-	null
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1068	1308560	1309774	-	null
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1069	1309791	1310813	-	CAZyme|GH18_e50
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1070	1310840	1312423	-	TC|8.A.46.2.1
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1071	1312432	1315194	-	TC|1.B.14.6.13
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1072	1315995	1317236	-	null
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1073	1317372	1317470	-	null
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1074	1317605	1320898	+	TC|1.B.14.6.13
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1075	1320919	1322559	+	TC|8.A.46.2.2
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1076	1322591	1323685	+	CAZyme|GH18_e203
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1077	1323704	1324885	+	null
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1078	1325150	1327897	+	TC|1.B.14.6.13
CGC28	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1079	1327916	1329460	+	TC|8.A.46.2.1
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1080	1329485	1330612	+	CAZyme|GH18_e37
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1081	1330619	1331800	+	null
CGC28	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1082	1331865	1332734	+	null
CGC28	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1083	1332865	1335186	+	CAZyme|GH20_e12+Sulfatase|S1_16
CGC29	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1133	1386673	1389231	-	CAZyme|GT35_e13
CGC29	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1134	1389253	1391499	-	TC|2.A.37.1.5+STP|TrkA_C
CGC30	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1196	1454709	1455608	+	CAZyme|GT2
CGC30	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1197	1455628	1456815	+	CAZyme|GT2
CGC30	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1198	1456971	1457414	-	TC|1.D.194.1.1
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1207	1463435	1464553	+	CAZyme|GT94_e11
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1208	1464600	1465544	+	CAZyme|GT2
CGC31	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1209	1465568	1467043	+	TC|2.A.66.2.23
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1210	1467040	1468170	+	CAZyme|GT4_e4208
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1211	1468183	1469094	+	CAZyme|GT101_e12
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1212	1469098	1470252	+	CAZyme|GT4_e1077
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1213	1470264	1471115	+	CAZyme|GT2+TC|4.D.1.1.3
CGC31	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1214	1471140	1472642	+	null
CGC31	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1215	1472680	1476690	+	CAZyme|GT2+STP|HisKA+STP|HATPase_c+STP|Response_reg
CGC32	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1227	1489045	1490400	+	TC|2.A.66.1.13
CGC32	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1228	1490546	1491262	+	TC|1.B.6.13.3
CGC32	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1229	1491240	1491986	+	CAZyme|GT51_e264
CGC33	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1294	1565893	1567437	+	CAZyme|CE1+Peptidase|S09.UPB
CGC33	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1295	1567483	1567830	-	STP|HxlR
CGC33	Peptidase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1296	1567998	1568525	+	Peptidase|C56.UNW
CGC33	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1297	1568994	1572113	+	TC|9.B.238.3.1
CGC33	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1298	1572150	1572950	-	STP|LytTR
CGC33	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1299	1572943	1573998	-	TC|9.B.304.1.12
CGC33	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1300	1574015	1575319	-	null
CGC33	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1301	1575322	1578354	-	TC|2.A.6.2.37
CGC33	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1302	1578365	1579435	-	null
CGC33	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1303	1579631	1580932	+	TC|2.A.35.1.8
CGC34	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1311	1587227	1588543	+	TC|2.A.1.7.5
CGC34	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1312	1588730	1589281	+	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC34	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1313	1589341	1590327	+	STP|FecR
CGC34	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1314	1590525	1593857	+	TC|1.B.14.6.13
CGC34	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1315	1593871	1595466	+	TC|8.A.46.2.2
CGC34	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1316	1595490	1596473	+	null
CGC34	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1317	1596525	1597814	+	null
CGC34	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1318	1597842	1599368	+	CAZyme|GH18_e101
CGC34	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1319	1599565	1600485	+	CAZyme|GH18_e549
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1323	1604650	1606026	-	TC|3.A.1.11.8
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1324	1606023	1606820	-	TC|3.A.1.11.8
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1325	1606814	1607614	-	TC|3.A.1.11.8
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1326	1607626	1609047	-	TC|3.A.1.11.8
CGC35	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1327	1609157	1610257	+	null
CGC35	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1328	1610593	1613157	-	CAZyme|GT35_e7
CGC35	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1329	1613195	1614856	-	CAZyme|GT3_e3|GT3_e2
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1330	1615062	1615523	-	TC|3.A.2.2.2
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1331	1615576	1617399	-	TC|3.A.2.2.2
CGC35	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1332	1617396	1618001	-	null
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1333	1618044	1619369	-	TC|3.A.2.3.3
CGC35	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1334	1619403	1621160	-	TC|3.A.2.3.3
CGC36	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1375	1664280	1665386	-	TC|9.B.146.1.4
CGC36	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1376	1665404	1666216	-	CAZyme|GT2+TC|4.D.1.3.3
CGC36	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1377	1666242	1667555	-	STP|Pyr_redox
CGC36	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1378	1667563	1668624	-	null
CGC36	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1379	1668653	1669720	-	CAZyme|GT122_e127
CGC36	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1380	1669717	1670820	-	CAZyme|GT4_e5184
CGC36	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1381	1670820	1671608	-	null
CGC36	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1382	1671731	1672756	-	null
CGC36	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1383	1672765	1673622	-	CAZyme|GT2
CGC37	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1571	1892386	1893675	-	TC|3.A.1.122.20
CGC37	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1572	1893713	1894339	-	null
CGC37	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1573	1894369	1895034	-	TC|3.A.1.122.20
CGC37	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1574	1895063	1896310	-	null
CGC37	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1575	1896554	1897945	-	STP|Pyr_redox_2
CGC37	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1576	1898000	1898905	-	CAZyme|GH73_e349|CBM50_e1137|CBM50_e1137+TC|3.A.7.14.2
CGC37	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1577	1899017	1899499	+	null
CGC37	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1578	1899503	1900342	+	STP|HTH_18
CGC37	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1579	1900431	1901012	+	TC|9.B.365.2.1
CGC37	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1580	1901116	1902489	+	STP|Pyr_redox_2
CGC37	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1581	1903055	1904653	+	TC|3.A.1.211.25
CGC37	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1582	1904740	1905528	+	STP|NUDIX
CGC37	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1583	1905535	1906098	+	STP|cNMP_binding
CGC37	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1584	1906183	1907232	+	TC|9.B.97.3.1
CGC38	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1660	1989363	1992815	+	TC|1.B.14.6.17
CGC38	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1661	1992829	1994685	+	null
CGC38	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1662	1994978	1996537	+	CAZyme|GH20_e8+Sulfatase|S1_16
CGC38	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1663	1996551	1998053	+	Sulfatase|S1_20
CGC38	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1664	1998220	1999395	-	TC|1.A.23.4.5
CGC38	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1665	1999530	2001077	-	Sulfatase|S1_15
CGC38	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1666	2001164	2002984	-	CAZyme|GH29_e124|CBM32_e372+Sulfatase|S1_16
CGC38	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1667	2003149	2006220	-	CAZyme|GH2_10+Sulfatase|S1_19
CGC38	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1668	2006246	2008576	-	CAZyme|GH20_e142+Sulfatase|S1_16
CGC38	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1669	2008592	2010175	-	Sulfatase|S1_11
CGC38	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1670	2010377	2012158	-	null
CGC38	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1671	2012204	2014021	-	TC|8.A.46.3.4
CGC38	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1672	2014035	2017394	-	TC|1.B.14.6.17
CGC38	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1673	2017425	2019089	-	CAZyme|GH18_e598
CGC39	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1684	2031658	2032071	+	TC|1.D.194.1.2
CGC39	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1685	2032185	2033750	-	null
CGC39	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1686	2034033	2034659	-	TC|9.B.18.1.3
CGC39	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1687	2034688	2035497	-	CAZyme|GT2
CGC39	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1688	2035514	2036425	-	CAZyme|GT2
CGC39	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1689	2036422	2037720	-	CAZyme|GT129_e1
CGC39	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1690	2037711	2038703	-	CAZyme|GT2
CGC39	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1691	2038710	2039438	-	CAZyme|GT25_e205
CGC39	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1692	2039484	2040641	-	null
CGC39	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1693	2040648	2042009	-	null
CGC39	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1694	2042019	2043461	-	TC|2.A.66.2.23
CGC40	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1703	2052204	2054069	+	TC|9.B.238.3.1
CGC40	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1704	2054158	2055612	-	TC|3.A.1.131.2
CGC40	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1705	2055649	2057655	-	CAZyme|CBM48_e14|GH13_14
CGC41	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1750	2104010	2104423	+	TC|1.D.194.1.2
CGC41	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1751	2104512	2104805	-	STP|NTP_transf_2
CGC41	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1752	2104941	2105567	-	TC|9.B.18.1.3
CGC41	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1753	2105596	2106417	-	CAZyme|GT2
CGC41	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1754	2106556	2107668	-	CAZyme|GT122_e71
CGC41	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1755	2107671	2108696	-	null
CGC41	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1756	2108693	2109871	-	CAZyme|GT4_e8259
CGC42	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1803	2171552	2172721	-	TC|2.A.1.7.17
CGC42	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1804	2173001	2174833	-	CAZyme|GH32_e16+Sulfatase|S1_7
CGC42	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1805	2174963	2176534	-	CAZyme|GH32_e129
CGC42	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1806	2176550	2177935	-	null
CGC42	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1807	2177962	2179674	-	TC|1.B.38.1.10
CGC42	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1808	2179702	2182815	-	TC|1.B.14.6.17
CGC42	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1809	2183127	2183999	+	null
CGC42	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1810	2184204	2186087	-	CAZyme|GH32_e132+Sulfatase|S1_7
CGC42	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1811	2186717	2188231	-	null
CGC42	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1812	2188346	2189368	+	null
CGC42	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1813	2189544	2192801	+	CAZyme|GH2_23
CGC42	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1814	2192819	2195074	+	CAZyme|GH92_e59+TC|1.C.96.1.3
CGC43	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1818	2202186	2204192	-	TC|8.A.46.2.1
CGC43	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1819	2204204	2207509	-	TC|1.B.14.6.2
CGC43	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1820	2207546	2209282	-	null
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1821	2210080	2213775	+	CAZyme|GH2_e268
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1822	2214408	2217467	-	CAZyme|CBM32_e165|GH95_e0+Sulfatase|S1_11
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1823	2217682	2220243	-	CAZyme|GH3_e232+Sulfatase|S1_15
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1824	2220294	2222012	-	CAZyme|CE20_e49+Sulfatase|S1_7
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1825	2222043	2224907	-	CAZyme|GH3_e307+Sulfatase|S1_7
CGC43	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1826	2224974	2227067	-	CAZyme|GH43_2+Sulfatase|S1_15
CGC43	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1827	2227954	2228799	-	null
CGC43	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1828	2228777	2231002	-	TC|2.A.37.4.2
CGC44	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1919	2349872	2351860	-	CAZyme|GH97_e64+Sulfatase|S1_8
CGC44	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1920	2351893	2354172	-	CAZyme|GH3_e300+Sulfatase|S1_7
CGC44	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1921	2354366	2355349	-	CAZyme|GH43_17+Sulfatase|S1_20
CGC44	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1922	2355408	2357366	-	null
CGC44	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1923	2357378	2360737	-	TC|1.B.14.6.1
CGC44	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1924	2361009	2362022	-	STP|FecR
CGC44	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1925	2362093	2362683	-	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC44	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_1926	2362810	2365002	-	CAZyme|GH92_e46
CGC45	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2153	2629926	2631989	+	CAZyme|GH127_e7
CGC45	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2154	2632182	2633321	+	TC|3.A.1.13.2
CGC45	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2155	2633318	2634334	+	TC|3.A.1.13.2
CGC45	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2156	2634331	2635086	+	TC|3.A.1.13.2
CGC45	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2157	2635210	2636565	+	TC|2.A.66.1.37
CGC46	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2161	2640758	2643901	+	CAZyme|GH92_e47
CGC46	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2162	2643912	2645072	+	TC|2.A.1.7.16
CGC46	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2163	2645282	2648461	+	TC|1.B.14.6.17
CGC47	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2190	2684368	2687076	-	TC|1.B.42.1.8
CGC47	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2191	2687167	2687703	-	STP|HD
CGC47	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2192	2687779	2688942	+	CAZyme|GH171_e3
CGC48	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2249	2748661	2751366	-	CAZyme|CBM13_e174|GH2_10+Sulfatase|S1_19
CGC48	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2250	2751385	2752839	-	CAZyme|GH29_e171|CBM32_e372+Sulfatase|S1_16
CGC48	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2251	2752866	2754539	-	null
CGC48	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2252	2754557	2755507	-	CAZyme|CBM32_e239
CGC48	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2253	2755560	2757302	-	TC|8.A.46.1.4
CGC48	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2254	2757331	2760693	-	TC|1.B.14.6.17
CGC48	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2255	2760889	2761854	-	STP|FecR
CGC48	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2256	2762259	2762840	-	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC48	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2257	2762989	2765265	-	CAZyme|GH92_e84
CGC48	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2258	2765368	2767272	-	null
CGC48	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2259	2767291	2768934	-	TC|1.B.38.1.7
CGC48	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2260	2768949	2771939	-	TC|1.B.14.6.1
CGC49	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2310	2820491	2821573	+	TC|2.A.6.2.28
CGC49	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2311	2821589	2824621	+	TC|2.A.6.2.33
CGC49	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2312	2824618	2825964	+	null
CGC49	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2313	2826115	2827209	+	CAZyme|PL10_1+Sulfatase|S1_7
CGC49	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2314	2827332	2828492	-	TC|9.B.97.1.2
CGC50	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2436	2963646	2965019	-	TC|2.A.66.1.32
CGC50	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2437	2965174	2966622	-	CAZyme|GH28_e12
CGC51	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2516	3076578	3078545	-	CAZyme|GH20_e11+Sulfatase|S1_16
CGC51	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2517	3078618	3080336	-	TC|8.A.46.1.3
CGC51	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2518	3080348	3083752	-	TC|1.B.14.6.17
CGC52	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2577	3148116	3151574	+	CAZyme|CBM67_e56|GH78_e80+Sulfatase|S1_8
CGC52	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2578	3151580	3154225	+	CAZyme|CBM67_e3|GH78_e29+Sulfatase|S1_8
CGC52	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2579	3154308	3155666	+	CAZyme|CE7_e20+Peptidase|S09.UPW
CGC52	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2580	3155836	3156234	-	null
CGC52	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2581	3156436	3158109	-	null
CGC52	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2582	3158197	3159894	+	TC|2.A.58.2.2
