FeatureID	Feature	Species	MaAsLin3CoefficientLog2Relative	MaAsLin3NullMedian	MaAsLin3QDiseaseBH	MaAsLin3Estimable	MaAsLin3ErrorFree	ANCOMBC2CoefficientNaturalLog	ANCOMBC2QDiseaseBH	ANCOMBC2PassedPseudoSensitivity	ANCOMBC2RobustHit	ALDEx2CoefficientCLRLog2	ALDEx2QDiseaseBH	MaAsLin3Direction	ANCOMBC2Direction	ALDEx2Direction	AllThreeDirectionConcordant	MaAsLin3Hit	ALDEx2Hit	SignificantMethodCount	EvidenceLabel	IndependentReplication	InputBoundary	MinimumQ	AnyMethodHit
SP0248	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	Eubacterium sp CAG 274	-2.04531528038569	0.275695643097588	0.49234446881973	TRUE	TRUE	-1.51793951626237	0.000361282819958238	FALSE	FALSE	-2.40238935985214	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000361282819958238	FALSE
SP0146	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	Roseburia sp CAG 471	-0.932065120400875	0.275695643097588	0.497358381471975	TRUE	TRUE	-0.659548518598549	0.173804952356976	TRUE	FALSE	-2.49432731737657	0.607496414402998	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.173804952356976	FALSE
SP0034	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	Dorea longicatena	-0.52336799964687	0.275695643097588	0.525121203779275	TRUE	TRUE	-0.48554098490103	0.370797490480255	TRUE	FALSE	0.457499624365536	0.906202454664668	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.370797490480255	FALSE
SP0054	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145	Firmicutes bacterium CAG 145	-0.936733361555714	0.275695643097588	0.525121203779275	TRUE	TRUE	-0.593669630340186	0.164248492897293	TRUE	FALSE	-1.16655892640342	0.86281508092047	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.164248492897293	FALSE
SP0059	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	Adlercreutzia equolifaciens	-0.638524816889144	0.275695643097588	0.525255853452114	TRUE	TRUE	-0.541189064727378	0.253664254770479	TRUE	FALSE	0.518954200172191	0.906202454664668	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.253664254770479	FALSE
SP0261	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	Victivallis vadensis	-1.29023452529555	0.275695643097588	0.525255853452114	TRUE	TRUE	-1.28647000431119	0.000407484429953091	FALSE	FALSE	1.04959369541821	0.86281508092047	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000407484429953091	FALSE
SP0191	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes	Olsenella scatoligenes	1.57649747865005	0.275695643097588	0.55077269139876	TRUE	TRUE	0.921824669312334	0.0432003331435925	FALSE	FALSE	1.36168136891315	0.824756768973258	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0432003331435925	FALSE
SP0125	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	Eubacterium siraeum	1.41447077561479	0.275695643097588	0.563631624780941	TRUE	TRUE	0.878074663434376	0.117212064650517	TRUE	FALSE	1.65823681405131	0.824756768973258	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.117212064650517	FALSE
SP0205	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	Butyrivibrio crossotus	-2.40869280231074	0.275695643097588	0.568338942431864	TRUE	TRUE	-1.8951849001187	0.000728843349188985	FALSE	FALSE	-1.20872920989183	0.89015727791244	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000728843349188985	FALSE
SP0380	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	Clostridium saccharolyticum	1.83675803729709	0.275695643097588	0.568338942431864	FALSE	TRUE	1.26548090301848	0.00132705735141508	FALSE	FALSE	0.307114608757952	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00132705735141508	FALSE
SP0047	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	Bacteroides fragilis	1.22939320150785	0.275695643097588	0.568338942431864	TRUE	TRUE	0.858546766428968	0.0756741842504195	TRUE	FALSE	4.15698664387943	0.411361026499678	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0756741842504195	FALSE
SP0094	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group	Streptococcus anginosus group	1.24691475708065	0.275695643097588	0.568338942431864	TRUE	TRUE	0.936108168448338	0.0291656192232189	FALSE	FALSE	0.582449692929346	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0291656192232189	FALSE
SP0301	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	Parabacteroides sp CAG 409	2.77765211045594	0.275695643097588	0.578877733845169	FALSE	TRUE	2.30762789657406	0.000130407975913905	FALSE	FALSE	1.78417896660986	0.661329715902649	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000130407975913905	FALSE
SP0083	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	Veillonella atypica	2.0041699936569	0.275695643097588	0.578877733845169	TRUE	TRUE	1.65829859683264	0.0000769970118238353	FALSE	FALSE	0.0197284973787841	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0000769970118238353	FALSE
SP0182	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	Clostridium spiroforme	-1.4495014443509	0.275695643097588	0.578877733845169	FALSE	TRUE	-1.07398992540529	0.00332801056221508	FALSE	FALSE	-2.14962331778448	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00332801056221508	FALSE
SP0206	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	1.6686120430834	0.275695643097588	0.578877733845169	TRUE	TRUE	1.14992775943307	0.000728843349188985	FALSE	FALSE	1.80910425496228	0.737482960725818	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000728843349188985	FALSE
SP0074	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	Mogibacterium diversum	0.883699564047716	0.275695643097588	0.582524984344787	TRUE	TRUE	0.465318378268301	0.263989756336971	TRUE	FALSE	-1.20185695950593	0.857038170981333	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.263989756336971	FALSE
SP0219	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	Bacteroides eggerthii	-1.00963833590282	0.275695643097588	0.5917437351726	TRUE	TRUE	-1.05641285084963	0.00364928423476006	FALSE	FALSE	-1.16663809244973	0.891823952017377	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00364928423476006	FALSE
SP0003	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	-0.337828457839898	0.275695643097588	0.5917437351726	TRUE	TRUE	-0.399060582432164	0.482038921980713	TRUE	FALSE	-0.240927981744158	0.903385635296215	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.482038921980713	FALSE
SP0027	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	Clostridium leptum	-0.355625153140192	0.275695643097588	0.599154924063647	TRUE	TRUE	-0.310085144003101	0.544950661856985	TRUE	FALSE	-1.26895102412573	0.777095959934585	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.544950661856985	FALSE
SP0055	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	Roseburia sp CAG 309	-0.438860409248135	0.275695643097588	0.5917437351726	TRUE	TRUE	-0.355185496886481	0.276706692157953	TRUE	FALSE	-0.948213484737959	0.899014610318956	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.276706692157953	FALSE
SP0078	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	1.24000724379098	0.275695643097588	0.5917437351726	TRUE	TRUE	0.804689057879	0.048695175642464	FALSE	FALSE	3.0300897173708	0.519133176181932	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.048695175642464	FALSE
SP0118	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	-0.473759744277914	0.275695643097588	0.5917437351726	TRUE	TRUE	-0.466150766192498	0.356768793474804	TRUE	FALSE	-0.606536428885214	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.356768793474804	FALSE
SP0122	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	Bacteroides finegoldii	1.60667243440216	0.275695643097588	0.5917437351726	TRUE	TRUE	1.09543377476079	0.00173659923417861	FALSE	FALSE	1.30490226024743	0.86281508092047	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00173659923417861	FALSE
SP0274	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	Butyrivibrio sp CAG 318	-2.19141385838655	0.275695643097588	0.599154924063647	TRUE	TRUE	-1.76540942923461	0.000728843349188985	FALSE	FALSE	-0.350139914018411	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000728843349188985	FALSE
SP0008	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	Bacteroides vulgatus	-0.385824052104864	0.275695643097588	0.613974826704724	TRUE	TRUE	-0.364006255761731	0.588593516588235	TRUE	FALSE	-0.100754732936316	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.588593516588235	FALSE
SP0013	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	Eubacterium ramulus	-0.240869307177308	0.275695643097588	0.613974826704724	TRUE	TRUE	-0.38308794853223	0.38360767583458	TRUE	FALSE	-2.19140636002776	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.38360767583458	FALSE
SP0037	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	1.17665709349636	0.275695643097588	0.613974826704724	TRUE	TRUE	0.746294688508905	0.210110996499806	TRUE	FALSE	0.787434321457165	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.210110996499806	FALSE
SP0109	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	Eisenbergiella tayi	1.05021279249429	0.275695643097588	0.613974826704724	TRUE	TRUE	0.665506311516254	0.128073418371951	TRUE	FALSE	1.52039070954294	0.824756768973258	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.128073418371951	FALSE
SP0114	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	Clostridium citroniae	1.0185324265173	0.275695643097588	0.613974826704724	TRUE	TRUE	0.738721419424064	0.0540295532854428	TRUE	FALSE	1.40080613413324	0.857038170981333	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0540295532854428	FALSE
SP0138	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	Bacteroides nordii	1.69197953208016	0.275695643097588	0.613974826704724	TRUE	TRUE	1.31550656584895	0.00364928423476006	FALSE	FALSE	2.52293117742023	0.625937406967126	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00364928423476006	FALSE
SP0211	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	Alistipes inops	1.40440143453221	0.275695643097588	0.613974826704724	TRUE	TRUE	0.851757461523578	0.0227274048401871	FALSE	FALSE	3.41482611256258	0.479815447291957	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0227274048401871	FALSE
SP0233	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	Coprococcus eutactus	-0.971464383054553	0.275695643097588	0.613974826704724	TRUE	TRUE	-0.938682018366477	0.0741628051944208	TRUE	FALSE	-1.80715278084603	0.833274020180705	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0741628051944208	FALSE
SP0036	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	Odoribacter splanchnicus	0.756931456327265	0.275695643097588	0.635221456504812	TRUE	TRUE	0.402998135321605	0.332530515787491	TRUE	FALSE	-1.00377829995731	0.824756768973258	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.332530515787491	FALSE
SP0066	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	Escherichia coli	1.12752656923104	0.275695643097588	0.639046552072981	TRUE	TRUE	0.627981352789184	0.282271477444564	TRUE	FALSE	2.11906250563582	0.661329715902649	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.282271477444564	FALSE
SP0407	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	Anaerotignum lactatifermentans	2.63181448654268	0.275695643097588	0.649809887849152	FALSE	TRUE	1.55212167329105	0.000917697546068883	FALSE	FALSE	3.79513068407586	0.357509804386508	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000917697546068883	FALSE
SP0123	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	Lactobacillus rogosae	-0.695893380355487	0.275695643097588	0.649809887849152	TRUE	TRUE	-0.548806478413049	0.181465864601274	TRUE	FALSE	-0.650796661935792	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.181465864601274	FALSE
SP0065	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266	Phascolarctobacterium sp CAG 266	2.55151581737398	0.275695643097588	0.675876980969963	FALSE	TRUE	0.91079925879423	0.0158691603005741	FALSE	FALSE	1.84989499500102	0.698851743035127	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0158691603005741	FALSE
SP0130	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185	Prevotella sp CAG 1185	2.43452132830804	0.275695643097588	0.670039365986005	FALSE	TRUE	1.90825341507575	0.000084111996129364	FALSE	FALSE	-1.13768478514472	0.86281508092047	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000084111996129364	FALSE
SP0073	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.922626243626828	0.275695643097588	0.679493684598978	TRUE	TRUE	0.532510337091103	0.287430304036695	TRUE	FALSE	-0.673465083238493	0.906202454664668	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.287430304036695	FALSE
SP0139	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	Alistipes indistinctus	0.974150287794313	0.275695643097588	0.683828144498366	TRUE	TRUE	0.615812451578677	0.173804952356976	TRUE	FALSE	-1.16885703922257	0.86281508092047	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.173804952356976	FALSE
SP0106	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa	0.918889125652784	0.275695643097588	0.683828144498366	TRUE	TRUE	0.511907768017539	0.34899678533041	TRUE	FALSE	0.57872348757379	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.34899678533041	FALSE
SP0044	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95	Firmicutes bacterium CAG 95	-0.564098896521682	0.275695643097588	0.683828144498366	TRUE	TRUE	-0.550975378982319	0.15188463210808	TRUE	FALSE	1.81414837880522	0.767436121091068	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.15188463210808	FALSE
SP0302	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	Lactococcus lactis	-0.556886779359054	0.275695643097588	0.685019984401925	TRUE	TRUE	-0.53369678748277	0.171034803820731	TRUE	FALSE	-0.200158434622872	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.171034803820731	FALSE
SP0028	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	Coprobacter fastidiosus	1.07721653448876	0.275695643097588	0.708628105554687	TRUE	TRUE	0.687659618677004	0.102964946862996	TRUE	FALSE	0.980041206431426	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.102964946862996	FALSE
SP0142	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	Bifidobacterium bifidum	-1.29580835496574	0.275695643097588	0.708628105554687	TRUE	TRUE	-0.400311741696224	0.475408028783711	TRUE	FALSE	1.17608997374395	0.89015727791244	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.475408028783711	FALSE
SP0158	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	Enterococcus faecalis	-0.922084430030437	0.275695643097588	0.708628105554687	TRUE	TRUE	-0.755722490564619	0.0766941449282937	TRUE	FALSE	-1.60779034447517	0.829779246973118	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0766941449282937	FALSE
SP0165	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	Bifidobacterium pseudocatenulatum	-1.19743301997149	0.275695643097588	0.708628105554687	TRUE	TRUE	-0.923627364371878	0.119705061189234	TRUE	FALSE	-2.4563097767093	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.119705061189234	FALSE
SP0091	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	Blautia hydrogenotrophica	1.4672963701467	0.275695643097588	0.718322788413381	FALSE	TRUE	0.91592980270113	0.0121854100835241	FALSE	FALSE	-1.89343005977096	0.698851743035127	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0121854100835241	FALSE
SP0067	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	Anaeromassilibacillus sp An250	0.856108624337197	0.275695643097588	0.722333813076823	TRUE	TRUE	0.3612772597657	0.355834969735496	TRUE	FALSE	0.787354698796196	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.355834969735496	FALSE
SP0023	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	Ruminococcus lactaris	-0.652749411205153	0.275695643097588	0.722333813076823	TRUE	TRUE	-0.594802694597423	0.263541907854069	TRUE	FALSE	1.42026097881058	0.86281508092047	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.263541907854069	FALSE
SP0056	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	Ruminococcus gnavus	-0.477590302279885	0.275695643097588	0.72254976005188	TRUE	TRUE	-0.289674666423557	0.662931378595319	TRUE	FALSE	-0.232803652054672	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.662931378595319	FALSE
SP0100	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	Collinsella stercoris	-0.156199364744868	0.275695643097588	0.722333813076823	TRUE	TRUE	-0.192283809631966	0.696394292797958	TRUE	FALSE	1.66370174820208	0.661329715902649	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.661329715902649	FALSE
