hotspring	ProcessID	Element	Process	RawCommunityIndex	CommunityIndex	CompleteGateFraction	Samples	Temperature	pH
AB22	hao	Nitrogen	Hydroxylamine oxidation	2.1839510225e-05	2.1839510225e-05	1.0	24	46.0	7.515000000000001
AB22	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.125	24	46.0	7.515000000000001
AB22	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	5.848439678e-05	5.848439678e-05	1.0	24	46.0	7.515000000000001
AB22	n_fix	Nitrogen	Nitrogen fixation	3.4496402925e-05	3.4496402925e-05	0.875	24	46.0	7.515000000000001
AB22	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.0833962046249999e-05	1.0833962046249999e-05	1.0	24	46.0	7.515000000000001
AB22	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.6069561549583334e-05	1.6069561549583334e-05	1.0	24	46.0	7.515000000000001
AB22	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	2.87030117225e-05	2.87030117225e-05	1.0	24	46.0	7.515000000000001
AB22	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.33988732525e-05	1.33988732525e-05	1.0	24	46.0	7.515000000000001
AB22	phs	Sulfur	Thiosulfate/polysulfide reduction	1.2945119560000001e-05	0.0	0.0	24	46.0	7.515000000000001
AB22	rtca	Carbon	Reverse TCA fixation	3.355766353e-07	0.0	0.25	24	46.0	7.515000000000001
AB22	sox	Sulfur	Thiosulfate oxidation by Sox	2.5993025053e-05	2.5760821204e-05	0.9583333333333334	24	46.0	7.515000000000001
AB22	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.159333678912499e-05	8.159333678912499e-05	0.9583333333333334	24	46.0	7.515000000000001
AB22	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	24	46.0	7.515000000000001
AB22	three_hp	Carbon	3-hydroxypropionate bicycle	4.061161471e-05	4.061161471e-05	0.875	24	46.0	7.515000000000001
AB22	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.09022120784e-05	1.09022120784e-05	0.9583333333333334	24	46.0	7.515000000000001
AB31	anammox	Nitrogen	Anaerobic ammonium oxidation	1.7663726723333332e-05	0.0	0.0	4	73.5	6.85
AB31	cbb	Carbon	Calvin-Benson-Bassham fixation	4.04594311425e-05	4.04594311425e-05	1.0	4	73.5	6.85
AB31	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	5.572206305e-07	0.0	0.0	4	73.5	6.85
AB31	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	3.1484354827499995e-05	3.1484354827499995e-05	1.0	4	73.5	6.85
AB31	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.1588784377499999e-05	1.1588784377499999e-05	1.0	4	73.5	6.85
AB31	hao	Nitrogen	Hydroxylamine oxidation	2.7142491365e-05	2.7142491365e-05	1.0	4	73.5	6.85
AB31	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	4	73.5	6.85
AB31	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	3.5296080355e-05	3.5296080355e-05	1.0	4	73.5	6.85
AB31	n_fix	Nitrogen	Nitrogen fixation	3.656190548e-05	3.656190548e-05	0.75	4	73.5	6.85
AB31	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.34626847255e-05	1.34626847255e-05	1.0	4	73.5	6.85
AB31	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.0760805466366667e-05	2.0760805466366667e-05	1.0	4	73.5	6.85
AB31	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	5.299118017e-05	5.299118017e-05	1.0	4	73.5	6.85
AB31	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.243134958625e-05	2.243134958625e-05	1.0	4	73.5	6.85
AB31	phs	Sulfur	Thiosulfate/polysulfide reduction	1.469239873e-05	0.0	0.0	4	73.5	6.85
AB31	rtca	Carbon	Reverse TCA fixation	1.19204719125e-06	1.1391261855e-06	0.5	4	73.5	6.85
AB31	sox	Sulfur	Thiosulfate oxidation by Sox	2.7757171217100002e-05	2.7757171217100002e-05	1.0	4	73.5	6.85
AB31	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.5496346195875e-05	8.5496346195875e-05	1.0	4	73.5	6.85
AB31	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	4	73.5	6.85
AB31	three_hp	Carbon	3-hydroxypropionate bicycle	4.7718474437083335e-05	4.7718474437083335e-05	0.75	4	73.5	6.85
AB31	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.6086002799000002e-05	2.6086002799000002e-05	1.0	4	73.5	6.85
AB32	anammox	Nitrogen	Anaerobic ammonium oxidation	1.9675758803333332e-05	0.0	0.0	4	68.25	6.915
AB32	cbb	Carbon	Calvin-Benson-Bassham fixation	0.00010267579969	0.00010267579969	1.0	4	68.25	6.915
AB32	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	5.419432193333333e-07	0.0	0.0	4	68.25	6.915
AB32	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	4.3276386587500005e-05	4.3276386587500005e-05	1.0	4	68.25	6.915
AB32	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.4289204015000001e-05	1.4289204015000001e-05	1.0	4	68.25	6.915
AB32	hao	Nitrogen	Hydroxylamine oxidation	8.870092717500001e-05	8.870092717500001e-05	1.0	4	68.25	6.915
AB32	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	4	68.25	6.915
AB32	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	9.4389250115e-05	9.4389250115e-05	1.0	4	68.25	6.915
AB32	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.0	4	68.25	6.915
AB32	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.2992433529249999e-05	1.2992433529249999e-05	1.0	4	68.25	6.915
AB32	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.1338529502166666e-05	2.1338529502166666e-05	1.0	4	68.25	6.915
AB32	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	5.902727641e-05	5.902727641e-05	1.0	4	68.25	6.915
AB32	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.5418969385e-05	2.5418969385e-05	1.0	4	68.25	6.915
AB32	phs	Sulfur	Thiosulfate/polysulfide reduction	2.0276923516666667e-05	0.0	0.0	4	68.25	6.915
AB32	rtca	Carbon	Reverse TCA fixation	4.77540819175e-07	3.88737592225e-07	0.5	4	68.25	6.915
AB32	sox	Sulfur	Thiosulfate oxidation by Sox	3.54058578549e-05	3.54058578549e-05	1.0	4	68.25	6.915
AB32	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.0001168414212463	0.0001168414212463	1.0	4	68.25	6.915
AB32	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	4	68.25	6.915
AB32	three_hp	Carbon	3-hydroxypropionate bicycle	2.8796243062916664e-05	2.8796243062916664e-05	1.0	4	68.25	6.915
AB32	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	6.9302873624e-05	6.9302873624e-05	1.0	4	68.25	6.915
AB35	anammox	Nitrogen	Anaerobic ammonium oxidation	4.0687905823333336e-06	0.0	0.0	5	35.4	6.76
AB35	cbb	Carbon	Calvin-Benson-Bassham fixation	6.463044576500001e-05	6.463044576500001e-05	1.0	5	35.4	6.76
AB35	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	5	35.4	6.76
AB35	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	4.1996988155e-05	4.1996988155e-05	1.0	5	35.4	6.76
AB35	dsr	Sulfur	DsrAB sulfite/sulfide axis	2.985077335e-05	2.985077335e-05	1.0	5	35.4	6.76
AB35	hao	Nitrogen	Hydroxylamine oxidation	2.862194582e-05	2.862194582e-05	1.0	5	35.4	6.76
AB35	mcr	Carbon	Methyl-coenzyme M reductase	4.2709562399999996e-07	0.0	0.2	5	35.4	6.76
AB35	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	2.275120915e-05	2.275120915e-05	1.0	5	35.4	6.76
AB35	n_fix	Nitrogen	Nitrogen fixation	4.3880657463333335e-05	4.3880657463333335e-05	1.0	5	35.4	6.76
AB35	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.70855432e-05	1.70855432e-05	1.0	5	35.4	6.76
AB35	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.0422409643999998e-05	2.0422409643999998e-05	1.0	5	35.4	6.76
AB35	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.2206371747e-05	1.2206371747e-05	1.0	5	35.4	6.76
AB35	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	9.1958994945e-06	9.1958994945e-06	1.0	5	35.4	6.76
AB35	phs	Sulfur	Thiosulfate/polysulfide reduction	1.3273969816666666e-05	0.0	0.0	5	35.4	6.76
AB35	rtca	Carbon	Reverse TCA fixation	3.3318859875e-06	0.0	0.0	5	35.4	6.76
AB35	sox	Sulfur	Thiosulfate oxidation by Sox	2.4935646606e-05	2.4935646606e-05	1.0	5	35.4	6.76
AB35	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	9.0168168735e-05	9.0168168735e-05	1.0	5	35.4	6.76
AB35	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	5	35.4	6.76
AB35	three_hp	Carbon	3-hydroxypropionate bicycle	2.6472651526999997e-05	2.6472651526999997e-05	1.0	5	35.4	6.76
AB35	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.3761293874000003e-05	2.3761293874000003e-05	1.0	5	35.4	6.76
AM01	anammox	Nitrogen	Anaerobic ammonium oxidation	1.3230676206e-05	0.0	0.0	33	49.9	8.52
AM01	cbb	Carbon	Calvin-Benson-Bassham fixation	4.617620123e-05	4.617620123e-05	1.0	33	49.9	8.52
AM01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	7.314106086666667e-07	5.097959438666667e-07	0.6363636363636364	33	49.9	8.52
AM01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	6.0893183094000005e-05	6.0893183094000005e-05	1.0	33	49.9	8.52
AM01	dsr	Sulfur	DsrAB sulfite/sulfide axis	6.6715290889999995e-06	6.6715290889999995e-06	1.0	33	49.9	8.52
AM01	hao	Nitrogen	Hydroxylamine oxidation	1.008759116e-05	1.008759116e-05	1.0	33	49.9	8.52
AM01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	33	49.9	8.52
AM01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	4.251192215e-05	4.251192215e-05	1.0	33	49.9	8.52
AM01	n_fix	Nitrogen	Nitrogen fixation	2.2220587103333334e-05	2.2220587103333334e-05	1.0	33	49.9	8.52
AM01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.9581000905e-05	1.9581000905e-05	1.0	33	49.9	8.52
AM01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.529503542083333e-05	2.529503542083333e-05	1.0	33	49.9	8.52
AM01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	3.9692028618e-05	3.9692028618e-05	1.0	33	49.9	8.52
AM01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	4.7496837455e-06	4.7496837455e-06	0.9393939393939394	33	49.9	8.52
AM01	phs	Sulfur	Thiosulfate/polysulfide reduction	5.373474576666666e-06	0.0	0.0	33	49.9	8.52
AM01	rtca	Carbon	Reverse TCA fixation	4.425302913750001e-06	2.9782631306e-06	0.6363636363636364	33	49.9	8.52
AM01	sox	Sulfur	Thiosulfate oxidation by Sox	3.154035540399999e-05	3.154035540399999e-05	1.0	33	49.9	8.52
AM01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.2494276405e-05	8.2494276405e-05	1.0	33	49.9	8.52
AM01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	33	49.9	8.52
AM01	three_hp	Carbon	3-hydroxypropionate bicycle	2.7361754583333332e-05	2.554582846166667e-05	0.9090909090909091	33	49.9	8.52
AM01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	6.946745971e-06	6.946745971e-06	0.7272727272727273	33	49.9	8.52
AM02	anammox	Nitrogen	Anaerobic ammonium oxidation	1.6460120103333334e-05	0.0	0.0	29	55.4	8.5
AM02	cbb	Carbon	Calvin-Benson-Bassham fixation	3.7588974235e-05	3.7588974235e-05	1.0	29	55.4	8.5
AM02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	3.270134313333333e-06	3.270134313333333e-06	0.8275862068965517	29	55.4	8.5
AM02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	7.05954180612e-05	7.05954180612e-05	1.0	29	55.4	8.5
AM02	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.359456562e-05	1.359456562e-05	1.0	29	55.4	8.5
AM02	hao	Nitrogen	Hydroxylamine oxidation	1.841100538e-05	1.841100538e-05	1.0	29	55.4	8.5
AM02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	29	55.4	8.5
AM02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	6.377766357e-05	6.377766357e-05	1.0	29	55.4	8.5
AM02	n_fix	Nitrogen	Nitrogen fixation	2.645273473e-05	2.645273473e-05	1.0	29	55.4	8.5
AM02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	2.2545940745000002e-05	2.2545940745000002e-05	0.9655172413793104	29	55.4	8.5
AM02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.20880534235e-05	2.20880534235e-05	1.0	29	55.4	8.5
AM02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	4.938036031e-05	4.938036031e-05	1.0	29	55.4	8.5
AM02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	5.0776729484999995e-06	5.0776729484999995e-06	1.0	29	55.4	8.5
AM02	phs	Sulfur	Thiosulfate/polysulfide reduction	5.0921560100000004e-06	0.0	0.0	29	55.4	8.5
AM02	rtca	Carbon	Reverse TCA fixation	5.9267115800000004e-06	5.91468893545e-06	0.9655172413793104	29	55.4	8.5
AM02	sox	Sulfur	Thiosulfate oxidation by Sox	2.77403861986e-05	2.77403861986e-05	1.0	29	55.4	8.5
AM02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.7212657897e-05	7.7212657897e-05	0.9655172413793104	29	55.4	8.5
AM02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	29	55.4	8.5
AM02	three_hp	Carbon	3-hydroxypropionate bicycle	1.8241113688e-05	1.8241113688e-05	0.9655172413793104	29	55.4	8.5
AM02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.5746360975999997e-05	2.5746360975999997e-05	1.0	29	55.4	8.5
AR01	anammox	Nitrogen	Anaerobic ammonium oxidation	6.016113714333333e-06	0.0	0.0	11	74.6	7.751481481
AR01	cbb	Carbon	Calvin-Benson-Bassham fixation	4.4510767675000004e-05	4.4510767675000004e-05	1.0	11	74.6	7.751481481
AR01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	2.4260465733333333e-06	2.4260465733333333e-06	0.8181818181818182	11	74.6	7.751481481
AR01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	5.6902832534200005e-05	5.6902832534200005e-05	1.0	11	74.6	7.751481481
AR01	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.13884183105e-05	1.13884183105e-05	0.8181818181818182	11	74.6	7.751481481
AR01	hao	Nitrogen	Hydroxylamine oxidation	2.573685776e-05	2.573685776e-05	0.9090909090909091	11	74.6	7.751481481
AR01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	11	74.6	7.751481481
AR01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	4.195827305e-05	4.195827305e-05	1.0	11	74.6	7.751481481
AR01	n_fix	Nitrogen	Nitrogen fixation	1.482278092e-05	1.482278092e-05	0.8181818181818182	11	74.6	7.751481481
AR01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	5.449465982500001e-06	5.449465982500001e-06	0.6363636363636364	11	74.6	7.751481481
AR01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	6.8380698205e-06	6.8380698205e-06	0.7272727272727273	11	74.6	7.751481481
AR01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.8048341143e-05	1.8048341143e-05	1.0	11	74.6	7.751481481
AR01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.44346226445e-05	1.22887912425e-05	0.8181818181818182	11	74.6	7.751481481
AR01	phs	Sulfur	Thiosulfate/polysulfide reduction	8.584823193333333e-06	0.0	0.0	11	74.6	7.751481481
AR01	rtca	Carbon	Reverse TCA fixation	3.6251821926999997e-06	2.7933908305e-06	0.8181818181818182	11	74.6	7.751481481
AR01	sox	Sulfur	Thiosulfate oxidation by Sox	1.5286279518000003e-05	1.5286279518000003e-05	0.9090909090909091	11	74.6	7.751481481
AR01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.3492484684e-05	7.3492484684e-05	0.8181818181818182	11	74.6	7.751481481
AR01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	11	74.6	7.751481481
AR01	three_hp	Carbon	3-hydroxypropionate bicycle	1.6591075620833333e-05	1.6591075620833333e-05	0.8181818181818182	11	74.6	7.751481481
AR01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.808325935e-05	2.808325935e-05	0.7272727272727273	11	74.6	7.751481481
AR08	anammox	Nitrogen	Anaerobic ammonium oxidation	6.594040205833334e-06	0.0	0.0	4	28.95	7.77
AR08	cbb	Carbon	Calvin-Benson-Bassham fixation	2.6266772217500003e-05	2.6266772217500003e-05	1.0	4	28.95	7.77
AR08	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	4	28.95	7.77
AR08	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	1.9469524680249998e-05	1.9469524680249998e-05	0.75	4	28.95	7.77
AR08	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.0	0.0	0.0	4	28.95	7.77
AR08	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.0	0.0	4	28.95	7.77
AR08	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	4	28.95	7.77
AR08	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	6.181750646e-05	6.181750646e-05	1.0	4	28.95	7.77
AR08	n_fix	Nitrogen	Nitrogen fixation	2.2777212857e-05	2.2777212857e-05	0.75	4	28.95	7.77
AR08	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	3.99861668875e-06	0.0	0.25	4	28.95	7.77
AR08	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.9330400205e-06	0.0	0.25	4	28.95	7.77
AR08	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.97821206175e-05	1.97821206175e-05	1.0	4	28.95	7.77
AR08	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0	0.0	0.0	4	28.95	7.77
AR08	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0	0.0	4	28.95	7.77
AR08	rtca	Carbon	Reverse TCA fixation	1.4417874524500001e-06	0.0	0.0	4	28.95	7.77
AR08	sox	Sulfur	Thiosulfate oxidation by Sox	6.697145815799999e-06	1.4916661812999999e-06	0.5	4	28.95	7.77
AR08	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.5099442660625e-05	0.0	0.0	4	28.95	7.77
AR08	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	4	28.95	7.77
AR08	three_hp	Carbon	3-hydroxypropionate bicycle	3.5998437162500003e-05	2.5834442126000003e-05	0.75	4	28.95	7.77
AR08	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.0	0.0	4	28.95	7.77
AR10	anammox	Nitrogen	Anaerobic ammonium oxidation	5.308835599566667e-06	0.0	0.0	10	45.95	6.77
AR10	cbb	Carbon	Calvin-Benson-Bassham fixation	0.000139161907375	0.000139161907375	1.0	10	45.95	6.77
AR10	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	6.014167823333333e-07	6.014167823333333e-07	0.6	10	45.95	6.77
AR10	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	4.79626450925e-05	4.79626450925e-05	1.0	10	45.95	6.77
AR10	dsr	Sulfur	DsrAB sulfite/sulfide axis	7.98538090025e-06	7.98538090025e-06	1.0	10	45.95	6.77
AR10	hao	Nitrogen	Hydroxylamine oxidation	1.623402846e-05	1.623402846e-05	1.0	10	45.95	6.77
AR10	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	10	45.95	6.77
AR10	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	5.805522266e-05	5.805522266e-05	1.0	10	45.95	6.77
AR10	n_fix	Nitrogen	Nitrogen fixation	2.6767555036666665e-05	2.6767555036666665e-05	1.0	10	45.95	6.77
AR10	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.32117091575e-05	1.32117091575e-05	1.0	10	45.95	6.77
AR10	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.2035274736666666e-05	2.2035274736666666e-05	1.0	10	45.95	6.77
AR10	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.59265067987e-05	1.59265067987e-05	1.0	10	45.95	6.77
AR10	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.1752102424999998e-05	2.1752102424999998e-05	1.0	10	45.95	6.77
AR10	phs	Sulfur	Thiosulfate/polysulfide reduction	9.605627391666667e-06	0.0	0.0	10	45.95	6.77
AR10	rtca	Carbon	Reverse TCA fixation	4.6259298108750007e-07	0.0	0.0	10	45.95	6.77
AR10	sox	Sulfur	Thiosulfate oxidation by Sox	2.6999757054999998e-05	2.6999757054999998e-05	1.0	10	45.95	6.77
AR10	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.47610373885e-05	8.47610373885e-05	1.0	10	45.95	6.77
AR10	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	10	45.95	6.77
AR10	three_hp	Carbon	3-hydroxypropionate bicycle	2.1850511962499998e-05	2.1850511962499998e-05	1.0	10	45.95	6.77
AR10	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	8.2207711706e-06	8.2207711706e-06	1.0	10	45.95	6.77
AR11	anammox	Nitrogen	Anaerobic ammonium oxidation	5.306479310666667e-06	0.0	0.0	4	49.35	8.33
AR11	cbb	Carbon	Calvin-Benson-Bassham fixation	7.99503591375e-05	7.99503591375e-05	1.0	4	49.35	8.33
AR11	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.0329555696833332e-06	1.0329555696833332e-06	0.75	4	49.35	8.33
AR11	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	8.3039801929e-05	8.3039801929e-05	1.0	4	49.35	8.33
AR11	dsr	Sulfur	DsrAB sulfite/sulfide axis	3.1419616835e-05	3.1419616835e-05	1.0	4	49.35	8.33
AR11	hao	Nitrogen	Hydroxylamine oxidation	5.307616675e-06	5.307616675e-06	0.5	4	49.35	8.33
AR11	mcr	Carbon	Methyl-coenzyme M reductase	4.0140742399999997e-07	0.0	0.0	4	49.35	8.33
AR11	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.08378771825e-05	1.08378771825e-05	1.0	4	49.35	8.33
AR11	n_fix	Nitrogen	Nitrogen fixation	5.9531108653333334e-06	5.9531108653333334e-06	0.5	4	49.35	8.33
AR11	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	9.374830271499998e-06	9.374830271499998e-06	1.0	4	49.35	8.33
AR11	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.648339931375e-05	1.648339931375e-05	1.0	4	49.35	8.33
AR11	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.5919437931999998e-05	1.5919437931999998e-05	1.0	4	49.35	8.33
AR11	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.176390357175e-05	2.176390357175e-05	1.0	4	49.35	8.33
AR11	phs	Sulfur	Thiosulfate/polysulfide reduction	9.008311826666667e-06	0.0	0.0	4	49.35	8.33
AR11	rtca	Carbon	Reverse TCA fixation	0.0	0.0	0.0	4	49.35	8.33
AR11	sox	Sulfur	Thiosulfate oxidation by Sox	1.70163096773e-05	1.70163096773e-05	1.0	4	49.35	8.33
AR11	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.52615424405e-05	5.7057382601612494e-05	0.75	4	49.35	8.33
AR11	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	4	49.35	8.33
AR11	three_hp	Carbon	3-hydroxypropionate bicycle	5.507667516741666e-06	4.502929381075e-06	0.5	4	49.35	8.33
AR11	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	5.20105487173e-05	5.20105487173e-05	0.75	4	49.35	8.33
AW01	anammox	Nitrogen	Anaerobic ammonium oxidation	1.0809867228333334e-05	0.0	0.0	2	53.0	6.67
AW01	cbb	Carbon	Calvin-Benson-Bassham fixation	8.018340415000001e-05	8.018340415000001e-05	1.0	2	53.0	6.67
AW01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	4.72885857e-07	0.0	0.0	2	53.0	6.67
AW01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	4.5700492852499995e-05	4.5700492852499995e-05	1.0	2	53.0	6.67
AW01	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.080947120575e-05	1.080947120575e-05	1.0	2	53.0	6.67
AW01	hao	Nitrogen	Hydroxylamine oxidation	1.2142986496e-05	1.2142986496e-05	1.0	2	53.0	6.67
AW01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	2	53.0	6.67
AW01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	3.5338057315e-05	3.5338057315e-05	1.0	2	53.0	6.67
AW01	n_fix	Nitrogen	Nitrogen fixation	1.4052726755e-05	1.4052726755e-05	1.0	2	53.0	6.67
AW01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	8.428784699e-06	8.428784699e-06	1.0	2	53.0	6.67
AW01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	7.787041373083333e-06	7.787041373083333e-06	1.0	2	53.0	6.67
AW01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	3.2429601685e-05	3.2429601685e-05	1.0	2	53.0	6.67
AW01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.217727176025e-05	1.217727176025e-05	1.0	2	53.0	6.67
AW01	phs	Sulfur	Thiosulfate/polysulfide reduction	3.3821304895e-06	0.0	0.0	2	53.0	6.67
AW01	rtca	Carbon	Reverse TCA fixation	6.5905677351250005e-06	0.0	0.0	2	53.0	6.67
AW01	sox	Sulfur	Thiosulfate oxidation by Sox	1.1766479959800001e-05	1.1766479959800001e-05	1.0	2	53.0	6.67
