DatabaseID	ReleaseID	TruthIndex	ExpectedOrganismGTDBRS207	StrainName	AssemblyAccession	NCBITaxID	NCBIOrganismName	SpeciesTaxID	DatabaseSpeciesName	ExpectedGenomePercent	CandidateSequenceAccessions	ExactMatchingSequences	ReferenceStatus
standard16	Standard-16-20260626	61	Methanomassiliicoccus luminyensis	B10	GCA_000308215.1	1175296	Methanomassiliicoccus luminyensis B10	1080712	Methanomassiliicoccus luminyensis	0.05828140436950319	52	0	No same-species reference
standard16	Standard-16-20260626	62	Desulfovibrio mercurii ND 132	ND132	GCA_000189295.2	641491	Pseudodesulfovibrio mercurii	641491	Pseudodesulfovibrio mercurii	0.052882174700640126	2	1	Exact expected assembly
standard16	Standard-16-20260626	63	Leptothrix cholodnii	SP-6	GCA_000019785.1	395495	Leptothrix cholodnii SP-6	34029	Leptothrix cholodnii	0.04976483843696625	2	1	Exact expected assembly
standard16	Standard-16-20260626	64	Haloferax volcanii	DS2	GCA_000025685.1	309800	Haloferax volcanii DS2	2246	Haloferax volcanii	0.04827100509423553	10	5	Exact expected assembly
standard16	Standard-16-20260626	65	Pyrobaculum arsenaticum	DSM 13514	GCA_000016385.1	340102	Pyrobaculum arsenaticum DSM 13514	121277	Pyrobaculum arsenaticum	0.047993562854174394	2	1	Exact expected assembly
standard16	Standard-16-20260626	66	Methanomethylovorans hollandica	DSM 15978	GCA_000328665.1	867904	Methanomethylovorans hollandica DSM 15978	101192	Methanomethylovorans hollandica	0.04695488297912004	4	2	Exact expected assembly
standard16	Standard-16-20260626	67	Aciduliprofundum boonei	T469	GCA_000025665.1	439481	Aciduliprofundum boonei T469	379547	Candidatus Aciduliprofundum boonei	0.03425241800091933	2	1	Exact expected assembly
standard16	Standard-16-20260626	68	Acidilobus saccharovorans	345-15	GCA_000144915.1	666510	Acidilobus saccharovorans 345-15	242703	Acidilobus saccharovorans	0.03416046520091686	2	1	Exact expected assembly
standard16	Standard-16-20260626	69	Nitratidesulfovibrio vulgaris	Hildenborough	GCA_000195755.1	882	Nitratidesulfovibrio vulgaris str. Hildenborough	881	Nitratidesulfovibrio vulgaris	0.027146183012995262	4	2	Exact expected assembly
standard16	Standard-16-20260626	70	Desulfitobacterium dehalogenans	ATCC 51507	GCA_000243155.3	756499	Desulfitobacterium dehalogenans ATCC 51507	36854	Desulfitobacterium dehalogenans	0.0035346592464837586	2	1	Exact expected assembly
standard16	Standard-16-20260626	71	Geobacter bemidjiensis	Bem	GCA_000020725.1	404380	Citrifermentans bemidjiense Bem	225194	Citrifermentans bemidjiense	0.0033123054110216566	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	1	Desulfobulbus oralis	sp. ONRL	GCA_002952055.1	1986146	Desulfobulbus oralis	1986146	Desulfobulbus oralis	7.350049552255035	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	2	Methanothermus fervidus	DSM 2088	GCA_000166095.1	523846	Methanothermus fervidus DSM 2088	2180	Methanothermus fervidus	7.183339758983122	2	0	No same-species reference
pluspf8	PlusPF-8-20260626	3	Thermotoga petrophila	RKU-1	GCA_000016785.1	390874	Thermotoga petrophila RKU-1	93929	Thermotoga petrophila	6.950263060905706	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	4	Pyrococcus horikoshii	OT3	GCA_000011105.1	70601	Pyrococcus horikoshii OT3	53953	Pyrococcus horikoshii	5.855518337574474	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	5	Nitrosomonas europaea	ATCC 19718	GCA_000009145.1	228410	Nitrosomonas europaea ATCC 19718	915	Nitrosomonas europaea	5.683429495108962	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	6	Methanocaldococcus jannaschii	DSM 2661	GCA_000091665.1	243232	Methanocaldococcus jannaschii DSM 2661	2190	Methanocaldococcus jannaschii	5.645801351648397	6	3	Exact expected assembly
pluspf8	PlusPF-8-20260626	7	Desulfovibrio piger	ATCC 29098	GCA_000156375.1	411464	Desulfovibrio piger ATCC 29098	901	Desulfovibrio piger	4.387852857703976	94	0	Alternate same-species reference
pluspf8	PlusPF-8-20260626	8	Ignicoccus hospitalis	KIN4/I	GCA_000017945.1	453591	Ignicoccus hospitalis KIN4/I	160233	Ignicoccus hospitalis	2.8386032717915723	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	9	Fusobacterium nucleatum subsp. nucleatum	ATCC 25586	GCA_003019295.1	190304	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	851	Fusobacterium nucleatum	2.8088715465274476	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	10	Persephonella marina	EX-H1	GCA_000021565.1	123214	Persephonella marina EX-H1	309805	Persephonella marina	2.806237421402552	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	11	Pyrobaculum calidifontis	JCM 11548	GCA_000015805.1	410359	Pyrobaculum calidifontis JCM 11548	181486	Pyrobaculum calidifontis	2.5449546574683057	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	12	Shewanella baltica OS223	OS223	GCA_000021665.1	407976	Shewanella baltica OS223	62322	Shewanella baltica	2.536452317303562	8	4	Exact expected assembly
pluspf8	PlusPF-8-20260626	13	Halobacterium salinarum	NRC-1	GCA_000006805.1	64091	Halobacterium salinarum NRC-1	2242	Halobacterium salinarum	2.5322931915107527	6	3	Exact expected assembly
pluspf8	PlusPF-8-20260626	14	Thermoanaerobacter pseudethanolicus	ATCC 33223	GCA_000019085.1	340099	Thermoanaerobacter pseudethanolicus ATCC 33223	496866	Thermoanaerobacter pseudethanolicus	2.4816006004718845	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	15	Gemmatimonas aurantiaca	T-27	GCA_000010305.1	379066	Gemmatimonas aurantiaca T-27	173480	Gemmatimonas aurantiaca	2.414901248417184	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	16	Chlorobium limicola	DSM 245	GCA_000020465.1	290315	Chlorobium limicola DSM 245	1092	Chlorobium limicola	2.320980079770457	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	17	Porphyromonas gingivalis	ATCC 33277	GCA_000010505.1	431947	Porphyromonas gingivalis ATCC 33277	837	Porphyromonas gingivalis	2.1700669467348193	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	18	Herpetosiphon aurantiacus	DSM 785	GCA_000018565.1	316274	Herpetosiphon aurantiacus DSM 785	65	Herpetosiphon aurantiacus	1.6502324032045181	6	0	No same-species reference
pluspf8	PlusPF-8-20260626	19	Hydrogenobaculum sp000020785	Y04AAS1	GCA_000020785.1	380749	Hydrogenobaculum sp. Y04AAS1	380749	Hydrogenobaculum sp. Y04AAS1	1.6318937727031608	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	20	Thermotoga neapolitana	DSM 4359	GCA_000018945.1	309803	Thermotoga neapolitana DSM 4359	2337	Thermotoga neapolitana	1.6074819757894294	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	21	Pseudomonas putida	KT2440	GCA_000007565.2	160488	Pseudomonas putida KT2440	303	Pseudomonas putida	1.4824978587194015	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	22	Trichormus sp000009705	sp. PCC 7120	GCA_000009705.1	103690	Nostoc sp. PCC 7120 = FACHB-418	103690	Nostoc sp. PCC 7120 = FACHB-418	1.3714630261137666	14	7	Exact expected assembly
pluspf8	PlusPF-8-20260626	23	Shewanella baltica	OS185	GCA_000017325.1	402882	Shewanella baltica OS185	62322	Shewanella baltica	1.3566218977486437	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	24	Rhodopirellula baltica	SH 1	GCA_000196115.1	243090	Rhodopirellula baltica SH 1	265606	Rhodopirellula baltica	1.3177841732417428	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	25	Chlorobium phaeovibrioides	DSM 265	GCA_000016085.1	290318	Chlorobium phaeovibrioides DSM 265	1094	Chlorobium phaeovibrioides	1.2939175424119185	0	0	Alternate same-species reference
pluspf8	PlusPF-8-20260626	26	Treponema denticola	ATCC 35405	GCA_000008185.1	243275	Treponema denticola ATCC 35405	158	Treponema denticola	1.2674647562518013	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	27	Archaeoglobus fulgidus	DSM 4304	GCA_000008665.1	224325	Archaeoglobus fulgidus DSM 4304	2234	Archaeoglobus fulgidus	1.168267837618576	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	28	Methanococcus maripaludis	C5	GCA_000016125.1	402880	Methanococcus maripaludis C5	39152	Methanococcus maripaludis	1.1540467948482063	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	29	Ignicoccus islandicus	DSM 13165	GCA_001481685.1	940295	Ignicoccus islandicus DSM 13165	54259	Ignicoccus islandicus	1.095389379111179	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	30	Pseudomonas fluorescens	SBW25	GCA_000009225.1	216595	Pseudomonas [fluorescens] SBW25	294	Pseudomonas fluorescens	1.069308679608532	2	0	Alternate same-species reference
pluspf8	PlusPF-8-20260626	31	Nanoarchaeum equitans	Kin4-M	GCA_000008085.1	228908	Nanoarchaeum equitans Kin4-M	160232	Nanoarchaeum equitans	0.9556564428044254	2	0	No same-species reference
pluspf8	PlusPF-8-20260626	32	Akkermansia muciniphila	ATCC BAA-835	GCA_000020225.1	349741	Akkermansia muciniphila ATCC BAA-835	239935	Akkermansia muciniphila	0.9075135785424313	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	33	Caldicellulosiruptor saccharolyticus	DSM 8903	GCA_000016545.1	351627	Caldicellulosiruptor saccharolyticus DSM 8903	44001	Caldicellulosiruptor saccharolyticus	0.8910815662438224	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	34	Methanobrevibacter oralis DSM 7256	DSM 7256	GCA_001639275.1	66851	Methanobrevibacter oralis	66851	Methanobrevibacter oralis	0.7611079349437925	272	0	No same-species reference
pluspf8	PlusPF-8-20260626	35	Sulfurihydrogenibium sp000020325	YO3AOP1	GCA_000020325.1	436114	Sulfurihydrogenibium sp. YO3AOP1	436114	Sulfurihydrogenibium sp. YO3AOP1	0.6921505889417947	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	36	Chlorobium phaeobacteroides	DSM 266	GCA_000015125.1	290317	Chlorobium phaeobacteroides DSM 266	1096	Chlorobium phaeobacteroides	0.6902618012215004	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	37	Dictyoglomus turgidum	DSM 6724	GCA_000021645.1	515635	Dictyoglomus turgidum DSM 6724	513050	Dictyoglomus turgidum	0.6857645825164118	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	38	Wolinella succinogenes	DSM 1740	GCA_000196135.1	273121	Wolinella succinogenes DSM 1740	844	Wolinella succinogenes	0.6560466917797272	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	39	Deinococcus radiodurans	R1	GCA_000008565.1	243230	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	1299	Deinococcus radiodurans	0.6198437959638331	8	4	Exact expected assembly
pluspf8	PlusPF-8-20260626	40	Geobacter sulfurreducens	PCA	GCA_000007985.2	243231	Geobacter sulfurreducens PCA	35554	Geobacter sulfurreducens	0.5871731729158559	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	41	Paraburkholderia xenovorans	LB400	GCA_000013645.1	266265	Paraburkholderia xenovorans LB400	36873	Paraburkholderia xenovorans	0.5751132729787753	6	3	Exact expected assembly
pluspf8	PlusPF-8-20260626	42	Shewanella loihica	PV-4	GCA_000016065.1	323850	Shewanella loihica PV-4	359303	Shewanella loihica	0.55325101249311	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	43	Micromonospora tropica	CNB-440	GCA_000016425.1	369723	Salinispora tropica CNB-440	168695	Salinispora tropica	0.49099119431024757	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	44	Bordetella pertussis	RB50	GCA_000195675.1	257310	Bordetella bronchiseptica RB50	518	Bordetella bronchiseptica	0.476656463627056	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	45	Phocaeicola vulgatus	ATCC 8482	GCA_000012825.1	435590	Phocaeicola vulgatus ATCC 8482	821	Phocaeicola vulgatus	0.4692441753857262	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	46	Methanococcus maripaludis	S2	GCA_000011585.1	267377	Methanococcus maripaludis S2	39152	Methanococcus maripaludis	0.45961592475076873	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	47	Pyrococcus furiosus	DSM 3638	GCA_000007305.1	186497	Pyrococcus furiosus DSM 3638	2261	Pyrococcus furiosus	0.40183494591604835	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	48	Micromonospora arenicola	CNS-205	GCA_000018265.1	391037	Salinispora arenicola CNS-205	168697	Salinispora arenicola	0.3905638725665548	0	0	No same-species reference
pluspf8	PlusPF-8-20260626	49	Bacteroides thetaiotaomicron	VPI-5482	GCA_000011065.1	226186	Bacteroides thetaiotaomicron VPI-5482	818	Bacteroides thetaiotaomicron	0.32350981446709626	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	50	Ruminiclostridium thermocellum	ATCC 27405	GCA_000015865.1	203119	Acetivibrio thermocellus ATCC 27405	1515	Acetivibrio thermocellus	0.2688448965555986	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	51	Chlorobaculum tepidum	TLS	GCA_000006985.1	194439	Chlorobaculum tepidum TLS	1097	Chlorobaculum tepidum	0.24328205268728792	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	52	Pyrobaculum aerophilum	IM2	GCA_000007225.1	178306	Pyrobaculum aerophilum str. IM2	13773	Pyrobaculum aerophilum	0.2290245053808944	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	53	Caldicellulosiruptor bescii	DSM 6725	GCA_000022325.1	521460	Caldicellulosiruptor bescii DSM 6725	31899	Caldicellulosiruptor bescii	0.214992735486677	6	3	Exact expected assembly
pluspf8	PlusPF-8-20260626	54	Methanopyrus kandleri	AV19	GCA_000007185.1	190192	Methanopyrus kandleri AV19	2320	Methanopyrus kandleri	0.21020646503806134	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	55	Chloroflexus aurantiacus	J-10-fl	GCA_000018865.1	324602	Chloroflexus aurantiacus J-10-fl	1108	Chloroflexus aurantiacus	0.20326572701485365	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	56	Acidobacterium capsulatum	ATCC 51196	GCA_000022565.1	240015	Acidobacterium capsulatum ATCC 51196	33075	Acidobacterium capsulatum	0.19978032180854857	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	57	Methanosarcina acetivorans	C2A	GCA_000007345.1	188937	Methanosarcina acetivorans C2A	2214	Methanosarcina acetivorans	0.1769944593465906	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	58	Enterococcus faecalis	OG1RF	GCA_000172575.2	474186	Enterococcus faecalis OG1RF	1351	Enterococcus faecalis	0.1523040304414984	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	59	Sulfurisphaera tokodaii	str. 7	GCA_000011205.1	273063	Sulfurisphaera tokodaii str. 7	111955	Sulfurisphaera tokodaii	0.07540606392498685	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	60	Ruegeria pomeroyi	DSS-3	GCA_000011965.2	246200	Ruegeria pomeroyi DSS-3	89184	Ruegeria pomeroyi	0.0665347622867531	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	61	Methanomassiliicoccus luminyensis	B10	GCA_000308215.1	1175296	Methanomassiliicoccus luminyensis B10	1080712	Methanomassiliicoccus luminyensis	0.05828140436950319	52	0	No same-species reference
pluspf8	PlusPF-8-20260626	62	Desulfovibrio mercurii ND 132	ND132	GCA_000189295.2	641491	Pseudodesulfovibrio mercurii	641491	Pseudodesulfovibrio mercurii	0.052882174700640126	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	63	Leptothrix cholodnii	SP-6	GCA_000019785.1	395495	Leptothrix cholodnii SP-6	34029	Leptothrix cholodnii	0.04976483843696625	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	64	Haloferax volcanii	DS2	GCA_000025685.1	309800	Haloferax volcanii DS2	2246	Haloferax volcanii	0.04827100509423553	10	5	Exact expected assembly
pluspf8	PlusPF-8-20260626	65	Pyrobaculum arsenaticum	DSM 13514	GCA_000016385.1	340102	Pyrobaculum arsenaticum DSM 13514	121277	Pyrobaculum arsenaticum	0.047993562854174394	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	66	Methanomethylovorans hollandica	DSM 15978	GCA_000328665.1	867904	Methanomethylovorans hollandica DSM 15978	101192	Methanomethylovorans hollandica	0.04695488297912004	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	67	Aciduliprofundum boonei	T469	GCA_000025665.1	439481	Aciduliprofundum boonei T469	379547	Candidatus Aciduliprofundum boonei	0.03425241800091933	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	68	Acidilobus saccharovorans	345-15	GCA_000144915.1	666510	Acidilobus saccharovorans 345-15	242703	Acidilobus saccharovorans	0.03416046520091686	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	69	Nitratidesulfovibrio vulgaris	Hildenborough	GCA_000195755.1	882	Nitratidesulfovibrio vulgaris str. Hildenborough	881	Nitratidesulfovibrio vulgaris	0.027146183012995262	4	2	Exact expected assembly
pluspf8	PlusPF-8-20260626	70	Desulfitobacterium dehalogenans	ATCC 51507	GCA_000243155.3	756499	Desulfitobacterium dehalogenans ATCC 51507	36854	Desulfitobacterium dehalogenans	0.0035346592464837586	2	1	Exact expected assembly
pluspf8	PlusPF-8-20260626	71	Geobacter bemidjiensis	Bem	GCA_000020725.1	404380	Citrifermentans bemidjiense Bem	225194	Citrifermentans bemidjiense	0.0033123054110216566	2	1	Exact expected assembly
