reference,querry,ani,alignment_coverage,primary_cluster
metabat2-mock1__033.fna,binette__015.fna,0.999999,0.985981308411215,9
metabat2-mock1__033.fna,metabat2-mock1__033.fna,0.999999,0.985981308411215,9
metabat2-mock1__033.fna,metabat2-multisample__005.fna,0.999999,0.985981308411215,9
metabat2-mock1__033.fna,semibin2__015.fna,0.999999,0.985981308411215,9
metabat2-mock1__033.fna,taxvamb__021.fna,0.999999,0.9813084112149533,9
metabat2-mock1__033.fna,vamb__010.fna,0.999999,0.9813084112149533,9
metabat2-multisample__005.fna,binette__015.fna,0.999999,0.986046511627907,9
metabat2-multisample__005.fna,metabat2-mock1__033.fna,0.999999,0.9813953488372092,9
metabat2-multisample__005.fna,metabat2-multisample__005.fna,0.999999,0.986046511627907,9
metabat2-multisample__005.fna,semibin2__015.fna,0.999999,0.986046511627907,9
metabat2-multisample__005.fna,taxvamb__021.fna,0.999999,0.9813953488372092,9
metabat2-multisample__005.fna,vamb__010.fna,0.999999,0.9813953488372092,9
semibin2__015.fna,binette__015.fna,0.999999,0.986046511627907,9
semibin2__015.fna,metabat2-mock1__033.fna,0.999999,0.9813953488372092,9
semibin2__015.fna,metabat2-multisample__005.fna,0.999999,0.986046511627907,9
semibin2__015.fna,semibin2__015.fna,0.999999,0.986046511627907,9
semibin2__015.fna,taxvamb__021.fna,0.999999,0.9813953488372092,9
semibin2__015.fna,vamb__010.fna,0.999999,0.9813953488372092,9
taxvamb__021.fna,binette__015.fna,0.999999,0.9813953488372092,9
taxvamb__021.fna,metabat2-mock1__033.fna,0.999999,0.9767441860465116,9
taxvamb__021.fna,metabat2-multisample__005.fna,0.999999,0.9813953488372092,9
taxvamb__021.fna,semibin2__015.fna,0.999999,0.9813953488372092,9
taxvamb__021.fna,taxvamb__021.fna,0.999999,0.986046511627907,9
taxvamb__021.fna,vamb__010.fna,0.999999,0.986046511627907,9
vamb__010.fna,binette__015.fna,0.999999,0.9634703196347032,9
vamb__010.fna,metabat2-mock1__033.fna,0.999999,0.958904109589041,9
vamb__010.fna,metabat2-multisample__005.fna,0.999999,0.9634703196347032,9
vamb__010.fna,semibin2__015.fna,0.999999,0.9634703196347032,9
vamb__010.fna,taxvamb__021.fna,0.999999,0.9680365296803652,9
vamb__010.fna,vamb__010.fna,0.999999,0.9863013698630136,9
binette__017.fna,binette__017.fna,1.0,0.9883040935672515,15
binette__017.fna,metabat2-mock1__011.fna,1.0,0.9766081871345029,15
binette__017.fna,metabat2-multisample__034.fna,1.0,0.9766081871345029,15
binette__017.fna,semibin2__007.fna,1.0,0.9766081871345029,15
binette__017.fna,vamb__020.fna,1.0,0.9532163742690059,15
metabat2-mock1__011.fna,binette__017.fna,1.0,0.9881656804733728,15
metabat2-mock1__011.fna,metabat2-mock1__011.fna,1.0,0.9881656804733728,15
metabat2-mock1__011.fna,metabat2-multisample__034.fna,1.0,0.9881656804733728,15
metabat2-mock1__011.fna,semibin2__007.fna,1.0,0.9881656804733728,15
metabat2-mock1__011.fna,vamb__020.fna,1.0,0.9644970414201184,15
metabat2-multisample__034.fna,binette__017.fna,1.0,0.9881656804733728,15
metabat2-multisample__034.fna,metabat2-mock1__011.fna,1.0,0.9881656804733728,15
metabat2-multisample__034.fna,metabat2-multisample__034.fna,1.0,0.9881656804733728,15
metabat2-multisample__034.fna,semibin2__007.fna,1.0,0.9881656804733728,15
metabat2-multisample__034.fna,vamb__020.fna,1.0,0.9644970414201184,15
semibin2__007.fna,binette__017.fna,1.0,0.9881656804733728,15
semibin2__007.fna,metabat2-mock1__011.fna,1.0,0.9881656804733728,15
semibin2__007.fna,metabat2-multisample__034.fna,1.0,0.9881656804733728,15
semibin2__007.fna,semibin2__007.fna,1.0,0.9881656804733728,15
semibin2__007.fna,vamb__020.fna,1.0,0.9644970414201184,15
vamb__020.fna,binette__017.fna,1.0,0.9878787878787879,15
vamb__020.fna,metabat2-mock1__011.fna,1.0,0.9878787878787879,15
vamb__020.fna,metabat2-multisample__034.fna,1.0,0.9878787878787879,15
vamb__020.fna,semibin2__007.fna,1.0,0.9878787878787879,15
vamb__020.fna,vamb__020.fna,1.0,0.9878787878787879,15
binette__018.fna,binette__018.fna,1.0,0.9874476987447699,13
binette__018.fna,semibin2__006.fna,1.0,0.9874476987447699,13
binette__018.fna,taxvamb__028.fna,1.0,0.9874476987447699,13
semibin2__006.fna,binette__018.fna,1.0,0.8973384030418251,13
semibin2__006.fna,semibin2__006.fna,1.0,0.9885931558935361,13
semibin2__006.fna,taxvamb__028.fna,1.0,0.9847908745247148,13
taxvamb__028.fna,binette__018.fna,1.0,0.8973384030418251,13
taxvamb__028.fna,semibin2__006.fna,1.0,0.9847908745247148,13
taxvamb__028.fna,taxvamb__028.fna,1.0,0.9885931558935361,13
binette__019.fna,binette__019.fna,1.0,0.9923664122137404,8
binette__019.fna,semibin2__018.fna,1.0,0.9923664122137404,8
binette__019.fna,taxvamb__026.fna,1.0,0.9770992366412213,8
semibin2__018.fna,binette__019.fna,1.0,0.9923664122137404,8
semibin2__018.fna,semibin2__018.fna,1.0,0.9923664122137404,8
semibin2__018.fna,taxvamb__026.fna,1.0,0.9770992366412213,8
taxvamb__026.fna,binette__019.fna,1.0,0.9922480620155039,8
taxvamb__026.fna,semibin2__018.fna,1.0,0.9922480620155039,8
taxvamb__026.fna,taxvamb__026.fna,1.0,0.9922480620155039,8
binette__021.fna,binette__021.fna,1.0,0.9915966386554622,4
binette__021.fna,metabat2-mock1__025.fna,1.0,0.9915966386554622,4
binette__021.fna,metabat2-multisample__003.fna,1.0,0.9915966386554622,4
binette__021.fna,semibin2__036.fna,1.0,0.9915966386554622,4
binette__021.fna,taxvamb__007.fna,1.0,0.9915966386554622,4
binette__021.fna,vamb__002.fna,1.0,0.9915966386554622,4
metabat2-mock1__025.fna,binette__021.fna,1.0,0.9735973597359736,4
metabat2-mock1__025.fna,metabat2-mock1__025.fna,1.0,0.9917491749174917,4
metabat2-mock1__025.fna,metabat2-multisample__003.fna,1.0,0.9917491749174917,4
metabat2-mock1__025.fna,semibin2__036.fna,1.0,0.9917491749174917,4
metabat2-mock1__025.fna,taxvamb__007.fna,1.0,0.9735973597359736,4
metabat2-mock1__025.fna,vamb__002.fna,1.0,0.9735973597359736,4
metabat2-multisample__003.fna,binette__021.fna,1.0,0.9735973597359736,4
metabat2-multisample__003.fna,metabat2-mock1__025.fna,1.0,0.9917491749174917,4
metabat2-multisample__003.fna,metabat2-multisample__003.fna,1.0,0.9917491749174917,4
metabat2-multisample__003.fna,semibin2__036.fna,1.0,0.9917491749174917,4
metabat2-multisample__003.fna,taxvamb__007.fna,1.0,0.9735973597359736,4
metabat2-multisample__003.fna,vamb__002.fna,1.0,0.9735973597359736,4
semibin2__036.fna,binette__021.fna,1.0,0.9735973597359736,4
semibin2__036.fna,metabat2-mock1__025.fna,1.0,0.9917491749174917,4
semibin2__036.fna,metabat2-multisample__003.fna,1.0,0.9917491749174917,4
semibin2__036.fna,semibin2__036.fna,1.0,0.9917491749174917,4
semibin2__036.fna,taxvamb__007.fna,1.0,0.9735973597359736,4
semibin2__036.fna,vamb__002.fna,1.0,0.9735973597359736,4
taxvamb__007.fna,binette__021.fna,1.0,0.9915966386554622,4
taxvamb__007.fna,metabat2-mock1__025.fna,1.0,0.9915966386554622,4
taxvamb__007.fna,metabat2-multisample__003.fna,1.0,0.9915966386554622,4
taxvamb__007.fna,semibin2__036.fna,1.0,0.9915966386554622,4
taxvamb__007.fna,taxvamb__007.fna,1.0,0.9915966386554622,4
taxvamb__007.fna,vamb__002.fna,1.0,0.9915966386554622,4
vamb__002.fna,binette__021.fna,1.0,0.9703947368421053,4
vamb__002.fna,metabat2-mock1__025.fna,0.9996970000000001,0.9720394736842105,4
vamb__002.fna,metabat2-multisample__003.fna,0.9996970000000001,0.9720394736842105,4
vamb__002.fna,semibin2__036.fna,0.9996970000000001,0.9720394736842105,4
vamb__002.fna,taxvamb__007.fna,1.0,0.9703947368421053,4
vamb__002.fna,vamb__002.fna,1.0,0.9917763157894737,4
binette__022.fna,binette__022.fna,1.0,0.9952095808383233,5
binette__022.fna,metabat2-mock1__029.fna,1.0,0.9437125748502994,5
binette__022.fna,metabat2-multisample__024.fna,1.0,0.9437125748502994,5
binette__022.fna,semibin2__027.fna,1.0,0.9700598802395209,5
binette__022.fna,taxvamb__002.fna,1.0,0.9952095808383233,5
binette__022.fna,vamb__023.fna,1.0,0.962874251497006,5
metabat2-mock1__029.fna,binette__022.fna,1.0,0.9962073324905183,5
metabat2-mock1__029.fna,metabat2-mock1__029.fna,1.0,0.9962073324905183,5
metabat2-mock1__029.fna,metabat2-multisample__024.fna,1.0,0.9962073324905183,5
metabat2-mock1__029.fna,semibin2__027.fna,1.0,0.9962073324905183,5
metabat2-mock1__029.fna,taxvamb__002.fna,1.0,0.9962073324905183,5
metabat2-mock1__029.fna,vamb__023.fna,1.0,0.9924146649810367,5
metabat2-multisample__024.fna,binette__022.fna,1.0,0.9899497487437185,5
metabat2-multisample__024.fna,metabat2-mock1__029.fna,1.0,0.9899497487437185,5
metabat2-multisample__024.fna,metabat2-multisample__024.fna,1.0,0.9962311557788944,5
metabat2-multisample__024.fna,semibin2__027.fna,1.0,0.9899497487437185,5
metabat2-multisample__024.fna,taxvamb__002.fna,1.0,0.992462311557789,5
metabat2-multisample__024.fna,vamb__023.fna,1.0,0.9861809045226131,5
semibin2__027.fna,binette__022.fna,1.0,0.989010989010989,5
semibin2__027.fna,metabat2-mock1__029.fna,1.0,0.9621489621489622,5
semibin2__027.fna,metabat2-multisample__024.fna,1.0,0.9621489621489622,5
semibin2__027.fna,semibin2__027.fna,1.0,0.9963369963369964,5
semibin2__027.fna,taxvamb__002.fna,1.0,0.9902319902319903,5
semibin2__027.fna,vamb__023.fna,1.0,0.9816849816849816,5
taxvamb__002.fna,binette__022.fna,1.0,0.9674039580908033,5
taxvamb__002.fna,metabat2-mock1__029.fna,1.0,0.9173457508731082,5
taxvamb__002.fna,metabat2-multisample__024.fna,1.0,0.919674039580908,5
taxvamb__002.fna,semibin2__027.fna,1.0,0.9441210710128056,5
taxvamb__002.fna,taxvamb__002.fna,1.0,0.9953434225844005,5
taxvamb__002.fna,vamb__023.fna,1.0,0.9487776484284052,5
vamb__023.fna,binette__022.fna,1.0,0.9828850855745721,5
vamb__023.fna,metabat2-mock1__029.fna,1.0,0.9596577017114915,5
vamb__023.fna,metabat2-multisample__024.fna,1.0,0.9596577017114915,5
vamb__023.fna,semibin2__027.fna,1.0,0.9828850855745721,5
vamb__023.fna,taxvamb__002.fna,1.0,0.9963325183374083,5
vamb__023.fna,vamb__023.fna,1.0,0.9963325183374083,5
binette__023.fna,binette__023.fna,1.0,0.9946236559139785,10
binette__023.fna,metabat2-mock1__005.fna,1.0,0.9516129032258065,10
binette__023.fna,metabat2-multisample__033.fna,1.0,0.9946236559139785,10
binette__023.fna,semibin2__038.fna,1.0,0.989247311827957,10
binette__023.fna,taxvamb__034.fna,1.0,0.989247311827957,10
metabat2-mock1__005.fna,binette__023.fna,1.0,0.9943820224719101,10
metabat2-mock1__005.fna,metabat2-mock1__005.fna,1.0,0.9943820224719101,10
metabat2-mock1__005.fna,metabat2-multisample__033.fna,1.0,0.9943820224719101,10
metabat2-mock1__005.fna,semibin2__038.fna,1.0,0.9943820224719101,10
metabat2-mock1__005.fna,taxvamb__034.fna,1.0,0.9943820224719101,10
metabat2-multisample__033.fna,binette__023.fna,1.0,0.9946236559139785,10
metabat2-multisample__033.fna,metabat2-mock1__005.fna,1.0,0.9516129032258065,10
metabat2-multisample__033.fna,metabat2-multisample__033.fna,1.0,0.9946236559139785,10
metabat2-multisample__033.fna,semibin2__038.fna,1.0,0.989247311827957,10
metabat2-multisample__033.fna,taxvamb__034.fna,1.0,0.989247311827957,10
semibin2__038.fna,binette__023.fna,1.0,0.9928057553956835,10
semibin2__038.fna,metabat2-mock1__005.fna,1.0,0.9550359712230215,10
semibin2__038.fna,metabat2-multisample__033.fna,1.0,0.9928057553956835,10
semibin2__038.fna,semibin2__038.fna,1.0,0.9946043165467626,10
semibin2__038.fna,taxvamb__034.fna,1.0,0.9946043165467626,10
taxvamb__034.fna,binette__023.fna,1.0,0.989247311827957,10
taxvamb__034.fna,metabat2-mock1__005.fna,1.0,0.9516129032258065,10
taxvamb__034.fna,metabat2-multisample__033.fna,1.0,0.989247311827957,10
taxvamb__034.fna,semibin2__038.fna,1.0,0.9910394265232975,10
taxvamb__034.fna,taxvamb__034.fna,1.0,0.9946236559139785,10
binette__024.fna,binette__024.fna,1.0,0.994413407821229,23
binette__024.fna,metabat2-mock1__024.fna,1.0,0.9646182495344506,23
binette__024.fna,metabat2-multisample__021.fna,1.0,0.9646182495344506,23
binette__024.fna,semibin2__012.fna,1.0,0.9646182495344506,23
metabat2-mock1__024.fna,binette__024.fna,1.0,0.9866666666666667,23
metabat2-mock1__024.fna,metabat2-mock1__024.fna,1.0,0.9942857142857143,23
metabat2-mock1__024.fna,metabat2-multisample__021.fna,1.0,0.9866666666666667,23
metabat2-mock1__024.fna,semibin2__012.fna,1.0,0.9866666666666667,23
metabat2-multisample__021.fna,binette__024.fna,1.0,0.9401088929219601,23
metabat2-multisample__021.fna,metabat2-mock1__024.fna,1.0,0.9401088929219601,23
metabat2-multisample__021.fna,metabat2-multisample__021.fna,1.0,0.9945553539019963,23
metabat2-multisample__021.fna,semibin2__012.fna,1.0,0.9945553539019963,23
semibin2__012.fna,binette__024.fna,1.0,0.9401088929219601,23
semibin2__012.fna,metabat2-mock1__024.fna,1.0,0.9401088929219601,23
semibin2__012.fna,metabat2-multisample__021.fna,1.0,0.9945553539019963,23
semibin2__012.fna,semibin2__012.fna,1.0,0.9945553539019963,23
binette__025.fna,binette__025.fna,1.0,0.9939849624060151,7
binette__025.fna,metabat2-mock1__003.fna,1.0,0.9358395989974937,7
binette__025.fna,metabat2-multisample__027.fna,1.0,0.9303258145363409,7
binette__025.fna,semibin2__019.fna,0.999765,0.9187969924812031,7
binette__025.fna,taxvamb__033.fna,1.0,0.8822055137844611,7
binette__025.fna,vamb__021.fna,1.0,0.894235588972431,7
metabat2-mock1__003.fna,binette__025.fna,1.0,0.9952025586353944,7
metabat2-mock1__003.fna,metabat2-mock1__003.fna,1.0,0.9952025586353944,7
metabat2-mock1__003.fna,metabat2-multisample__027.fna,1.0,0.9893390191897654,7
metabat2-mock1__003.fna,semibin2__019.fna,0.999883,0.976545842217484,7
metabat2-mock1__003.fna,taxvamb__033.fna,1.0,0.9381663113006397,7
metabat2-mock1__003.fna,vamb__021.fna,1.0,0.9509594882729211,7
metabat2-multisample__027.fna,binette__025.fna,1.0,0.9946409431939979,7
metabat2-multisample__027.fna,metabat2-mock1__003.fna,1.0,0.9946409431939979,7
metabat2-multisample__027.fna,metabat2-multisample__027.fna,1.0,0.9951768488745981,7
metabat2-multisample__027.fna,semibin2__019.fna,0.999883,0.9823151125401929,7
metabat2-multisample__027.fna,taxvamb__033.fna,1.0,0.9431939978563773,7
metabat2-multisample__027.fna,vamb__021.fna,1.0,0.9560557341907824,7
semibin2__019.fna,binette__025.fna,0.999875,0.9892008639308856,7
semibin2__019.fna,metabat2-mock1__003.fna,0.999875,0.9892008639308856,7
semibin2__019.fna,metabat2-multisample__027.fna,0.999875,0.9897408207343412,7
semibin2__019.fna,semibin2__019.fna,1.0,0.9951403887688985,7
semibin2__019.fna,taxvamb__033.fna,1.0,0.9503239740820735,7
semibin2__019.fna,vamb__021.fna,1.0,0.9632829373650108,7
taxvamb__033.fna,binette__025.fna,1.0,0.9932279909706546,7
taxvamb__033.fna,metabat2-mock1__003.fna,1.0,0.9932279909706546,7
taxvamb__033.fna,metabat2-multisample__027.fna,1.0,0.9932279909706546,7
taxvamb__033.fna,semibin2__019.fna,1.0,0.9932279909706546,7
taxvamb__033.fna,taxvamb__033.fna,1.0,0.994920993227991,7
taxvamb__033.fna,vamb__021.fna,1.0,0.9932279909706546,7
vamb__021.fna,binette__025.fna,1.0,0.9949804796430564,7
vamb__021.fna,metabat2-mock1__003.fna,1.0,0.9949804796430564,7
vamb__021.fna,metabat2-multisample__027.fna,1.0,0.9949804796430564,7
vamb__021.fna,semibin2__019.fna,1.0,0.9949804796430564,7
vamb__021.fna,taxvamb__033.fna,1.0,0.9815950920245399,7
vamb__021.fna,vamb__021.fna,1.0,0.9949804796430564,7
binette__026.fna,binette__026.fna,1.0,0.992797118847539,1
binette__026.fna,metabat2-mock1__026.fna,1.0,0.992797118847539,1
binette__026.fna,metabat2-multisample__012.fna,1.0,0.992797118847539,1
binette__026.fna,semibin2__023.fna,1.0,0.9915966386554622,1
binette__026.fna,taxvamb__004.fna,1.0,0.992797118847539,1
binette__026.fna,vamb__025.fna,1.0,0.9915966386554622,1
metabat2-mock1__026.fna,binette__026.fna,1.0,0.992797118847539,1
metabat2-mock1__026.fna,metabat2-mock1__026.fna,1.0,0.992797118847539,1
metabat2-mock1__026.fna,metabat2-multisample__012.fna,1.0,0.992797118847539,1
metabat2-mock1__026.fna,semibin2__023.fna,1.0,0.9915966386554622,1
metabat2-mock1__026.fna,taxvamb__004.fna,1.0,0.992797118847539,1
metabat2-mock1__026.fna,vamb__025.fna,1.0,0.9915966386554622,1
metabat2-multisample__012.fna,binette__026.fna,1.0,0.992797118847539,1
metabat2-multisample__012.fna,metabat2-mock1__026.fna,1.0,0.992797118847539,1
metabat2-multisample__012.fna,metabat2-multisample__012.fna,1.0,0.992797118847539,1
metabat2-multisample__012.fna,semibin2__023.fna,1.0,0.9915966386554622,1
metabat2-multisample__012.fna,taxvamb__004.fna,1.0,0.992797118847539,1
metabat2-multisample__012.fna,vamb__025.fna,1.0,0.9915966386554622,1
semibin2__023.fna,binette__026.fna,0.999859,0.9845238095238096,1
semibin2__023.fna,metabat2-mock1__026.fna,0.999859,0.9845238095238096,1
semibin2__023.fna,metabat2-multisample__012.fna,0.999859,0.9845238095238096,1
semibin2__023.fna,semibin2__023.fna,1.0,0.9928571428571429,1
semibin2__023.fna,taxvamb__004.fna,1.0,0.9928571428571429,1
semibin2__023.fna,vamb__025.fna,1.0,0.9904761904761905,1
taxvamb__004.fna,binette__026.fna,0.9998600000000001,0.9798816568047337,1
taxvamb__004.fna,metabat2-mock1__026.fna,0.9998600000000001,0.9798816568047337,1
taxvamb__004.fna,metabat2-multisample__012.fna,0.9998600000000001,0.9798816568047337,1
taxvamb__004.fna,semibin2__023.fna,1.0,0.98698224852071,1
taxvamb__004.fna,taxvamb__004.fna,1.0,0.991715976331361,1
taxvamb__004.fna,vamb__025.fna,1.0,0.9846153846153847,1
vamb__025.fna,binette__026.fna,0.999859,0.986873508353222,1
vamb__025.fna,metabat2-mock1__026.fna,0.999859,0.986873508353222,1
vamb__025.fna,metabat2-multisample__012.fna,0.999859,0.986873508353222,1
vamb__025.fna,semibin2__023.fna,1.0,0.9928400954653938,1
vamb__025.fna,taxvamb__004.fna,1.0,0.9928400954653938,1
vamb__025.fna,vamb__025.fna,1.0,0.9928400954653938,1
metabat2-mock1__006.fna,metabat2-mock1__006.fna,0.999999,0.9873873873873874,20
metabat2-mock1__006.fna,metabat2-multisample__028.fna,0.999999,0.9855855855855856,20
metabat2-mock1__006.fna,semibin2__020.fna,0.999999,0.9873873873873874,20
metabat2-mock1__006.fna,taxvamb__013.fna,0.999999,0.9819819819819819,20
metabat2-mock1__006.fna,vamb__005.fna,0.999999,0.9873873873873874,20
metabat2-multisample__028.fna,metabat2-mock1__006.fna,0.999999,0.9767857142857143,20
metabat2-multisample__028.fna,metabat2-multisample__028.fna,0.999999,0.9857142857142858,20
metabat2-multisample__028.fna,semibin2__020.fna,0.999999,0.9857142857142858,20
metabat2-multisample__028.fna,taxvamb__013.fna,0.999999,0.9732142857142857,20
metabat2-multisample__028.fna,vamb__005.fna,0.999999,0.9767857142857143,20
semibin2__020.fna,metabat2-mock1__006.fna,0.999999,0.9750889679715302,20
semibin2__020.fna,metabat2-multisample__028.fna,0.999999,0.9822064056939501,20
semibin2__020.fna,semibin2__020.fna,0.999999,0.9857651245551602,20
semibin2__020.fna,taxvamb__013.fna,0.999999,0.9697508896797153,20
semibin2__020.fna,vamb__005.fna,0.999999,0.9750889679715302,20
taxvamb__013.fna,metabat2-mock1__006.fna,0.999999,0.9873188405797102,20
taxvamb__013.fna,metabat2-multisample__028.fna,0.999999,0.9873188405797102,20
taxvamb__013.fna,semibin2__020.fna,0.999999,0.9873188405797102,20
taxvamb__013.fna,taxvamb__013.fna,0.999999,0.9873188405797102,20
taxvamb__013.fna,vamb__005.fna,0.999999,0.9873188405797102,20
vamb__005.fna,metabat2-mock1__006.fna,0.999999,0.9873873873873874,20
vamb__005.fna,metabat2-multisample__028.fna,0.999999,0.9855855855855856,20
vamb__005.fna,semibin2__020.fna,0.999999,0.9873873873873874,20
vamb__005.fna,taxvamb__013.fna,0.999999,0.9819819819819819,20
vamb__005.fna,vamb__005.fna,0.999999,0.9873873873873874,20
