cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
429	MB001	MT103;MT109	0.0023240037284129544
430	MB149	MT032;MT097	0.0023246825372525
431	MB058	MT065	0.0023306430496125518
432	MB093	MT060	0.0023355739579007614
433	MB092;MB025;MB091;MB090;MB057;MB077	MT057	0.0023355739579007614
434	MB028	MT084;MT108	0.0023358575973698357
435	MB019	MT114	0.0023474517436495768
436	MB045;MB100	MT075	0.0023480035878913376
437	MB122	MT137	0.0023480035878913376
438	MB091;MB090;MB057;MB077	MT050;MT067	0.0023483195635227152
439	MB054	MT109	0.0023506584804098654
440	MB055	MT098	0.0023689229153427372
441	MB028;MB092;MB025;MB091;MB090;MB057;MB077	MT022	0.0023722844252370584
442	MB017	MT127	0.0023756000293239043
443	MB103	MT110	0.002377555733685287
444	MB121;MB125	MT042;MT045	0.002382065086878692
445	MB165	MT046	0.002383023354521997
446	MB122	MT089	0.0023944384243608082
447	MB020	MT089	0.0023983770490659884
448	MB107	MT075	0.0024155631282450395
449	MB116	MT056	0.0024569429002282497
450	MB028	MT104	0.002470527811218769
451	MB149	MT071	0.0025111810993916762
452	MB018	MT057;MT131;MT041;MT098;MT136	0.0025228610887506452
453	MB040;MB039;MB140	MT035	0.002533190831508408
454	MB052	MT114	0.0025372948860012696
455	MB055	MT149	0.002541207774331007
456	MB072	MT033	0.002572711736201782
457	MB015	MT044	0.0025747816865689197
458	MB032	MT138	0.00257604147189843
459	MB148	MT001	0.0025860810559341593
460	MB058	MT104	0.0025860810559341593
461	MB116	MT007;MT012	0.0026043745085860656
462	MB084	MT147	0.0026064819870122483
463	MB083	MT040	0.0026064819870122483
464	MB117;MB114;MB115	MT103	0.002607377150558259
465	MB126	MT101	0.002607377150558259
466	MB017	MT149;MT007;MT012	0.002607377150558259
467	MB144	MT065	0.0026113090351824655
468	MB164;MB161;MB162	MT115	0.002612095579886096
469	MB066	MT116	0.002612095579886096
470	MB158	MT144	0.0026268352584775316
471	MB019	MT027	0.002645758094289703
472	MB105	MT038	0.002653825058287748
473	MB111	MT147	0.002655606468132986
474	MB116	MT044	0.002667383476454232
475	MB015;MB019;MB020	MT043	0.002667383476454232
476	MB064	MT109	0.002724617027519317
477	MB090	MT103	0.0027306313238630157
478	MB147	MT149;MT007;MT012	0.002748155120872354
479	MB117	MT123	0.00276340235726804
480	MB090;MB057;MB077	MT061	0.00276568722420018
481	MB137;MB142	MT018;MT009;MT016	0.002788420594820459
482	MB054	MT065	0.002821030940890713
483	MB157	MT041	0.002822944324502286
484	MB046;MB124	MT078	0.00287496278751095
485	MB064	MT058	0.0029065272387759746
486	MB074	MT037	0.0030279038369089395
487	MB133	MT088	0.003030482743151619
488	MB001	MT090	0.003052740660209188
489	MB077	MT103	0.0030563999089938264
490	MB146	MT120	0.0030563999089938264
491	MB059	MT130;MT146	0.003063713911723281
492	MB124	MT120	0.003066852675885315
493	MB081	MT115	0.0030778457569657315
494	MB074;MB094	MT035	0.003106274215762228
495	MB007	MT149	0.003134474784206657
496	MB160	MT073	0.003176848978656419
497	MB130	MT098	0.003176848978656419
498	MB016	MT103	0.0031845208125365985
499	MB143	MT068	0.0031855950417547588
500	MB062	MT149;MT007;MT012	0.003217565231331791
501	MB154	MT100	0.0032385582767679583
502	MB040	MT096;MT124;MT137;MT052;MT058	0.003260156047192287
503	MB087	MT109	0.003268523852230253
504	MB110	MT065	0.003279130431317838
505	MB030;MB031	MT023	0.0032826650670046797
506	MB032;MB038;MB034;MB036	MT118;MT130;MT146	0.0032826650670046797
507	MB130;MB046;MB124	MT017	0.00331264146488172
508	MB117	MT073	0.00337471967122145
509	MB017	MT056	0.003384529453918893
510	MB112	MT023	0.003395923619245815
511	MB103	MT092	0.0033989447513345164
512	MB073	MT116;MT143;MT099;MT118;MT130;MT146	0.003405576123258336
513	MB055	MT105;MT089;MT110;MT054;MT121	0.003405576123258336
514	MB090;MB057;MB077	MT030	0.003409368175982549
515	MB007	MT057	0.003409368175982549
516	MB004	MT089	0.003421962970531429
517	MB016	MT044	0.00346617530013995
518	MB113	MT010	0.0034694283006234668
519	MB032	MT071	0.0034753500501541706
520	MB050	MT086;MT135	0.0035214350998142153
521	MB002	MT007;MT012	0.0035242752693920147
522	MB086	MT101	0.0035242752693920147
523	MB009	MT137	0.0035242752693920147
524	MB152	MT103;MT109	0.0035297996635820688
525	MB009	MT044	0.0035790704723862895
526	MB092	MT045	0.003599833369989539
527	MB133	MT146	0.003599833369989539
528	MB058	MT017	0.0036008514433185554
529	MB056	MT028	0.0036008514433185554
530	MB158	MT049;MT062	0.0036105416319329457
531	MB001	MT057	0.003610914952633083
532	MB047;MB079;MB066;MB073	MT119	0.0036276201821027498
533	MB021;MB012;MB016	MT102	0.003631554157602677
534	MB028	MT033	0.003654894319696795
535	MB106	MT035	0.003654894319696795
536	MB135	MT036	0.0036595620593567312
537	MB045	MT146	0.0036733056576705083
538	MB035;MB033;MB037	MT079	0.0037111873517432967
539	MB089	MT033	0.0037268416826436797
540	MB052	MT138	0.0037730574013498976
541	MB116	MT071	0.003774458914518887
542	MB064	MT021	0.0037764915377268607
543	MB002	MT116;MT143;MT099;MT118;MT130;MT146	0.0037891994530133565
544	MB047	MT127	0.0038290236568951585
545	MB153;MB157	MT026	0.0038291749343670792
546	MB150	MT063;MT003;MT078	0.003834430117953337
547	MB105	MT098	0.003859219128884058
548	MB049	MT120	0.003877065997683918
549	MB053	MT001	0.003877391542079103
550	MB082	MT090	0.0038814258868271256
551	MB057;MB077	MT056	0.003896794816043887
552	MB128	MT006	0.0039445393972097845
553	MB046;MB124	MT021	0.003965061340464334
554	MB097;MB107;MB132	MT151;MT152	0.003992322383331396
555	MB014	MT115	0.003992322383331396
556	MB114;MB115	MT030	0.003998514883391676
557	MB114	MT060	0.004002302983190623
558	MB150	MT026	0.00401881549566347
559	MB028	MT043	0.004035875583964212
560	MB138	MT131	0.004042088338811178
561	MB122	MT035	0.004046300369417851
562	MB001	MT089	0.004084238864131567
563	MB007	MT077	0.00408697140010195
564	MB069	MT070;MT081	0.004090317680767604
565	MB065;MB048;MB113;MB117;MB114;MB115	MT119	0.004141373874818601
566	MB090	MT071	0.0041639285992723174
567	MB018	MT130	0.00417308916573884
568	MB032	MT150	0.004214043186577681
569	MB092	MT103	0.004253635775520318
570	MB122	MT025	0.0042537026023023086
571	MB077	MT041	0.00427021183738066
572	MB103	MT026	0.004290415250103319
573	MB107;MB132	MT050	0.004290647096366598
574	MB010;MB018	MT056	0.004328531986258591
575	MB160	MT083;MT142	0.00435882933349668
576	MB110	MT016	0.004360204468999413
577	MB077	MT045	0.0043700351952135385
578	MB092	MT106;MT123	0.004371979185628581
579	MB110	MT040	0.004371979185628581
580	MB002	MT145	0.004378091751119777
581	MB118	MT068	0.004378091751119777
582	MB114;MB115	MT097	0.004443500881641194
583	MB077	MT089	0.00446152821256911
584	MB049;MB050	MT100	0.004476593154112449
585	MB025;MB091;MB090;MB057;MB077	MT086	0.0045385955172722444
586	MB164	MT108	0.004547815100780988
587	MB061	MT010;MT017	0.004551833855363608
588	MB054	MT073	0.004553917725664929
589	MB090;MB057;MB077	MT068	0.004576360032485518
590	MB012;MB016	MT068	0.004576360032485518
591	MB003;MB004	MT029	0.004600359398148439
592	MB083	MT084	0.004608195164065998
593	MB108	MT120	0.0046190634416720675
594	MB092	MT052	0.004621195859000736
595	MB066	MT130;MT146	0.004621195859000736
596	MB122	MT074	0.004627114050553758
597	MB133	MT065	0.004684330586881429
598	MB036	MT071	0.0047283274658809675
599	MB138	MT137	0.004769259715380902
600	MB007	MT071;MT050;MT067	0.0047820493715108
601	MB069	MT139	0.004783284615334004
602	MB117;MB114;MB115	MT018	0.004799124217588827
603	MB057	MT019	0.004815126176040091
604	MB097	MT148	0.004824105434481156
605	MB147	MT052	0.004829072205141452
606	MB007	MT052	0.004850274431281405
607	MB095;MB063;MB085	MT031;MT033	0.00489077533595473
608	MB064	MT099	0.00489077533595473
609	MB013	MT051	0.00490234252543891
610	MB114	MT075	0.004972718633679271
611	MB092	MT131	0.004974367557642903
612	MB165	MT089	0.004981596208325411
613	MB133	MT076	0.0049835986576728325
614	MB026	MT126	0.004995634532336707
615	MB036	MT078	0.0050033695226142675
616	MB037	MT036	0.005007011172670387
617	MB125	MT075	0.005082636302739911
618	MB022	MT066	0.005088337553082044
619	MB136	MT095	0.005102361432309561
620	MB011	MT044	0.005104429600002834
621	MB068;MB083	MT047	0.0051187585057904635
622	MB082	MT106	0.005149686791372103
623	MB111	MT047	0.0051601480572570895
624	MB097;MB107;MB132	MT003	0.005177726359927426
625	MB064	MT104	0.005204203650173466
626	MB098	MT027	0.0052698988095420006
627	MB154	MT104	0.00528659694237685
628	MB111	MT010;MT017	0.00528659694237685
629	MB003	MT010	0.005328887256003664
630	MB066	MT001	0.005328887256003664
631	MB137	MT021	0.005328887256003664
632	MB119	MT003	0.005328887256003664
633	MB132	MT030	0.005328887256003664
634	MB021;MB012;MB016	MT126	0.005328887256003664
635	MB060	MT146	0.005328887256003664
636	MB033;MB037	MT153	0.005346067851278614
637	MB128	MT151;MT152	0.005419500353292385
638	MB055	MT043	0.00548452845050503
639	MB008;MB009;MB106;MB072;MB086	MT073	0.005494870688359673
640	MB035;MB033;MB037	MT052;MT058	0.005542854997855399
641	MB032	MT052	0.005595276744327408
642	MB021;MB012;MB016;MB011;MB013	MT106	0.005595276744327408
643	MB119	MT075	0.005604080716653961
644	MB136	MT102	0.005604080716653961
645	MB063;MB085	MT085	0.005615019851710964
646	MB057;MB077	MT010	0.005623491163456298
647	MB098	MT021	0.005626740780750217
648	MB032	MT081	0.005632548932048582
649	MB035	MT106;MT123	0.005654442967010284
650	MB086	MT132	0.005662637207034438
651	MB098;MB099	MT070	0.005670062992360097
652	MB035	MT047	0.005671532782726031
653	MB035;MB033;MB037	MT108	0.005681179856099523
654	MB050	MT051	0.005691410706898954
655	MB128	MT027;MT035;MT037	0.005691980101993434
656	MB040	MT073	0.005710110612955811
657	MB112	MT006	0.005736550071298018
658	MB094	MT075	0.005737384792333898
659	MB150	MT150	0.005759469501676727
660	MB160	MT109	0.005791252929365032
661	MB023	MT032	0.005791252929365032
662	MB035	MT147	0.0058019921930107425
663	MB133	MT081	0.00581279397212855
664	MB146	MT078	0.005828262241582453
665	MB040	MT032;MT097	0.005830717601857099
666	MB138	MT089	0.005890873453163554
667	MB038	MT135	0.005912259056109302
668	MB014	MT072	0.00596546710470429
669	MB163	MT071	0.005965573001285098
670	MB073	MT041;MT098;MT136	0.006014458407665382
671	MB154;MB155	MT052;MT058	0.0060702914036565025
672	MB055;MB058	MT093	0.006080318034149763
673	MB040	MT104;MT070;MT081	0.006108473365140625
674	MB085	MT113	0.006129549644750948
675	MB047	MT010;MT017	0.006171612971979182
676	MB123	MT067	0.006231001441355109
677	MB001	MT042	0.006231135892080231
678	MB087	MT083;MT142	0.006248916640225133
679	MB050	MT068	0.006273486253680444
680	MB077	MT106	0.006273486253680444
681	MB064	MT066	0.0062826490909003024
682	MB007	MT044;MT059	0.006295310806213218
683	MB032	MT022	0.006330366591764279
684	MB117;MB114;MB115	MT003;MT078	0.006335167782203803
685	MB130	MT041	0.006338627210675505
686	MB046;MB124	MT095	0.006359437525898152
687	MB137;MB142	MT087	0.0063820089570506425
688	MB149	MT081	0.0063910709928850845
689	MB083	MT009;MT016	0.0063910709928850845
690	MB131	MT006	0.006398888339215855
691	MB062	MT099	0.006413440903177421
692	MB140	MT026;MT029	0.006413440903177421
693	MB147	MT131	0.006418573018121012
694	MB049	MT021;MT023	0.00655598191223804
695	MB151	MT075	0.006574549064928866
696	MB076	MT027	0.006585314233515835
697	MB055	MT041	0.006585314233515835
698	MB128	MT003	0.006612410582089775
699	MB098	MT057	0.006622930584508278
700	MB003;MB004	MT022	0.006629175723458708
701	MB119	MT150	0.006662917768971566
702	MB109	MT146	0.006700069870400244
703	MB164	MT051;MT065	0.006707225476271013
704	MB016	MT041;MT098;MT136	0.00674716859463435
705	MB148;MB149	MT020	0.0067662887364563894
706	MB049;MB050	MT029	0.0067894413249868025
707	MB021;MB012;MB016;MB011;MB013	MT147	0.006796480681679363
708	MB149	MT112	0.006802916071370188
709	MB032	MT124;MT137	0.006814463000129926
710	MB112	MT056;MT010;MT017	0.006839847051553088
711	MB070	MT040	0.006839847051553088
712	MB154;MB155	MT102	0.006857419207589394
713	MB046;MB124	MT086	0.00686775938140682
714	MB020	MT151;MT152	0.00686775938140682
715	MB083	MT025	0.006876301204448998
716	MB040	MT007;MT012	0.006883325648288097
717	MB074	MT038	0.006919711881529529
718	MB117;MB114;MB115	MT011	0.00694757227276797
719	MB127	MT150;MT151;MT152	0.0069839684789529234
720	MB044	MT086	0.006995946665421675
721	MB065	MT105	0.007018434705418844
722	MB073	MT086	0.007056419639955065
723	MB157	MT099	0.0070991254466811855
724	MB160	MT150	0.007140744070553914
725	MB007	MT031;MT033	0.007153209387465919
726	MB073	MT022	0.007158615713429781
727	MB166	MT146	0.00719173254275219
728	MB023	MT112;MT113	0.00723333083602103
729	MB063;MB085	MT138	0.007249951528563438
730	MB125	MT065	0.007255003034264468
731	MB028	MT119	0.007267643052576253
732	MB019	MT121	0.007284998818791304
733	MB118;MB151	MT029	0.007344508035293928
734	MB001;MB027	MT150;MT151;MT152	0.007348009668014771
735	MB122	MT080	0.007356583887581891
736	MB134	MT017	0.0073807517086329835
737	MB165	MT019	0.007387508700155182
738	MB106	MT056	0.007395422135366814
739	MB117	MT052	0.007432687942924338
740	MB154;MB155	MT044	0.0074348758340023954
741	MB149	MT086	0.007456730716093278
742	MB140	MT037	0.007457768886735358
743	MB120	MT131	0.007513198061608299
744	MB101	MT091	0.007577954309296745
745	MB005	MT138	0.007615104239648337
746	MB165	MT105	0.007615104239648337
747	MB124	MT016	0.007626709129130476
748	MB073	MT007	0.0076525459904718636
749	MB114;MB115	MT099	0.0076525459904718636
750	MB083	MT139	0.0076544458309608055
751	MB037	MT123	0.007691039103701181
752	MB056	MT060	0.007747318724659097
753	MB034;MB036	MT022	0.007760148354505494
754	MB150	MT073	0.007760148354505494
755	MB154	MT021	0.007794936099721385
756	MB143	MT150	0.007818445466476346
757	MB069	MT077	0.007837313393810328
758	MB076	MT130	0.007863468560021104
759	MB093;MB110	MT051	0.007879108562230992
760	MB050	MT079	0.007918963254702488
761	MB019	MT068	0.007932188344872965
762	MB019	MT086;MT135	0.007937028082078528
763	MB124	MT032;MT097	0.008005297306800867
764	MB017	MT103	0.008005297306800867
765	MB124	MT033	0.008116711131612475
766	MB165	MT022	0.008127727986281141
767	MB115	MT090	0.008132598650572148
768	MB118;MB151	MT049	0.008132598650572148
769	MB075	MT079	0.008132598650572148
770	MB118;MB151	MT108	0.008187782734243303
771	MB050	MT044	0.008192742484522012
772	MB047	MT147	0.00822677854846981
773	MB054	MT107;MT120	0.008286256644857796
774	MB023	MT062	0.008369253642536423
775	MB015	MT049;MT062	0.008386707416547587
776	MB130	MT119	0.008407742124017863
777	MB017	MT099	0.008419886997241636
778	MB037	MT107	0.008463116665197567
779	MB103	MT115	0.008463116665197567
780	MB164	MT049	0.008463116665197567
781	MB055;MB058	MT005	0.008463116665197567
782	MB129	MT106;MT123	0.008487779283725735
783	MB049	MT032	0.008530770634188913
784	MB058	MT147	0.008530770634188913
785	MB076;MB055;MB058	MT044;MT059	0.008545167106214486
786	MB127	MT131	0.008549099826758189
787	MB049	MT030	0.0085649483652636
788	MB129	MT022	0.008570642335194565
789	MB054	MT001	0.008608034641880773
790	MB048	MT075	0.008665009826513444
791	MB036	MT052	0.008665009826513444
792	MB087	MT115	0.008671670127434581
793	MB064	MT049	0.008686298628749508
794	MB117	MT068	0.008692951846300482
795	MB125	MT027	0.00869307124797016
796	MB161	MT059	0.008699776944318985
797	MB030	MT007;MT012	0.008771925332707814
798	MB026	MT114	0.008832458855355493
799	MB130	MT016	0.008843324344261744
800	MB111	MT070	0.008862261286236902
801	MB109	MT067	0.008937127473305053
802	MB040	MT150	0.008937127473305053
803	MB083	MT099	0.00896303633313824
804	MB165;MB118;MB151	MT143	0.008967685657299272
805	MB003	MT040	0.008975559277389222
806	MB084	MT028	0.008987558447003368
807	MB015	MT111;MT134;MT105;MT089;MT110;MT054;MT121	0.00901272740305959
808	MB040	MT136	0.009051322628512807
809	MB007	MT022	0.009071272433984683
810	MB079	MT120	0.009071272433984683
811	MB061	MT153	0.009071272433984683
812	MB013	MT083	0.009071272433984683
813	MB019	MT137	0.009071272433984683
814	MB037	MT149;MT007;MT012	0.009118768140964375
815	MB055	MT055	0.009118768140964375
816	MB154;MB155	MT022	0.009132717770636015
817	MB121;MB125;MB103;MB133;MB098;MB099	MT011	0.009213951615490486
818	MB034;MB036	MT123	0.009214049574218787
819	MB110	MT043	0.009226738538058976
820	MB021	MT146	0.009243649425829819
821	MB025	MT089	0.009253405742087488
822	MB115	MT089	0.009282206949907165
823	MB092	MT136	0.009308018211291768
824	MB008;MB009	MT115	0.009309545976016081
825	MB038	MT096	0.00931107553089249
826	MB082	MT147	0.009336742819006937
827	MB091	MT011	0.009353850784081432
828	MB083	MT059	0.009360511211088215
829	MB082	MT139	0.009390961491787638
830	MB133;MB098;MB099	MT100	0.009407163592198533
831	MB035	MT136	0.009431527499201574
832	MB040	MT147	0.009454519003199525
833	MB007	MT027	0.009473262954390835
834	MB009	MT057	0.009487062099601916
835	MB123	MT047	0.009573427227235682
836	MB125	MT135	0.009580951749070433
837	MB138	MT130;MT146	0.009583994339159541
838	MB081	MT025	0.009591148922248199
839	MB166;MB069;MB096	MT036	0.009620546384189516
840	MB073	MT076	0.009620698338321838
841	MB072	MT109	0.009638451625648359
842	MB113;MB117;MB114;MB115	MT044	0.009686886316199357
843	MB087	MT053;MT048;MT069	0.009715171849879582
844	MB018	MT118	0.009722470088041795
845	MB103	MT027	0.009736367806417439
846	MB110	MT139	0.009764769830636308
847	MB075	MT107	0.009776417463440006
848	MB038	MT003	0.009791507807434525
849	MB052;MB080	MT023	0.009804091498149831
850	MB058	MT060	0.00986606116683228
851	MB064	MT048;MT069	0.00986660353357883
852	MB057	MT033	0.009886115895119158
853	MB076	MT094;MT145	0.009919654055677362
854	MB022	MT099	0.00994722934558825
855	MB138	MT019;MT020	0.00999119930316965
856	MB131	MT120	0.010020587019572248
857	MB069	MT001	0.01002984281112346
858	MB083	MT066	0.010083127674544983
859	MB162	MT104	0.010182425488540163
860	MB098	MT146	0.010199458222214557
861	MB144	MT012	0.010212573063165196
862	MB122	MT086	0.01023425991770631
863	MB123	MT001	0.010245454182135181
864	MB123	MT115	0.010245454182135181
865	MB133	MT053	0.010276266958226029
866	MB081;MB084	MT010	0.010300490836481104
867	MB017	MT074	0.010319260910323052
868	MB149	MT120	0.010382216901562878
869	MB009	MT136	0.010475762973949901
870	MB161	MT112	0.010492451211449148
871	MB154	MT088	0.010492451211449148
872	MB114;MB115	MT045	0.010545118137030608
873	MB008	MT119	0.010558679740639154
874	MB159	MT089	0.010640176629266414
875	MB014	MT038;MT039	0.010700865408427407
876	MB006	MT052	0.010818623527014107
877	MB055;MB058	MT134	0.010856340938673924
878	MB117;MB114;MB115	MT021	0.010863100079491405
879	MB016	MT080	0.010876836325651475
880	MB083	MT098	0.010886651122505309
881	MB124	MT123	0.010996678326529919
882	MB015;MB019;MB020	MT084	0.011008436233798952
883	MB098	MT102	0.011061741904424861
884	MB040	MT068	0.011065660042522293
885	MB147	MT107	0.01110304752277628
886	MB150	MT115	0.011105939985197004
887	MB147	MT050;MT067	0.011120183107243683
888	MB127	MT074	0.011206963215680314
889	MB137	MT044	0.011212275616673078
890	MB037	MT137	0.011260421794360233
891	MB152	MT029	0.011284255490936434
892	MB137;MB142	MT007;MT012	0.011284255490936434
893	MB044	MT021	0.011284255490936434
894	MB161;MB162	MT067	0.011290704948294825
895	MB077	MT123	0.011294392775316376
896	MB028	MT116	0.011296407390538981
897	MB049	MT006	0.011334355293508737
898	MB008;MB009;MB106;MB072;MB086	MT065	0.011363021555867424
899	MB155	MT125	0.011380230382213773
900	MB082	MT146	0.01143782198951317
901	MB136	MT119	0.01143782198951317
902	MB113	MT060	0.011440234104731124
903	MB116	MT148	0.011440234104731124
904	MB058	MT047	0.011440234104731124
905	MB166	MT148	0.011440234104731124
906	MB049	MT011	0.011454533841951517
907	MB069	MT083	0.011496419047015554
908	MB024	MT143	0.011586070636251932
909	MB148;MB149	MT025	0.011604015964348294
910	MB129	MT150;MT151;MT152	0.01163291613947748
911	MB127	MT098;MT136	0.011637138188181304
912	MB032	MT106;MT123	0.01163925220197885
913	MB027	MT026	0.011639647775409052
914	MB032	MT037	0.01167570022863184
915	MB033	MT044	0.01167570022863184
916	MB149	MT021	0.01167570022863184
917	MB037	MT042	0.011726882699534374
918	MB007	MT090	0.011742071082126566
919	MB104	MT038;MT039	0.011742071082126566
920	MB066	MT060	0.011758951277620394
921	MB030;MB031	MT035	0.011758951277620394
922	MB064	MT078	0.011791082931296763
923	MB027	MT063;MT003;MT078	0.011840315865127652
924	MB120	MT001	0.011919332034007947
925	MB122	MT029	0.011953888708215121
926	MB091	MT127	0.011953888708215121
927	MB034	MT043	0.011953888708215121
928	MB090;MB057;MB077	MT043	0.011953888708215121
929	MB087	MT147	0.011953888708215121
930	MB014	MT083	0.011986843561844348
931	MB119	MT019	0.011995357346275302
932	MB060;MB062	MT130	0.012049600298917072
933	MB157	MT001	0.012100780224993252
934	MB078	MT114	0.01212553277436281
935	MB048	MT099	0.012133024352267192
936	MB038	MT025	0.012139600190982428
937	MB098	MT088	0.012182351455980088
938	MB054	MT052	0.01219405605698521
939	MB138	MT005	0.01221571788468095
940	MB110	MT128	0.012292786902360835
941	MB035	MT056	0.01229296420614741
942	MB032	MT062	0.012310724013435286
943	MB019	MT147	0.012310724013435286
944	MB161	MT065	0.012315860926882801
945	MB069	MT078	0.012315860926882801
946	MB035	MT131	0.012366292565959
947	MB154	MT081	0.012367327382899236
948	MB065	MT022	0.012387701157846147
949	MB100	MT086	0.012426302891664917
950	MB087	MT088	0.012441945166070887
951	MB137;MB142	MT043	0.012503113536428363
952	MB056	MT121	0.012507863199589827
953	MB157	MT119	0.012533047199059727
954	MB119	MT021	0.012771206844534215
955	MB003;MB004	MT061	0.012840834147474837
956	MB096	MT148	0.012843279364256615
957	MB153	MT044	0.012849327098270273
958	MB090	MT089	0.012871022668577497
959	MB017;MB022;MB021;MB012;MB016;MB011;MB013	MT004	0.012900768732885898
960	MB019	MT120	0.012904298775564335
961	MB087	MT005	0.012908652732867114
962	MB145	MT031;MT033	0.0129408119304085
963	MB080	MT026	0.012956311648294902
964	MB009	MT150	0.012972651548219128
965	MB153	MT134	0.013043336969836547
966	MB110	MT104	0.01304528838389242
967	MB165	MT102	0.01304528838389242
968	MB012	MT083	0.01304528838389242
969	MB043	MT026	0.013050192733708374
970	MB032	MT047	0.01306474816589599
971	MB146	MT073	0.01306474816589599
972	MB040	MT107	0.013065367696261002
973	MB054	MT114	0.013079946987525034
974	MB127	MT075	0.013109992218744997
975	MB061	MT132	0.0131814613682034
976	MB165	MT036	0.013183189083887983
977	MB095	MT106	0.013255659295521562
978	MB157	MT118	0.013266610235281032
979	MB057	MT118	0.013365453320478013
980	MB065	MT089	0.013478454238466286
981	MB157	MT050	0.013481830843950174
982	MB066	MT151	0.013490442534664858
983	MB062	MT103	0.013514535308413497
984	MB020	MT055	0.013526384053713123
985	MB092	MT056	0.01356982573526622
986	MB118;MB151	MT115	0.01356982573526622
987	MB131	MT003	0.01356982573526622
988	MB166	MT020	0.013578657768051417
989	MB078	MT115	0.013578657768051417
990	MB059	MT099	0.013578657768051417
991	MB064	MT063	0.013584011733556434
992	MB099	MT049	0.013610353325628518
993	MB091	MT116	0.013621649947040567
994	MB045	MT060	0.013769934688775916
995	MB134	MT075	0.01380419426473292
996	MB072	MT078	0.013806046460877618
997	MB019;MB020	MT095	0.013820772283953913
998	MB065	MT033	0.013871061047997405
999	MB159	MT016	0.01390944673226071
1000	MB054	MT079	0.013924279186986594
1001	MB075	MT011;MT088	0.013989827527511392
1002	MB024	MT076	0.013989827527511392
1003	MB113	MT022	0.014043875409398155
1004	MB072	MT150	0.014062463941912783
1005	MB138	MT030	0.01410217726095991
1006	MB040	MT050;MT067	0.014216930981781986
1007	MB084	MT029	0.014244399726499936
1008	MB028	MT139	0.014290950294557235
1009	MB038	MT059	0.014293297821634795
1010	MB091	MT119	0.01442152461978553
1011	MB127	MT081	0.014439962107644115
1012	MB083	MT093	0.014439962107644115
1013	MB035	MT040	0.014447008432307349
1014	MB028	MT070	0.01451616113737681
1015	MB155	MT002	0.014549985146900967
1016	MB149	MT019	0.014560829849998956
1017	MB103	MT066	0.014588474892433234
1018	MB034	MT074	0.014668894649634185
1019	MB122	MT102	0.014709233211183868
1020	MB040	MT106	0.014709233211183868
1021	MB146	MT007;MT012	0.014800488730253995
1022	MB119	MT118;MT130;MT146	0.014808585861313148
1023	MB020	MT086	0.014808585861313148
1024	MB055;MB058	MT062	0.014808585861313148
1025	MB064;MB068;MB083	MT071	0.014810308726392996
1026	MB032	MT021;MT023	0.014847362953902751
1027	MB116	MT141	0.014938057761539544
1028	MB036	MT003	0.014975807683199633
1029	MB160	MT042	0.014989191812645837
1030	MB069	MT086;MT135	0.014989191812645837
1031	MB126	MT058	0.01503184961289072
1032	MB122	MT058	0.015043515567544892
1033	MB142	MT138	0.015048719607427593
1034	MB007	MT127	0.01506345358633683
1035	MB111	MT085	0.015064350832144356
1036	MB116	MT150	0.015229828634631163
1037	MB022	MT080	0.015240438137729021
1038	MB027	MT086	0.015243947820226119
1039	MB071	MT107	0.015244867581192456
1040	MB046;MB124	MT143	0.015281320573606729
1041	MB058	MT070	0.015281320573606729
1042	MB132	MT061	0.01528225047151541
1043	MB047	MT095	0.015354227161110899
1044	MB117	MT056	0.01546467961359934
1045	MB061	MT060	0.01546785048470345
1046	MB136	MT099	0.01574002404002174
1047	MB001	MT019;MT020	0.015780312725857882
1048	MB043	MT001	0.015801980441551226
1049	MB023	MT044	0.015801980441551226
1050	MB070	MT115	0.015801980441551226
1051	MB055	MT074	0.015811981976907113
1052	MB165	MT055	0.015846802409146217
1053	MB086	MT035	0.015857831209842233
1054	MB009	MT032;MT097	0.015884699025429938
1055	MB091	MT128	0.015893500276114463
1056	MB060;MB062	MT095	0.015919420039274275
1057	MB128	MT057	0.015966570592098737
1058	MB130	MT099	0.016004007023578178
1059	MB018	MT045	0.016097141216250013
1060	MB048	MT061	0.01610253814399114
1061	MB158	MT105	0.016146916276087095
1062	MB070	MT055;MT053;MT048;MT069	0.016146916276087095
1063	MB131	MT063	0.016164032105931706
1064	MB009	MT131	0.01618221670897203
1065	MB073	MT072	0.016190168065048773
1066	MB153	MT051;MT065	0.016208387500375454
1067	MB021	MT044	0.016274021294294467
1068	MB092	MT011	0.016298204164090144
1069	MB025	MT105	0.016301583758936648
1070	MB119	MT011	0.016338464116428544
1071	MB035	MT142	0.0163464936217801
1072	MB076	MT026	0.016389366967555326
1073	MB032	MT006	0.016431092532641724
1074	MB058	MT094;MT145	0.01647260929769519
1075	MB103	MT021	0.01647260929769519
1076	MB054	MT029	0.01647260929769519
1077	MB073	MT148	0.016493492501385026
1078	MB129	MT011	0.016578802630094397
1079	MB001	MT075	0.01660679057134892
1080	MB026	MT047	0.016664514911276268
1081	MB108	MT006	0.016722213365552165
1082	MB124	MT090;MT093	0.016750399658820036
1083	MB016	MT056	0.016750399658820036
1084	MB015	MT019;MT020	0.016750399658820036
1085	MB116	MT022	0.016792848130851322
1086	MB160	MT051;MT065	0.01679650751949882
1087	MB097	MT150	0.016802139656999063
1088	MB161	MT037	0.016807058063134487
