SampleID	SubjectID	BroadBodySite	BodySubsite	Habitat	PrimaryHabitatIncluded	NumberReads	CandidateRank	Representative	SelectionReason
SRS015921	HMP_2012_764305738	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	7696886	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS015937	HMP_2012_764325968	Nasal cavity	anterior_nares	Anterior nares	TRUE	3246492	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS015941	HMP_2012_764325968	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	89475705	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS015947	HMP_2012_764325968	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	50309105	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS015960	HMP_2012_764325968	Stool	stool	Stool	TRUE	96367456	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS015985	HMP_2012_764447348	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	38816911	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS015989	HMP_2012_764447348	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	66820471	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS015996	HMP_2012_764447348	Nasal cavity	anterior_nares	Anterior nares	TRUE	6914660	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016002	HMP_2012_764447348	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	100590714	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016018	HMP_2012_764447348	Stool	stool	Stool	TRUE	85308546	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016033	HMP_2012_764508039	Nasal cavity	anterior_nares	Anterior nares	TRUE	461540	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016037	HMP_2012_764508039	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	102646695	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016039	HMP_2012_764508039	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10161083	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016043	HMP_2012_764508039	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	38278820	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016056	HMP_2012_764508039	Stool	stool	Stool	TRUE	91909961	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016086	HMP_2012_764588959	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	75244502	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016088	HMP_2012_764588959	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	1475407	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016092	HMP_2012_764588959	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	53461870	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016095	HMP_2012_764588959	Stool	stool	Stool	TRUE	112935984	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016105	HMP_2012_764588959	Nasal cavity	anterior_nares	Anterior nares	TRUE	1074724	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016111	HMP_2012_764588959	Vagina	posterior_fornix	Posterior fornix	TRUE	617974	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016188	HMP_2012_764649650	Nasal cavity	anterior_nares	Anterior nares	TRUE	577186	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016191	HMP_2012_764649650	Vagina	posterior_fornix	Posterior fornix	TRUE	7593639	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016196	HMP_2012_764649650	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6404781	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016200	HMP_2012_764649650	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	61930964	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016203	HMP_2012_764649650	Stool	stool	Stool	TRUE	29559373	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016225	HMP_2012_764649650	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	104448133	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016267	HMP_2012_764669880	Stool	stool	Stool	TRUE	103068446	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016292	HMP_2012_765074482	Nasal cavity	anterior_nares	Anterior nares	TRUE	1315568	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016297	HMP_2012_765074482	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3071837	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016319	HMP_2012_765074482	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	95666232	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016331	HMP_2012_765074482	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	57161480	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016335	HMP_2012_765074482	Stool	stool	Stool	TRUE	125043127	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016342	HMP_2012_159632143	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	76167699	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016349	HMP_2012_159632143	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	5138654	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016360	HMP_2012_159632143	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	73283167	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016434	HMP_2012_159672603	Nasal cavity	anterior_nares	Anterior nares	TRUE	637158	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016495	HMP_2012_159753524	Stool	stool	Stool	TRUE	109497297	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016501	HMP_2012_159753524	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	75134922	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016503	HMP_2012_159753524	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4655278	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016513	HMP_2012_159753524	Nasal cavity	anterior_nares	Anterior nares	TRUE	376426	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016516	HMP_2012_159753524	Vagina	posterior_fornix	Posterior fornix	TRUE	1204156	4	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016529	HMP_2012_159753524	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	81951102	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016533	HMP_2012_159753524	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6607645	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016541	HMP_2012_159753524	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	51456080	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016553	HMP_2012_159753524	Nasal cavity	anterior_nares	Anterior nares	TRUE	788739	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016559	HMP_2012_159753524	Vagina	posterior_fornix	Posterior fornix	TRUE	1648016	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS016569	HMP_2012_159915365	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	99397994	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016575	HMP_2012_159915365	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	66622189	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016581	HMP_2012_159915365	Nasal cavity	anterior_nares	Anterior nares	TRUE	482244	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016584	HMP_2012_159915365	Vagina	posterior_fornix	Posterior fornix	TRUE	2189937	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016585	HMP_2012_159915365	Stool	stool	Stool	TRUE	116571971	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016600	HMP_2012_159915365	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	13481304	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016740	HMP_2012_160421117	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	50470852	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016746	HMP_2012_160421117	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	68367542	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016752	HMP_2012_160421117	Nasal cavity	anterior_nares	Anterior nares	TRUE	1258639	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016753	HMP_2012_160421117	Stool	stool	Stool	TRUE	108979430	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016944	HMP_2012_159450072	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	4970921	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016954	HMP_2012_159611913	Stool	stool	Stool	TRUE	120438977	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS016989	HMP_2012_159490532	Stool	stool	Stool	TRUE	129145924	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017007	HMP_2012_159490532	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	149891800	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017013	HMP_2012_159490532	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	24055077	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017025	HMP_2012_159490532	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	35304157	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017044	HMP_2012_159490532	Nasal cavity	anterior_nares	Anterior nares	TRUE	1372786	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017076	HMP_2012_159611913	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	58720240	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017080	HMP_2012_159611913	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10836698	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017088	HMP_2012_159611913	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	16886421	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017103	HMP_2012_159551223	Stool	stool	Stool	TRUE	117409396	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017120	HMP_2012_159551223	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93065545	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017127	HMP_2012_159551223	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	31977617	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017139	HMP_2012_159551223	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	99453779	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017156	HMP_2012_159551223	Nasal cavity	anterior_nares	Anterior nares	TRUE	552858	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017191	HMP_2012_159814214	Stool	stool	Stool	TRUE	106894186	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017209	HMP_2012_159814214	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	90876973	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017215	HMP_2012_159814214	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	45107707	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017227	HMP_2012_159814214	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	93358090	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017244	HMP_2012_159814214	Nasal cavity	anterior_nares	Anterior nares	TRUE	434249	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017247	HMP_2012_159510762	Stool	stool	Stool	TRUE	87173865	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS017304	HMP_2012_159207311	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	52827537	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017307	HMP_2012_159632143	Stool	stool	Stool	TRUE	126675555	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017433	HMP_2012_160319967	Stool	stool	Stool	TRUE	110584442	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017439	HMP_2012_160319967	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	87249539	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017441	HMP_2012_160319967	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10113743	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017445	HMP_2012_160319967	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	109705873	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017451	HMP_2012_160319967	Nasal cavity	anterior_nares	Anterior nares	TRUE	1122912	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017497	HMP_2012_160319967	Vagina	posterior_fornix	Posterior fornix	TRUE	9053979	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017511	HMP_2012_160502038	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	72485948	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017520	HMP_2012_160502038	Vagina	posterior_fornix	Posterior fornix	TRUE	1343005	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017521	HMP_2012_160502038	Stool	stool	Stool	TRUE	109077287	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017533	HMP_2012_160502038	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	76427912	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017537	HMP_2012_160502038	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6180169	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017687	HMP_2012_160582958	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	8517042	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017691	HMP_2012_160582958	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	71609681	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017697	HMP_2012_160582958	Nasal cavity	anterior_nares	Anterior nares	TRUE	725444	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017700	HMP_2012_160582958	Vagina	posterior_fornix	Posterior fornix	TRUE	14737108	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017701	HMP_2012_160582958	Stool	stool	Stool	TRUE	101596426	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017713	HMP_2012_160582958	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	62685227	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017808	HMP_2012_160603188	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	89135195	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017810	HMP_2012_160603188	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10191431	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017814	HMP_2012_160603188	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	47993707	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017820	HMP_2012_160603188	Nasal cavity	anterior_nares	Anterior nares	TRUE	1455727	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017821	HMP_2012_160603188	Stool	stool	Stool	TRUE	97958599	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017849	HMP_2012_160603188	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	76307200	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS017851	HMP_2012_160603188	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	61912421	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018133	HMP_2012_160158126	Stool	stool	Stool	TRUE	116735593	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018145	HMP_2012_160158126	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	113440933	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018149	HMP_2012_160158126	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	80263306	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018157	HMP_2012_160158126	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	97847428	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018300	HMP_2012_160380657	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	101101446	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018312	HMP_2012_160380657	Nasal cavity	anterior_nares	Anterior nares	TRUE	318051	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018313	HMP_2012_160380657	Stool	stool	Stool	TRUE	121731328	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018329	HMP_2012_160380657	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	24691507	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018337	HMP_2012_160380657	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	43279505	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018351	HMP_2012_160178356	Stool	stool	Stool	TRUE	106408821	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018357	HMP_2012_160178356	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	78981418	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018359	HMP_2012_160178356	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	15112957	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018369	HMP_2012_160178356	Nasal cavity	anterior_nares	Anterior nares	TRUE	383568	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018394	HMP_2012_160178356	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	84508308	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018427	HMP_2012_160218816	Stool	stool	Stool	TRUE	104002377	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018439	HMP_2012_160218816	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	106285416	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018443	HMP_2012_160218816	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	86589965	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018463	HMP_2012_160218816	Nasal cavity	anterior_nares	Anterior nares	TRUE	523809	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018569	HMP_2012_765094712	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	2600933	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018573	HMP_2012_765094712	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	57802500	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018575	HMP_2012_765094712	Stool	stool	Stool	TRUE	96622062	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018585	HMP_2012_765094712	Nasal cavity	anterior_nares	Anterior nares	TRUE	300623	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018591	HMP_2012_765094712	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	85692719	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018656	HMP_2012_765013792	Stool	stool	Stool	TRUE	50514047	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018661	HMP_2012_765013792	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	5254361	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018665	HMP_2012_765013792	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	78912374	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018671	HMP_2012_765013792	Nasal cavity	anterior_nares	Anterior nares	TRUE	397311	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018739	HMP_2012_765013792	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	79566302	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018769	HMP_2012_765013792	Vagina	posterior_fornix	Posterior fornix	TRUE	960590	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018778	HMP_2012_765135172	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	23326303	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018784	HMP_2012_765135172	Nasal cavity	anterior_nares	Anterior nares	TRUE	592037	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018791	HMP_2012_765135172	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	118535103	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018817	HMP_2012_765135172	Stool	stool	Stool	TRUE	110204680	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018969	HMP_2012_764305738	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	48587300	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018971	HMP_2012_764305738	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	11515348	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018975	HMP_2012_764305738	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	55354869	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS018978	HMP_2012_764305738	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	14343937	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS018981	HMP_2012_764305738	Nasal cavity	anterior_nares	Anterior nares	TRUE	1775143	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019015	HMP_2012_763961826	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	5742482	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019016	HMP_2012_763961826	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	11501845	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019019	HMP_2012_763961826	Nasal cavity	anterior_nares	Anterior nares	TRUE	2324220	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019022	HMP_2012_763961826	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	66855521	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019024	HMP_2012_763961826	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3356899	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019025	HMP_2012_763961826	Oral cavity	keratinized_gingiva		FALSE	8059123		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019026	HMP_2012_763961826	Oral cavity	palatine_tonsils		FALSE	27963070		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019027	HMP_2012_763961826	Oral cavity	throat		FALSE	29030827		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019028	HMP_2012_763961826	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	68431464	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019029	HMP_2012_763961826	Oral cavity	subgingival_plaque		FALSE	29676084		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019030	HMP_2012_763961826	Stool	stool	Stool	TRUE	92800694	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019033	HMP_2012_763961826	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	3000119	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019039	HMP_2012_763961826	Nasal cavity	anterior_nares	Anterior nares	TRUE	1894137	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019045	HMP_2012_763961826	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	72213113	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019063	HMP_2012_764083206	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	6977560	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019064	HMP_2012_764083206	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	18789759	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019067	HMP_2012_764083206	Nasal cavity	anterior_nares	Anterior nares	TRUE	621978	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019071	HMP_2012_764083206	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	116644052	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019073	HMP_2012_764083206	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	36123060	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019077	HMP_2012_764083206	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	50140330	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019081	HMP_2012_764083206	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	9248315	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019087	HMP_2012_764083206	Nasal cavity	anterior_nares	Anterior nares	TRUE	1182642	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019116	HMP_2012_763496533	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	7432395	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019119	HMP_2012_763496533	Nasal cavity	anterior_nares	Anterior nares	TRUE	766739	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019120	HMP_2012_763496533	Oral cavity	saliva		FALSE	8198404		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019122	HMP_2012_763496533	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	105468335	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019124	HMP_2012_763496533	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	25271508	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019125	HMP_2012_763496533	Oral cavity	keratinized_gingiva		FALSE	67020833		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019126	HMP_2012_763496533	Oral cavity	palatine_tonsils		FALSE	65776998		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019127	HMP_2012_763496533	Oral cavity	throat		FALSE	43381968		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019128	HMP_2012_763496533	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	60248718	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS019129	HMP_2012_763496533	Oral cavity	subgingival_plaque		FALSE	17595401		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS019161	HMP_2012_763496533	Stool	stool	Stool	TRUE	99693609	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019215	HMP_2012_765034022	Nasal cavity	anterior_nares	Anterior nares	TRUE	173477	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019219	HMP_2012_765034022	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	76847897	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019221	HMP_2012_765034022	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3236501	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019225	HMP_2012_765034022	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	30387221	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019267	HMP_2012_765034022	Stool	stool	Stool	TRUE	123791645	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019327	HMP_2012_765337473	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	83057782	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
