Branch	Assembler	Platform	JunctionID	ContigID	LengthBp	JunctionEligible	JunctionFlankBp	SequenceSHA256	OriginalHeader	IdentityFloor	IdentityComputation	AuditedPrimaryPAFRecords	BaseLevelCigarPAFRecords	JunctionSpanningReads	SupportedByGE3Reads
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000017	s44.ctg000045c	2013697	TRUE	5000	ee0a8898fa3d5447987c8cc76fda5400fd4889aa33f037490c6f54c786bf46d1	s44.ctg000045c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	564	564	54	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000018	s62.ctg000063c	2774454	TRUE	5000	33857bff56f5cd4960e5edcdfee33fa8d16fd23baa647ee8b6f95fa750526e20	s62.ctg000063c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	84	84	42	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000019	s66.ctg000067c	1661142	TRUE	5000	6242290a654c077e1ffd9a99b56e1c8697c6c57f5a67696d42e8d513cea5152a	s66.ctg000067c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	46	46	8	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000020	s68.ctg000069c	2664102	TRUE	5000	af8a431a816e0094fe7556ad2cfb9785fbe440137f3284659bbae2a15e4e7e74	s68.ctg000069c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	39	39	18	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000021	s69.ctg000070c	1975323	TRUE	5000	ad57c12d798172ff1cae8ba962b3e242622187649c910285bd1d0e585af88730	s69.ctg000070c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	121	121	15	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000022	s81.ctg000082c	412586	TRUE	5000	9fb0b41e89adfab8547ad62f7c11abfdf0bfc0dd820f9d96eb5e797c7748f6ae	s81.ctg000082c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	12	12	3	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000023	s84.ctg000085c	1667120	TRUE	5000	be6a994baf19760ed72f4d7ad99d859a5cf91c782c703277d0e68533725b58a8	s84.ctg000085c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	223	223	46	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000024	s87.ctg000088c	1780774	TRUE	5000	c817a6c993bdffe415a0460fc6ab0675a1d04c5b918a22acb6e214bfba28a74e	s87.ctg000088c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	37	37	5	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000025	s92.ctg000093c	2154824	TRUE	5000	7eb23cf198fca754f9d0469d806e48480d2c103c0f13d398f96ff950ac56015c	s92.ctg000093c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	131	131	29	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000026	s99.ctg000100c	1737107	TRUE	5000	2dde4fdac6a555e2e1c5ff65f97ff07943996c66c0984371bc945ed3ec4c264f	s99.ctg000100c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	79	79	28	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000027	s109.ctg000110c	2009452	TRUE	5000	5dfe1b32e44c697ae6d575c7651679dbe9767aeca8000ad954b134b74843ddc7	s109.ctg000110c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	19	19	8	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000028	s147.ctg000148c	58631	TRUE	5000	69090affab53c7065f7a0688df5a2288c8c7af37e53c81e611c16d8615e35d3d	s147.ctg000148c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	118	118	36	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000029	s154.ctg000155c	40340	TRUE	5000	0bf1bc96fdfcb106de564a90cc52572198dc64b7cc24dc1b199ddc770ab2b614	s154.ctg000155c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	36	36	6	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000030	s200.ctg000201c	408488	TRUE	5000	45d790f216f02842ed104ca1f86af850da76fd086cf63854b36167ff8178ef77	s200.ctg000201c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	113	113	37	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000031	s220.ctg000221c	1471278	TRUE	5000	b6694906597f81f6a61bd3b0496e3170c78ff069bd1b84f735fb1547ba2348c7	s220.ctg000221c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	62	62	9	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000032	s291.ctg000292c	99204	TRUE	5000	1d2dc58d5d5d29d1746ead262c6e4286d8567fc332116b24f0722440888166b6	s291.ctg000292c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	100	100	43	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000033	s454.ctg000455c	53728	TRUE	5000	9ad6e33623612241a4c46e8952636458e77d92bfc2f270e164de1f4726dc0494	s454.ctg000455c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	45	45	13	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000034	s496.ctg000497c	4026	FALSE	0	6e6fe096a561aa733bed20905b8bbaae3bba7dde0b40df646efeaf92fc96e816	s496.ctg000497c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000035	s546.ctg000547c	35126	TRUE	5000	e371878d2da487d10c53da6ff22fe4d3919eb8c35dad1be14443f72177d67189	s546.ctg000547c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	22	22	2	FALSE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000036	s581.ctg000582c	3653	FALSE	0	2c278990cfa2a44d42d400d38cf22608373c1ff47f2b4607e93711bdcdeed84d	s581.ctg000582c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000037	s611.ctg000612c	21985	TRUE	5000	cc695649f3b81ae6e7061bb82ed4608d937b8e5f35112377baf8aeac880e705c	s611.ctg000612c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	14	14	2	FALSE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000038	s669.ctg000670c	16548	TRUE	5000	37a42037ea942ca1b356f804619df25d09eda696633dbf1578a610c2684de1c3	s669.ctg000670c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	105	105	31	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000039	s726.ctg000727c	45503	TRUE	5000	e57a589546cb994009c4d4894affc27783a88c86660fe1094bdac1dc8184afa7	s726.ctg000727c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	105	105	6	TRUE
hifiasm-meta-hifi	hifiasm-meta	PacBio HiFi	hifiasm-meta-hifi__junction_000040	s816.ctg000817c	16822	TRUE	5000	18472bf9cb7a28552fcc2402c63dd81439a93a83b81c890ca9504dc20a104b2e	s816.ctg000817c circular=yes source=primary_gfa	0.95	minimap2-c-paf-matches-over-block	11	11	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000001	ctg40	53345	TRUE	5000	a6eba4f7631236343d5bda9fec0d2e575870b961fa1737b2f0fc33fb47ace65b	ctg40 length=53345 coverage=21.87 circular=yes	0.95	minimap2-c-paf-matches-over-block	60	60	25	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000002	ctg136	4637184	TRUE	5000	8d52793d8b8fbf1255152ad613eaa93f33a46f1527ab3249853e024bc07a85bb	ctg136 length=4637184 coverage=145.48 circular=yes	0.95	minimap2-c-paf-matches-over-block	239	239	101	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000003	ctg225	183859	TRUE	5000	f71733a714c9e4b991780a78e161b05975bc36eb27c158ba8294b902d0378b54	ctg225 length=183859 coverage=10.48 circular=yes	0.95	minimap2-c-paf-matches-over-block	30	30	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000004	ctg229	1776858	TRUE	5000	c2db7c4a40dde03a6a754750120771c39f2fff788640144aefea37c34347fe8b	ctg229 length=1776858 coverage=11.51 circular=yes	0.95	minimap2-c-paf-matches-over-block	52	52	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000005	ctg228	404696	TRUE	5000	a36d077ea57a2ab6cf613e6bc31682d8451df866340e17470e4bff08d431744f	ctg228 length=404696 coverage=51.77 circular=yes	0.95	minimap2-c-paf-matches-over-block	144	144	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000006	ctg88	6180892	TRUE	5000	5c115b34ceaab8b8e927d79d42320adb487c8915bc44122270443d69ff758cab	ctg88 length=6180892 coverage=29.82 circular=yes	0.95	minimap2-c-paf-matches-over-block	55	55	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000007	ctg281	2013697	TRUE	5000	299f7ed3181c2cd818d946a393d37b3b2113de698620bac4465a956bf1a3bb96	ctg281 length=2013697 coverage=64.96 circular=yes	0.95	minimap2-c-paf-matches-over-block	125	125	58	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000008	ctg377	53728	TRUE	5000	5ef37ad1e9dc879f28abec8a90138bcb7131011785a47066769ee2de525d0a49	ctg377 length=53728 coverage=13.08 circular=yes	0.95	minimap2-c-paf-matches-over-block	40	40	16	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000009	ctg376	176149	TRUE	5000	1308dd385a9a73d5008e79b7e3c708a4ab31c87d3fef18ef36b742c33e432b3f	ctg376 length=176149 coverage=11.13 circular=yes	0.95	minimap2-c-paf-matches-over-block	22	22	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000010	ctg384	73527	TRUE	5000	20e7c76b1ffbdb7f174d7f990862208ae28ff8df432e608640d6cae0e169e94b	ctg384 length=73527 coverage=203.64 circular=yes	0.95	minimap2-c-paf-matches-over-block	2658	2658	318	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000011	ctg383	1661141	TRUE	5000	588a88aad4755a6aafa697b35d39df6e1b429a083864f3ef57a7e245a08f2b0c	ctg383 length=1661141 coverage=10.49 circular=yes	0.95	minimap2-c-paf-matches-over-block	28	28	5	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000012	ctg385	2664117	TRUE	5000	ec631f246d0048849ef73d8043d90c97e031135754dfe6d02498a4083fed70d7	ctg385 length=2664117 coverage=13.09 circular=yes	0.95	minimap2-c-paf-matches-over-block	30	30	11	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000013	ctg465	61598	TRUE	5000	9d890fe8441423ea592d3f25d03bcf88bfa2388a8cb80f73be84f5396a6cd30d	ctg465 length=61598 coverage=246.49 circular=yes	0.95	minimap2-c-paf-matches-over-block	873	873	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000014	ctg463	1393095	TRUE	5000	5eaca6ccf5412103782b8bc3c00074347abc734aa27f2471b73d1238271a790e	ctg463 length=1393095 coverage=22.24 circular=yes	0.95	minimap2-c-paf-matches-over-block	51	51	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000015	ctg568	88311	TRUE	5000	db01f6a671ebcb6c75ee6a3ac8a509d438e3b82640bfd04bf471204e4df00155	ctg568 length=88311 coverage=96.76 circular=yes	0.95	minimap2-c-paf-matches-over-block	1559	1559	75	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000016	ctg569	1974982	TRUE	5000	d224af5d96b5c8106a15cf774b60bf28ef74266c28d0c660448fd1b6aeb4509b	ctg569 length=1974982 coverage=26.52 circular=yes	0.95	minimap2-c-paf-matches-over-block	64	64	18	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000017	ctg706	1819793	TRUE	5000	2389b775cd12bc554d60e6aba18d673cfc5e0bdf35f2d8a439f35a38a7f91325	ctg706 length=1819793 coverage=128.57 circular=yes	0.95	minimap2-c-paf-matches-over-block	340	340	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000018	ctg766	97758	TRUE	5000	91990b332c54800b488985bfb28355e4d5e5fcb043306c554939d0d57768dc7b	ctg766 length=97758 coverage=35.22 circular=yes	0.95	minimap2-c-paf-matches-over-block	75	75	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000019	ctg768	2151286	TRUE	5000	6de6777cc0373470c88eafcc7f0952f03f111f60ef3c93b9f1432e7ae096a50c	ctg768 length=2151286 coverage=24.41 circular=yes	0.95	minimap2-c-paf-matches-over-block	59	59	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000020	ctg907	52971	TRUE	5000	411155925b44040102fbc0f7e9cb01c2556feda8c0fcdbd7d3a053859a0661af	ctg907 length=52971 coverage=136.24 circular=yes	0.95	minimap2-c-paf-matches-over-block	274	274	144	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000021	ctg615	7143710	TRUE	5000	4efe8f69342367039c84a473e0af13580c2ae947293efea2c9fda08befa59274	ctg615 length=7143710 coverage=40.16 circular=yes	0.95	minimap2-c-paf-matches-over-block	120	120	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000022	ctg905	16548	TRUE	5000	0ed4caa95a84461081a643410fb3e0a60eee83685249b3cc135c999802c64a13	ctg905 length=16548 coverage=29.48 circular=yes	0.95	minimap2-c-paf-matches-over-block	106	106	32	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000023	ctg812	6722399	TRUE	5000	190bede76f7e4c93fcb75cdd219ff1315f573efff039145a9637c1e1bf537499	ctg812 length=6722399 coverage=34.29 circular=yes	0.95	minimap2-c-paf-matches-over-block	64	64	27	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000024	ctg857	6323390	TRUE	5000	c3f2efae63e15b153d7a932c7f06ff0338d36ba3b28f83761673fd9b852b60d7	ctg857 length=6323390 coverage=38.79 circular=yes	0.95	minimap2-c-paf-matches-over-block	51	51	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000025	ctg1181	5512	FALSE	0	385be24eeb02a251a485442f190deff5aa265273ca04cfcea16f1e9dd19b392e	ctg1181 length=5512 coverage=4.01 circular=yes	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000026	ctg1135	3361587	TRUE	5000	7d656db7e1d9dd544f515bb9d0ed3f9dd188240c25a014e5cab074024dc5acfa	ctg1135 length=3361587 coverage=11.63 circular=yes	0.95	minimap2-c-paf-matches-over-block	27	27	12	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000027	ctg1219	101965	TRUE	5000	2b2bec2add6eed4713426055ca08a3949a50a3429932a1116df290fbbf5e1b3b	ctg1219 length=101965 coverage=7.91 circular=yes	0.95	minimap2-c-paf-matches-over-block	11	11	4	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000028	ctg1199	25418	TRUE	5000	9891fe7196bf04fe85b3802fe7058688724475ea8ed16ad0dc7dc680d5fab385	ctg1199 length=25418 coverage=1.39 circular=yes	0.95	minimap2-c-paf-matches-over-block	4	4	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000029	ctg1229	40082	TRUE	5000	1c615637b668c5c350cd918153f7667f5a3fa039e5d19a094d975fa6b65a3474	ctg1229 length=40082 coverage=11.18 circular=yes	0.95	minimap2-c-paf-matches-over-block	38	38	7	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000030	ctg1230	1469863	TRUE	5000	998f23f2a4c8ee923432f486c9067a4fb416a2500753b1a4fcba3950b301c515	ctg1230 length=1469863 coverage=11.37 circular=yes	0.95	minimap2-c-paf-matches-over-block	20	20	9	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000031	ctg1284	1663337	TRUE	5000	8267ae8e343b7681cee58b20da012df69dd883a335351a27da733400c016572e	ctg1284 length=1663337 coverage=80.50 circular=yes	0.95	minimap2-c-paf-matches-over-block	216	216	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000032	ctg1358	40121	TRUE	5000	82d445bce8aae22c29059824cab6b95e267eff2eef50d3914c7fa6928f6d484e	ctg1358 length=40121 coverage=7.26 circular=yes	0.95	minimap2-c-paf-matches-over-block	191	191	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000033	ctg1352	21365	TRUE	5000	0e526ede68eb4b62d3a92e73bc98127d6470ab16bad5c791909c520e7572199c	ctg1352 length=21365 coverage=2.79 circular=yes	0.95	minimap2-c-paf-matches-over-block	13	13	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000034	ctg1380	411163	TRUE	5000	4c5bad34077b4e5f93bbe71ac9d353853058f5e2df9358d2b165a200efba9ba8	ctg1380 length=411163 coverage=7.56 circular=yes	0.95	minimap2-c-paf-matches-over-block	12	12	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000035	ctg1431	1243927	TRUE	5000	5931159c5a351fb477a1e6e4f3d11f3fe586b08814695ab972e4e0fab803ea5f	ctg1431 length=1243927 coverage=81.06 circular=yes	0.95	minimap2-c-paf-matches-over-block	234	234	64	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000036	ctg1386	1729580	TRUE	5000	289ce05c6201ab6b35bfb00eaba55427a7bb8d826a20295d2603c4c43deebb9d	ctg1386 length=1729580 coverage=37.51 circular=yes	0.95	minimap2-c-paf-matches-over-block	103	103	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000037	ctg1525	48961	TRUE	5000	f075ef91397ff9004ac6459a1bf2706bc9fb819bfc873407fba41560abe118c1	ctg1525 length=48961 coverage=67.05 circular=yes	0.95	minimap2-c-paf-matches-over-block	191	191	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000038	ctg1572	1880803	TRUE	5000	ce09a79450a2587da3d79025c348060336dc89264c26d910b562ac980553e0f4	ctg1572 length=1880803 coverage=204.12 circular=yes	0.95	minimap2-c-paf-matches-over-block	995	995	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000039	ctg1614	1927794	TRUE	5000	46a1b4cd40735d27dcb20b1c22b9c6fcb42eefc9014cb7048d53324a9df8a62c	ctg1614 length=1927794 coverage=82.99 circular=yes	0.95	minimap2-c-paf-matches-over-block	191	191	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000040	ctg1682	8291	FALSE	0	a1503f75c0642a1aa20bf94804690da750aedf69ce3a96a68de8746dbd758497	ctg1682 length=8291 coverage=16.10 circular=yes	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000041	ctg1706	21959	TRUE	5000	7b734679d0d5a40fa568df05814d1344e81395105f839da828d3a251e14b93c8	ctg1706 length=21959 coverage=323.10 circular=yes	0.95	minimap2-c-paf-matches-over-block	1402	1402	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000042	ctg1806	6130	FALSE	0	225c334d42e0f7bbfc530c5668bd2b456fc09c3dc3445e056444afcfa0cf336f	ctg1806 length=6130 coverage=5.21 circular=yes	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000043	ctg1825	26585	TRUE	5000	cdddcac2ce599f17b7f86831303dd34889bc238a13f6328924b47deaa7ae655e	ctg1825 length=26585 coverage=2.64 circular=yes	0.95	minimap2-c-paf-matches-over-block	36	36	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000044	ctg1479	2768766	TRUE	5000	bcead4a5b094c7ca0dfcca24b15b71848582d62c64c73c5bc9f9b900c95c4e04	ctg1479 length=2768766 coverage=47.95 circular=yes	0.95	minimap2-c-paf-matches-over-block	129	129	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000045	ctg1865	83224	TRUE	5000	dd23f3b9ce10c4f07e19f7e2ded11966bf795e9fe292128f75078e2d13c3305e	ctg1865 length=83224 coverage=151.04 circular=yes	0.95	minimap2-c-paf-matches-over-block	1265	1265	177	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000046	ctg1864	2180123	TRUE	5000	fae5a13f8d582b574c93dadb716515f7f329b1f4f9460beb0b2b301701b33cb8	ctg1864 length=2180123 coverage=25.78 circular=yes	0.95	minimap2-c-paf-matches-over-block	47	47	12	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000047	ctg2019	3624	FALSE	0	1aefc11faf28d2cfa456ea008bb9c427dec562a700ebb08501c7812a32e308bc	ctg2019 length=3624 coverage=7.83 circular=yes	0.95	minimap2-c-paf-matches-over-block	0	0	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000048	ctg2053	339639	TRUE	5000	1041afb62dc537647bbf68c8dbc43056b1a1af41417f757bbf2c1e1478d23e95	ctg2053 length=339639 coverage=51.28 circular=yes	0.95	minimap2-c-paf-matches-over-block	141	141	26	TRUE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000049	ctg1754	2969536	TRUE	5000	8fd46518de31bbbc8e244e49c0d338e3f69524271d071a6659c103fae48ccfde	ctg1754 length=2969536 coverage=138.23 circular=yes	0.95	minimap2-c-paf-matches-over-block	355	355	0	FALSE
metamdbg-hifi	metaMDBG	PacBio HiFi	metamdbg-hifi__junction_000050	ctg1963	2232824	TRUE	5000	efabb74bd2bf8a8074f1fe45f64eee6c33cb4da89b535b920bbda225a9e09fae	ctg1963 length=2232824 coverage=49.67 circular=yes	0.95	minimap2-c-paf-matches-over-block	588	588	40	TRUE
