FeatureID	Taxon	Species	Prevalence	MeanRelativeAbundance	SelectedForMixedModel
S120	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified	s__Alloprevotella_unclassified	0.0026263952724885093	7.636456082392389e-07	False
S121	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	s__Paraprevotella_clara	0.11227839789888379	0.0010257286862792791	False
S122	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	s__Paraprevotella_unclassified	0.14116874589625739	0.002515167192057084	False
S123	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	s__Paraprevotella_xylaniphila	0.09323703217334209	0.0002773885232631908	False
S124	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii	s__Prevotella_amnii	0.0006565988181221273	2.655939828958159e-07	False
S125	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bergensis	s__Prevotella_bergensis	0.004596191726854892	3.94602848842189e-06	False
S126	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	s__Prevotella_bivia	0.02757715036112935	0.00011719696822234294	False
S127	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	s__Prevotella_buccae	0.018384766907419567	0.000574335548232126	False
S128	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	s__Prevotella_buccalis	0.026263952724885097	2.830897970433891e-05	False
S129	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	s__Prevotella_copri	0.20091923834537098	0.046990936051442556	True
S130	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	s__Prevotella_dentalis	0.001969796454366382	8.817548156652883e-05	False
S131	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	s__Prevotella_denticola	0.001969796454366382	5.376272926529096e-06	False
S132	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	s__Prevotella_disiens	0.03808273145108339	6.421187652354445e-05	False
S133	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	s__Prevotella_histicola	0.0006565988181221273	3.5921868332830294e-06	False
S134	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	s__Prevotella_intermedia	0.0006565988181221273	2.738672848785539e-07	False
S135	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	s__Prevotella_melaninogenica	0.001969796454366382	8.867909084782047e-06	False
S136	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	s__Prevotella_nigrescens	0.001969796454366382	3.753761182445451e-06	False
S137	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	s__Prevotella_oralis	0.005909389363099146	1.2010131192329199e-05	False
S138	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	s__Prevotella_oris	0.005909389363099146	0.00010389019680441368	False
S139	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oulorum	s__Prevotella_oulorum	0.0	4.249138511827492e-08	False
S140	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	s__Prevotella_pallens	0.0006565988181221273	1.3711097891136053e-06	False
S141	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	s__Prevotella_salivae	0.0006565988181221273	6.757716387656212e-07	False
S142	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	s__Prevotella_stercorea	0.03282994090610637	0.0023653355400269586	False
S143	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	s__Prevotella_timonensis	0.03151674326986211	4.3299763882367625e-05	False
S144	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	s__Alistipes_finegoldii	0.4602757715036113	0.003725200861672342	True
S145	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	s__Alistipes_indistinctus	0.1963230466185161	0.0003998157759445726	False
S146	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	s__Alistipes_onderdonkii	0.5351280367695338	0.010153219237241256	True
S147	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	s__Alistipes_putredinis	0.5764937623112278	0.03152808738338209	True
S148	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	s__Alistipes_senegalensis	0.13788575180564674	0.00016235203691711085	False
S149	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	s__Alistipes_shahii	0.4563361785948785	0.004355897658281873	True
S150	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11	s__Alistipes_sp_AP11	0.06369008535784636	0.0003767846575254167	False
S151	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5	s__Alistipes_sp_HGB5	0.03611293499671701	0.0008477037929587674	False
S152	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified	s__Alistipes_unclassified	0.12409717662508207	0.002801274788310066	False
S153	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_unclassified	s__Cellulophaga_unclassified	0.014445173998686802	6.343374551271538e-06	False
S154	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified	s__Pedobacter_unclassified	0.005252790544977019	1.1844963447746287e-06	False
S155	k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides	s__Chlorobium_phaeobacteroides	0.0	8.269214539042616e-08	False
S156	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Arthrospira|s__Arthrospira_unclassified	s__Arthrospira_unclassified	0.0006565988181221273	6.525935653315825e-07	False
S157	k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified	s__Deinococcus_unclassified	0.011162179908076166	3.0458554516600354e-06	False
S158	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_licheniformis	s__Bacillus_licheniformis	0.0	1.0769308317342941e-08	False
S159	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_AP8	s__Bacillus_sp_AP8	0.0006565988181221273	3.154694366080137e-06	False
S160	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans	s__Gemella_haemolysans	0.0013131976362442547	1.146421699803061e-06	False
S161	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum	s__Gemella_morbillorum	0.0013131976362442547	4.7258898662902017e-07	False
S162	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis	s__Gemella_sanguinis	0.0	0.0	False
S163	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified	s__Gemella_unclassified	0.0006565988181221273	5.865868887203699e-07	False
S164	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	s__Staphylococcus_aureus	0.0026263952724885093	3.0895125051573044e-06	False
S165	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_caprae_capitis	s__Staphylococcus_caprae_capitis	0.0	9.389364038082825e-09	False
S166	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	s__Staphylococcus_epidermidis	0.001969796454366382	0.0004172217015591644	False
S167	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	s__Staphylococcus_hominis	0.0006565988181221273	9.809943361197234e-08	False
S168	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	s__Abiotrophia_defectiva	0.0006565988181221273	3.142329458097214e-07	False
S169	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans	s__Aerococcus_viridans	0.0	8.036766240975004e-08	False
S170	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia|s__Facklamia_hominis	s__Facklamia_hominis	0.0	3.428206206734158e-08	False
S171	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia|s__Facklamia_unclassified	s__Facklamia_unclassified	0.0006565988181221273	2.3125407365726261e-07	False
S172	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	s__Granulicatella_adiacens	0.008535784635587657	1.1056841850553253e-05	False
S173	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	s__Granulicatella_elegans	0.0006565988181221273	5.499046933517379e-07	False
S174	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	s__Granulicatella_unclassified	0.028890347997373604	1.9458070221677427e-05	False
S175	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini	s__Enterococcus_asini	0.001969796454366382	3.783132511359014e-06	False
S176	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	s__Enterococcus_avium	0.009192383453709783	2.906206223958042e-05	False
S177	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	s__Enterococcus_casseliflavus	0.011162179908076166	3.897775577613419e-05	False
S178	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	s__Enterococcus_dispar	0.0	4.031516340118228e-08	False
S179	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	s__Enterococcus_durans	0.001969796454366382	2.5426983351218417e-06	False
S180	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	s__Enterococcus_faecalis	0.011818778726198293	2.7947042362814e-05	False
S181	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	s__Enterococcus_faecium	0.020354563361785948	0.00013104156348273325	False
S182	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	s__Enterococcus_gallinarum	0.007222586999343401	2.925173978421034e-05	False
S183	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	s__Enterococcus_hirae	0.004596191726854892	4.671681415944732e-05	False
S184	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_mundtii	s__Enterococcus_mundtii	0.0	0.0	False
S185	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_raffinosus	s__Enterococcus_raffinosus	0.0013131976362442547	7.084627393918565e-07	False
S186	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus_halophilus	s__Tetragenococcus_halophilus	0.0	2.1667752330929274e-08	False
S187	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	s__Lactobacillus_acidophilus	0.015101772816808929	0.0006486181993056574	False
S188	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	s__Lactobacillus_amylovorus	0.0013131976362442547	1.2996671193180053e-06	False
S189	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis	s__Lactobacillus_animalis	0.0013131976362442547	8.346880660328429e-06	False
S190	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	s__Lactobacillus_casei_paracasei	0.01247537754432042	8.695712128326706e-06	False
S191	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	s__Lactobacillus_crispatus	0.004596191726854892	0.0002609085776261199	False
S192	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	s__Lactobacillus_curvatus	0.0006565988181221273	1.7710931531880447e-07	False
S193	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	s__Lactobacillus_delbrueckii	0.0006565988181221273	3.0460922587123455e-07	False
S194	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	s__Lactobacillus_fermentum	0.017071569271175313	1.854465253060519e-05	False
S195	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	s__Lactobacillus_gasseri	0.025607353906762966	0.0003459187811312353	False
S196	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_jensenii	s__Lactobacillus_jensenii	0.0006565988181221273	4.108522906070248e-06	False
S197	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	s__Lactobacillus_johnsonii	0.0006565988181221273	2.1824339567920198e-07	False
S198	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	s__Lactobacillus_mucosae	0.0	6.001315598162483e-08	False
S199	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris	s__Lactobacillus_oris	0.004596191726854892	3.99513197492126e-06	False
S200	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	s__Lactobacillus_plantarum	0.003939592908732764	1.2512967118632913e-06	False
S201	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	s__Lactobacillus_reuteri	0.0013131976362442547	4.0043378846269193e-07	False
S202	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	s__Lactobacillus_rhamnosus	0.007879185817465528	4.919086527226303e-06	False
S203	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis	s__Lactobacillus_ruminis	0.010505581089954037	1.1272134647834815e-05	False
S204	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei	s__Lactobacillus_sakei	0.0013131976362442547	7.21381364084649e-07	False
S205	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	s__Lactobacillus_salivarius	0.003939592908732764	2.7137532324557786e-06	False
S206	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sanfranciscensis	s__Lactobacillus_sanfranciscensis	0.0013131976362442547	7.614661326374083e-07	False
S207	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	s__Lactobacillus_vaginalis	0.003282994090610637	2.9157436958509205e-06	False
S208	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	s__Pediococcus_acidilactici	0.003282994090610637	2.107288838549378e-06	False
S209	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_lolii	s__Pediococcus_lolii	0.0013131976362442547	2.5069223457809335e-07	False
S210	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus	s__Pediococcus_pentosaceus	0.0006565988181221273	2.936212322820535e-06	False
S211	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_unclassified	s__Pediococcus_unclassified	0.0013131976362442547	2.535982362909055e-06	False
S212	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_gelidum	s__Leuconostoc_gelidum	0.0	6.435931147287947e-08	False
S213	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	s__Leuconostoc_lactis	0.001969796454366382	6.007050230511675e-07	False
S214	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_unclassified	s__Leuconostoc_unclassified	0.001969796454366382	4.3082501273768286e-07	False
S215	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	s__Weissella_cibaria	0.0026263952724885093	1.8891359958937416e-06	False
S216	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa	s__Weissella_confusa	0.001969796454366382	5.60109629541067e-07	False
S217	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_unclassified	s__Weissella_unclassified	0.004596191726854892	1.134275814074438e-06	False
S218	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	s__Lactococcus_garvieae	0.0006565988181221273	1.7485147356535058e-07	False
S219	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	s__Lactococcus_lactis	0.02298095863427446	1.458862716486737e-05	False
S220	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	s__Streptococcus_agalactiae	0.0026263952724885093	7.28233859967303e-07	False
S221	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	s__Streptococcus_anginosus	0.0026263952724885093	2.773768735549205e-06	False
S222	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	s__Streptococcus_australis	0.028233749179251477	1.616820883547994e-05	False
S223	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	s__Streptococcus_constellatus	0.0	5.713679297202346e-09	False
S224	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	s__Streptococcus_cristatus	0.0006565988181221273	1.4854194341649273e-07	False
S225	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae	s__Streptococcus_dysgalactiae	0.0	8.083450803451504e-08	False
S226	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	s__Streptococcus_gallolyticus	0.001969796454366382	2.076812075298824e-06	False
S227	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	s__Streptococcus_gordonii	0.005909389363099146	2.9644211270463827e-06	False
S228	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	s__Streptococcus_infantarius	0.0013131976362442547	3.7952197676302424e-07	False
S229	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	s__Streptococcus_infantis	0.011818778726198293	5.085781617359641e-06	False
S230	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	s__Streptococcus_intermedius	0.006565988181221274	7.050111377915448e-06	False
S231	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	s__Streptococcus_lutetiensis	0.009192383453709783	1.9711715017794394e-05	False
S232	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus	s__Streptococcus_macedonicus	0.0013131976362442547	6.158261781868038e-06	False
S233	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	s__Streptococcus_mitis_oralis_pneumoniae	0.03808273145108339	2.1308505213679492e-05	False
S234	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	s__Streptococcus_mutans	0.005252790544977019	2.0624760600974708e-06	False
S235	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	s__Streptococcus_parasanguinis	0.2606697307944846	0.00047590126381425775	False
S236	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	s__Streptococcus_pasteurianus	0.005252790544977019	1.5941653001206133e-05	False
S237	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	s__Streptococcus_peroris	0.0	5.784636195010355e-08	False
S238	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	s__Streptococcus_pseudopneumoniae	0.0	2.9218647406434666e-08	False
S239	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	s__Streptococcus_salivarius	0.25147734734077476	0.0004652009645396903	False
S240	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	s__Streptococcus_sanguinis	0.007222586999343401	2.5031924223926458e-06	False
S241	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis	s__Streptococcus_suis	0.0	2.2987721621975645e-09	False
S242	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	s__Streptococcus_thermophilus	0.1490479317137229	0.00021988707497278752	False
S243	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus	s__Streptococcus_tigurinus	0.0	5.767650421570865e-08	False
S244	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	s__Streptococcus_vestibularis	0.019041365725541694	2.2329159609021365e-05	False
S245	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	s__Butyricicoccus_pullicaecorum	0.0334865397242285	9.851766081943396e-05	False
S246	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	s__Clostridiaceae_bacterium_JC118	0.1608667104399212	0.0001412981161715328	False
