FeatureID	Species	Term	Estimate	SE	DF	TStatistic	PValue	QValueWithinTerm	QValueGlobal	CILower	CIUpper
S401	s__Veillonella_unclassified	DiagnosisUC:WeekYearCentered	0.99363236857281	0.654094219232223	1419.35513267022	1.51909669793312	0.12896086591005	0.363863772366039	0.306421637059541	-0.288392301122347	2.27565703826797
S255	s__Clostridium_leptum	DiagnosisUC	-1.04598120084863	0.684242455190635	106.749545198227	-1.52867041925543	0.129304002516641	0.370279643570381	0.306421637059541	-2.38709641302228	0.295134011325011
S425	s__Bilophila_unclassified	DiagnosisCD:WeekYearCentered	-0.648890690825204	0.427621013625727	1415.74097890243	-1.51744341402535	0.129378024536251	0.254712985805743	0.306421637059541	-1.48702787753163	0.189246495881221
S096	s__Barnesiella_intestinihominis	DiagnosisCD	-1.3947452870822	0.919549783126773	104.236862610217	-1.51676974175297	0.132351773140181	0.359245569691383	0.311125436859381	-3.19706286201067	0.407572287846279
S292	s__Eubacterium_ventriosum	DiagnosisUC:WeekYearCentered	0.715932679519394	0.479826685793162	1415.40045211724	1.49206515751817	0.135904908103355	0.363863772366039	0.316351554989314	-0.224527624635203	1.65639298367399
S484	s__Haemophilus_parainfluenzae	AntibioticsYes	-0.421459969986274	0.28368251689871	1474.63096496072	-1.48567481208846	0.137578901084926	0.24076307689862	0.316351554989314	-0.977477703107746	0.134557763135198
S335	s__Oscillibacter_unclassified	DiagnosisCD:WeekYearCentered	-0.856798600909434	0.576709474977766	1427.74275506956	-1.48566763350379	0.137587819154082	0.262667654748703	0.316351554989314	-1.98714917186586	0.273551970046988
S071	s__Bacteroides_faecis	DiagnosisUC:WeekYearCentered	0.507595105776248	0.34255148578792	1412.46671240811	1.48180675558508	0.138614770425158	0.363863772366039	0.316403280318295	-0.163805806368075	1.17899601792057
S146	s__Alistipes_onderdonkii	DiagnosisCD	-1.24250557988939	0.835789103667848	104.680513554348	-1.48662572225059	0.140119487718117	0.359245569691383	0.317536968569834	-2.88065222307837	0.395641063299591
S072	s__Bacteroides_finegoldii	DiagnosisCD	-1.15753609512985	0.783444719195819	104.244302705196	-1.47749556129247	0.142557765750549	0.359245569691383	0.320754972938735	-2.69308774475365	0.378015554493959
S074	s__Bacteroides_fragilis	DiagnosisCD:WeekYearCentered	-0.836493377687312	0.574178439335115	1414.57658363563	-1.45685264437298	0.145378990089156	0.269378716929906	0.322991150814882	-1.96188311878414	0.288896363409515
S093	s__Bacteroides_vulgatus	DiagnosisUC:WeekYearCentered	0.626989489776042	0.430611533279188	1413.94157294578	1.45604434930342	0.145602360049883	0.366917947325706	0.322991150814882	-0.217009115451166	1.47098809500325
S144	s__Alistipes_finegoldii	DiagnosisCD	-1.07719187619719	0.754435206066801	104.518299530483	-1.42781231248879	0.156327052716414	0.378792473889772	0.344356794445247	-2.55588488008812	0.401501127693736
S401	s__Veillonella_unclassified	DiagnosisCD:WeekYearCentered	0.808840133791552	0.589235004771609	1420.29160204952	1.37269532061332	0.170063790591766	0.30611482306518	0.372014541919489	-0.346060475560801	1.9637407431439
S301	s__Ruminococcus_torques	DiagnosisCD	0.460023663803112	0.342285749786987	105.370122683253	1.3439755061068	0.181843004932149	0.424300344841681	0.395038252093979	-0.210856405779383	1.13090373338561
S103	s__Odoribacter_splanchnicus	DiagnosisCD:WeekYearCentered	0.704572285925519	0.534033437599537	1416.10415920542	1.3193411429302	0.187268362926465	0.327719635121314	0.404037906313949	-0.342133251769573	1.75127782362061
S080	s__Bacteroides_ovatus	DiagnosisUC:WeekYearCentered	0.563612849041715	0.429619043294972	1414.27535465695	1.31188981922001	0.189770214358576	0.450575345035035	0.405517810531531	-0.278440475816431	1.40566617389986
S505	s__Akkermansia_muciniphila	DiagnosisCD	-0.977076804878744	0.741773086575382	106.166069213521	-1.31721792359671	0.190601466265113	0.428853299096505	0.405517810531531	-2.43095205456649	0.476798444809005
S352	s__Ruminococcus_lactaris	AntibioticsYes	0.227708297534296	0.174696042342051	1436.43291013946	1.30345424247476	0.192628600886313	0.327989239346966	0.405517810531531	-0.114695945456124	0.570112540524715
S299	s__Ruminococcus_gnavus	DiagnosisUC:WeekYearCentered	-0.818171316604731	0.62836134826879	1416.21627061036	-1.30207136205766	0.193103719300729	0.450575345035035	0.405517810531531	-2.04975955921156	0.413416926002097
S505	s__Akkermansia_muciniphila	DiagnosisCD:WeekYearCentered	-0.861453873271317	0.666139501146908	1420.87481120258	-1.29320340827729	0.196150928596468	0.333986716258851	0.409189023231042	-2.16708729551926	0.444179548976622
S069	s__Bacteroides_dorei	AntibioticsYes	0.260519191353123	0.204452394538049	1431.77666089791	1.27422910326755	0.202789012629499	0.336202836727854	0.420253545909817	-0.140207501941454	0.661245884647699
S094	s__Bacteroides_xylanisolvens	DiagnosisUC	1.06749298027976	0.839139521635524	105.508097479162	1.27212811785955	0.206124247175034	0.539497513819625	0.424373450066246	-0.577220482125868	2.71220644268538
S312	s__Lachnospiraceae_bacterium_1_1_57FAA	DiagnosisCD	0.625285825360777	0.496279440126299	108.322385921217	1.2599470677279	0.210396167754547	0.437432141574683	0.428971750442328	-0.34742187728677	1.59799352800832
S289	s__Eubacterium_rectale	DiagnosisCD	-0.868746750682237	0.690453196401788	105.725768697627	-1.25822685043621	0.211081337519241	0.437432141574683	0.428971750442328	-2.22203501562974	0.484541514265267
S505	s__Akkermansia_muciniphila	AntibioticsYes	-0.367514916716803	0.29616895606905	1471.72599905751	-1.24089614791065	0.214841878743176	0.345214554374439	0.429018433862701	-0.948006070612142	0.212976237178536
S345	s__Faecalibacterium_prausnitzii	DiagnosisCD	-0.577070636832574	0.462858933884448	105.68198344788	-1.2467527243984	0.21524438712405	0.437432141574683	0.429018433862701	-1.48427414724609	0.330132873580944
S074	s__Bacteroides_fragilis	DiagnosisUC	1.43427604590098	1.15580369383661	104.70421382945	1.24093395232195	0.217403345340211	0.539497513819625	0.429018433862701	-0.831099194018785	3.69965128582074
S290	s__Eubacterium_siraeum	DiagnosisUC	-1.11240227015563	0.897995381574577	105.457950343653	-1.23876168294441	0.21818393940238	0.539497513819625	0.429018433862701	-2.8724732180418	0.647668677730542
S049	s__Collinsella_aerofaciens	AntibioticsYes	-0.231026267135489	0.187943307991387	1448.18587153453	-1.22923380249366	0.219183844047263	0.345214554374439	0.429018433862701	-0.599395150798607	0.137342616527629
S080	s__Bacteroides_ovatus	DiagnosisCD:WeekYearCentered	0.475700831479514	0.387063233945301	1414.61978162795	1.22900030217476	0.219276088418714	0.36353667290471	0.429018433862701	-0.282943107053276	1.2343447700123
S286	s__Eubacterium_hallii	DiagnosisUC	0.728027726053329	0.593515684551583	107.080915346079	1.22663603507525	0.222649767608099	0.539497513819625	0.432930103682415	-0.435263015667774	1.89131846777443
S108	s__Parabacteroides_merdae	AntibioticsYes	0.226830890209201	0.187528314325375	1425.88828161058	1.20958208911127	0.226639798003542	0.348251396932272	0.437312007043806	-0.140724605868534	0.594386386286936
S071	s__Bacteroides_faecis	DiagnosisCD:WeekYearCentered	0.372479019135558	0.308629365333716	1412.64984885389	1.20688133072756	0.22767990207995	0.367790611052226	0.437312007043806	-0.232434536918526	0.977392575189642
S248	s__Clostridium_bolteae	DiagnosisUC:WeekYearCentered	-0.728870330883932	0.619370391586036	1416.98624101992	-1.17679233748565	0.239476042693058	0.533737443671484	0.457181536050383	-1.94283629839256	0.485095636624699
S105	s__Parabacteroides_distasonis	DiagnosisCD	1.01731796000658	0.870408793354317	105.064601929072	1.168781804336	0.245136608799734	0.481424125965754	0.46516886609588	-0.688683274967886	2.72331919498104
S328	s__Roseburia_intestinalis	DiagnosisCD:WeekYearCentered	-0.852068526053677	0.741615843595554	1421.84186925308	-1.14893517096752	0.250775952597782	0.394972125341507	0.471575607222674	-2.30563557950096	0.601498527393609
S316	s__Lachnospiraceae_bacterium_3_1_46FAA	AntibioticsYes	-0.229611620198943	0.200157762369702	1454.30603418643	-1.14715321294829	0.251506990518759	0.377260485778139	0.471575607222674	-0.621920834443558	0.162697594045672
S352	s__Ruminococcus_lactaris	DiagnosisCD	-0.806324318776133	0.705426868662314	104.579593285694	-1.14303034743367	0.255635921567383	0.481424125965754	0.472763309274479	-2.18896098135427	0.576312343802003
S077	s__Bacteroides_massiliensis	DiagnosisCD:WeekYearCentered	-0.475061204100212	0.420008661745203	1413.44318392323	-1.13107477861589	0.258215492491741	0.396770146999505	0.472763309274479	-1.29827818112081	0.348155772920385
S039	s__Bifidobacterium_longum	DiagnosisUC	0.934149581703227	0.823564084221488	105.611806641808	1.13427673644398	0.259246495288403	0.590149459528888	0.472763309274479	-0.680036023370889	2.54833518677734
S077	s__Bacteroides_massiliensis	DiagnosisCD	-1.07172929406144	0.945938327583908	104.467368876643	-1.13298009268619	0.259816194965645	0.481424125965754	0.472763309274479	-2.9257684161259	0.782309828003023
S074	s__Bacteroides_fragilis	DiagnosisUC:WeekYearCentered	0.717788095302945	0.637313801632545	1414.17047824032	1.12627106688143	0.260241885903835	0.533737443671484	0.472763309274479	-0.531346955896844	1.96692314650273
S065	s__Bacteroides_cellulosilyticus	DiagnosisUC:WeekYearCentered	-0.458075149159203	0.407490154841574	1412.95716136343	-1.124137954541	0.261145447027808	0.533737443671484	0.472763309274479	-1.25675585264869	0.340605554330283
S299	s__Ruminococcus_gnavus	DiagnosisUC	1.01129744652043	0.909753866298646	105.397620948499	1.11161654155417	0.268832330254771	0.590149459528888	0.482474525352754	-0.771820131424914	2.79441502446578
S290	s__Eubacterium_siraeum	DiagnosisUC:WeekYearCentered	0.654400894953798	0.594051033436388	1415.95957200259	1.10159036534	0.27082701344435	0.533737443671484	0.482474525352754	-0.509939130581522	1.81874092048912
S310	s__Dorea_longicatena	DiagnosisUC:WeekYearCentered	-0.521766297312501	0.473922834162382	1415.42418071949	-1.1009520109633	0.271104733293452	0.533737443671484	0.482474525352754	-1.45065505227077	0.407122457645769
S289	s__Eubacterium_rectale	DiagnosisUC	-0.843753997535747	0.767563246383959	106.063653140305	-1.09926315715445	0.274142217411338	0.590149459528888	0.485139317329053	-2.34817796044831	0.660669965376814
S299	s__Ruminococcus_gnavus	AntibioticsYes	0.274526115112794	0.25281200139554	1449.62185631793	1.08589035962451	0.277708041346501	0.406874572205338	0.48870409510697	-0.220985407622464	0.770037637848052
S285	s__Eubacterium_eligens	DiagnosisUC	0.912506710050873	0.842131118732088	105.620970453823	1.08356844884766	0.281023552156614	0.590149459528888	0.491791216274074	-0.738070282664021	2.56308370276577
S281	s__Flavonifractor_plautii	AntibioticsYes	0.234066803823826	0.221354095526272	1454.61660366896	1.05743154770789	0.290490253818109	0.415929227057746	0.505549336755272	-0.199787223407667	0.667920831055318
S329	s__Roseburia_inulinivorans	DiagnosisUC:WeekYearCentered	-0.710678520763974	0.678864041276856	1421.38357464096	-1.04686428732811	0.295340158333268	0.550313896419119	0.509422369799791	-2.04125204166661	0.619895000138664
S103	s__Odoribacter_splanchnicus	DiagnosisUC:WeekYearCentered	0.618429543646987	0.592771861064872	1415.54420945789	1.04328424520021	0.296994801242064	0.550313896419119	0.509422369799791	-0.543403304040163	1.78026239133414
S253	s__Clostridium_hathewayi	DiagnosisUC	0.748785836246228	0.715325970644356	106.753308072664	1.0467756896506	0.297567352517973	0.604733651891365	0.509422369799791	-0.653253066216709	2.15082473870916
S285	s__Eubacterium_eligens	DiagnosisUC:WeekYearCentered	0.611906115416125	0.606878961854071	1416.76112439983	1.00828361811505	0.313490494914535	0.564282890846163	0.533781112962587	-0.577576649817854	1.8013888806501
S146	s__Alistipes_onderdonkii	AntibioticsYes	-0.189395642136049	0.191457596859017	1433.05689691615	-0.989230227701612	0.322717504530893	0.45180450634325	0.546537709286189	-0.564652531979723	0.185861247707625
S252	s__Clostridium_clostridioforme	DiagnosisUC	0.82145708907111	0.841964007635379	105.624847263627	0.975643948698162	0.33147012572291	0.652581810016979	0.558358767928966	-0.828792365894231	2.47170654403645
S292	s__Eubacterium_ventriosum	AntibioticsYes	-0.186242122814542	0.193250464123222	1444.04678329302	-0.963734414090663	0.335340451372457	0.459270618184018	0.561873628629383	-0.565013032496056	0.192528786866973
S484	s__Haemophilus_parainfluenzae	DiagnosisCD	0.665421698687718	0.69044263451854	106.266622499276	0.96376102143769	0.337353791174296	0.607236824113732	0.562256318623826	-0.687845864968621	2.01868926234406
S355	s__Subdoligranulum_unclassified	DiagnosisUC:WeekYearCentered	0.341998410501996	0.359299445219171	1419.7807309932	0.951847866877109	0.341336151536579	0.570283071934078	0.564342623268098	-0.362228502127578	1.04622532313157
S069	s__Bacteroides_dorei	DiagnosisUC:WeekYearCentered	0.480828716296906	0.506542005955618	1413.76908953784	0.949237596573649	0.342662015520522	0.570283071934078	0.564342623268098	-0.511993615376105	1.47365104796992
S072	s__Bacteroides_finegoldii	DiagnosisUC:WeekYearCentered	0.346767447583453	0.366311023897333	1412.78898667817	0.946647588964296	0.343980265611031	0.570283071934078	0.564342623268098	-0.37120215925532	1.06473705442223
S301	s__Ruminococcus_torques	DiagnosisCD:WeekYearCentered	0.359679827571556	0.389665561012269	1424.65628419964	0.923047514481866	0.356138742731883	0.534208114097824	0.581235044705328	-0.40406467201249	1.1234243271556
S105	s__Parabacteroides_distasonis	AntibioticsYes	0.196228472558721	0.213398245623916	1436.33105516241	0.919541170476843	0.357966979913758	0.479828079458867	0.581235044705328	-0.222032088864155	0.614489033981597
S285	s__Eubacterium_eligens	AntibioticsYes	-0.215009394041465	0.244026089747441	1452.74793914601	-0.881091830238286	0.378413862043998	0.496668193932748	0.611283930994151	-0.69330052994645	0.263281741863519
S092	s__Bacteroides_uniformis	AntibioticsYes	0.176527731527262	0.204250893982454	1444.15058648121	0.864269076552616	0.387583619893529	0.498321797005965	0.620353677384598	-0.223804020678348	0.576859483732872
S335	s__Oscillibacter_unclassified	DiagnosisCD	0.425563242124429	0.491937758296941	108.206642555302	0.865075377823615	0.388911248673766	0.638864272883542	0.620353677384598	-0.538634764137576	1.38976124838643
S352	s__Ruminococcus_lactaris	DiagnosisCD:WeekYearCentered	-0.335626763845159	0.390265190896289	1414.62759535397	-0.859996668097285	0.389936597213176	0.571302456382095	0.620353677384598	-1.10054653800189	0.429293010311567
S286	s__Eubacterium_hallii	DiagnosisCD	-0.457469636351472	0.533725457067321	106.623026565938	-0.85712538214899	0.393298017218564	0.638864272883542	0.622557162933907	-1.50357153220342	0.588632259500477
S080	s__Bacteroides_ovatus	DiagnosisCD	0.648416580433951	0.761471158657775	105.059029852138	0.851531371952284	0.396411066546903	0.638864272883542	0.62262848169176	-0.844066890535289	2.14090005140319
S306	s__Coprococcus_comes	DiagnosisUC:WeekYearCentered	-0.395102502084736	0.466960287405322	1415.92434105443	-0.846115853406152	0.397631085647683	0.624311243332819	0.62262848169176	-1.31034466539917	0.520139661229695
S312	s__Lachnospiraceae_bacterium_1_1_57FAA	DiagnosisUC:WeekYearCentered	-0.591433358607929	0.701437700694961	1428.14066564403	-0.843173040202938	0.399272867624557	0.624311243332819	0.62262848169176	-1.96625125197005	0.783384534754195
S328	s__Roseburia_intestinalis	DiagnosisCD	-0.683260985810737	0.812426562570928	106.97731098367	-0.841012612449	0.402216811380964	0.638864272883542	0.622707101002735	-2.27561704844976	0.909095076828282
S049	s__Collinsella_aerofaciens	DiagnosisUC	0.579397256751014	0.690444995357377	105.346218728618	0.839164974251303	0.403276979697009	0.769892415785199	0.622707101002735	-0.773874934149445	1.93266944765147
S399	s__Veillonella_parvula	DiagnosisCD	0.625492891567182	0.749120998457798	105.155442671671	0.834969107600605	0.405628109767329	0.638864272883542	0.623282217447359	-0.842784265410103	2.09377004854447
S301	s__Ruminococcus_torques	DiagnosisUC:WeekYearCentered	-0.351358221731955	0.432612249543929	1423.10089587571	-0.812178162089414	0.416825241345162	0.624311243332819	0.637378403027797	-1.19927823083806	0.496561787374146
S345	s__Faecalibacterium_prausnitzii	DiagnosisUC	0.412221853893851	0.514586095047395	106.04568132139	0.801074607070143	0.424879659360057	0.787277015873046	0.641896469019679	-0.596366892399043	1.42081060018675
S071	s__Bacteroides_faecis	DiagnosisCD	0.673333276434907	0.841002375583787	104.293211586752	0.8006318364648	0.425164908789914	0.645766418047721	0.641896469019679	-0.975031379709316	2.32169793257913
S031	s__Bifidobacterium_adolescentis	DiagnosisUC:WeekYearCentered	0.41299402577684	0.518531503668366	1416.60964734904	0.796468532490509	0.425893212778137	0.624311243332819	0.641896469019679	-0.603327721413157	1.42931577296684
S049	s__Collinsella_aerofaciens	DiagnosisUC:WeekYearCentered	0.369173405463626	0.467004612595302	1416.01223666921	0.790513402880552	0.429360368187536	0.624311243332819	0.642705913696783	-0.546155635223166	1.28450244615042
S290	s__Eubacterium_siraeum	DiagnosisCD	-0.639420752374048	0.807996734752933	105.22489723475	-0.791365515319276	0.430510945365147	0.645766418047721	0.642705913696783	-2.2230943524898	0.944252847741701
S328	s__Roseburia_intestinalis	DiagnosisUC	0.691975920663612	0.903356665811365	107.402818276387	0.766005219037269	0.445353426499208	0.801636167698575	0.659332109722142	-1.07860314432666	2.46255498565389
S450	s__Escherichia_coli	DiagnosisUC:WeekYearCentered	-0.628839684254131	0.824609377332915	1419.09550518161	-0.762590993432582	0.445834093240687	0.624311243332819	0.659332109722142	-2.24507406382665	0.987394695318383
S281	s__Flavonifractor_plautii	DiagnosisUC:WeekYearCentered	0.416669860840534	0.550662882342276	1417.46539801646	0.756669596229558	0.449373578754314	0.624311243332819	0.661461108914061	-0.662629388550326	1.4959691102314
S330	s__Roseburia_unclassified	AntibioticsYes	0.219703350126952	0.296547274198742	1514.83357243978	0.740871251373262	0.458886331880107	0.576741893399197	0.668496285530887	-0.361529307302582	0.800936007556486
S096	s__Barnesiella_intestinihominis	DiagnosisUC:WeekYearCentered	0.275346289145416	0.373785576089423	1412.40646008006	0.736642360644605	0.461462201578016	0.624311243332819	0.668496285530887	-0.457273439989853	1.00796601828069
S069	s__Bacteroides_dorei	DiagnosisCD:WeekYearCentered	0.333519997976937	0.456368018151701	1414.09810274401	0.730813695770574	0.465014022726004	0.665815532539505	0.668496285530887	-0.560961317600397	1.22800131355427
S484	s__Haemophilus_parainfluenzae	DiagnosisUC	0.562282301735608	0.76773984272838	106.69928811651	0.732386507045641	0.465538457386966	0.81469230042719	0.668496285530887	-0.942487790012016	2.06705239348323
S335	s__Oscillibacter_unclassified	DiagnosisUC:WeekYearCentered	-0.467148504428967	0.640282411681968	1426.14599179067	-0.72959758991631	0.465756006930833	0.624311243332819	0.668496285530887	-1.72210203132562	0.787805022467691
S301	s__Ruminococcus_torques	AntibioticsYes	-0.12523424491051	0.172086395997222	1496.2658902154	-0.727740529312566	0.466886294656493	0.576741893399197	0.668496285530887	-0.462523581065066	0.212055091244045
S039	s__Bifidobacterium_longum	DiagnosisCD	0.533416829782549	0.741017723545631	105.374526590571	0.719843551420402	0.473214936183735	0.693314906501751	0.674491877365957	-0.918977908366888	1.98581156793199
S450	s__Escherichia_coli	DiagnosisCD:WeekYearCentered	-0.525539932348927	0.74282897476698	1420.1281902491	-0.707484428045884	0.479381568990793	0.669052223366275	0.680203577622071	-1.98148472289221	0.930404858194353
S108	s__Parabacteroides_merdae	DiagnosisUC	0.780833197755953	1.11566396408593	104.583918518978	0.699882063857548	0.48555484970342	0.826755554900419	0.685873442406177	-1.40586817185247	2.96753456736437
S064	s__Bacteroides_caccae	DiagnosisCD:WeekYearCentered	-0.291799074661617	0.421154549943897	1413.35683548237	-0.692855092508174	0.488514321822995	0.669052223366275	0.686973265063586	-1.11726199255166	0.533663843228421
S401	s__Veillonella_unclassified	AntibioticsYes	0.180044100130685	0.262195088259878	1468.0059099706	0.686679911990692	0.492392908248572	0.596552946531924	0.689350071548001	-0.333858272858676	0.693946473120045
S064	s__Bacteroides_caccae	DiagnosisUC:WeekYearCentered	0.312775748738814	0.467449809466231	1413.11243292315	0.6691108700974	0.503534053248994	0.657941886475488	0.701828437050589	-0.603425877814999	1.22897737529263
S450	s__Escherichia_coli	DiagnosisUC	0.604671484409563	0.911500783515946	105.599857455036	0.663380103829592	0.508532747000204	0.831056089688875	0.703336671102647	-1.18187005128169	2.39121302010082
S401	s__Veillonella_unclassified	DiagnosisCD	0.452139683168736	0.682466989036182	106.148978200832	0.662507770239954	0.509081780988582	0.719737019960153	0.703336671102647	-0.885495615342181	1.78977498167965
S399	s__Veillonella_parvula	DiagnosisUC:WeekYearCentered	0.418284904231247	0.637330281517659	1417.13731958267	0.656307908727003	0.511732578369824	0.657941886475488	0.703911625268535	-0.830882447543364	1.66745225600586
S412	s__Burkholderiales_bacterium_1_1_47	DiagnosisCD	0.461476100627791	0.70487057370162	104.786640578436	0.654696220618708	0.514097871400109	0.719737019960153	0.704090563004498	-0.920070223827385	1.84302242508297
S091	s__Bacteroides_thetaiotaomicron	DiagnosisUC	0.628865336634246	0.981464474644502	104.668528591808	0.640741822939672	0.523090805245903	0.831056089688875	0.710998237804248	-1.29480503366898	2.55253570693747
S248	s__Clostridium_bolteae	DiagnosisCD:WeekYearCentered	0.355920969467283	0.557976201612067	1417.73252242453	0.637878404919386	0.523655844985986	0.701921664555683	0.710998237804248	-0.737712385692368	1.44955432462693
S401	s__Veillonella_unclassified	DiagnosisUC	0.480810263434013	0.758771287005676	106.531571891786	0.633669554539188	0.527654660119921	0.831056089688875	0.71335286668573	-1.00638145909711	1.96800198596514
S316	s__Lachnospiraceae_bacterium_3_1_46FAA	DiagnosisUC:WeekYearCentered	0.310004388056412	0.497921921287882	1417.1347517782	0.622596384699396	0.533649954065255	0.672398942122222	0.717463072845823	-0.665922577667836	1.28593135378066
S450	s__Escherichia_coli	AntibioticsYes	-0.204071476466541	0.330199449171532	1472.1840150442	-0.618024884591888	0.536654528220522	0.627115871080053	0.717463072845823	-0.851262396842743	0.443119443909661
S399	s__Veillonella_parvula	AntibioticsYes	0.157896995649173	0.256034673253516	1457.23424355775	0.616701611710338	0.537527889497188	0.627115871080053	0.717463072845823	-0.343930963927719	0.659724955226065
S090	s__Bacteroides_stercoris	DiagnosisCD	-0.640393817613754	1.04688843118065	104.544427363487	-0.611711619443093	0.542056567287736	0.73608308883391	0.720454931205219	-2.69229514272783	1.41150750750032
S092	s__Bacteroides_uniformis	DiagnosisUC	0.483286366698098	0.801143511921799	105.496351221669	0.603245685081792	0.547640023701412	0.841495646175341	0.723763706594012	-1.08695491666863	2.05352765006482
S093	s__Bacteroides_vulgatus	DiagnosisCD	-0.466283389748448	0.775852749143398	104.786725593004	-0.60099469939787	0.549141351987203	0.73608308883391	0.723763706594012	-1.98695477806951	1.05438799857261
S355	s__Subdoligranulum_unclassified	DiagnosisUC	-0.215170572168338	0.372424939906676	105.388103992745	-0.577755539739784	0.56466156426663	0.846992346399945	0.739112451930029	-0.945123454385423	0.514782310048746
S416	s__Sutterella_wadsworthensis	DiagnosisUC:WeekYearCentered	-0.274967743934944	0.478323998578154	1413.94816675475	-0.574856676128109	0.565479685444879	0.698533729078968	0.739112451930029	-1.21248278114812	0.662547293278237
S105	s__Parabacteroides_distasonis	DiagnosisCD:WeekYearCentered	-0.271441162559092	0.476685195161222	1415.03243536705	-0.569434849906103	0.56915145110762	0.747011279578751	0.740196032093465	-1.20574414507509	0.662861819956904
S065	s__Bacteroides_cellulosilyticus	DiagnosisCD	-0.513241135491182	0.903018306645533	104.523139377433	-0.568361828009592	0.571008367614958	0.749448482494633	0.740196032093465	-2.28315701651643	1.25667474553406
S300	s__Ruminococcus_obeum	DiagnosisCD	0.222453790340467	0.415981263150163	106.313582122836	0.534768774573783	0.593926449967982	0.761856914893749	0.766749310409484	-0.592869485433852	1.03777706611479
S300	s__Ruminococcus_obeum	DiagnosisCD:WeekYearCentered	0.201172777017666	0.387237794852442	1421.56252712337	0.519507082448713	0.603488050837239	0.768388557673937	0.775913208219308	-0.557813300893121	0.960158854928453
S064	s__Bacteroides_caccae	AntibioticsYes	0.0967591240472686	0.188840644747987	1426.5477786586	0.512385054480175	0.608460867855506	0.683310849369106	0.775968586128419	-0.273368539658785	0.466886787753322
S330	s__Roseburia_unclassified	DiagnosisCD:WeekYearCentered	0.346633179601608	0.679106853065986	1434.91696692353	0.510425094426086	0.609832188630109	0.768388557673937	0.775968586128419	-0.984416252407724	1.67768261161094
S285	s__Eubacterium_eligens	DiagnosisCD	-0.386008241828453	0.757653247124254	105.347175140758	-0.5094787665645	0.611482272159866	0.761856914893749	0.775968586128419	-1.87100860619199	1.09899212253508
S335	s__Oscillibacter_unclassified	AntibioticsYes	0.128569181080114	0.254414250808341	1499.78120935638	0.505353692537331	0.613384691891988	0.683310849369106	0.775968586128419	-0.370082750504234	0.627221112664461
S290	s__Eubacterium_siraeum	AntibioticsYes	0.119201431406402	0.239138053206629	1446.82312497172	0.498462832694406	0.618233625619667	0.683310849369106	0.776965629242996	-0.34950915287859	0.587912015691394
S384	s__Dialister_invisus	DiagnosisUC:WeekYearCentered	0.278411153112481	0.559927100075107	1413.7728999177	0.497227501714305	0.619105945841244	0.744938427983613	0.776965629242996	-0.819045963034728	1.37586826925969
S425	s__Bilophila_unclassified	DiagnosisUC:WeekYearCentered	-0.230912908014934	0.474649663784903	1415.24221011916	-0.486491249511506	0.626694233065579	0.744938427983613	0.783367791331974	-1.16122624903334	0.699400433003476
S306	s__Coprococcus_comes	AntibioticsYes	0.0887982226365569	0.187998265229099	1446.25108613182	0.472335329947569	0.636758718402429	0.691651711368156	0.79280235690421	-0.279678377212476	0.45727482248559
S310	s__Dorea_longicatena	DiagnosisCD	-0.313465127819456	0.667859051466924	104.927018964476	-0.469358208338935	0.63978747652529	0.761856914893749	0.793215616233085	-1.62246886869463	0.995538613055715
S316	s__Lachnospiraceae_bacterium_3_1_46FAA	DiagnosisCD	0.283033535149482	0.609723723174231	105.56402050496	0.464199643858378	0.643460597507327	0.761856914893749	0.793215616233085	-0.912024962272011	1.47809203257098
S425	s__Bilophila_unclassified	DiagnosisCD	-0.321418012118449	0.694884873257606	105.002060463981	-0.462548581050049	0.644645072240222	0.761856914893749	0.793215616233085	-1.68339236370336	1.04055633946646
S484	s__Haemophilus_parainfluenzae	DiagnosisUC:WeekYearCentered	0.320364566644987	0.7087775064422	1420.3535695778	0.451995956041408	0.651340910856899	0.759897729333049	0.796218471152126	-1.06883934598172	1.7095684792717
S091	s__Bacteroides_thetaiotaomicron	DiagnosisCD	-0.398276350152654	0.883359728151558	104.554141115635	-0.450865414689045	0.653020212766071	0.761856914893749	0.796218471152126	-2.12966141732971	1.3331087170244
S090	s__Bacteroides_stercoris	DiagnosisUC	0.507509062144045	1.16312570771708	104.648756228264	0.436332082402476	0.663494675117841	0.913595619838732	0.796218471152126	-1.77221732498143	2.78723544926952
S416	s__Sutterella_wadsworthensis	DiagnosisCD:WeekYearCentered	0.187452155430979	0.430942757452705	1414.30609897997	0.434981565855764	0.663642172322223	0.819793271692158	0.796218471152126	-0.657195649176324	1.03209996003828
S093	s__Bacteroides_vulgatus	DiagnosisUC	0.372817036156136	0.862062878489233	104.922512380737	0.432470815597	0.666286837589183	0.913595619838732	0.796218471152126	-1.31682620568276	2.06246027799503
S103	s__Odoribacter_splanchnicus	DiagnosisCD	0.353377232345461	0.817392333601609	104.892331063875	0.432322665406468	0.666394406833948	0.763324502373431	0.796218471152126	-1.24871174151369	1.95546620620461
S312	s__Lachnospiraceae_bacterium_1_1_57FAA	DiagnosisUC	-0.238065743132444	0.552316991969352	109.070539156221	-0.431030995956855	0.667296498237642	0.913595619838732	0.796218471152126	-1.32060704739237	0.844475561127487
S064	s__Bacteroides_caccae	DiagnosisUC	-0.474072268609611	1.09976666304321	104.642279936634	-0.431066229356131	0.667306909156068	0.913595619838732	0.796218471152126	-2.6296149281743	1.68147039095508
