community	medium	receiver	donor	compound	scs	mus	mps	smetana	Compound	CompoundName	PositiveSMETANA
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_2oh_mtz_glc_e	0.0	0.0	0	0.0	2oh_mtz_glc	2oh mtz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3hibup_S_e	0.0	0.0	0	0.0	3hibup_S	3hibup S	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3hibupglu_S_e	0.0	0.0	0	0.0	3hibupglu_S	3hibupglu S	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3meacmp_e	0.0	0.0	0	0.0	3meacmp	3meacmp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_cbz_e	0.0	0.0	0	0.0	3oh_cbz	3oh cbz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_cbz_glc_e	0.0	0.0	0	0.0	3oh_cbz_glc	3oh cbz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_dlor_e	0.0	0.0	0	0.0	3oh_dlor	3oh dlor	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_dlor_glc_e	0.0	0.0	0	0.0	3oh_dlor_glc	3oh dlor glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_mdea_e	0.0	0.0	0	0.0	3oh_mdea	3oh mdea	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_mdea_glc_e	0.0	0.0	0	0.0	3oh_mdea_glc	3oh mdea glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_mxn_e	0.0	0.0	0	0.0	3oh_mxn	3oh mxn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_3oh_mxn_glc_e	0.0	0.0	0	0.0	3oh_mxn_glc	3oh mxn glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4abut_e	0.0	0.0	1	0.0	4abut	4abut	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4abz_e	0.0	0.0	0	0.0	4abz	4abz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4dh_tpno_1glc_e	0.0	0.0	0	0.0	4dh_tpno_1glc	4dh tpno 1glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4dh_tpno_e	0.0	0.0	0	0.0	4dh_tpno	4dh tpno	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4hmdgluc_e	0.0	0.0	0	0.0	4hmdgluc	4hmdgluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_dcf_e	0.0	0.0	0	0.0	4oh_dcf	4oh dcf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_dcf_glc_e	0.0	0.0	0	0.0	4oh_dcf_glc	4oh dcf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_kp_e	0.0	0.0	0	0.0	4oh_kp	4oh kp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_kp_glc_e	0.0	0.0	0	0.0	4oh_kp_glc	4oh kp glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_levole_e	0.0	0.0	0	0.0	4oh_levole	4oh levole	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_levole_glc_e	0.0	0.0	0	0.0	4oh_levole_glc	4oh levole glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_meth_e	0.0	0.0	0	0.0	4oh_meth	4oh meth	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_meth_glc_e	0.0	0.0	0	0.0	4oh_meth_glc	4oh meth glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_propl_e	0.0	0.0	0	0.0	4oh_propl	4oh propl	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_propl_glc_e	0.0	0.0	0	0.0	4oh_propl_glc	4oh propl glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_trz_e	0.0	0.0	0	0.0	4oh_trz	4oh trz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_trz_glc_e	0.0	0.0	0	0.0	4oh_trz_glc	4oh trz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_vcz_e	0.0	0.0	0	0.0	4oh_vcz	4oh vcz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4oh_vcz_glc_e	0.0	0.0	0	0.0	4oh_vcz_glc	4oh vcz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_4ohmdz_e	0.0	0.0	0	0.0	4ohmdz	4ohmdz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_5oh_sulfp_e	0.0	0.0	0	0.0	5oh_sulfp	5oh sulfp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_5oh_sulfp_glc_e	0.0	0.0	0	0.0	5oh_sulfp_glc	5oh sulfp glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_5ohfvs_e	0.0	0.0	0	0.0	5ohfvs	5ohfvs	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_5ohfvsglu_e	0.0	0.0	0	0.0	5ohfvsglu	5ohfvsglu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_6bhglz_e	0.0	0.0	0	0.0	6bhglz	6bhglz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_6bhglzglc_e	0.0	0.0	0	0.0	6bhglzglc	6bhglzglc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_6ohfvs_e	0.0	0.0	0	0.0	6ohfvs	6ohfvs	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_6ohfvsglu_e	0.0	0.0	0	0.0	6ohfvsglu	6ohfvsglu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_7a_czp_e	0.0	0.0	0	0.0	7a_czp	7a czp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_7bhglz_e	0.0	0.0	0	0.0	7bhglz	7bhglz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_7bhglzglc_e	0.0	0.0	0	0.0	7bhglzglc	7bhglzglc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_7oh_efv_e	0.0	0.0	0	0.0	7oh_efv	7oh efv	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_7oh_efv_glc_e	0.0	0.0	0	0.0	7oh_efv_glc	7oh efv glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_814dioh_efv_e	0.0	0.0	0	0.0	814dioh_efv	814dioh efv	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_814dioh_efv_glc_e	0.0	0.0	0	0.0	814dioh_efv_glc	814dioh efv glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_8oh_efv_e	0.0	0.0	0	0.0	8oh_efv	8oh efv	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_8oh_efv_glc_e	0.0	0.0	0	0.0	8oh_efv_glc	8oh efv glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_N_oh_phtn_e	0.0	0.0	0	0.0	N_oh_phtn	N oh phtn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_N_oh_phtn_glc_e	0.0	0.0	0	0.0	N_oh_phtn_glc	N oh phtn glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_6oh_warf_e	0.0	0.0	0	0.0	R_6oh_warf	R 6oh warf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_6oh_warf_glc_e	0.0	0.0	0	0.0	R_6oh_warf_glc	R 6oh warf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_7oh_warf_e	0.0	0.0	0	0.0	R_7oh_warf	R 7oh warf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_7oh_warf_glc_e	0.0	0.0	0	0.0	R_7oh_warf_glc	R 7oh warf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_8oh_warf_e	0.0	0.0	0	0.0	R_8oh_warf	R 8oh warf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_R_8oh_warf_glc_e	0.0	0.0	0	0.0	R_8oh_warf_glc	R 8oh warf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_S_4oh_warf_e	0.0	0.0	0	0.0	S_4oh_warf	S 4oh warf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_S_4oh_warf_glc_e	0.0	0.0	0	0.0	S_4oh_warf_glc	S 4oh warf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_S_6oh_warf_e	0.0	0.0	0	0.0	S_6oh_warf	S 6oh warf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_S_6oh_warf_glc_e	0.0	0.0	0	0.0	S_6oh_warf_glc	S 6oh warf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ac_amn_b_gly_e	0.0	0.0	0	0.0	ac_amn_b_gly	ac amn b gly	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ac_amn_b_gly_glc_e	0.0	0.0	0	0.0	ac_amn_b_gly_glc	ac amn b gly glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ac_e	0.0	0.07	0	0.0	ac	Acetate	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_acald_e	0.0	0.0	0	0.0	acald	acald	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_acmp_e	0.0	0.0	0	0.0	acmp	acmp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_acmp_glc_e	0.0	0.0	0	0.0	acmp_glc	acmp glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_acmpglu_e	0.0	0.0	0	0.0	acmpglu	acmpglu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ade_e	0.0	0.0	0	0.0	ade	ade	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_adn_e	0.0	0.0	0	0.0	adn	adn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_adocbl_e	0.0	0.0	0	0.0	adocbl	adocbl	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ala_L_e	0.0	0.13	0	0.0	ala_L	ala L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alaasp_e	0.0	0.0	0	0.0	alaasp	alaasp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alagln_e	0.0	0.0	0	0.0	alagln	alagln	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alaglu_e	0.0	0.0	0	0.0	alaglu	alaglu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alagly_e	0.0	0.0	0	0.0	alagly	alagly	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alahis_e	0.0	0.0	0	0.0	alahis	alahis	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alaleu_e	0.0	0.0	0	0.0	alaleu	alaleu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alathr_e	0.0	0.0	0	0.0	alathr	alathr	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alpz_4oh_e	0.0	0.0	0	0.0	alpz_4oh	alpz 4oh	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alpz_4oh_glc_e	0.0	0.0	0	0.0	alpz_4oh_glc	alpz 4oh glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alpz_aoh_e	0.0	0.0	0	0.0	alpz_aoh	alpz aoh	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_alpz_aoh_glc_e	0.0	0.0	0	0.0	alpz_aoh_glc	alpz aoh glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am14_e	0.0	0.0	0	0.0	am14	am14	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am14_glc_e	0.0	0.0	0	0.0	am14_glc	am14 glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am1ccs_e	0.0	0.0	0	0.0	am1ccs	am1ccs	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am1cglc_e	0.0	0.0	0	0.0	am1cglc	am1cglc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am5_e	0.0	0.0	0	0.0	am5	am5	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am5_glc_e	0.0	0.0	0	0.0	am5_glc	am5 glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am6_e	0.0	0.0	0	0.0	am6	am6	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_am6_glc_e	0.0	0.0	0	0.0	am6_glc	am6 glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amio_c_e	0.0	0.0	0	0.0	amio_c	amio c	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amio_c_glc_e	0.0	0.0	0	0.0	amio_c_glc	amio c glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amio_e	0.0	0.0	0	0.0	amio	amio	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amio_glc_e	0.0	0.0	0	0.0	amio_glc	amio glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amn_b_gly_e	0.0	0.0	0	0.0	amn_b_gly	amn b gly	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amn_b_gly_glc_e	0.0	0.0	0	0.0	amn_b_gly_glc	amn b gly glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amntd_m6_e	0.0	0.0	0	0.0	amntd_m6	amntd m6	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_amntd_m6_glc_e	0.0	0.0	0	0.0	amntd_m6_glc	amntd m6 glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_anzp_e	0.0	0.0	0	0.0	anzp	anzp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_arab_L_e	0.0	0.13	0	0.0	arab_L	arab L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_arabttr_e	0.0	0.0	0	0.0	arabttr	arabttr	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_arbt_e	0.0	0.0	0	0.0	arbt	arbt	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_arg_L_e	0.0	0.0	0	0.0	arg_L	arg L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_arsenb_e	0.0	0.0	0	0.0	arsenb	arsenb	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_asn_L_e	0.0	0.09	0	0.0	asn_L	asn L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_asp_L_e	0.0	0.09	0	0.0	asp_L	asp L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_atvacid_e	0.0	0.0	0	0.0	atvacid	atvacid	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_atvacylgluc_e	0.0	0.0	0	0.0	atvacylgluc	atvacylgluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_atvethgluc_e	0.0	0.0	0	0.0	atvethgluc	atvethgluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_atvlac_e	0.0	0.0	0	0.0	atvlac	atvlac	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_atvlacgluc_e	0.0	0.0	0	0.0	atvlacgluc	atvlacgluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bhpm_e	0.0	0.0	0	0.0	bhpm	bhpm	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bhpm_glc_e	0.0	0.0	0	0.0	bhpm_glc	bhpm glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_355_e	0.0	0.0	0	0.0	bilr_355	bilr 355	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M10_e	0.0	0.0	0	0.0	bilr_M10	bilr M10	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M12_e	0.0	0.0	0	0.0	bilr_M12	bilr M12	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M14_e	0.0	0.0	0	0.0	bilr_M14	bilr M14	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M15_e	0.0	0.0	0	0.0	bilr_M15	bilr M15	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M16_e	0.0	0.0	0	0.0	bilr_M16	bilr M16	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bilr_M7_e	0.0	0.0	0	0.0	bilr_M7	bilr M7	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_brv_e	0.0	0.0	0	0.0	brv	brv	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bsn_e	0.0	0.0	0	0.0	bsn	bsn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bsn_glc_e	0.0	0.0	0	0.0	bsn_glc	bsn glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_btn_e	0.0	0.0	0	0.0	btn	btn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_but_e	0.0	0.0	1	0.0	but	Butyrate	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bvu_e	0.0	0.0	0	0.0	bvu	bvu	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bz_e	0.0	0.0	0	0.0	bz	bz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_bz_glc_e	0.0	0.0	0	0.0	bz_glc	bz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ca2_e	0.0	1.0	0	0.0	ca2	ca2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_caribup_s_e	0.0	0.0	0	0.0	caribup_s	caribup s	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_caribupglu_S_e	0.0	0.0	0	0.0	caribupglu_S	caribupglu S	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cbl1_e	0.0	0.0	0	0.0	cbl1	cbl1	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cbl2_e	0.0	0.0	0	0.0	cbl2	cbl2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cbz_e	0.0	0.0	0	0.0	cbz	cbz	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cbz_glc_e	0.0	0.0	0	0.0	cbz_glc	cbz glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cd2_e	0.0	0.0	0	0.0	cd2	cd2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cd6168_e	0.0	0.0	0	0.0	cd6168	cd6168	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cd6168_glc_e	0.0	0.0	0	0.0	cd6168_glc	cd6168 glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cellb_e	0.0	0.0	0	0.0	cellb	cellb	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_chlphncl_e	0.0	0.0	0	0.0	chlphncl	chlphncl	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_chlphncl_glc_e	0.0	0.0	0	0.0	chlphncl_glc	chlphncl glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cl_e	0.0	1.0	0	0.0	cl	cl	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clcxb_c_e	0.0	0.0	0	0.0	clcxb_c	clcxb c	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clcxb_c_glc_e	0.0	0.0	0	0.0	clcxb_c_glc	clcxb c glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clcxb_e	0.0	0.0	0	0.0	clcxb	clcxb	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clcxb_glc_e	0.0	0.0	0	0.0	clcxb_glc	clcxb glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clobi_c_e	0.0	0.0	0	0.0	clobi_c	clobi c	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_clobi_glc_e	0.0	0.0	0	0.0	clobi_glc	clobi glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_co2_e	0.0	0.0	1	0.0	co2	Carbon dioxide	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cobalt2_e	0.0	1.0	0	0.0	cobalt2	cobalt2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cro4_e	0.0	0.0	0	0.0	cro4	cro4	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_crvsm1_e	0.0	0.0	0	0.0	crvsm1	crvsm1	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_crvsm23_e	0.0	0.0	0	0.0	crvsm23	crvsm23	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cu2_e	0.0	1.0	0	0.0	cu2	cu2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cvm1gluc_e	0.0	0.0	0	0.0	cvm1gluc	cvm1gluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cvm23gluc_e	0.0	0.0	0	0.0	cvm23gluc	cvm23gluc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cys_L_e	0.0	0.63	0	0.0	cys_L	cys L	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_cytd_e	0.0	0.0	0	0.0	cytd	cytd	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_czp_e	0.0	0.0	0	0.0	czp	czp	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_daa_e	0.0	0.0	0	0.0	daa	daa	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_daa_glc_e	0.0	0.0	0	0.0	daa_glc	daa glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dad_2_e	0.0	0.0	0	0.0	dad_2	dad 2	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dcf_e	0.0	0.0	0	0.0	dcf	dcf	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dcf_glc_e	0.0	0.0	0	0.0	dcf_glc	dcf glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dcyt_e	0.0	0.0	0	0.0	dcyt	dcyt	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ddea_e	0.0	0.0	0	0.0	ddea	ddea	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_ddea_glc_e	0.0	0.0	0	0.0	ddea_glc	ddea glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_des_astzl_e	0.0	0.0	0	0.0	des_astzl	des astzl	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_des_astzl_glc_e	0.0	0.0	0	0.0	des_astzl_glc	des astzl glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dfdcytd_e	0.0	0.0	0	0.0	dfdcytd	dfdcytd	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dfduri_e	0.0	0.0	0	0.0	dfduri	dfduri	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dgsn_e	0.0	0.0	0	0.0	dgsn	dgsn	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_digoxin_e	0.0	0.0	0	0.0	digoxin	digoxin	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_digoxin_glc_e	0.0	0.0	0	0.0	digoxin_glc	digoxin glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_din_e	0.0	0.0	0	0.0	din	din	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dlb_e	0.0	0.0	0	0.0	dlb	dlb	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dlb_glc_e	0.0	0.0	0	0.0	dlb_glc	dlb glc	False
all	western_diet_gut_anoxic_membership	Prevotella_copri	Eubacterium_rectale	M_dnpz_5des_e	0.0	0.0	0	0.0	dnpz_5des	dnpz 5des	False
