Branch	Sequence	Gene	Accession	VirulenceFactor	VFCCategory	ReferenceCoveragePercent	IdentityPercent	AlignedBp
Full 90/80	megahit-co__c005296_1	eutL	NP_602995	Eut locus	Nutritional/Metabolic factor	100.00	100.00	654
Full 90/80	megahit-co__c005296_3	eutB	NP_602993	Eut locus	Nutritional/Metabolic factor	95.83	99.92	1311
Full 90/80	megahit-co__c006115_13	mfa5	WP_012457399	Mfa1 fimbriae	Adherence	99.92	100.00	3684
Full 90/80	megahit-co__c006115_15	mfa3	WP_012457397	Mfa1 fimbriae	Adherence	100.00	100.00	1341
Full 90/80	megahit-co__c006115_17	mfa1	WP_012457396	Mfa1 fimbriae	Adherence	100.00	100.00	1692
Full 90/80	megahit-co__c006316_1	tagR	WP_015886545	HSI-1	Effector delivery system	83.01	99.58	1432
Full 90/80	megahit-co__c006437_1	algL	WP_049587325	Alginate	Biofilm	100.00	100.00	1104
Full 90/80	megahit-co__c006981_1	flhF	WP_015885175	Flagella	Motility	91.80	99.92	1209
Full 90/80	megahit-co__c007074_28	ptk1	WP_012458343	Ptk1	Post-translational modification	100.00	100.00	2466
Full 90/80	megahit-co__c007091_1	pvdQ	WP_197686815	Pyoverdine	Nutritional/Metabolic factor	87.70	99.75	2010
Full 90/80	megahit-co__c007391_2	motD	WP_043205705	Flagella	Motility	100.00	99.89	888
Full 90/80	megahit-co__c007391_3	motC	WP_010166125	Flagella	Motility	100.00	100.00	741
Full 90/80	megahit-co__c007520_3	flgB	WP_003175633	Flagella	Motility	100.00	99.51	408
Full 90/80	megahit-co__c007662_2	FN0086	NP_603000	Eut locus	Nutritional/Metabolic factor	100.00	100.00	588
Full 90/80	megahit-co__c007662_3	eutN	NP_603001	Eut locus	Nutritional/Metabolic factor	100.00	100.00	249
Full 90/80	megahit-co__c007662_5	eutH	NP_603003	Eut locus	Nutritional/Metabolic factor	100.00	100.00	1083
Full 90/80	megahit-co__c007662_6	eutQ	WP_005904018	Eut locus	Nutritional/Metabolic factor	100.00	100.00	450
Full 90/80	megahit-co__c007662_8	eutG	NP_603006	Eut locus	Nutritional/Metabolic factor	100.00	100.00	1119
Full 90/80	megahit-co__c007713_37	porW	WP_012458585	T9SS	Effector delivery system	100.00	100.00	3483
Full 90/80	megahit-co__c007808_3	algQ	WP_003255887	Alginate	Biofilm	100.00	100.00	471
Full 90/80	megahit-co__c007847_1	pvdH	WP_015885139	Pyoverdine	Nutritional/Metabolic factor	100.00	99.93	1395
Full 90/80	megahit-co__c008102_3	gbp	NP_604062	Gbp	Adherence	100.00	100.00	1026
Full 90/80	megahit-co__c008122_2	algF	WP_003251744	Alginate	Biofilm	100.00	99.85	648
Full 90/80	megahit-co__c008122_3	algJ	WP_049587323	Alginate	Biofilm	100.00	100.00	1158
Full 90/80	megahit-co__c008302_2	algC	WP_049588362	Alginate	Biofilm	96.79	95.50	1356
Full 90/80	megahit-co__c008417_1	fliK	WP_015885185	Flagella	Motility	83.82	100.00	1124
Full 90/80	megahit-co__c008447_23	ltp1	WP_012457551	Ltp1	Post-translational modification	100.00	100.00	504
Full 90/80	megahit-co__c008447_9	porZ	WP_039416951	T9SS	Effector delivery system	98.97	100.00	2307
Full 90/80	megahit-co__c008489_2	pilN	WP_012721814	Type IV pili	Adherence	100.00	100.00	555
Full 90/80	megahit-co__c008515_2	mucD	WP_012722769	Alginate	Biofilm	100.00	100.00	1437
Full 90/80	megahit-co__c008652_3	gacA	WP_003190387	GacS/GacA two-component system	Regulation	91.12	100.00	585
Full 90/80	megahit-co__c008658_2	tssL1/icmH	WP_010953990	Putida K1-T6SS	Effector delivery system	100.00	100.00	717
Full 90/80	megahit-co__c008867_2	pilG	WP_010955560	Type IV pili	Adherence	100.00	100.00	402
Full 90/80	megahit-co__c009342_2	pilM	WP_010955629	Type IV pili	Adherence	100.00	99.77	882
Full 90/80	megahit-co__c009539_1	chpE	WP_012724141	Type IV pili	Adherence	80.39	100.00	492
Full 90/80	megahit-co__c009858_2	mucB	WP_010952533	Alginate	Biofilm	100.00	99.90	966
Full 90/80	megahit-co__c009858_3	mucA	WP_003252050	Alginate	Biofilm	100.00	100.00	591
Full 90/80	megahit-co__c009858_4	algU	WP_003252049	Alginate	Biofilm	100.00	100.00	582
Full 90/80	megahit-co__c009936_17	porP	WP_012458452	T9SS	Effector delivery system	100.00	100.00	942
Full 90/80	megahit-co__c009936_18	porK	WP_012458451	T9SS	Effector delivery system	100.00	100.00	1476
Full 90/80	megahit-co__c009936_20	porM	WP_004584766	T9SS	Effector delivery system	100.00	100.00	1551
Full 90/80	megahit-co__c009936_21	porN	WP_012458449	T9SS	Effector delivery system	100.00	100.00	1080
Full 90/80	megahit-co__c010550_1	fliJ	WP_010955087	Flagella	Motility	100.00	100.00	453
Full 90/80	megahit-co__c010596_1	sov	WP_012457811	T9SS	Effector delivery system	100.00	99.97	7500
Full 90/80	megahit-co__c010597_2	fliL	WP_010955083	Flagella	Motility	100.00	99.20	498
Full 90/80	megahit-co__c010683_2	fliG	WP_003254434	Flagella	Motility	98.92	99.31	1009
Full 90/80	megahit-co__c010699_14	plug	WP_012457276	T9SS	Effector delivery system	100.00	100.00	1260
Full 90/80	megahit-co__c010699_32	wbpB	WP_012457298	LPS	Immune modulation	100.00	100.00	972
Full 90/80	megahit-co__c010699_42	fimA	WP_012457306	FimA fimbriae	Adherence	100.00	100.00	1152
Full 90/80	megahit-co__c010699_44	fimC	WP_039417483	FimA fimbriae	Adherence	100.00	100.00	1362
Full 90/80	megahit-co__c010699_45	fimD	WP_012457310	FimA fimbriae	Adherence	100.00	100.00	2013
Full 90/80	megahit-co__c010699_46	fimE	WP_012457311	FimA fimbriae	Adherence	100.00	100.00	1653
Full 90/80	megahit-co__c011103_2	flgI	WP_015885207	Flagella	Motility	99.73	100.00	1104
Full 90/80	megahit-co__c011475_1	fliE	WP_003254438	Flagella	Motility	100.00	99.70	333
Full 90/80	megahit-co__c011475_2	fliF	WP_010955090	Flagella	Motility	81.96	99.73	1458
Full 90/80	megahit-co__c011873_1	fliF	WP_015885193	Flagella	Motility	97.31	99.94	1734
Full 90/80	megahit-co__c011933_2	pilQ	WP_010955626	Type IV pili	Adherence	98.10	99.76	1239
Full 90/80	megahit-co__c011933_3	pilP	WP_049588306	Type IV pili	Adherence	89.52	100.00	897
Full 90/80	megahit-co__c011981_32	porY	WP_012458675	T9SS	Effector delivery system	100.00	99.92	1188
Full 90/80	megahit-co__c012105_2	fleI/flaG	WP_010955096	Flagella	Motility	100.00	100.00	345
Full 90/80	megahit-co__c012159_5	porU	WP_012457177	T9SS	Effector delivery system	100.00	99.94	3477
Full 90/80	megahit-co__c012338_4	wbaP	WP_012458596	LPS	Immune modulation	100.00	100.00	1407
Full 90/80	megahit-co__c012339_5	husD	WP_012458742	Hus system	Nutritional/Metabolic factor	100.00	100.00	597
Full 90/80	megahit-co__c012339_7	husB	WP_012458743	Hus system	Nutritional/Metabolic factor	97.44	100.00	2166
Full 90/80	megahit-co__c012339_8	husA	WP_012458744	Hus system	Nutritional/Metabolic factor	100.00	100.00	657
Full 90/80	megahit-co__c012373_48	PGN_RS07665	WP_012458403	Sialidase	Enzyme	100.00	100.00	1581
Full 90/80	megahit-co__c012475_10	vimA	WP_012457991	LPS	Immune modulation	100.00	100.00	966
Full 90/80	megahit-co__c012475_8	vimF	WP_012457989	LPS	Immune modulation	100.00	100.00	1251
Full 90/80	megahit-co__c012595_3	tke6	WP_010951904	Putida-T6SS secreted effectors	Effector delivery system	94.00	99.77	1317
Full 90/80	megahit-co__c012733_1	fliR	WP_010955080	Flagella	Motility	100.00	100.00	777
Full 90/80	megahit-co__c012733_2	flhB	WP_010955079	Flagella	Motility	96.06	99.82	1098
Full 90/80	megahit-co__c012891_2	pilF	WP_049586424	Type IV pili	Adherence	100.00	99.61	762
Full 90/80	megahit-co__c012965_2	flgG	WP_005790105	Flagella	Motility	100.00	100.00	786
Full 90/80	megahit-co__c013261_3	pilG	WP_003176671	Type IV pili	Adherence	100.00	99.27	408
Full 90/80	megahit-co__c013261_4	pilH	WP_014720320	Type IV pili	Adherence	100.00	99.73	366
Full 90/80	megahit-co__c013301_2	gtfB	WP_230846995	LPS	Immune modulation	100.00	100.00	1158
Full 90/80	megahit-co__c013374_1	cmpA	WP_106877174	CmpA	Adherence	89.42	95.36	6366
Full 90/80	megahit-co__c013455_12	PG_RS00555	WP_005875308	Capsule/K-antigen	Immune modulation	100.00	94.13	699
Full 90/80	megahit-co__c013455_13	wecB	WP_005875256	Capsule/K-antigen	Immune modulation	98.97	98.78	1149
Full 90/80	megahit-co__c014020_1	lip1	WP_015886554	HSI-1	Effector delivery system	100.00	98.82	510
Full 90/80	megahit-co__c014079_10	cbpF	NP_602326	CbpF	Adherence	100.00	99.93	1440
Full 90/80	megahit-co__c014780_1	exlB	WP_049587377	Exolysin	Exotoxin	80.39	99.70	1353
Full 90/80	megahit-co__c014906_19	hmuT	WP_004585352	Hmu system	Nutritional/Metabolic factor	100.00	100.00	678
Full 90/80	megahit-co__c014906_9	prtC	WP_039416961	PrtC	Enzyme	98.07	100.00	1221
Full 90/80	megahit-co__c014999_1	pvdQ	WP_012724512	Pyoverdine	Nutritional/Metabolic factor	88.06	100.00	2013
Full 90/80	megahit-co__c015009_2	fha1	WP_015886555	HSI-1	Effector delivery system	91.48	99.92	1224
Full 90/80	megahit-co__c015165_2	flgB	WP_010955103	Flagella	Motility	100.00	100.00	411
Full 90/80	megahit-co__c015165_3	flgC	WP_003254469	Flagella	Motility	100.00	100.00	444
Full 90/80	megahit-co__c015165_4	flgD	WP_003254468	Flagella	Motility	100.00	99.43	702
Full 90/80	megahit-co__c015711_2	fliP	WP_015885180	Flagella	Motility	100.00	100.00	744
Full 90/80	megahit-co__c015711_3	fliQ	WP_010208761	Flagella	Motility	100.00	100.00	270
Full 90/80	megahit-co__c015750_3	tssL2/icmH	WP_051122586	Putida K2-T6SS	Effector delivery system	100.00	99.89	876
Full 90/80	megahit-co__c015750_4	tssK2	WP_003251351	Putida K2-T6SS	Effector delivery system	87.00	99.91	1164
Full 90/80	megahit-co__c015875_5	porF	WP_012458269	T9SS	Effector delivery system	100.00	100.00	2484
Full 90/80	megahit-co__c015973_2	fleS	WP_010955092	Flagella	Motility	84.98	99.81	1035
Full 90/80	megahit-co__c016050_2	algF	WP_012722326	Alginate	Biofilm	100.00	99.85	654
Full 90/80	megahit-co__c016050_3	algA	WP_012722325	Alginate	Biofilm	82.85	97.59	1203
Full 90/80	megahit-co__c016053_1	pvdN	WP_012723753	Pyoverdine	Nutritional/Metabolic factor	87.97	100.00	1119
Full 90/80	megahit-co__c016606_3	fliJ	WP_015885189	Flagella	Motility	100.00	99.78	450
Full 90/80	megahit-co__c016606_4	fliI	WP_015885190	Flagella	Motility	97.35	99.92	1323
Full 90/80	megahit-co__c016704_1	pilW	WP_012722145	Type IV pili	Adherence	100.00	100.00	708
Full 90/80	megahit-co__c016704_2	pilX	WP_012722146	Type IV pili	Adherence	100.00	100.00	531
Full 90/80	megahit-co__c016849_2	pilF	WP_015885741	Type IV pili	Adherence	100.00	100.00	759
Full 90/80	megahit-co__c017062_2	hsiH1/tssG	WP_015886560	HSI-1	Effector delivery system	100.00	99.90	1044
Full 90/80	megahit-co__c017103_2	flgH	WP_003254461	Flagella	Motility	100.00	99.57	696
Full 90/80	megahit-co__c017186_2	tke7	WP_010955477	Putida-T6SS secreted effectors	Effector delivery system	100.00	100.00	972
Full 90/80	megahit-co__c017688_2	flgD	WP_015885455	Flagella	Motility	100.00	99.72	726
Full 90/80	megahit-co__c017688_3	flgC	WP_015885456	Flagella	Motility	81.08	100.00	360
Full 90/80	megahit-co__c017892_16	porE	WP_012458162	T9SS	Effector delivery system	100.00	100.00	2019
Full 90/80	megahit-co__c018201_2	pvdS	WP_010954997	Pyoverdine	Nutritional/Metabolic factor	100.00	99.81	531
Full 90/80	megahit-co__c018201_3	pvdY	WP_014590234	Pyoverdine	Nutritional/Metabolic factor	100.00	100.00	1014
Full 90/80	megahit-co__c018250_1	pvdM	WP_012723754	Pyoverdine	Nutritional/Metabolic factor	89.33	99.92	1206
Full 90/80	megahit-co__c018341_2	pvdE	WP_010954971	Pyoverdine	Nutritional/Metabolic factor	100.00	100.00	1659
Full 90/80	megahit-m1__c000139_2	fleP/fliT	WP_010955094	Flagella	Motility	100.00	100.00	294
Full 90/80	megahit-m1__c000612_1	hmuS	WP_012457595	Hmu system	Nutritional/Metabolic factor	100.00	99.98	4410
Full 90/80	megahit-m1__c000612_2	hmuR	WP_012457596	Hmu system	Nutritional/Metabolic factor	100.00	99.90	1941
Full 90/80	megahit-m1__c000612_3	hmuY	WP_012457597	Hmu system	Nutritional/Metabolic factor	100.00	100.00	651
Full 90/80	megahit-m1__c000949_2	hcp2	WP_010954872	Putida K2-T6SS	Effector delivery system	100.00	99.61	516
Full 90/80	megahit-m1__c001146_2	eutC	NP_602994	Eut locus	Nutritional/Metabolic factor	100.00	100.00	888
Full 90/80	megahit-m1__c001259_1	tssG2	WP_010954869	Putida K2-T6SS	Effector delivery system	95.58	99.69	972
Full 90/80	megahit-m1__c001449_4	wecC	WP_010955925	Capsule/K-antigen	Immune modulation	99.83	96.69	1208
Full 90/80	megahit-m1__c003402_2	pilI	WP_015886335	Type IV pili	Adherence	100.00	99.81	525
Full 90/80	megahit-m1__c005281_2	hmuV	WP_004585349	Hmu system	Nutritional/Metabolic factor	100.00	100.00	327
Full 90/80	megahit-m1__c005718_3	ragA	WP_012457400	RagAB	Nutritional/Metabolic factor	99.71	99.97	3102
Full 90/80	megahit-m1__c005718_4	ragB	WP_012457401	RagAB	Nutritional/Metabolic factor	100.00	99.54	1512
Full 90/80	megahit-m1__c006529_1	fliG	WP_015885192	Flagella	Motility	100.00	99.90	1017
Full 90/80	megahit-m1__c007536_3	porL	WP_012458450	T9SS	Effector delivery system	100.00	100.00	930
Full 90/80	megahit-m1__c008106_2	porQ	WP_043876356	T9SS	Effector delivery system	100.00	100.00	993
Full 90/80	megahit-m1__c008441_4	porV/lptO	WP_004583425	T9SS	Effector delivery system	100.00	100.00	1176
Full 90/80	megahit-m1__c008556_2	flgI	WP_003254458	Flagella	Motility	82.26	100.00	918
Full 90/80	megahit-m1__c009094_6	php1	WP_012458344	Php1	Post-translational modification	99.73	100.00	742
Full 90/80	megahit-m1__c009442_3	porT	WP_005873603	T9SS	Effector delivery system	100.00	100.00	735
Full 90/80	megahit-m1__c010745_5	wbpD	WP_004583405	LPS	Immune modulation	100.00	100.00	573
Full 90/80	megahit-m1__c011006_2	husC	WP_005874754	Hus system	Nutritional/Metabolic factor	100.00	100.00	297
Full 90/80	megahit-m1__c011006_3	husD	WP_012458742	Hus system	Nutritional/Metabolic factor	100.00	100.00	597
Full 90/80	megahit-m1__c012536_1	PG_RS00495	WP_010955924	Capsule/K-antigen	Immune modulation	97.63	98.56	1110
Full 90/80	megahit-m1__c013160_2	eutV	WP_005904034	Eut locus	Nutritional/Metabolic factor	100.00	99.83	579
Full 90/80	megahit-m1__c014450_3	wbpA/ugdA	WP_039417146	LPS	Immune modulation	100.00	100.00	1335
Full 90/80	megahit-m2__c001637_2	gtfF	WP_012458445	LPS	Immune modulation	100.00	100.00	897
Full 90/80	megahit-m2__c001695_2	vimE	WP_012457990	LPS	Immune modulation	100.00	99.93	1362
Full 90/80	megahit-m2__c003229_5	porG	WP_012457404	T9SS	Effector delivery system	100.00	100.00	708
Full 90/80	megahit-m2__c005688_2	gtfC	WP_004583909	LPS	Immune modulation	100.00	100.00	1068
Full 90/80	megahit-m2__c006530_4	porS	WP_230455971	LPS	Immune modulation	100.00	100.00	1245
Full 90/80	megahit-m2__c007217_2	eutP	WP_005904035	Eut locus	Nutritional/Metabolic factor	100.00	100.00	438
Full 90/80	megahit-m2__c007572_2	ltp1	WP_012457551	Ltp1	Post-translational modification	90.48	100.00	456
Full 90/80	megahit-m2__c007966_2	mfa2	WP_010955942	Mfa1 fimbriae	Adherence	98.15	100.00	957
Full 90/80	megahit-m2__c008358_3	hagC	WP_012458605	HagC	Adherence	100.00	100.00	1053
Full 90/80	megahit-m2__c009757_2	fliE	WP_015885194	Flagella	Motility	100.00	99.39	330
Full 90/80	megahit-m2__c010557_2	hmuU	WP_010956341	Hmu system	Nutritional/Metabolic factor	100.00	100.00	579
Full 90/80	megahit-m2__c010980_2	mfa4	WP_012457398	Mfa1 fimbriae	Adherence	100.00	99.90	1002
Full 90/80	megahit-m2__c011647_3	fadA	NP_603171	FadA	Adherence	100.00	100.00	390
Co-assembly core 90/80	k141_10313	cbpF	WP_005902104	CbpF	Adherence	97.16	92.98	1440
Co-assembly core 90/80	k141_10487	prtC	WP_039416961	PrtC	Enzyme	100.00	100.00	1245
Co-assembly core 90/80	k141_10487	hmuY	WP_012457597	Hmu system	Nutritional/Metabolic factor	100.00	100.00	651
Co-assembly core 90/80	k141_10487	hmuR	WP_012457596	Hmu system	Nutritional/Metabolic factor	100.00	100.00	1941
Co-assembly core 90/80	k141_10487	hmuS	WP_012457595	Hmu system	Nutritional/Metabolic factor	100.00	100.00	4410
Co-assembly core 90/80	k141_10487	hmuT	WP_004585352	Hmu system	Nutritional/Metabolic factor	100.00	100.00	678
Co-assembly core 90/80	k141_10487	hmuU	WP_010956341	Hmu system	Nutritional/Metabolic factor	100.00	100.00	579
Co-assembly core 90/80	k141_10487	hmuV	WP_004585349	Hmu system	Nutritional/Metabolic factor	100.00	100.00	327
Co-assembly core 90/80	k141_1151	serB	WP_004585202	SerB	Enzyme	100.00	100.00	1242
Co-assembly core 90/80	k141_11844	eutM2	WP_005895463	Eut locus	Nutritional/Metabolic factor	100.00	98.25	285
Co-assembly core 90/80	k141_11844	eutE	WP_005904025	Eut locus	Nutritional/Metabolic factor	100.00	97.37	1443
Co-assembly core 90/80	k141_11919	eutL	WP_011016126	Eut locus	Nutritional/Metabolic factor	100.00	98.62	654
Co-assembly core 90/80	k141_11919	eutC	WP_005904029	Eut locus	Nutritional/Metabolic factor	100.00	99.89	888
Co-assembly core 90/80	k141_11919	eutB	WP_023040837	Eut locus	Nutritional/Metabolic factor	95.98	99.69	1313
Co-assembly core 90/80	k141_12749	sov	WP_012457811	T9SS	Effector delivery system	100.00	99.97	7500
Co-assembly core 90/80	k141_15875	porW	WP_012458585	T9SS	Effector delivery system	100.00	100.00	3483
Co-assembly core 90/80	k141_16176	plug	WP_012457276	T9SS	Effector delivery system	100.00	100.00	1260
Co-assembly core 90/80	k141_16176	wbpB	WP_012457298	LPS	Immune modulation	100.00	100.00	972
Co-assembly core 90/80	k141_16176	fimA	WP_012457306	FimA fimbriae	Adherence	100.00	100.00	1152
Co-assembly core 90/80	k141_16176	fimB		FimA fimbriae	Adherence	100.00	100.00	777
Co-assembly core 90/80	k141_16176	fimC	WP_039417483	FimA fimbriae	Adherence	100.00	100.00	1362
Co-assembly core 90/80	k141_16176	fimD	WP_012457310	FimA fimbriae	Adherence	100.00	100.00	2013
Co-assembly core 90/80	k141_16176	fimE	WP_012457311	FimA fimbriae	Adherence	100.00	100.00	1653
Co-assembly core 90/80	k141_16867	gtfB	WP_230846995	LPS	Immune modulation	100.00	100.00	1158
Co-assembly core 90/80	k141_17428	porF	WP_012458269	T9SS	Effector delivery system	100.00	100.00	2484
Co-assembly core 90/80	k141_20230	wbaP	WP_012458596	LPS	Immune modulation	100.00	100.00	1407
Co-assembly core 90/80	k141_20374	cmpA	WP_106877174	CmpA	Adherence	89.42	95.36	6366
Co-assembly core 90/80	k141_21995	porX	WP_012457962	T9SS	Effector delivery system	100.00	100.00	1557
Co-assembly core 90/80	k141_22100	hagB	WP_012458603	HagB	Adherence	97.44	100.00	1026
Co-assembly core 90/80	k141_25243	porE	WP_012458162	T9SS	Effector delivery system	100.00	100.00	2019
Co-assembly core 90/80	k141_29318	fomA	WP_005902984	FomA	Adherence	100.00	99.55	1107
Co-assembly core 90/80	k141_29829	porA	WP_043876308	T9SS	Effector delivery system	100.00	100.00	720
Co-assembly core 90/80	k141_30476	php1	WP_012458344	Php1	Post-translational modification	100.00	100.00	744
Co-assembly core 90/80	k141_30476	ptk1	WP_012458343	Ptk1	Post-translational modification	100.00	100.00	2466
Co-assembly core 90/80	k141_30952	porZ	WP_039416951	T9SS	Effector delivery system	100.00	100.00	2331
Co-assembly core 90/80	k141_30952	ltp1	WP_012457551	Ltp1	Post-translational modification	100.00	100.00	504
Co-assembly core 90/80	k141_33232	Fn-Dps	WP_005902929	Fn-Dps	Stress survival	100.00	99.77	435
Co-assembly core 90/80	k141_33504	gtfF	WP_012458445	LPS	Immune modulation	100.00	100.00	897
Co-assembly core 90/80	k141_34458	porT	WP_005873603	T9SS	Effector delivery system	100.00	100.00	735
Co-assembly core 90/80	k141_35274	porY	WP_012458675	T9SS	Effector delivery system	100.00	99.92	1188
Co-assembly core 90/80	k141_35319	PGN_RS07665	WP_012458403	Sialidase	Enzyme	100.00	100.00	1581
Co-assembly core 90/80	k141_35359	vimF	WP_012457989	LPS	Immune modulation	100.00	100.00	1251
Co-assembly core 90/80	k141_35359	vimE	WP_012457990	LPS	Immune modulation	100.00	100.00	1362
Co-assembly core 90/80	k141_35359	vimA	WP_012457991	LPS	Immune modulation	100.00	100.00	966
Co-assembly core 90/80	k141_38900	porV/lptO	WP_004583425	T9SS	Effector delivery system	100.00	100.00	1176
Co-assembly core 90/80	k141_38900	porU	WP_012457177	T9SS	Effector delivery system	100.00	99.94	3477
Co-assembly core 90/80	k141_4004	eutA	WP_005904031	Eut locus	Nutritional/Metabolic factor	100.00	99.65	1431
Co-assembly core 90/80	k141_4004	eutW	WP_005904032	Eut locus	Nutritional/Metabolic factor	100.00	99.71	1389
Co-assembly core 90/80	k141_4004	eutV	WP_005904034	Eut locus	Nutritional/Metabolic factor	100.00	100.00	579
Co-assembly core 90/80	k141_4004	eutP	WP_005904035	Eut locus	Nutritional/Metabolic factor	100.00	100.00	438
Co-assembly core 90/80	k141_4004	eutS	WP_005904036	Eut locus	Nutritional/Metabolic factor	100.00	100.00	369
Co-assembly core 90/80	k141_40510	wbpA/ugdA	WP_039417146	LPS	Immune modulation	100.00	100.00	1335
Co-assembly core 90/80	k141_40510	wzy	WP_012458132	LPS	Immune modulation	100.00	100.00	1044
Co-assembly core 90/80	k141_40510	gtfE	WP_012458130	LPS	Immune modulation	100.00	100.00	1152
Co-assembly core 90/80	k141_40510	gtfD	WP_012458129	LPS	Immune modulation	100.00	100.00	861
Co-assembly core 90/80	k141_40510	PGN_RS05945	WP_012458128	LPS	Immune modulation	100.00	100.00	1137
Co-assembly core 90/80	k141_40510	wbpE/porR	WP_005873685	LPS	Immune modulation	100.00	100.00	1125
Co-assembly core 90/80	k141_40510	porS	WP_230455971	LPS	Immune modulation	100.00	100.00	1245
Co-assembly core 90/80	k141_40510	wbpS	WP_005873629	LPS	Immune modulation	100.00	100.00	1629
Co-assembly core 90/80	k141_40510	wbaQ	WP_012458125	LPS	Immune modulation	100.00	100.00	615
Co-assembly core 90/80	k141_40523	porQ	WP_043876356	T9SS	Effector delivery system	100.00	100.00	993
Co-assembly core 90/80	k141_41875	porP	WP_012458452	T9SS	Effector delivery system	100.00	100.00	942
Co-assembly core 90/80	k141_41875	porK	WP_012458451	T9SS	Effector delivery system	100.00	100.00	1476
Co-assembly core 90/80	k141_41875	porL	WP_012458450	T9SS	Effector delivery system	100.00	100.00	930
Co-assembly core 90/80	k141_41875	porM	WP_004584766	T9SS	Effector delivery system	100.00	100.00	1551
Co-assembly core 90/80	k141_41875	porN	WP_012458449	T9SS	Effector delivery system	100.00	100.00	1080
Co-assembly core 90/80	k141_45097	C4N14_RS02810	WP_005904022	Eut locus	Nutritional/Metabolic factor	100.00	95.43	591
Co-assembly core 90/80	k141_45097	eutN	WP_005904021	Eut locus	Nutritional/Metabolic factor	100.00	97.99	249
Co-assembly core 90/80	k141_45097	eutH	WP_005904019	Eut locus	Nutritional/Metabolic factor	100.00	95.11	1083
Co-assembly core 90/80	k141_45097	eutQ	WP_005904018	Eut locus	Nutritional/Metabolic factor	100.00	100.00	450
Co-assembly core 90/80	k141_45097	eutG	WP_005903662	Eut locus	Nutritional/Metabolic factor	100.00	99.82	1119
Co-assembly core 90/80	k141_4649	porG	WP_012457404	T9SS	Effector delivery system	100.00	100.00	708
Co-assembly core 90/80	k141_4649	ragB	WP_012457401	RagAB	Nutritional/Metabolic factor	100.00	100.00	1512
Co-assembly core 90/80	k141_4649	ragA	WP_012457400	RagAB	Nutritional/Metabolic factor	100.00	99.97	3111
Co-assembly core 90/80	k141_4649	mfa5	WP_012457399	Mfa1 fimbriae	Adherence	100.00	100.00	3687
Co-assembly core 90/80	k141_4649	mfa4	WP_012457398	Mfa1 fimbriae	Adherence	100.00	100.00	1002
Co-assembly core 90/80	k141_4649	mfa3	WP_012457397	Mfa1 fimbriae	Adherence	100.00	100.00	1341
Co-assembly core 90/80	k141_4649	mfa2	WP_010955942	Mfa1 fimbriae	Adherence	100.00	100.00	975
Co-assembly core 90/80	k141_4649	mfa1	WP_012457396	Mfa1 fimbriae	Adherence	100.00	100.00	1692
Co-assembly core 90/80	k141_4702	gtfC	WP_004583909	LPS	Immune modulation	100.00	100.00	1068
Co-assembly core 90/80	k141_52296	gbp	WP_005903112	Gbp	Adherence	100.00	99.71	1026
Co-assembly core 90/80	k141_54726	ppaD	WP_005873463	PPAD	Enzyme	100.00	100.00	1671
Co-assembly core 90/80	k141_6048	husD	WP_012458742	Hus system	Nutritional/Metabolic factor	100.00	100.00	597
Co-assembly core 90/80	k141_6048	husC	WP_005874754	Hus system	Nutritional/Metabolic factor	100.00	100.00	297
Co-assembly core 90/80	k141_6048	husB	WP_012458743	Hus system	Nutritional/Metabolic factor	100.00	100.00	2223
Co-assembly core 90/80	k141_6048	husA	WP_012458744	Hus system	Nutritional/Metabolic factor	100.00	100.00	657
Co-assembly core 90/80	k141_6048	wbpD	WP_004583405	LPS	Immune modulation	100.00	100.00	573
Co-assembly core 90/80	k141_6297	PG_RS00495	WP_010955924	Capsule/K-antigen	Immune modulation	100.00	98.50	1137
Co-assembly core 90/80	k141_6297	wecC	WP_010955925	Capsule/K-antigen	Immune modulation	99.83	96.69	1208
Co-assembly core 90/80	k141_6297	PG_RS00555	WP_005875308	Capsule/K-antigen	Immune modulation	100.00	94.13	699
Co-assembly core 90/80	k141_6297	wecB	WP_005875256	Capsule/K-antigen	Immune modulation	100.00	98.79	1161
Co-assembly core 90/80	k141_7853	fadA	WP_005903511	FadA	Adherence	100.00	99.74	390
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tse2	NP_251392	HSI-1 T6SS secreted effectors	Effector delivery system	100.00	97.69	477
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	lasR	NP_250121	Quorum sensing	Biofilm	100.00	91.94	720
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	lasI	NP_250123	Quorum sensing	Biofilm	100.00	93.23	606
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliK	NP_250132	Flagella	Motility	100.00	91.30	1287
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliL	NP_250133	Flagella	Motility	100.00	96.55	522
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliM	NP_250134	Flagella	Motility	100.00	96.71	972
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliN	NP_250135	Flagella	Motility	100.00	95.15	474
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliP	NP_250137	Flagella	Motility	100.00	95.44	768
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliQ	NP_250138	Flagella	Motility	100.00	94.44	270
