EvaluationSet	Reference	GenBankAssembly	ExpectedAbundancePct	AbundanceBin	Branch	EvidenceClass	GenomeFractionPct	RecoveredGe90Pct	FullGenomeGe99Pct	MismatchesPer100Kbp	IndelsPer100Kbp	ReferenceReportPresent	BranchReportPresent
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	lr-metamdbg-hifi	biological	99.174	yes	yes	1.18	1.07	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	sr-spades-10m	biological	96.055	yes	no	3.33	0.81	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	hybrid-illumina-ont	biological	98.946	yes	no	18.34	1.36	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	hybrid-illumina-hifi	biological	99.069	yes	yes	18.76	1.36	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	lr-ont-polypolish	biological	99.126	yes	yes	11.79	3.68	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	lr-ont-careful	biological	99.126	yes	yes	12.62	11.94	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	diagnostic-fragmented-50kb	diagnostic	99.114	yes	yes	23.35	1.14	yes	yes
MOCK1	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	>=1%	diagnostic-chimeric-rotation	diagnostic	99.127	yes	yes	11.95	1.11	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	sr-megahit-m1	biological	8.08	no	no	273.29	4.78	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	sr-metaspades-m1	biological	11.328	no	no	248.63	14.59	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-flye-ont	biological	99.822	yes	yes	129.97	468.47	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-flye-hifi	biological	99.995	yes	yes	0.4	0.1	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-hifiasm-hifi	biological	99.995	yes	yes	0.4	0.09	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-metamdbg-hifi	biological	99.995	yes	yes	1.28	0.09	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	sr-spades-10m	biological	98.972	yes	no	27.68	2.87	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	hybrid-illumina-ont	biological	99.635	yes	yes	46.04	12.47	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	hybrid-illumina-hifi	biological	99.708	yes	yes	39	4.74	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-ont-polypolish	biological	99.822	yes	yes	26	107.24	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	lr-ont-careful	biological	99.822	yes	yes	32.12	126.41	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	diagnostic-fragmented-50kb	diagnostic	99.995	yes	yes	0.22	0.09	yes	yes
MOCK1	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	>=1%	diagnostic-chimeric-rotation	diagnostic	99.995	yes	yes	0.4	0.1	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	sr-megahit-m1	biological	7.215	no	no	73.33	4.22	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	sr-metaspades-m1	biological	8.393	no	no	83.6	6.77	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-flye-ont	biological	63.914	no	no	739.31	1701.4	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-flye-hifi	biological	99.632	yes	yes	1.81	2.81	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-hifiasm-hifi	biological	99.823	yes	yes	1.98	3.44	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-metamdbg-hifi	biological	99.267	yes	yes	1.8	1.68	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	sr-spades-10m	biological	96.817	yes	no	45.61	8.63	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	hybrid-illumina-ont	biological	98.743	yes	no	65.3	33.02	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	hybrid-illumina-hifi	biological	99.151	yes	yes	49.94	2.65	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-ont-polypolish	biological	73.862	no	no	600.92	1197.9	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	lr-ont-careful	biological	73.622	no	no	607.75	1218.47	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	diagnostic-fragmented-50kb	diagnostic	99.632	yes	yes	1.81	2.81	yes	yes
MOCK1	Trichormus_sp._PCC_7120	GCA_000009705.1	1.37146302611	>=1%	diagnostic-chimeric-rotation	diagnostic	99.632	yes	yes	1.81	2.81	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	sr-megahit-m1	biological	99.21	yes	yes	43.25	0.74	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	sr-metaspades-m1	biological	99.389	yes	yes	40.72	1.11	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-flye-ont	biological	100	yes	yes	16.71	152.35	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-flye-hifi	biological	100	yes	yes	0.32	0.13	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-hifiasm-hifi	biological	13.252	no	no	0.49	0.16	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-metamdbg-hifi	biological	100	yes	yes	0.32	0.13	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	sr-spades-10m	biological	99.957	yes	yes	0.35	0.13	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	hybrid-illumina-ont	biological	100	yes	yes	0.35	0.13	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	hybrid-illumina-hifi	biological	100	yes	yes	0.35	0.11	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-ont-polypolish	biological	100	yes	yes	0.32	0.39	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	lr-ont-careful	biological	100	yes	yes	0.32	0.91	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.32	0.13	yes	yes
MOCK1	Gemmatimonas_aurantiaca_T-27	GCA_000010305.1	2.41490124842	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	0.32	0.13	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	sr-megahit-m1	biological	79.589	no	no	80.23	1.92	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	sr-metaspades-m1	biological	82.41	no	no	80.38	3.97	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-flye-ont	biological	95.852	yes	no	136.46	555.63	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-flye-hifi	biological	65.161	no	no	13.72	48.17	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-hifiasm-hifi	biological	81.012	no	no	11.74	74.31	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-metamdbg-hifi	biological	77.182	no	no	1.32	23.16	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	sr-spades-10m	biological	93.925	yes	no	7.96	0.72	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	hybrid-illumina-ont	biological	94.491	yes	no	27.92	0.9	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	hybrid-illumina-hifi	biological	95.097	yes	no	48.15	0.67	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-ont-polypolish	biological	96.84	yes	no	80.7	138.13	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	lr-ont-careful	biological	97.013	yes	no	97.22	186.63	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	diagnostic-fragmented-50kb	diagnostic	65.16	no	no	13.27	48.17	yes	yes
MOCK1	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	>=1%	diagnostic-chimeric-rotation	diagnostic	65.161	no	no	13.72	48.17	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	sr-megahit-m1	biological	0.033	no	no	880.2	440.1	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	sr-metaspades-m1	biological	0.053	no	no	272.73	30.3	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-flye-ont	biological	13.919	no	no	943.58	2001.36	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-flye-hifi	biological	97.323	yes	no	13.2	15.19	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-hifiasm-hifi	biological	97.52	yes	no	26.46	28.6	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-metamdbg-hifi	biological	96.316	yes	no	22.52	10.85	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	sr-spades-10m	biological	22.793	no	no	131.34	27.36	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	hybrid-illumina-ont	biological	56.29	no	no	545.78	730.77	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	hybrid-illumina-hifi	biological	85.901	no	no	145.73	14.72	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-ont-polypolish	biological	15.595	no	no	942.85	1975.48	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	lr-ont-careful	biological	15.595	no	no	943.65	1981.64	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	97.316	yes	no	17.58	15.4	yes	yes
MOCK1	Bacteroides_thetaiotaomicron_VPI-5482	GCA_000011065.1	0.323509814467	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	97.323	yes	no	13.2	15.19	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	sr-megahit-m1	biological	98.856	yes	no	20.69	0.87	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	sr-metaspades-m1	biological	99.353	yes	yes	25.29	1.68	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-flye-ont	biological	99.921	yes	yes	207.6	363.41	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-flye-hifi	biological	99.921	yes	yes	0.91	1.54	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-hifiasm-hifi	biological	99.921	yes	yes	4.01	1.17	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-metamdbg-hifi	biological	99.488	yes	yes	0.87	0.75	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	sr-spades-10m	biological	99.724	yes	yes	18.05	1.33	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	hybrid-illumina-ont	biological	99.906	yes	yes	19.69	1.61	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	hybrid-illumina-hifi	biological	99.906	yes	yes	19.69	1.73	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-ont-polypolish	biological	99.921	yes	yes	4.83	4.37	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	lr-ont-careful	biological	99.921	yes	yes	4.32	5.35	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	diagnostic-fragmented-50kb	diagnostic	99.921	yes	yes	0.91	1.54	yes	yes
MOCK1	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	>=1%	diagnostic-chimeric-rotation	diagnostic	99.921	yes	yes	0.91	1.54	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	sr-megahit-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	sr-metaspades-m1	biological	0.041	no	no	275.74	183.82	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-flye-ont	biological	0.099	no	no	1044.39	2312.57	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-flye-hifi	biological	0	no	no	NA	NA	yes	no
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-hifiasm-hifi	biological	1.083	no	no	10.3	120.14	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-metamdbg-hifi	biological	1.471	no	no	2.52	5.05	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	sr-spades-10m	biological	0.033	no	no	0	0	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	hybrid-illumina-ont	biological	0.29	no	no	664.71	639.14	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	hybrid-illumina-hifi	biological	0.998	no	no	198.01	18.68	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-ont-polypolish	biological	0.099	no	no	1044.39	2312.57	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	lr-ont-careful	biological	0.099	no	no	1044.39	2312.57	yes	yes
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	diagnostic-fragmented-50kb	diagnostic	0	no	no	NA	NA	yes	no
MOCK1	Sulfurisphaera_tokodaii_str._7	GCA_000011205.1	0.075406063925	<0.1%	diagnostic-chimeric-rotation	diagnostic	0	no	no	NA	NA	yes	no
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	sr-megahit-m1	biological	1.609	no	no	1088.58	29.93	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	sr-metaspades-m1	biological	1.892	no	no	881.94	15.92	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-flye-ont	biological	54.018	no	no	1083.65	1442.95	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-flye-hifi	biological	99.394	yes	yes	0.06	0.61	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-hifiasm-hifi	biological	100	yes	yes	0.06	0.6	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-metamdbg-hifi	biological	100	yes	yes	0.06	0.42	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	sr-spades-10m	biological	87.552	no	no	78.5	10.23	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	hybrid-illumina-ont	biological	86.463	no	no	98.35	47.96	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	hybrid-illumina-hifi	biological	89.199	no	no	146.45	11.19	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-ont-polypolish	biological	58.123	no	no	1067.94	970.91	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	lr-ont-careful	biological	54.949	no	no	1074.72	1107.3	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.06	0.6	yes	yes
MOCK1	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.394	yes	yes	0.06	0.61	yes	yes
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	sr-megahit-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	sr-metaspades-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-flye-ont	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-flye-hifi	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-hifiasm-hifi	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-metamdbg-hifi	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	sr-spades-10m	biological	0.023	no	no	469.48	0	yes	yes
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	hybrid-illumina-ont	biological	0.023	no	no	469.48	0	yes	yes
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	hybrid-illumina-hifi	biological	0.023	no	no	469.48	0	yes	yes
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-ont-polypolish	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	lr-ont-careful	biological	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	diagnostic-fragmented-50kb	diagnostic	0	no	no	NA	NA	yes	no
MOCK1	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	<0.1%	diagnostic-chimeric-rotation	diagnostic	0	no	no	NA	NA	yes	no
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	sr-megahit-m1	biological	1.011	no	no	342.77	7.66	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	sr-metaspades-m1	biological	1.279	no	no	325.28	31.77	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-flye-ont	biological	94.149	yes	no	451.8	1282.78	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-flye-hifi	biological	99.55	yes	yes	25.46	6.75	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-hifiasm-hifi	biological	84.204	no	no	29.84	4.16	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-metamdbg-hifi	biological	98.568	yes	no	37.23	1.27	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	sr-spades-10m	biological	89.957	no	no	93.09	14.08	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	hybrid-illumina-ont	biological	96.202	yes	no	130.44	65.33	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	hybrid-illumina-hifi	biological	96.07	yes	no	100.66	4.94	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-ont-polypolish	biological	95.425	yes	no	375.84	934.72	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	lr-ont-careful	biological	95.18	yes	no	378.67	946.88	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	99.55	yes	yes	25.66	6.79	yes	yes
MOCK1	Phocaeicola_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.55	yes	yes	25.46	6.75	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	sr-megahit-m1	biological	0.304	no	no	266.75	3.38	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	sr-metaspades-m1	biological	0.446	no	no	196.08	16.15	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-flye-ont	biological	41.678	no	no	908.18	1705.88	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-flye-hifi	biological	99.609	yes	yes	4.51	0.41	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-hifiasm-hifi	biological	99.609	yes	yes	4.55	0.72	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-metamdbg-hifi	biological	99.6	yes	yes	4.49	0.16	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	sr-spades-10m	biological	60.285	no	no	167.11	21.35	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	hybrid-illumina-ont	biological	88.503	no	no	450.16	376.72	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	hybrid-illumina-hifi	biological	94.692	yes	no	207.75	11.55	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-ont-polypolish	biological	51.279	no	no	859.12	1611.55	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	lr-ont-careful	biological	51.235	no	no	862.59	1616.68	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	99.609	yes	yes	4.49	0.41	yes	yes
MOCK1	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.609	yes	yes	4.51	0.41	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	sr-megahit-m1	biological	10.706	no	no	225.57	6.85	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	sr-metaspades-m1	biological	14.224	no	no	211.62	10.55	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-flye-ont	biological	99.763	yes	yes	267.14	805.46	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-flye-hifi	biological	100	yes	yes	2.19	0.54	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-hifiasm-hifi	biological	100	yes	yes	2.83	0.98	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-metamdbg-hifi	biological	99.891	yes	yes	2.52	0.7	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	sr-spades-10m	biological	93.311	yes	no	50.57	3.83	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	hybrid-illumina-ont	biological	97.152	yes	no	98.62	14.72	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	hybrid-illumina-hifi	biological	97.369	yes	no	98.79	7.7	yes	yes
